stepIdx	time_s	pureY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
106	64.668	0.58773	0.664369	0.530604	0.575651	1.5504	1.67504	0.925591	1.63086	0.302745	0.458726	0.317048	0.161444	0.676847	0.997581	0.590907	0.216616	0	stair	0	ground
107	65.262	1.35457	3.54345	0.723445	0.55287	2.51068	1.62866	1.54156	2.97375	2.97945	1.65784	1.14582	1.58885	1.12728	0.969961	0.676476	0.161949	0	stair	0	ground
108	65.916	0.70599	1.23233	0.635772	0.632102	1.9029	2.35849	0.80683	2.76073	2.4004	1.37662	0.95145	1.28006	0.590002	1.40461	0.565259	0.183688	0	ground	0	ground
109	66.493	0.977333	0.858796	0.467721	0.55746	1.44766	1.23916	1.16826	1.77259	0.461688	1.3933	0.966558	0.266276	0.866933	0.757844	0.541264	0.206098	0	ground	0	ground
110	67.146	0.721687	0.434081	0.375578	0.546624	1.82029	1.68067	1.08307	1.27329	0.495719	1.35004	0.942525	0.307889	0.819807	1.02501	0.722389	0.13795	0	ground	0	ground
111	67.704	-0.247599	0.908025	0.785744	0.597652	2.12989	1.62338	1.31201	2.84642	1.07895	1.49882	1.04157	0.692992	0.993785	0.991051	0.613549	0.35114	0	ground	0	ground
112	68.318	2.94458	-0.0235175	0.00792343	0.454547	2.17032	1.62866	1.33258	4.46565	3.32532	1.28893	0.905146	1.91795	1.00842	0.994848	0.513331	0.302334	0	ground	0	ground
113	69.184	-0.609428	1.62252	0.726952	0.472783	1.87603	1.52672	1.2288	1.72271	3.91668	1.84147	1.25634	2.00642	0.93645	0.938906	0.659617	0.298254	0	ground	0	down
114	69.742	-0.938293	3.7663	0.800558	0.539351	4.35489	1.36986	3.17907	2.26745	2.16885	3.72751	2.20312	1.09885	2.12097	0.855928	0.892735	0.117196	0.221013	ground	0	down
115	70.28	-2.65544	6.28456	0.702971	0.604829	5.67195	1.92308	2.94941	4.04879	3.04799	8.4359	3.56499	1.46455	1.79412	1.17785	0.887464	0.0926347	0.364291	ground	0	down
