stepIdx	time_s	pureY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
134	74.5	-0.75969	1.71658	0.693212	0.852397	1.7255	1.72414	1.00079	0.203949	0.829041	0.209253	1.97718	2.07625	0.941369	0.957127	0.935801	0.147203	0	ground	0	ground
135	75.06	-0.264988	1.71893	0.866432	0.843067	1.80455	1.78571	1.01055	0.216051	0.494708	0.21478	1.83999	1.21003	0.955275	0.992173	0.937666	0.142622	0	ground	0	ground
136	75.6	0.407859	1.3041	0.761758	0.852602	1.7319	1.85185	0.935226	0.129871	0.790451	0.180143	1.46374	1.76834	0.894441	1.02595	0.958498	0.0493906	0	ground	0	ground
137	76.16	0.215414	1.34383	0.861847	0.836542	1.78147	1.78571	0.99762	0.142461	0.196504	0.199767	1.52798	0.465704	0.958513	0.99037	0.957028	0.11842	0	ground	0	ground
138	76.72	-0.471144	1.54457	0.766264	0.789903	1.75822	1.85185	0.949438	0.217519	0.715304	0.217225	1.55841	1.58504	0.920298	1.02428	0.934107	0.121325	0	ground	0	ground
139	77.28	0.193431	1.30477	0.87089	0.825438	1.78675	1.72414	1.03632	0.160538	0.706519	0.135152	0.972562	1.48176	1.00406	0.958081	0.952103	0.129167	0	ground	0	ground
140	77.84	0.329543	1.31317	0.79939	0.81203	1.73461	1.85185	0.936692	0.151734	0.136371	0.106453	0.784397	0.307998	0.916003	1.02607	0.951988	0.0437743	0	ground	0	ground
141	78.38	0.0060365	1.37556	0.99563	0.858804	1.77094	1.78571	0.991727	0.184897	0.329468	0.0875936	0.669156	0.763656	0.972758	0.990472	0.944312	0.0467121	0	ground	0	ground
142	78.94	-0.00144193	1.12215	0.998716	0.886178	1.71278	1.78571	0.959157	0.166989	0.253524	0.0919224	0.723777	0.612904	0.946413	0.991416	0.946015	0.0471704	0	ground	0	ground
143	79.5	-0.251284	1.56522	0.861666	0.905258	1.77636	1.85185	0.959235	0.163452	0.508654	0.0590527	0.491252	1.20208	0.951582	1.02525	0.950726	0.0740521	0	ground	0	ground
