time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	localFwdY	localLatX	varYZRatio	dmagRatio	zfRatio	freqRatio	stairConfidence	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	dirR1	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
25.137	0.648834	0.475066	-2.4516	0.492102	0.100183	-2.46743	-0.490332	0.108517	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.72274	1.58219	1.14055	stair	0	ground	0	-1	43
25.158	0.4228	0.700811	-2.1037	0.264738	0.324298	-2.10893	-0.263189	0.325556	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.69205	1.52401	1.16804	stair	0	ground	0	-1	43
25.177	0.159703	0.89912	-1.90864	0.00163238	0.519994	-1.9043	-0.00820282	0.519932	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.65266	1.47381	1.17885	stair	0	ground	0	-1	43
25.198	-0.215804	0.95007	-1.42655	-0.372005	0.56809	-1.4151	0.358286	0.57684	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.59079	1.43407	1.15671	stair	0	ground	0	-1	43
25.218	-0.589605	1.05719	-0.798884	-0.742077	0.67183	-0.783495	0.714493	0.701094	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.50042	1.41242	1.088	stair	0	ground	0	-1	43
25.237	-0.681221	0.926842	-0.873349	-0.829525	0.538778	-0.85367	0.80169	0.579385	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.41808	1.39126	1.02683	stair	0	ground	0	-1	43
25.258	-0.838866	0.700238	-1.10431	-0.982234	0.310613	-1.07921	0.961129	0.370803	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.35114	1.3732	0.977936	stair	0	ground	0	-1	43
25.277	-1.0061	0.459184	-1.06614	-1.14372	0.0692116	-1.03583	1.13628	0.147476	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.28537	1.36183	0.92354	stair	0	ground	0	-1	43
25.297	-0.825129	0.32864	-0.983576	-0.957936	-0.0610258	-0.948502	0.9598	0.0122272	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.21853	1.34174	0.876794	stair	0	ground	0	-1	43
25.317	-0.563412	0.147921	-1.57104	-0.692738	-0.240536	-1.52828	0.709717	-0.184514	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.18402	1.31131	0.872703	stair	0	ground	0	-1	43
25.337	-0.285664	-0.213653	-2.06928	-0.412915	-0.5991	-2.01639	0.461637	-0.562414	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.17564	1.28213	0.893507	stair	0	ground	0	-1	43
25.357	-0.141734	-0.609159	-2.27808	-0.26764	-0.989632	-2.21407	0.351916	-0.962891	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.17756	1.26928	0.908276	stair	0	ground	0	-1	43
25.377	0.21491	-0.898756	-2.15958	0.0885591	-1.27283	-2.08509	0.0252063	-1.27566	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.17293	1.26961	0.903321	stair	0	ground	0	-1	43
25.397	0.374346	-0.930318	-1.1325	0.246755	-1.29787	-1.05272	-0.128867	-1.31482	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.11692	1.27219	0.844735	stair	0	ground	0	-1	43
25.417	0.359286	-1.14306	-0.199399	0.230537	-1.50307	-0.119021	-0.0944206	-1.51771	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	2.01703	1.28461	0.732417	stair	0	ground	0	-1	43
25.437	0.407089	-1.37794	0.338209	0.276948	-1.72926	0.416494	-0.122984	-1.74697	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	1.937	1.30795	0.629056	stair	0	ground	0	-1	43
25.457	0.337501	-1.19878	-0.003529	0.206323	-1.54234	0.0743825	-0.0781673	-1.55412	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	1.84387	1.32035	0.523519	stair	0	ground	0	-1	43
25.477	-0.192172	-0.067067	-0.044446	-0.321733	-0.408576	0.0332982	0.351569	-0.383205	0.984412	1.36306	1.1737	0.961455	0.3	1.67627	3.28505	1.78253	2.988	2.32108	1.62805	0.979228	0.728881	0.208117	1.75334	1.28034	0.473005	stair	0	ground	0	-1	43
25.511	-0.704523	1.78539	1.13524	-0.829914	1.43666	1.20692	0.744725	1.48261	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	1.72602	1.29928	0.426744	stair	0	ground	1	44	44
25.52	0.068385	4.46462	4.84927	-0.0567206	4.09531	4.89634	-0.118253	4.09399	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	1.88454	1.4391	0.445439	stair	0	ground	0	-1	44
25.537	2.37431	6.61554	9.47952	2.23796	6.215	9.47896	-2.33099	6.18071	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.26426	1.69743	0.566832	stair	0	ground	0	-1	44
25.558	3.63584	6.05206	10.5973	3.48199	5.62327	10.5437	-3.48994	5.61834	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.67823	1.94326	0.734976	stair	0	ground	0	-1	44
25.577	1.66628	5.70079	6.23984	1.50487	5.24563	6.15537	-1.52153	5.24083	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.85209	2.11896	0.733134	stair	0	ground	0	-1	44
25.597	-0.903001	3.54688	1.56272	-1.05909	3.07626	1.47085	0.99892	3.09633	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.78303	2.17568	0.607346	stair	0	ground	0	-1	44
25.617	-2.73146	1.09755	-0.791266	-2.87311	0.623804	-0.878715	2.83322	0.78534	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.68781	2.2139	0.473912	stair	0	ground	0	-1	44
25.636	-2.9192	-0.061532	-1.57662	-3.04554	-0.532605	-1.65574	3.07878	-0.282987	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.63621	2.25779	0.378416	stair	0	ground	0	-1	44
25.657	-2.70116	-0.656808	-2.51803	-2.81337	-1.12224	-2.58417	2.91884	-0.809238	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.63361	2.29635	0.337257	stair	0	ground	0	-1	44
25.677	-2.29066	-0.950023	-3.59876	-2.39085	-1.40838	-3.64658	2.54268	-1.11108	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.68426	2.32027	0.363981	stair	0	ground	0	-1	44
25.697	-2.01743	-1.18886	-4.23147	-2.10703	-1.63898	-4.25789	2.29914	-1.3564	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.76294	2.33773	0.425205	stair	0	ground	0	-1	44
25.716	-1.48912	-0.985666	-4.51644	-1.57083	-1.42861	-4.52015	1.73948	-1.21764	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.8508	2.32701	0.523787	stair	0	ground	0	-1	44
25.736	-1.07179	-0.921408	-4.32314	-1.14773	-1.35753	-4.30521	1.29982	-1.21269	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.92352	2.29954	0.623974	stair	0	ground	0	-1	44
25.757	-0.462649	-0.573656	-4.23991	-0.535902	-1.00473	-4.20087	0.641721	-0.940671	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.98739	2.2415	0.745883	stair	0	ground	0	-1	44
25.776	0.202899	-0.69173	-4.60721	0.128998	-1.11719	-4.54533	-0.0262713	-1.1243	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	3.06528	2.18566	0.879625	stair	0	ground	0	-1	44
25.797	0.381231	-1.09294	-4.28366	0.305793	-1.51081	-4.20068	-0.182468	-1.5306	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	3.12205	2.15345	0.968605	stair	0	ground	0	-1	44
25.816	-0.060104	-1.38811	-3.3238	-0.134864	-1.79695	-3.22461	0.257457	-1.78352	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	3.12718	2.13588	0.991305	stair	0	ground	0	-1	44
25.836	-0.121513	-1.43602	-2.30424	-0.195292	-1.83563	-2.19403	0.307339	-1.82022	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	3.08052	2.12138	0.959142	stair	0	ground	0	-1	44
25.857	-0.017491	-1.39409	-1.41859	-0.0908136	-1.78473	-1.30183	0.179968	-1.77795	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.99159	2.10466	0.886925	stair	0	ground	0	-1	44
25.876	0.12221	-1.40744	-0.942952	0.048643	-1.78909	-0.822064	0.0266625	-1.78955	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.88311	2.08892	0.794194	stair	0	ground	0	-1	44
25.896	0.333966	-1.54141	-0.431613	0.259097	-1.91345	-0.309171	-0.201447	-1.92037	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.75442	2.08102	0.673398	stair	0	ground	0	-1	44
25.917	0.662967	-2.17054	-0.023747	0.585157	-2.52986	0.0982016	-0.527833	-2.54244	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.6216	2.1068	0.514805	stair	0	ground	0	-1	44
25.936	0.932809	-1.80036	1.13396	0.850725	-2.14889	1.24963	-0.824257	-2.15918	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.55301	2.11702	0.435989	stair	0	ground	0	-1	44
25.956	1.00561	-1.2565	2.31848	0.918912	-1.597	2.42198	-0.909643	-1.6023	0.913378	1.33436	0.986994	1.0453	0.6	1.40962	2.45196	1.93798	2.73182	2.27221	1.51058	0.958198	0.752695	0.249922	2.54645	2.10329	0.443163	stair	0	ground	0	-1	44
25.99	0.252956	-0.865384	3.13267	0.165423	-1.19985	3.21999	-0.16714	-1.19962	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.58013	2.05869	0.521444	stair	0	ground	1	45	45
25.997	-0.775385	0.599499	3.36171	-0.858604	0.263703	3.43178	0.859769	0.259879	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.62271	2.00066	0.622052	stair	0	ground	0	-1	45
26.016	-0.692027	2.00093	5.72686	-0.77137	1.65681	5.76795	0.787958	1.64899	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.77998	1.99201	0.787968	stair	0	ground	0	-1	45
26.036	0.024196	3.00816	7.24191	-0.0548709	2.65072	7.24658	0.0974709	2.6495	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.00331	2.02497	0.978334	stair	0	ground	0	-1	45
26.056	0.848502	3.40625	6.68942	0.765588	3.03356	6.66063	-0.687621	3.05218	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.18617	2.08016	1.10601	stair	0	ground	0	-1	45
26.076	1.92177	2.52128	6.25173	1.82966	2.13785	6.19182	-1.76612	2.19064	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.33645	2.11684	1.21961	stair	0	ground	0	-1	45
26.097	1.89863	1.82255	3.92598	1.79749	1.43192	3.84674	-1.75554	1.48306	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.36197	2.12591	1.23606	stair	0	ground	0	-1	45
26.116	1.52659	1.19725	0.924931	1.41832	0.802588	0.84146	-1.39988	0.83434	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.23594	2.1011	1.13485	stair	0	ground	0	-1	45
26.136	1.22566	0.737218	-1.11634	1.1118	0.340848	-1.19381	-1.10899	0.349879	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.13384	2.05419	1.07965	stair	0	ground	0	-1	45
26.156	1.09861	0.46327	-1.77954	0.979828	0.066565	-1.84772	-0.979997	0.0640338	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.06953	2.00058	1.06895	stair	0	ground	0	-1	45
26.176	1.104	0.473037	-2.64318	0.980297	0.0759504	-2.69781	-0.981478	0.0587446	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.05094	1.94971	1.10123	stair	0	ground	0	-1	45
26.196	1.07986	0.545825	-3.44222	0.951377	0.147995	-3.47936	-0.95493	0.123006	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.07237	1.90037	1.172	stair	0	ground	0	-1	45
26.216	1.24183	0.963836	-3.47763	1.10778	0.563176	-3.4972	-1.1282	0.521063	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.09361	1.86749	1.22612	stair	0	ground	0	-1	45
26.236	1.25508	1.73643	-2.81809	1.11542	1.3291	-2.82348	-1.17392	1.27772	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.0801	1.86087	1.21923	stair	0	ground	0	-1	45
26.256	1.117	2.11962	-2.06628	0.972455	1.70372	-2.0613	-1.06848	1.64519	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	3.02916	1.86591	1.16325	stair	0	ground	0	-1	45
26.275	0.565015	2.02486	-1.6437	0.418368	1.60091	-1.63054	-0.527025	1.5685	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.95923	1.85535	1.10388	stair	0	ground	0	-1	45
26.296	-0.216837	1.25559	-1.98549	-0.361666	0.827483	-1.96246	0.28554	0.856737	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.90939	1.80773	1.10166	stair	0	ground	0	-1	45
26.316	-0.418029	0.445197	-2.40495	-0.560044	0.0170079	-2.37001	0.555027	0.0767051	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.88242	1.74536	1.13706	stair	0	ground	0	-1	45
26.336	-0.763744	-0.137503	-2.40541	-0.90123	-0.562864	-2.35861	0.967273	-0.43979	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.85623	1.71122	1.14501	stair	0	ground	0	-1	45
26.355	-1.06398	-0.675164	-2.17398	-1.19546	-1.09502	-2.11656	1.34276	-0.908404	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.81925	1.70672	1.11253	stair	0	ground	0	-1	45
26.376	-1.2607	-0.882518	-1.93835	-1.38522	-1.29586	-1.87152	1.58019	-1.04933	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.77186	1.71623	1.05563	stair	0	ground	0	-1	45
26.396	-1.41278	-1.16122	-1.63325	-1.52961	-1.56669	-1.55859	1.77932	-1.27604	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.7112	1.73989	0.971303	stair	0	ground	0	-1	45
26.415	-1.30038	-0.933271	-1.24546	-1.41012	-1.33205	-1.16494	1.62928	-1.05274	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.63388	1.74989	0.883995	stair	0	ground	0	-1	45
26.436	-0.572623	-0.239682	-0.528829	-0.678957	-0.635269	-0.446069	0.783802	-0.500204	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.52449	1.70889	0.815608	stair	0	ground	0	-1	45
26.456	-0.262619	0.089997	-0.652779	-0.367108	-0.304062	-0.567169	0.415763	-0.23316	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.42663	1.64728	0.779353	stair	0	ground	0	-1	45
26.475	-0.410715	-0.155468	-1.07208	-0.512628	-0.54678	-0.981536	0.601274	-0.447465	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.35437	1.60239	0.751987	stair	0	ground	0	-1	45
26.495	-0.541151	-0.271956	-0.502466	-0.639849	-0.659951	-0.409864	0.74452	-0.539103	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.25715	1.56823	0.68892	stair	0	ground	0	-1	45
26.515	-0.298984	-0.066151	1.452	-0.395693	-0.451876	1.53688	0.466687	-0.37811	0.980222	1.29781	1.70086	0.929959	0.3	2.42916	9.28569	1.72414	4.1882	2.20997	1.62112	0.972585	0.653789	0.355292	2.22113	1.51985	0.701286	stair	0	ground	0	-1	45
26.551	-0.1803	0.268524	2.84503	-0.275624	-0.116615	2.91526	0.290838	-0.0705754	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.25584	1.45882	0.797021	stair	0	ground	1	46	46
26.555	0.372993	0.689876	3.02779	0.276281	0.303214	3.08253	-0.319613	0.257132	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.29717	1.40639	0.890786	stair	0	ground	0	-1	46
26.576	0.149172	1.29526	2.48085	0.0521973	0.904059	2.52291	-0.177618	0.887974	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.30846	1.38135	0.927114	stair	0	ground	0	-1	46
26.595	-0.66891	1.91056	2.83327	-0.762055	1.51175	2.86095	0.559439	1.59786	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.33609	1.39693	0.939158	stair	0	ground	0	-1	46
26.616	-0.571893	2.90917	5.42823	-0.661713	2.49782	5.42863	0.367691	2.55769	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.49071	1.45628	1.03443	stair	0	ground	0	-1	46
26.636	0.261796	3.10859	7.35968	0.171116	2.68374	7.32328	-0.456027	2.65025	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.73234	1.51793	1.21442	stair	0	ground	0	-1	46
26.655	0.466159	2.96656	4.89154	0.373602	2.52901	4.83087	-0.617481	2.48077	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.83727	1.56985	1.26741	stair	0	ground	0	-1	46
26.675	-0.413503	2.27589	1.34846	-0.50353	1.82915	1.28135	0.324036	1.86931	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.75947	1.58622	1.17325	stair	0	ground	0	-1	46
26.695	-1.60644	1.29354	-0.561361	-1.68798	0.842562	-0.625329	1.5908	1.01417	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.65277	1.60124	1.05153	stair	0	ground	0	-1	46
26.716	-1.97827	0.303414	-1.04746	-2.04952	-0.146823	-1.10587	2.05317	0.0811525	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.57542	1.62392	0.951505	stair	0	ground	0	-1	46
26.734	-1.78391	0.069157	-1.44182	-1.84588	-0.379174	-1.49273	1.87735	-0.163157	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.52129	1.63694	0.884345	stair	0	ground	0	-1	46
26.757	-1.13655	0.13553	-2.16713	-1.19253	-0.311237	-2.20695	1.22021	-0.173472	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.50557	1.61672	0.888851	stair	0	ground	0	-1	46
26.775	-0.564659	0.148302	-2.51545	-0.617533	-0.296973	-2.54249	0.645401	-0.230211	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.50741	1.57014	0.937272	stair	0	ground	0	-1	46
26.797	-0.334886	0.002163	-2.73379	-0.385821	-0.440896	-2.74703	0.427207	-0.400926	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.5194	1.52093	0.998466	stair	0	ground	0	-1	46
26.815	-0.24027	-0.392112	-3.08109	-0.289749	-0.830995	-3.07885	0.36061	-0.802788	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.54737	1.48889	1.05848	stair	0	ground	0	-1	46
26.834	-0.061167	-0.622174	-3.31328	-0.110093	-1.05575	-3.29449	0.192988	-1.04379	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.58472	1.46752	1.11721	stair	0	ground	0	-1	46
26.854	0.179595	-0.942447	-3.85874	0.130016	-1.36914	-3.82075	-0.0388713	-1.37475	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.64653	1.46291	1.18362	stair	0	ground	0	-1	46
26.874	0.333035	-1.11544	-3.68904	0.282038	-1.53443	-3.63279	-0.193081	-1.54814	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.69584	1.46777	1.22807	stair	0	ground	0	-1	46
26.894	0.19992	-1.02013	-2.85225	0.148179	-1.43192	-2.78203	-0.0841989	-1.4371	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.70015	1.46636	1.23379	stair	0	ground	0	-1	46
26.914	0.174233	-0.65819	-1.53619	0.121879	-1.06463	-1.45864	-0.0834194	-1.06833	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.63807	1.44662	1.19146	stair	0	ground	0	-1	46
26.935	0.325873	-0.589985	-0.885971	0.272152	-0.991445	-0.804376	-0.249014	-0.997507	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.54639	1.42569	1.1207	stair	0	ground	0	-1	46
26.954	0.378879	-0.641237	-0.392072	0.323532	-1.03748	-0.308925	-0.307778	-1.04227	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.43452	1.40875	1.02577	stair	0	ground	0	-1	46
26.974	0.676913	-0.611005	-0.002337	0.618458	-1.00221	0.0804064	-0.6145	-1.00465	0.886954	0.323045	1.11772	1.08091	0.6	1.59632	2.4059	2.00401	3.19904	0.550094	1.46688	0.963637	0.808868	0.321293	2.31681	1.39719	0.919617	stair	0	ground	0	-1	46
