dataset	stepIdx	gt	nSamples	trajAngle	aspectRatio	zRange	yRange	zDominance	netZ	netY	loopArea	rmsY	rmsZ
살살걸음	57	ground	28	63.8998	2.5951	5.6202	3.4716	0.6182	-0.0878	1.3703	5.2592	0.8787	1.4403
살살걸음	58	ground	33	71.3878	1.7648	4.9227	3.3200	0.5972	0.7029	-1.0637	3.0221	0.9440	1.4583
살살걸음	59	ground	26	66.8076	2.7392	6.5348	4.5441	0.5898	-0.6884	1.2719	5.2217	0.9640	1.7365
살살걸음	60	ground	32	66.5203	1.6750	5.3570	3.7023	0.5913	0.4943	-0.7920	6.4890	1.0741	1.4933
살살걸음	61	ground	29	64.4579	2.6156	5.1848	3.6028	0.5900	-0.3824	-0.1436	5.1269	0.9054	1.4836
살살걸음	62	ground	31	62.2326	2.2474	5.1273	3.0290	0.6286	0.6950	-1.1770	6.4847	0.9458	1.3680
살살걸음	63	ground	30	62.7956	3.2681	5.1874	3.0294	0.6313	-0.9861	1.6737	1.5833	0.8204	1.3583
살살걸음	64	ground	32	51.1745	1.8479	5.1810	5.0657	0.5056	-0.2709	-0.2044	12.3745	1.1525	1.2564
살살걸음	65	ground	31	70.8881	2.4104	5.3811	3.2658	0.6223	0.1504	0.6351	4.1490	0.7682	1.4357
살살걸음	66	ground	33	75.1558	1.7995	6.0517	3.4523	0.6368	1.7615	-2.7121	7.0279	1.0443	1.6872
살살걸음	67	ground	31	70.2392	2.8031	6.1977	3.2580	0.6554	-0.9520	0.6511	6.0409	0.7817	1.5102
살살걸음	68	up	34	52.6851	1.4972	4.2453	4.0669	0.5107	-0.2962	1.8043	5.0772	0.9985	1.0549
살살걸음	69	up	33	84.6125	2.4260	6.5817	2.7818	0.7029	-0.6686	-1.0451	5.6500	0.6859	1.6485
살살걸음	70	up	44	67.2399	1.9714	4.1625	2.5441	0.6207	0.5058	-0.3078	2.9170	0.6103	0.9454
살살걸음	71	up	39	64.3059	2.4242	5.5461	4.0743	0.5765	-0.1746	0.3734	5.0489	0.7992	1.2878
살살걸음	72	up	41	72.5783	1.8805	4.2810	3.8044	0.5295	1.6749	-0.6681	5.4535	0.7645	1.2455
살살걸음	73	up	34	55.7127	2.1065	4.3618	3.7068	0.5406	-0.9040	0.9314	4.2942	0.9491	1.1416
살살걸음	74	up	39	76.8126	1.4644	3.3956	3.5535	0.4886	-0.5267	0.0495	2.3858	0.7662	1.0371
살살걸음	75	up	34	68.5829	1.7038	3.9615	2.9860	0.5702	-0.3129	-0.3474	5.8064	0.7974	1.1542
살살걸음	76	up	36	64.1048	2.4918	6.2128	4.0772	0.6038	0.1554	-0.3600	8.1013	0.9825	1.5048
살살걸음	77	up	38	58.1853	2.0412	4.8497	3.8215	0.5593	-0.6295	0.7992	7.3239	0.9461	1.2245
살살걸음	78	up	37	82.6966	2.1768	5.4906	3.3025	0.6244	0.9617	-0.8967	5.3835	0.8834	1.6773
살살걸음	79	up	38	78.1023	2.7282	7.1171	3.4553	0.6732	0.3337	1.3790	10.8972	0.8007	1.8591
살살걸음	80	ground	44	80.9186	2.1538	7.1889	3.3156	0.6844	0.4939	-1.2228	7.0056	0.8396	1.6724
살살걸음	81	ground	31	87.9088	2.0081	3.8849	2.7229	0.5879	-0.8601	0.5889	5.0128	0.6203	1.2379
살살걸음	82	ground	34	64.8139	1.5639	3.6543	3.1793	0.5348	-0.0067	-0.8836	3.8138	0.9146	1.1038
살살걸음	83	ground	32	58.8920	1.8844	4.9087	4.1764	0.5403	-0.3148	0.5113	8.4071	1.0619	1.2405
살살걸음	84	ground	32	55.2073	1.7916	4.8170	3.5109	0.5784	-0.2633	-0.5565	6.1233	1.1999	1.1413
살살걸음	85	ground	32	60.4664	1.7287	4.6601	3.6366	0.5617	0.2263	1.0567	5.4414	1.0401	1.0218
살살걸음	86	up	41	81.1368	1.7338	4.9291	2.8358	0.6348	0.3314	-0.1364	4.9460	0.8885	1.3890
살살걸음	87	up	37	70.9191	1.9882	4.8512	3.2670	0.5976	-0.2578	-0.0569	7.2275	0.8594	1.3818
살살걸음	88	up	35	79.5301	1.8898	5.1089	2.4237	0.6782	-0.1060	0.1735	4.3010	0.8341	1.3960
살살걸음	89	up	37	87.3262	1.2915	4.3372	4.0000	0.5202	0.3609	0.1081	8.9395	1.0899	1.3768
살살걸음	90	up	41	63.5052	1.5862	4.3950	4.5344	0.4922	0.6586	-1.3308	2.4845	0.9711	1.2374
살살걸음	91	up	37	59.8440	1.6596	5.4887	5.6236	0.4939	-1.1578	0.7955	9.7888	1.2266	1.5059
살살걸음	92	up	40	58.6708	1.8978	4.2177	3.6518	0.5360	0.4317	-0.7210	2.5746	0.8994	1.1125
살살걸음	93	up	41	50.8249	1.6474	4.3567	3.2119	0.5756	-0.3916	0.9059	2.7169	0.9484	1.0291
살살걸음	94	up	38	80.7900	1.9771	4.8372	2.9206	0.6235	0.4129	-0.1234	5.2318	0.7490	1.3763
살살걸음	95	up	40	69.9740	1.7988	6.1251	4.5369	0.5745	-0.0299	0.0204	13.8726	1.0538	1.6019
살살걸음	96	up	37	89.6711	2.0308	6.0465	3.4463	0.6370	-0.1026	0.2087	5.3487	0.8853	1.6521
살살걸음	97	ground	45	79.9610	1.7576	6.9132	4.4264	0.6097	-0.2375	1.1206	14.4357	1.0637	1.7859
살살걸음	98	ground	37	75.6195	1.2426	5.6446	3.8318	0.5956	0.6927	-1.5841	5.0126	1.0964	1.3213
살살걸음	99	ground	27	80.1193	2.8286	5.9339	2.9136	0.6707	0.0717	0.8649	8.3993	0.7657	1.8533
살살걸음	100	ground	33	75.9771	1.5830	8.4393	5.0070	0.6276	0.3664	-0.9465	4.7601	1.3743	2.0259
살살걸음	101	ground	27	72.2812	4.0330	7.9189	3.7712	0.6774	-1.0723	0.9875	8.7480	0.9068	2.2477
살살걸음	102	ground	32	50.1303	2.3488	6.0597	5.1179	0.5421	1.3606	-1.3435	4.2156	1.3480	1.5020
살살걸음	103	ground	28	67.2787	2.7076	6.6935	4.1950	0.6147	-0.2928	0.8207	11.4231	1.0757	1.8809
살살걸음	104	ground	33	51.6114	1.3740	4.6403	4.8490	0.4890	-1.0551	0.1119	7.0295	1.6420	1.4802
살살걸음	105	ground	29	83.2590	2.0163	6.5299	3.7404	0.6358	-0.0009	-0.9093	3.6645	1.0707	1.8531
살살걸음	106	ground	30	70.7454	1.3623	5.1187	4.3818	0.5388	0.7674	-0.4695	9.9043	1.8209	1.4704
살살걸음	107	ground	30	57.4558	2.7721	9.4836	6.1883	0.6051	-0.8309	1.4747	19.0590	1.6854	2.1631
살살걸음	108	ground	35	89.6239	1.3300	5.9058	3.9470	0.5994	0.4488	-0.6757	3.5504	1.1330	1.4730
살살걸음	109	ground	27	61.8388	2.3393	6.1158	4.1061	0.5983	-0.5732	0.5119	10.1857	1.2352	1.7249
살살걸음	110	ground	33	72.7317	1.4009	5.1120	4.0031	0.5608	1.4083	-0.8791	9.8351	1.1990	1.4959
살살걸음	111	ground	27	71.1162	3.6961	6.7274	3.9165	0.6320	-1.8876	1.2042	9.4159	0.9683	2.1070
살살걸음	112	ground	33	69.3746	1.9278	6.7618	3.7367	0.6441	0.8699	-0.9460	11.4846	1.0956	1.6135
살살걸음	113	ground	32	75.7493	2.6702	8.2190	3.4954	0.7016	-0.2052	0.5921	10.1679	1.0197	1.9134
살살걸음	114	ground	39	63.6439	1.6988	3.5137	2.9076	0.5472	0.7374	-0.9170	2.0821	0.9982	1.0543
살살걸음	115	down	37	79.2939	2.2707	5.6338	3.1662	0.6402	-0.7739	0.6796	1.7909	0.7419	1.5483
살살걸음	116	down	40	65.1654	2.3915	5.6755	4.2352	0.5727	0.6798	-0.2352	0.3341	1.0118	1.6524
살살걸음	117	down	38	74.1016	2.5640	5.9033	3.4197	0.6332	1.2095	-0.9110	3.5518	0.8551	1.7853
살살걸음	118	down	34	84.7092	3.9213	7.7904	3.3991	0.6962	-1.8388	1.7510	0.2421	0.7248	2.6313
살살걸음	119	down	35	81.1645	3.2787	7.0823	2.9592	0.7053	1.5241	-1.6403	1.7371	0.7482	2.1645
살살걸음	120	down	31	86.2674	3.3562	8.4421	3.0018	0.7377	-1.6463	1.4176	2.6585	0.8338	2.5027
살살걸음	121	down	38	68.8961	2.8404	5.1411	3.3944	0.6023	1.6569	-0.6056	0.6683	0.7740	1.4956
살살걸음	122	down	34	69.3985	3.5741	5.9457	3.1347	0.6548	-1.3742	-0.2509	6.0571	0.8045	1.6648
살살걸음	123	down	35	65.3609	2.9889	5.7867	3.3369	0.6343	0.2243	1.0036	3.8395	0.7988	1.4220
살살걸음	124	down	35	72.5394	2.2560	5.1674	3.6327	0.5872	2.2940	-1.3224	3.8573	0.8141	1.4852
살살걸음	125	down	32	56.5405	2.9057	6.2589	4.4000	0.5872	-1.6091	0.7567	7.0385	1.2535	1.6833
살살걸음	126	ground	36	28.0203	1.4143	2.7574	3.2333	0.4603	-1.7479	-0.1263	1.7319	0.8349	0.8080
살살걸음	127	ground	39	4.0262	1.0389	3.5267	3.9145	0.4739	1.7610	-0.8067	8.2147	1.0640	0.9853
살살걸음	128	ground	33	45.8388	1.4557	5.6903	3.8801	0.5946	-0.8290	1.2599	9.7447	1.3204	1.2540
살살걸음	129	ground	34	67.4623	2.2544	6.1267	4.0085	0.6045	0.6020	-1.5724	7.0868	1.1072	1.5280
살살걸음	130	ground	40	63.3057	1.6130	4.8064	2.9224	0.6219	-1.3645	1.8826	4.0416	1.0809	1.1088
살살걸음	131	down	45	44.9243	3.1783	3.7733	3.6222	0.5102	2.2254	-2.8173	2.9929	0.9878	0.9900
살살걸음	132	down	31	52.9212	2.9409	4.4002	3.4259	0.5622	-1.8224	2.8041	6.9133	0.9224	1.1344
살살걸음	133	down	37	61.2613	2.7807	4.9103	3.6294	0.5750	1.9566	-2.6298	0.5657	0.8722	1.3506
살살걸음	134	down	32	73.7464	2.3377	5.5668	3.6811	0.6020	-1.7346	1.0619	4.2132	0.8788	1.6401
살살걸음	135	down	34	58.1913	2.8764	5.1882	3.9300	0.5690	2.3217	-0.9382	0.5641	1.0764	1.5426
살살걸음	136	down	34	69.4361	3.5272	5.9664	3.3612	0.6397	-2.5283	2.2568	6.5830	0.8408	1.7373
살살걸음	137	down	34	75.6946	3.5934	5.3350	2.5274	0.6785	2.0476	-0.7128	3.3133	0.6253	1.6558
살살걸음	138	down	32	81.1447	4.4482	7.0690	2.5347	0.7361	0.2855	-0.2603	7.6200	0.6506	2.3267
살살걸음	139	down	31	75.6898	3.3608	7.6863	3.8188	0.6681	-1.1584	-0.4107	1.4602	0.8606	2.1654
살살걸음	140	down	28	77.5135	4.1881	6.4707	2.2513	0.7419	-1.0350	1.0901	0.4845	0.7025	2.0547
살살걸음	141	ground	35	66.9255	1.7535	6.3152	4.4377	0.5873	3.1941	-0.2609	3.3362	1.1637	1.6524
살살걸음	142	ground	25	66.8378	3.8865	6.8517	3.2230	0.6801	-2.4948	-0.6285	2.8183	1.0127	2.1546
살살걸음	143	ground	28	86.4231	1.9885	5.3267	2.5727	0.6743	-0.8440	1.6051	7.5273	0.8190	1.6093
살살걸음	144	ground	33	74.5394	1.2207	5.6357	4.1326	0.5769	-0.2343	-0.4809	11.5253	1.3097	1.5467
살살걸음	145	ground	30	58.5868	2.5820	5.7711	4.4946	0.5622	0.4521	0.3265	9.6107	1.0405	1.4473
살살걸음	146	ground	28	60.4684	1.8237	7.1197	5.8527	0.5488	-0.0146	0.0733	2.7785	1.4155	1.8522
살살걸음	147	ground	34	51.8852	2.4164	6.8987	5.7247	0.5465	0.7077	0.2596	8.0839	1.2389	1.4646
살살걸음	148	ground	30	71.2563	2.9622	10.2097	4.7998	0.6802	-0.6008	-2.1968	12.4472	1.2567	2.4046
살살걸음	149	ground	27	44.7872	2.2304	5.0915	4.9476	0.5072	-0.1441	2.1325	9.9906	1.3146	1.2832
살살걸음	150	ground	30	88.9142	1.6018	5.9612	3.3251	0.6419	-0.0427	0.0090	12.3178	1.0775	1.6961
살살걸음	151	ground	28	63.3429	2.6340	8.3125	5.4915	0.6022	0.5498	-0.9328	12.1116	1.4033	2.2302
살살걸음	152	ground	29	64.4207	1.8841	7.1379	5.5832	0.5611	-0.6841	0.6982	21.7996	1.5097	2.0714
살살걸음	153	ground	29	63.0561	2.1191	7.3886	5.4333	0.5762	0.3415	0.0468	14.7925	1.4079	2.0401
살살걸음	154	ground	31	75.4344	1.7375	6.3856	4.9521	0.5632	0.4261	0.0980	14.2425	1.2508	1.9133
살살걸음	155	ground	27	67.6016	2.2624	7.3431	4.8835	0.6006	-0.5419	0.0529	13.5386	1.2436	1.9968
거칠게걸음	1	ground	42	71.6844	2.6614	5.8038	2.9105	0.6660	1.9251	0.6454	5.0047	0.6881	1.6806
거칠게걸음	2	ground	28	89.5028	1.6989	2.6205	1.7977	0.5931	-0.7026	-1.3290	1.9809	0.7119	1.4527
거칠게걸음	3	ground	32	55.9752	1.1371	2.5960	2.1412	0.5480	0.2353	-0.9801	1.5758	1.0554	1.2072
거칠게걸음	4	ground	54	33.5834	1.1012	5.6440	5.8873	0.4895	0.4632	-0.4030	4.4175	1.4813	1.6000
거칠게걸음	5	ground	30	87.9734	1.7096	6.3252	2.9178	0.6843	-0.6090	2.7930	8.5267	1.3024	1.4652
거칠게걸음	6	ground	29	77.4728	1.9369	4.2929	2.1627	0.6650	0.1476	-1.2175	1.7711	0.6629	1.2448
거칠게걸음	7	ground	31	89.0900	4.7251	7.0799	1.4650	0.8286	0.9565	0.9328	5.4850	0.4629	2.0747
거칠게걸음	8	ground	27	87.9583	4.1197	9.3123	2.5672	0.7839	0.4513	-1.2816	9.1475	0.7148	2.9407
거칠게걸음	9	ground	32	82.3566	4.1623	9.5643	2.6816	0.7810	3.0689	1.2734	11.3778	0.7547	2.7379
거칠게걸음	10	ground	25	80.6694	3.6767	16.5638	5.8541	0.7389	-2.2888	0.6474	7.4289	1.5659	4.7202
거칠게걸음	11	ground	30	89.1206	3.7291	10.1446	3.0803	0.7671	3.0798	-0.6134	13.0359	0.9069	3.3966
거칠게걸음	12	ground	26	88.5532	4.4826	16.3886	4.1237	0.7990	-5.5193	-0.9677	2.6670	1.1459	5.0713
거칠게걸음	13	ground	33	88.4272	3.1079	8.0756	2.8856	0.7367	2.5540	1.9276	13.2576	0.8220	2.3332
거칠게걸음	14	ground	25	82.4032	2.5597	10.9407	4.7383	0.6978	-2.0838	-1.3461	12.7380	1.3102	3.2105
거칠게걸음	15	ground	32	86.8704	3.9382	9.1139	2.5400	0.7820	-0.7672	1.0517	5.5267	0.5907	2.2677
거칠게걸음	16	ground	53	83.6789	2.1615	5.6690	2.9702	0.6562	1.3611	-0.1203	3.6736	0.6966	1.4589
거칠게걸음	17	ground	25	83.1303	2.2698	6.8416	3.3652	0.6703	0.6827	-1.8575	4.5785	0.9823	2.1236
거칠게걸음	18	ground	30	87.9933	4.2220	5.5481	1.4867	0.7887	-0.6486	0.3190	3.1446	0.5734	1.7115
거칠게걸음	19	ground	26	83.8888	3.1035	8.6496	3.2441	0.7272	0.4784	0.3529	3.9348	0.8339	2.4381
거칠게걸음	20	ground	30	87.1468	7.7789	6.7137	1.1279	0.8562	-0.9158	0.7025	0.8755	0.3238	2.2117
거칠게걸음	21	ground	25	85.4543	2.2279	8.9016	3.9169	0.6944	0.7592	-1.8530	4.9738	1.1689	2.5678
거칠게걸음	22	ground	33	80.3582	2.6827	5.9667	3.2938	0.6443	-1.7081	1.8181	6.3430	0.7762	1.8976
거칠게걸음	23	ground	25	72.8833	2.6768	12.3226	5.8030	0.6798	0.1103	-1.1553	5.5602	1.5167	3.1328
거칠게걸음	24	ground	33	80.1661	2.1891	11.3853	5.4448	0.6765	2.3420	1.7377	22.0836	1.3832	2.8127
거칠게걸음	25	ground	24	78.4925	2.4074	10.5216	4.8551	0.6843	-1.0635	-1.3874	1.4371	1.4451	3.0822
거칠게걸음	26	ground	32	73.1993	2.1337	4.9561	3.0917	0.6158	-0.2577	2.3666	6.9909	0.8867	1.5773
거칠게걸음	27	ground	25	84.9074	2.4024	10.7936	5.1918	0.6752	-1.7420	-2.8400	3.3734	1.5235	3.2651
거칠게걸음	28	ground	25	82.4022	3.6252	11.1142	3.1971	0.7766	-1.2832	0.3915	1.6730	0.8231	2.5560
거칠게걸음	29	ground	30	85.9474	1.8939	10.0456	4.7085	0.6809	1.9006	-0.7076	1.6728	1.2854	2.4127
거칠게걸음	30	ground	28	86.8599	2.9189	10.3439	4.3158	0.7056	-0.0000	-0.8638	10.2539	0.9277	2.6698
거칠게걸음	31	ground	29	79.0254	3.0443	12.1716	4.6240	0.7247	1.2248	1.7330	8.8035	1.2130	3.1827
거칠게걸음	32	ground	33	85.5384	4.0279	8.8112	2.0111	0.8142	-1.4280	1.1301	6.9671	0.5877	2.2119
거칠게걸음	33	ground	25	81.3424	4.1734	11.5267	3.2301	0.7811	1.3216	-1.3126	10.0468	0.9221	3.2628
거칠게걸음	34	ground	30	86.8290	3.5451	8.1902	2.2532	0.7842	-1.6416	1.5081	1.7436	0.5889	2.0281
거칠게걸음	35	ground	25	79.6022	3.1494	8.6691	2.9579	0.7456	0.0347	-1.3696	3.2342	0.9297	2.3770
거칠게걸음	36	ground	30	86.7534	2.6158	8.6252	2.7969	0.7551	1.2648	0.7771	8.9302	0.8898	2.2602
거칠게걸음	37	ground	28	79.5891	3.3960	10.8132	4.2386	0.7184	0.0598	-0.6748	1.2681	1.0714	3.0887
거칠게걸음	38	ground	31	87.5941	2.8039	6.9753	2.5706	0.7307	-1.5313	1.2128	6.8552	0.6605	1.7487
거칠게걸음	39	ground	25	80.7636	3.0177	11.5244	4.5359	0.7176	0.3705	-0.8569	2.2936	1.3184	3.2718
거칠게걸음	40	ground	28	77.8404	4.5999	11.7720	3.8041	0.7558	0.9649	0.2056	16.3216	0.9715	3.1191
거칠게걸음	41	ground	29	77.5111	3.3811	9.2859	3.2219	0.7424	-0.0509	-0.0038	2.7381	0.8792	2.3902
거칠게걸음	42	ground	28	80.3445	3.3496	7.2668	2.9879	0.7086	2.3271	-0.7397	7.8417	0.8051	2.3657
거칠게걸음	43	ground	27	79.7754	3.1755	10.4034	3.7173	0.7367	-2.0465	-1.0950	10.1524	1.0781	2.9880
거칠게걸음	44	ground	32	83.7461	3.1021	10.4988	3.6463	0.7422	-0.5892	2.1945	23.3750	0.9426	2.7318
거칠게걸음	45	ground	25	73.6318	4.1615	15.0890	6.5687	0.6967	2.0131	-0.9119	11.9474	1.6307	4.1882
거칠게걸음	46	ground	29	87.6620	3.0802	10.7438	3.5454	0.7519	-0.3047	0.4580	19.5431	1.0442	3.1990
거칠게걸음	47	ground	26	83.0972	3.5726	11.1440	4.1226	0.7300	1.0974	-1.5966	8.3886	0.9341	3.0700
거칠게걸음	48	ground	30	87.2955	3.7152	9.6377	2.7494	0.7780	0.7344	0.7598	4.0391	0.7102	2.6006
거칠게걸음	49	ground	26	78.5991	4.3906	10.3558	3.6772	0.7380	-2.7126	0.3841	2.7905	1.0080	3.3075
거칠게걸음	50	ground	32	87.8403	2.6938	6.1983	2.4295	0.7184	-3.0703	1.0374	1.3311	0.7228	1.8761
거칠게걸음	51	ground	26	89.7235	2.2735	7.4868	3.1541	0.7036	1.7636	-1.0691	4.0377	1.0155	2.2287
거칠게걸음	52	ground	35	71.0341	1.7423	5.3688	3.7503	0.5887	2.2438	0.1517	7.7660	0.9853	1.4067
거칠게걸음	53	ground	23	80.5920	2.3999	8.2835	3.3742	0.7106	-4.8824	0.7322	0.7503	0.9657	2.1625
거칠게걸음	54	ground	32	77.5741	2.2309	12.9677	8.3055	0.6096	10.5583	0.3347	65.7584	1.8608	3.7432
거칠게걸음	55	ground	24	76.4385	3.3379	15.7838	7.9836	0.6641	-6.1879	-0.4531	9.6108	1.8957	4.8374
거칠게걸음	56	ground	35	77.7332	2.9101	20.5560	8.0451	0.7187	12.0070	-1.6452	51.6254	1.8901	4.5780
거칠게걸음	57	ground	23	83.9006	3.2939	18.0451	5.8601	0.7549	-15.0864	-0.5042	7.7133	1.6497	5.0432
거칠게걸음	58	ground	54	70.7916	1.7131	10.1831	6.5754	0.6076	1.2990	0.9750	31.8929	1.3678	2.0328
거칠게걸음	59	ground	34	82.7223	1.8086	8.3643	3.6603	0.6956	0.0819	1.3867	7.5621	1.0437	1.8579
거칠게걸음	60	ground	24	82.8261	3.6703	11.5204	2.7616	0.8066	-1.2004	-1.3106	18.8512	0.9856	2.9712
거칠게걸음	61	ground	34	85.8364	1.6691	8.4236	4.5434	0.6496	4.9660	0.6789	25.6210	1.5092	2.1996
거칠게걸음	62	ground	29	74.9825	3.6684	11.9692	4.4873	0.7273	-2.8428	0.4702	22.0487	1.2278	3.2213
거칠게걸음	63	ground	30	73.4386	1.8222	7.7978	4.2340	0.6481	-0.5003	1.5651	14.7824	1.3063	2.0516
거칠게걸음	64	ground	26	85.0978	2.1686	10.2308	4.3453	0.7019	-0.1742	-2.5572	4.3101	1.6440	2.8046
거칠게걸음	65	ground	30	89.4516	3.6900	5.9327	2.1005	0.7385	0.2050	0.7642	4.6390	0.5198	1.8499
거칠게걸음	66	ground	28	82.6136	1.5896	6.6884	3.7534	0.6405	0.2436	-1.2922	2.0802	1.3049	1.6430
거칠게걸음	67	up	32	79.6689	4.5292	8.3089	2.7762	0.7496	0.9897	1.2249	6.4265	0.7397	2.2899
거칠게걸음	68	up	32	87.5167	2.7074	7.8129	3.1101	0.7153	0.9594	-0.7112	7.6646	1.0300	2.2450
거칠게걸음	69	up	29	88.8625	5.0528	6.4598	1.8560	0.7768	-0.3933	1.2093	4.9440	0.5271	2.1648
거칠게걸음	70	up	31	79.9153	3.6978	8.6391	3.9285	0.6874	1.1657	-2.6803	7.4415	1.3043	2.7370
거칠게걸음	71	up	29	81.7458	5.9305	13.8790	2.6502	0.8397	-1.1525	2.4876	11.5933	0.9836	3.9343
거칠게걸음	72	up	28	88.0875	4.9421	11.9308	3.1575	0.7907	1.4079	-1.1895	16.9949	1.0197	3.9957
거칠게걸음	73	up	30	83.7744	4.5495	11.6913	3.8557	0.7520	-1.8500	1.8898	9.1161	0.9762	3.7253
거칠게걸음	74	up	30	89.6089	7.4679	13.5167	1.7898	0.8831	-0.2785	-1.1838	9.3465	0.7774	4.0757
거칠게걸음	75	up	31	88.7710	3.5372	8.7110	3.4508	0.7163	-2.2225	0.4073	12.1307	0.9105	2.6636
거칠게걸음	76	up	29	89.4712	5.3324	11.5832	2.1273	0.8448	1.7412	-0.7092	1.1826	0.9875	3.2407
거칠게걸음	77	up	31	88.8236	6.9496	9.0067	2.1567	0.8068	-1.1216	0.4569	3.6270	0.5873	2.9163
거칠게걸음	78	ground	35	85.8135	4.2455	8.6199	2.4901	0.7759	1.8571	-0.0013	0.4557	0.9469	2.6523
거칠게걸음	79	ground	28	88.0620	2.5121	6.6917	3.0763	0.6851	-0.5179	1.2885	2.6688	0.9093	1.9789
거칠게걸음	80	ground	28	79.8592	1.8506	8.2908	4.5294	0.6467	0.5382	-2.3159	13.8409	1.7577	2.3695
거칠게걸음	81	ground	34	87.7548	3.0051	11.6410	3.2516	0.7817	0.4677	2.9909	19.7172	1.2244	2.7918
거칠게걸음	82	ground	27	85.6575	2.2641	10.5299	4.6383	0.6942	-1.6765	-2.2462	7.1697	1.6771	3.1072
거칠게걸음	83	ground	30	85.5086	2.8683	7.3045	3.2015	0.6953	2.7951	0.2026	18.5597	0.8309	2.0559
거칠게걸음	84	ground	24	83.8613	2.9786	6.7281	2.4455	0.7334	-2.7029	0.1059	4.6097	0.7552	1.8743
거칠게걸음	85	up	33	83.7267	2.7093	7.6871	3.3261	0.6980	-1.0791	-0.8715	5.9271	0.9056	2.0349
거칠게걸음	86	up	30	89.5778	3.6784	8.5021	2.5130	0.7719	1.1760	0.6192	1.2741	0.7466	2.4255
거칠게걸음	87	up	29	89.3061	2.2186	6.7758	3.5294	0.6575	-0.2300	0.1418	14.6368	1.0453	2.0478
거칠게걸음	88	up	27	84.1217	4.3403	9.5449	2.9116	0.7663	0.7631	-0.7816	0.5026	0.6873	2.6542
거칠게걸음	89	up	30	89.9733	2.9460	7.2850	3.6262	0.6677	2.0089	1.7387	13.7566	0.9148	2.5865
거칠게걸음	90	up	27	84.7749	5.1037	11.2271	3.2669	0.7746	-0.2205	-2.6954	11.8346	0.7905	3.6068
거칠게걸음	91	up	29	79.3856	7.5697	8.7457	2.5183	0.7764	-2.2445	0.5221	2.4480	1.0008	3.0766
거칠게걸음	92	up	28	87.0104	4.7695	10.6342	2.7258	0.7960	1.1101	0.3220	6.2773	0.7753	3.0701
거칠게걸음	93	up	28	88.9483	5.6770	9.6011	1.9447	0.8316	-1.0460	-0.2812	2.6402	0.6922	3.4984
거칠게걸음	94	up	31	88.4900	2.7782	7.4791	3.2051	0.7000	-0.5211	1.0507	10.9714	1.0154	2.3738
거칠게걸음	95	up	31	88.1601	4.4059	7.2323	2.4854	0.7442	1.4189	0.2271	5.0368	0.6181	2.2235
거칠게걸음	96	ground	30	83.9537	4.2640	9.4865	3.2321	0.7459	0.0027	-1.5206	9.2305	0.9978	3.0826
거칠게걸음	97	ground	24	73.9374	4.2195	8.7500	3.2256	0.7307	-2.9335	0.0410	5.0993	1.0063	2.4267
거칠게걸음	98	ground	36	84.5268	2.6531	7.9221	3.2060	0.7119	2.0596	1.2650	4.8211	0.8868	1.9615
거칠게걸음	99	ground	32	88.5716	2.7763	10.1062	3.8895	0.7221	-1.1844	1.8006	21.3945	0.8551	2.3682
거칠게걸음	100	ground	25	89.2395	1.7146	7.8782	4.1404	0.6555	1.9606	-2.3986	2.2146	1.4473	2.2757
거칠게걸음	101	ground	28	88.2073	2.4403	9.0655	3.5342	0.7195	-1.1834	1.5732	20.6571	0.8522	2.0710
거칠게걸음	102	ground	29	82.9975	2.0862	8.3116	4.2180	0.6634	0.8180	-0.7288	3.3336	1.1028	2.1951
거칠게걸음	103	ground	31	88.8363	1.7089	8.9414	4.3798	0.6712	-1.6573	-0.7182	21.4210	1.4615	1.9314
거칠게걸음	104	ground	25	88.2005	2.6624	10.8762	3.4284	0.7603	0.4176	-0.7004	12.9673	1.4102	2.6753
거칠게걸음	105	ground	33	83.4511	2.6302	7.0236	2.8231	0.7133	2.0888	-0.1998	7.1061	1.3348	1.6456
거칠게걸음	106	ground	25	83.2164	5.4651	6.6266	1.7877	0.7875	-1.9478	1.4185	1.9283	0.4435	1.8625
거칠게걸음	107	ground	33	85.5987	2.2396	6.1085	2.8804	0.6796	-0.3685	0.0328	10.8007	0.7405	1.4473
거칠게걸음	108	ground	27	77.6391	2.9517	5.2418	2.3638	0.6892	1.9105	0.2986	1.1544	0.7480	1.4970
거칠게걸음	109	ground	29	76.1599	4.4400	6.0278	2.3014	0.7237	-0.6693	-0.3245	4.6822	0.6230	1.8621
거칠게걸음	110	ground	24	76.4658	2.6177	6.5883	3.4704	0.6550	0.3389	0.0555	6.1824	1.1623	2.2086
거칠게걸음	111	ground	33	85.2611	3.6058	6.8832	2.2671	0.7522	-0.5977	-0.4766	8.8226	0.6271	1.6768
거칠게걸음	112	ground	28	82.5768	1.8924	6.9589	3.4729	0.6671	-1.5728	0.0092	5.2609	0.9193	1.6797
거칠게걸음	113	ground	30	85.1757	4.1671	5.7599	1.8360	0.7583	2.0606	-0.4175	6.8317	0.5404	1.7864
거칠게걸음	114	down	36	89.8134	6.0042	10.8589	1.9283	0.8492	5.4197	1.2265	3.1517	0.5575	2.5067
거칠게걸음	115	down	28	80.2597	9.1361	13.0898	2.6001	0.8343	-3.1033	-0.4089	0.4823	1.0174	3.8353
거칠게걸음	116	down	28	85.0581	4.7226	12.5523	3.0390	0.8051	0.6483	1.0725	3.1669	1.5351	4.2644
