time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	varYZRatio	dmagRatio	zfRatio	freqRatio	stairConfidence	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
6.428	0.273824	0.182915	2.94977	0.13254	0.222206	3.27925	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.73	1.09331	0.636695	ground	0	ground	0	-1	5
6.447	0.471112	0.968864	1.44684	0.328179	1.00311	1.76744	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.73188	1.09142	0.64046	ground	0	ground	0	-1	5
6.466	-0.024634	1.51751	1.33499	-0.166729	1.544	1.6473	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.72765	1.11449	0.613153	ground	0	ground	0	-1	5
6.486	-1.17279	1.20429	2.9608	-1.30831	1.22462	3.25675	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.8041	1.14837	0.655732	ground	0	ground	0	-1	5
6.505	-2.97053	0.094194	5.19971	-3.09052	0.113959	5.46818	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.98731	1.24558	0.741723	ground	0	ground	0	-1	5
6.524	-3.78872	-1.2337	5.80349	-3.88917	-1.20787	6.0416	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.19002	1.38692	0.803096	ground	0	ground	0	-1	5
6.543	-3.01875	-1.38735	3.78039	-3.1036	-1.3547	3.99841	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.28044	1.4869	0.793543	ground	0	ground	0	-1	5
6.562	-1.98621	-0.375359	1.07827	-2.0607	-0.341003	1.28981	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.23091	1.51699	0.71392	ground	0	ground	0	-1	5
6.582	-1.49545	0.883038	-0.907453	-1.5621	0.912807	-0.692433	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.15399	1.5316	0.622384	ground	0	ground	0	-1	5
6.601	-1.25073	1.13031	-1.8106	-1.31079	1.15428	-1.5876	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.12567	1.54235	0.583315	ground	0	ground	0	-1	5
6.622	-1.14133	0.472286	-1.85918	-1.19538	0.493774	-1.628	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.10078	1.5299	0.570883	ground	0	ground	0	-1	5
6.641	-0.832913	-0.498637	-1.43287	-0.88253	-0.474764	-1.19569	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.05553	1.50351	0.552016	ground	0	ground	0	-1	5
6.659	-0.108706	-1.16059	-1.45847	-0.157531	-1.13103	-1.21518	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.01351	1.48543	0.528077	ground	0	ground	0	-1	5
6.678	0.356004	-0.662963	-2.52569	0.305643	-0.630239	-2.27098	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.02638	1.44618	0.5802	ground	0	ground	0	-1	5
6.697	-0.160865	0.182328	-3.23593	-0.21017	0.213977	-2.96632	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.07338	1.38887	0.68451	ground	0	ground	0	-1	5
6.716	-0.788529	0.394458	-2.93515	-0.833645	0.423976	-2.65221	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.10232	1.36619	0.736131	ground	0	ground	0	-1	5
6.735	-0.328562	0.161974	-2.41613	-0.37181	0.190535	-2.12253	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.10333	1.31877	0.784562	ground	0	ground	0	-1	5
6.755	0.436235	0.081785	-2.30348	0.391022	0.109794	-1.99983	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.09816	1.27314	0.825018	ground	0	ground	0	-1	5
6.774	0.500873	0.545368	-2.55502	0.453382	0.57051	-2.24011	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.10525	1.24592	0.859336	ground	0	ground	0	-1	5
6.793	0.157789	1.15991	-2.47115	0.109747	1.17913	-2.14545	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.10726	1.24283	0.864431	ground	0	ground	0	-1	5
6.813	0.206531	0.964705	-1.91122	0.157696	0.979002	-1.5776	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.08078	1.23027	0.850508	ground	0	ground	0	-1	5
6.832	0.8749	0.932871	-1.77866	0.821935	0.942432	-1.43781	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.04863	1.23128	0.817348	ground	0	ground	0	-1	5
6.851	1.18344	1.33236	-2.04486	1.12482	1.33521	-1.69549	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	2.03098	1.25701	0.773963	ground	0	ground	0	-1	5
6.872	0.349037	1.56017	-1.74802	0.288967	1.55521	-1.39166	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.99901	1.27325	0.725756	ground	0	ground	0	-1	5
6.89	-0.498668	0.838493	-0.600029	-0.555944	0.829362	-0.242452	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.91118	1.25951	0.651668	ground	0	ground	0	-1	5
6.908	-0.37811	0.541689	0.441209	-0.433209	0.529895	0.794793	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.85536	1.23076	0.624602	ground	0	ground	0	-1	5
6.928	-0.287058	0.927745	1.50342	-0.340446	0.911371	1.84772	1.52633	1.4213	1.13219	1.05102	0	1.33905	2.26057	1.79211	2.39974	1.2844	0.592242	0.712068	0.439245	1.85498	1.21787	0.637114	ground	0	ground	0	-1	5
6.947	-0.638885	0.533986	2.45035	-0.688812	0.515024	2.78068	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.90127	1.19998	0.701289	ground	0	ground	1	6	6
6.966	-0.191671	0.457057	1.74408	-0.24039	0.435905	2.06403	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.9094	1.16487	0.744536	ground	0	ground	0	-1	6
6.985	0.322617	0.718535	1.45299	0.272529	0.693896	1.76407	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.90214	1.1439	0.758238	ground	0	ground	0	-1	6
7.004	0.183253	-0.355337	2.0735	0.132499	-0.378076	2.37266	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.92566	1.10673	0.818929	ground	0	ground	0	-1	6
7.024	0.009735	-1.22051	3.54652	-0.040814	-1.23703	3.82646	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.0207	1.11328	0.90742	ground	0	ground	0	-1	6
7.043	-0.041535	-1.96257	4.7018	-0.0916236	-1.96919	4.95683	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.16751	1.15619	1.01132	ground	0	ground	0	-1	6
7.062	-1.11595	-2.66654	5.50571	-1.1602	-2.6598	5.73193	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.34573	1.24347	1.10226	ground	0	ground	0	-1	6
7.082	-1.91208	-2.57466	4.7968	-1.94655	-2.55508	4.99791	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.47834	1.3419	1.13644	ground	0	ground	0	-1	6
7.101	-1.63943	-1.79263	1.91468	-1.66554	-1.76419	2.10521	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.45968	1.39611	1.06357	ground	0	ground	0	-1	6
7.121	-0.686063	-1.01036	-0.438131	-0.708609	-0.977011	-0.246362	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.34902	1.38665	0.962363	ground	0	ground	0	-1	6
7.139	0.057803	-0.839604	-1.32265	0.0350804	-0.80222	-1.12523	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.28783	1.35747	0.930357	ground	0	ground	0	-1	6
7.158	0.474651	-1.06683	-1.48952	0.449669	-1.02429	-1.28564	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.23772	1.34553	0.892189	ground	0	ground	0	-1	6
7.178	0.043926	-1.10545	-2.11685	0.018849	-1.0576	-1.9034	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.221	1.33114	0.88986	ground	0	ground	0	-1	6
7.197	-0.547513	-0.925742	-2.05647	-0.569727	-0.873507	-1.8338	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.20164	1.31673	0.884914	ground	0	ground	0	-1	6
7.216	-0.719699	-1.24278	-1.31181	-0.738203	-1.18459	-1.0837	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.14574	1.32068	0.825064	ground	0	ground	0	-1	6
7.235	-0.133208	-1.37532	-1.24094	-0.150954	-1.31054	-1.00777	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.08885	1.32061	0.768239	ground	0	ground	0	-1	6
7.254	0.590359	-1.10208	-2.15138	0.56975	-1.03212	-1.90861	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.07983	1.31352	0.76631	ground	0	ground	0	-1	6
7.274	0.831921	-0.519012	-2.73621	0.807255	-0.446807	-2.48098	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.09989	1.29398	0.805911	ground	0	ground	0	-1	6
7.293	0.230631	0.086159	-2.82587	0.204936	0.157573	-2.55779	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.12279	1.24221	0.880579	ground	0	ground	0	-1	6
7.312	-0.567361	0.565747	-2.6885	-0.590091	0.633975	-2.40831	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.13706	1.2234	0.913661	ground	0	ground	0	-1	6
7.331	-0.14969	0.763639	-2.33876	-0.171558	0.827708	-2.04828	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.13262	1.2045	0.928127	ground	0	ground	0	-1	6
7.351	0.885119	0.589274	-2.41965	0.858935	0.650076	-2.11852	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.13192	1.19813	0.933786	ground	0	ground	0	-1	6
7.371	1.18164	0.415748	-1.97305	1.14968	0.474167	-1.66356	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.1085	1.20041	0.908094	ground	0	ground	0	-1	6
7.389	0.949169	0.453681	-1.26692	0.912621	0.50954	-0.952644	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	2.05071	1.19265	0.85806	ground	0	ground	0	-1	6
7.408	0.602695	0.388157	-0.579264	0.563317	0.441795	-0.263667	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.96136	1.16881	0.792545	ground	0	ground	0	-1	6
7.428	0.233048	0.461417	0.296114	0.192701	0.51248	0.608653	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.89372	1.13775	0.755975	ground	0	ground	0	-1	6
7.447	0.032493	1.04879	0.587436	-0.00781439	1.09435	0.895475	1.40491	1.11425	1.09589	1.02577	0	1.4336	2.00377	1.79533	2.57379	1.13681	0.916031	0.765307	0.113575	1.84381	1.13558	0.708231	ground	0	ground	0	-1	6
7.466	0.288914	1.02136	0.999801	0.247364	1.06159	1.3013	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.81668	1.1333	0.683383	ground	0	ground	1	7	7
7.486	0.314169	0.72504	1.65771	0.271255	0.761443	1.94941	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.82332	1.11705	0.706269	ground	0	ground	0	-1	7
7.506	0.115443	0.545571	2.21648	0.0721668	0.579064	2.49564	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.85694	1.09038	0.76656	ground	0	ground	0	-1	7
7.523	-0.151778	0.291969	2.60493	-0.194079	0.323835	2.86967	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.90757	1.05473	0.852839	ground	0	ground	0	-1	7
7.543	-0.371419	0.243702	2.34813	-0.411651	0.27419	2.59981	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.94218	1.02673	0.915457	ground	0	ground	0	-1	7
7.562	-0.203646	0.57279	1.77955	-0.242659	0.600262	2.02107	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.94613	1.00776	0.938365	ground	0	ground	0	-1	7
7.582	0.483664	0.618697	0.858933	0.442428	0.642938	1.09495	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.90357	0.996398	0.907172	ground	0	ground	0	-1	7
7.601	0.263002	-0.318136	0.913568	0.220657	-0.292426	1.14384	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.86558	0.964895	0.900688	ground	0	ground	0	-1	7
7.621	-1.27489	-1.10099	2.31605	-1.31065	-1.06991	2.53359	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.89898	1.00124	0.897739	ground	0	ground	0	-1	7
7.639	-2.42472	-0.74524	2.82757	-2.44818	-0.710583	3.02988	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.95553	1.07864	0.876885	ground	0	ground	0	-1	7
7.658	-2.13781	0.008571	0.657714	-2.15046	0.0430123	0.855728	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.90054	1.13226	0.768283	ground	0	ground	0	-1	7
7.678	-1.11097	0.592425	-1.07716	-1.118	0.623732	-0.874754	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.84925	1.13965	0.709595	ground	0	ground	0	-1	7
7.697	-0.628834	0.802671	-1.74028	-0.632687	0.829808	-1.53018	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.8333	1.13485	0.69845	ground	0	ground	0	-1	7
7.716	-0.702688	0.617836	-1.41951	-0.703008	0.641748	-1.20336	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.8018	1.1257	0.676102	ground	0	ground	0	-1	7
7.735	-0.904582	0.256821	-1.08757	-0.900377	0.27933	-0.867065	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.75506	1.11655	0.638515	ground	0	ground	0	-1	7
7.754	-0.906145	-0.199139	-0.782078	-0.897431	-0.175747	-0.558767	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.69525	1.10644	0.588803	ground	0	ground	0	-1	7
7.774	-1.21859	-0.467865	-0.301	-1.20383	-0.442251	-0.0773001	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.61435	1.11525	0.499103	ground	0	ground	0	-1	7
7.793	-1.43516	-0.564198	-0.166223	-1.41329	-0.535891	0.0571895	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.53649	1.13506	0.401434	ground	0	ground	0	-1	7
7.811	-1.26019	-0.331105	-0.55397	-1.23213	-0.301284	-0.328905	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.47611	1.14173	0.334386	ground	0	ground	0	-1	7
7.831	-0.599768	-0.008501	-1.26323	-0.568852	0.0212133	-1.03297	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.45396	1.1131	0.340852	ground	0	ground	0	-1	7
7.851	-0.02448	0.118589	-1.5749	0.00640362	0.147562	-1.33793	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.44815	1.06483	0.383321	ground	0	ground	0	-1	7
7.87	0.238233	0.174396	-1.46956	0.267771	0.202352	-1.22641	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.43707	1.02837	0.408694	ground	0	ground	0	-1	7
7.889	0.53801	0.266904	-1.45078	0.56471	0.293386	-1.2016	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.42529	1.00877	0.416521	ground	0	ground	0	-1	7
7.908	0.847012	0.61086	-1.73855	0.869344	0.634155	-1.48193	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.42813	1.01214	0.415988	ground	0	ground	0	-1	7
7.927	1.13373	0.910016	-1.72478	1.15028	0.928644	-1.46082	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.42976	1.03545	0.394312	ground	0	ground	0	-1	7
7.947	1.13001	0.97304	-1.22978	1.14083	0.98671	-0.960982	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.40632	1.05909	0.347228	ground	0	ground	0	-1	7
7.966	0.955648	1.00854	-0.667191	0.961634	1.0171	-0.396402	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.35583	1.07612	0.279701	ground	0	ground	0	-1	7
7.985	0.998975	0.944743	-0.132914	0.999936	0.948536	0.137186	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.29489	1.09123	0.203662	ground	0	ground	0	-1	7
8.004	1.22911	0.88461	0.185818	1.22392	0.883961	0.453638	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.25283	1.11216	0.140673	ground	0	ground	0	-1	7
8.023	1.40194	0.925198	0.288622	1.38976	0.919926	0.55366	0.970469	1.2144	1.0102	1.02914	0	1.33513	1.67982	1.85529	2.47705	1.57711	0.614618	0.782493	0.0862204	1.21787	1.13988	0.07799	ground	0	ground	0	-1	7
8.042	0.970416	0.915593	0.708394	0.953452	0.905769	0.968565	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.20541	1.14864	0.0567637	ground	0	ground	1	8	8
8.061	0.124869	0.797566	1.34527	0.107366	0.783803	1.59742	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.22501	1.13077	0.0942403	ground	0	ground	0	-1	8
8.081	-0.322544	0.584977	1.79708	-0.338347	0.568358	2.03897	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.26571	1.1073	0.158405	ground	0	ground	0	-1	8
8.101	-0.144944	0.323972	1.99844	-0.159943	0.305817	2.22913	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.31388	1.06919	0.244685	ground	0	ground	0	-1	8
8.12	0.336141	0.246461	1.67869	0.319536	0.227164	1.89984	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.34318	1.03533	0.307841	ground	0	ground	0	-1	8
8.139	0.318856	0.058852	1.33233	0.30074	0.0393573	1.54571	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.3533	0.998733	0.354569	ground	0	ground	0	-1	8
8.159	-0.377558	-0.521553	1.55069	-0.393696	-0.538342	1.75526	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.3734	0.982144	0.391256	ground	0	ground	0	-1	8
8.177	-1.11898	-1.44395	2.54038	-1.12944	-1.45343	2.73121	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.44129	1.02507	0.41622	ground	0	ground	0	-1	8
8.197	-1.66424	-2.06499	2.72025	-1.66633	-2.0641	2.89653	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.51405	1.10646	0.407597	ground	0	ground	0	-1	8
8.215	-1.46579	-2.02366	1.09938	-1.46054	-2.01266	1.26928	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.50181	1.17547	0.326343	ground	0	ground	0	-1	8
8.235	-1.05331	-1.66561	-0.837189	-1.04282	-1.64634	-0.66395	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.45992	1.21414	0.245782	ground	0	ground	0	-1	8
8.254	-0.816653	-1.31668	-2.28547	-0.802131	-1.29092	-2.10167	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.49201	1.22942	0.262586	ground	0	ground	0	-1	8
8.273	-0.67622	-1.2482	-2.17847	-0.65839	-1.21633	-1.98469	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.51664	1.23711	0.279536	ground	0	ground	0	-1	8
8.292	-0.687019	-1.47183	-1.0714	-0.665843	-1.43276	-0.873235	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.48447	1.25425	0.230226	ground	0	ground	0	-1	8
8.312	-0.344482	-1.47121	-0.5839	-0.321689	-1.42498	-0.38381	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.42944	1.26458	0.164863	ground	0	ground	0	-1	8
8.331	0.564218	-1.21249	-0.455988	0.584076	-1.16043	-0.254618	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.3707	1.2663	0.104394	ground	0	ground	0	-1	8
8.351	1.0961	-0.908185	-0.071781	1.11038	-0.85184	0.128941	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.30861	1.27296	0.0356472	ground	0	ground	0	-1	8
8.37	0.877097	-0.657954	0.283155	0.886918	-0.598601	0.481458	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.26725	1.26282	0.0044366	ground	0	ground	0	-1	8
8.389	0.479244	-0.331849	0.022507	0.48662	-0.271133	0.219706	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.21488	1.22753	-0.0126528	ground	0	ground	0	-1	8
8.408	0.25663	-0.052911	-0.497504	0.262686	0.00776564	-0.298804	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.16907	1.17929	-0.01022	ground	0	ground	0	-1	8
8.427	0.040561	0.134749	-0.807156	0.0463834	0.194449	-0.605414	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.14089	1.13032	0.0105665	ground	0	ground	0	-1	8
8.446	-0.048985	0.363373	-1.17952	-0.0429468	0.420957	-0.972886	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.13249	1.09496	0.0375254	ground	0	ground	0	-1	8
8.465	0.110681	0.607658	-1.63321	0.116136	0.661916	-1.41945	0.954123	0.441048	0.700674	1.07117	0	0.712709	1.32673	2.079	1.48172	0.367413	0.577761	0.612951	0.116864	1.14684	1.07382	0.0730202	ground	0	ground	0	-1	8
