time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	localFwdY	localLatX	varYZRatio	dmagRatio	zfRatio	freqRatio	stairConfidence	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	dirR1	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
9.735	-1.29838	0.029055	0.685538	-1.50031	-0.0345775	0.56538	1.49487	-0.132185	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.02678	1.06686	-0.0400833	ground	0	ground	0	-1	15
9.749	-0.693034	0.179697	1.24557	-0.890488	0.115484	1.11979	0.896172	0.0564019	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.03143	1.05842	-0.0269872	ground	0	ground	0	-1	15
9.769	0.572641	0.101276	1.63755	0.373311	0.0368779	1.50421	-0.369845	0.0627321	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.05507	1.02425	0.0308163	ground	0	ground	0	-1	15
9.789	1.57337	0.398987	1.88809	1.36717	0.332916	1.74597	-1.34029	0.428503	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.08961	1.0434	0.046218	ground	0	ground	0	-1	15
9.808	0.919651	0.184634	1.8147	0.709883	0.11797	1.66422	-0.699796	0.167739	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.11834	1.02721	0.0911372	ground	0	ground	0	-1	15
9.83	0.185937	0.05809	1.45301	-0.0237117	-0.00853098	1.29602	0.0230718	-0.0101349	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.12723	0.977107	0.150121	ground	0	ground	0	-1	15
9.849	0.518948	0.124629	1.68359	0.307753	0.057718	1.51896	-0.303388	0.0774524	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.14681	0.943907	0.202907	ground	0	ground	0	-1	15
9.869	1.55368	0.477003	2.6644	1.33577	0.408042	2.48727	-1.30862	0.488165	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.21384	0.966547	0.24729	ground	0	ground	0	-1	15
9.888	2.00317	0.507426	2.63873	1.77633	0.436272	2.4493	-1.74666	0.543017	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.27561	1.00968	0.265935	ground	0	ground	0	-1	15
9.909	0.901247	-0.125822	0.339862	0.671041	-0.195991	0.149676	-0.680306	-0.160911	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.21931	0.994146	0.225168	ground	0	ground	0	-1	15
9.929	-0.181819	-0.756483	-1.72439	-0.409965	-0.822519	-1.905	0.381973	-0.835886	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.2536	0.99039	0.263208	ground	0	ground	0	-1	15
9.949	-0.369558	-1.18003	-2.40647	-0.594715	-1.23983	-2.57414	0.559931	-1.25592	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.31963	1.00962	0.310001	ground	0	ground	0	-1	15
9.969	0.354452	-1.08474	-1.94664	0.128648	-1.13882	-2.10374	-0.160336	-1.13479	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.35883	1.01645	0.342385	ground	0	ground	0	-1	15
9.989	1.07047	-0.530929	-0.999521	0.840445	-0.582087	-1.15084	-0.849703	-0.568487	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.34843	1.01674	0.331691	ground	0	ground	0	-1	15
10.009	1.35256	-0.039841	-0.509885	1.11692	-0.0905436	-0.657902	-1.11776	-0.0795448	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.31391	1.02193	0.291972	ground	0	ground	0	-1	15
10.03	1.62667	0.291737	-0.015876	1.38408	0.239829	-0.163073	-1.38253	0.248593	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.25636	1.04107	0.215292	ground	0	ground	0	-1	15
10.048	1.76449	0.432521	0.334953	1.51428	0.37871	0.186817	-1.51376	0.380798	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.20289	1.06706	0.135822	ground	0	ground	0	-1	15
10.069	1.51444	0.239999	-0.215732	1.25792	0.185257	-0.362048	-1.25834	0.182337	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.16084	1.07729	0.0835593	ground	0	ground	0	-1	15
10.089	0.720027	-0.1385	-1.13531	0.461184	-0.192276	-1.27522	-0.460736	-0.193346	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.16656	1.0484	0.118159	ground	0	ground	0	-1	15
10.109	0.125376	-0.327918	-1.49838	-0.1328	-0.379785	-1.6301	0.138175	-0.377863	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.18974	1.0161	0.17364	ground	0	ground	0	-1	15
10.128	-0.5765	-0.488442	-1.77552	-0.830502	-0.537608	-1.8977	0.838047	-0.525769	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.22514	1.01476	0.210376	ground	0	ground	0	-1	15
10.149	-0.790336	-0.583234	-1.9707	-1.03912	-0.629238	-2.08241	1.05582	-0.600789	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.268	1.02476	0.243239	ground	0	ground	0	-1	15
10.169	-0.875007	-0.623316	-1.67105	-1.11817	-0.665973	-1.77385	1.14032	-0.62728	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.29329	1.0386	0.254696	ground	0	ground	0	-1	15
10.19	-1.09872	-0.535796	-1.38992	-1.33517	-0.575561	-1.48526	1.3541	-0.529488	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.30289	1.05937	0.243527	ground	0	ground	0	-1	15
10.208	-1.23117	-0.480448	-1.06181	-1.46029	-0.517612	-1.15137	1.47909	-0.461147	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.29532	1.08386	0.211453	ground	0	ground	0	-1	15
10.229	-0.941284	-0.413199	-0.69775	-1.16455	-0.448111	-0.783367	1.18271	-0.397713	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.26972	1.09206	0.17766	ground	0	ground	0	-1	15
10.248	-0.609181	-0.307632	-0.339311	-0.828281	-0.340831	-0.422803	0.841912	-0.305612	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.22737	1.08224	0.145134	ground	0	ground	0	-1	15
10.269	-0.351419	-0.417667	-0.008762	-0.567666	-0.448612	-0.0917927	0.585665	-0.424846	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.17059	1.0643	0.10629	ground	0	ground	0	-1	15
10.288	-0.673269	-0.42657	-0.342143	-0.885069	-0.455227	-0.423048	0.903071	-0.41838	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.13322	1.06085	0.072364	ground	0	ground	0	-1	15
10.309	-0.734743	-0.39162	-0.005302	-0.94181	-0.418176	-0.0857758	0.957009	-0.382114	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.08084	1.05933	0.0215109	ground	0	ground	0	-1	15
10.329	-0.291618	-0.364077	0.565948	-0.496192	-0.38868	0.483047	0.508923	-0.371855	0.108541	0.12422	1.05202	0.735122	0.6	0.940805	1.47055	1.51976	1.42979	0.172411	0.0986135	0.960227	0.580557	0.149959	1.05095	1.03788	0.0130727	ground	0	ground	0	-1	15
10.363	0.302059	-0.37595	1.02086	0.0969978	-0.39855	0.933273	-0.0849776	-0.401285	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.04507	1.0065	0.0385735	stair	0	ground	1	16	16
10.376	0.235538	-0.227947	1.02656	0.0303245	-0.249294	0.934275	-0.0238014	-0.250001	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.03953	0.968729	0.070802	stair	0	ground	0	-1	16
10.39	0.105294	0.0801	1.14557	-0.0994199	0.0584591	1.04802	0.0979938	0.0608194	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.03995	0.926059	0.113896	stair	0	ground	0	-1	16
10.408	0.549794	0.458508	1.75041	0.343355	0.434683	1.64459	-0.351987	0.427723	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.07019	0.907453	0.162734	stair	0	ground	0	-1	16
10.429	1.72342	1.12833	2.33142	1.50939	1.09898	2.21447	-1.52819	1.07268	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.1274	0.955434	0.171967	stair	0	ground	0	-1	16
10.448	2.25379	1.44245	2.79347	2.02957	1.40603	2.66314	-2.05361	1.37069	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.20419	1.03111	0.173074	stair	0	ground	0	-1	16
10.469	2.16228	1.65729	2.56254	1.92837	1.61277	2.42005	-1.94693	1.59032	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.26498	1.10525	0.159728	stair	0	ground	0	-1	16
10.488	1.48146	1.38232	1.00764	1.24131	1.33111	0.860829	-1.25393	1.31922	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.24477	1.14099	0.103779	stair	0	ground	0	-1	16
10.509	1.06785	1.03193	-0.351935	0.823559	0.975817	-0.496255	-0.830758	0.969696	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.20735	1.14779	0.0595582	stair	0	ground	0	-1	16
10.529	0.978152	1.00039	-0.696134	0.730193	0.939559	-0.836252	-0.732798	0.937529	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.18879	1.1499	0.0388959	stair	0	ground	0	-1	16
10.549	0.898897	1.03343	-0.935854	0.647683	0.967732	-1.07059	-0.650366	0.965931	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.18288	1.15063	0.032257	stair	0	ground	0	-1	16
10.568	0.770358	0.97275	-0.952319	0.516549	0.90252	-1.08162	-0.509381	0.906585	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.17782	1.14509	0.0327309	stair	0	ground	0	-1	16
10.589	0.850389	1.00749	-0.618032	0.593597	0.932573	-0.743598	-0.581372	0.940243	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.15611	1.14311	0.0130011	stair	0	ground	0	-1	16
10.608	0.953175	0.787715	-0.442769	0.692901	0.709235	-0.565494	-0.683583	0.71822	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.12658	1.13553	-0.00895061	stair	0	ground	0	-1	16
10.629	0.805868	0.334772	-0.782388	0.542866	0.25501	-0.900587	-0.535845	0.269452	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.11528	1.10874	0.00653737	stair	0	ground	0	-1	16
10.649	0.584084	-0.121453	-1.08257	0.319477	-0.200209	-1.19477	-0.326018	-0.18937	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.11925	1.07216	0.0470976	stair	0	ground	0	-1	16
10.669	0.164918	-0.406164	-1.47691	-0.099191	-0.482495	-1.58116	0.0814186	-0.48581	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.14235	1.04318	0.0991713	stair	0	ground	0	-1	16
10.688	-0.281784	-0.468645	-1.70802	-0.543164	-0.542251	-1.80321	0.522899	-0.561818	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.17539	1.02939	0.145998	stair	0	ground	0	-1	16
10.709	-0.756133	-0.358999	-1.77984	-1.01243	-0.430442	-1.86565	0.994335	-0.470726	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.2099	1.03293	0.176974	stair	0	ground	0	-1	16
10.733	-1.03839	-0.1659	-1.43408	-1.2882	-0.236156	-1.5123	1.27728	-0.289492	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.22502	1.04677	0.178257	stair	0	ground	0	-1	16
10.75	-1.02252	-0.034162	-1.05596	-1.26597	-0.103896	-1.1285	1.26035	-0.158161	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.2202	1.05794	0.162257	stair	0	ground	0	-1	16
10.768	-0.930085	0.154218	-0.898379	-1.16767	0.0840613	-0.966067	1.17021	0.0338446	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.20749	1.06358	0.143913	stair	0	ground	0	-1	16
10.789	-0.678315	0.305831	-0.551976	-0.911325	0.234496	-0.616566	0.921024	0.192914	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.17794	1.05745	0.120495	stair	0	ground	0	-1	16
10.809	-0.413481	0.408807	0.016839	-0.643258	0.335785	-0.0475121	0.658904	0.303938	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.12142	1.04086	0.0805646	stair	0	ground	0	-1	16
10.828	-0.662088	0.151947	0.334826	-0.887406	0.0785299	0.269123	0.890178	0.0351954	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.07881	1.03336	0.0454488	stair	0	ground	0	-1	16
10.848	-1.30669	-0.118213	-0.114029	-1.52435	-0.190672	-0.178834	1.51391	-0.260919	0.413039	0.986304	0.910646	0.846727	0.6	0.806371	1.14854	1.72117	1.3879	1.36686	0.352285	0.96917	0.62293	0.151814	1.03381	1.0585	-0.0246933	stair	0	ground	0	-1	16
10.881	-1.6599	-0.004326	0.627744	-1.86817	-0.076401	0.560125	1.86302	-0.158239	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.01013	1.09906	-0.0889389	stair	0	ground	1	17	17
10.893	-1.28044	0.112651	1.46422	-1.48126	0.0403731	1.38962	1.48167	-0.0202688	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.0291	1.1182	-0.0891018	stair	0	ground	0	-1	17
10.909	-0.746658	0.246024	1.38878	-0.942747	0.172877	1.30761	0.948937	0.134821	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.04303	1.11021	-0.0671897	stair	0	ground	0	-1	17
10.928	-0.192477	0.299272	1.45676	-0.386623	0.224995	1.36871	0.395451	0.209091	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.05931	1.07707	-0.0177609	stair	0	ground	0	-1	17
10.949	0.02293	0.170423	1.88452	-0.17036	0.095665	1.78749	0.174228	0.0884259	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.09572	1.03299	0.0627325	stair	0	ground	0	-1	17
10.968	0.827827	0.310856	2.17404	0.631364	0.234918	2.06662	-0.620745	0.261692	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.14426	1.01502	0.129244	stair	0	ground	0	-1	17
10.989	1.31064	0.580389	2.76168	1.1086	0.501928	2.64099	-1.08619	0.548746	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.2191	1.02512	0.193985	stair	0	ground	0	-1	17
11.008	1.87564	0.741912	3.20746	1.66524	0.660134	3.07134	-1.6365	0.72846	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.31171	1.06342	0.248287	stair	0	ground	0	-1	17
11.028	2.30211	0.314443	2.53689	2.08125	0.231502	2.38876	-2.07058	0.312924	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.36556	1.11496	0.250606	stair	0	ground	0	-1	17
11.049	1.36492	-0.134261	0.545489	1.13834	-0.216116	0.395374	-1.14472	-0.179275	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.31705	1.11714	0.199911	stair	0	ground	0	-1	17
11.069	0.350275	-0.380025	-0.859109	0.123076	-0.459571	-1.00418	-0.135374	-0.4561	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.30141	1.08507	0.216336	stair	0	ground	0	-1	17
11.088	-0.114166	-0.534062	-1.73414	-0.339658	-0.61054	-1.86981	0.323138	-0.619442	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.32983	1.06575	0.264077	stair	0	ground	0	-1	17
11.113	-0.102459	-0.183842	-1.59673	-0.326312	-0.259018	-1.72374	0.321478	-0.264994	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.34953	1.0333	0.316229	stair	0	ground	0	-1	17
11.13	0.792766	0.160839	-0.868231	0.566069	0.0852345	-0.990265	-0.564427	0.0955047	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.33156	1.01025	0.321308	stair	0	ground	0	-1	17
11.149	1.38539	0.132214	-0.805647	1.1529	0.0563264	-0.923043	-1.15162	0.0782679	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.31114	1.01746	0.293681	stair	0	ground	0	-1	17
11.169	1.45979	0.158557	-0.899634	1.22116	0.0822561	-1.01194	-1.2192	0.107472	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.29618	1.02778	0.268398	stair	0	ground	0	-1	17
11.19	1.63179	0.055737	-1.01916	1.3862	-0.0204611	-1.12582	-1.38632	0.00818654	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.28766	1.04571	0.241951	stair	0	ground	0	-1	17
11.209	1.39978	-0.279002	-1.47668	1.14841	-0.353424	-1.57541	-1.15542	-0.3298	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.30205	1.0535	0.248546	stair	0	ground	0	-1	17
11.228	0.755223	-0.410279	-1.70194	0.50134	-0.482278	-1.79167	-0.509614	-0.473526	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.32653	1.03561	0.29092	stair	0	ground	0	-1	17
11.248	0.069797	-0.429876	-1.78478	-0.183166	-0.499365	-1.86514	0.174493	-0.502462	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.35346	1.01042	0.343036	stair	0	ground	0	-1	17
11.268	-0.458505	-0.385096	-1.6873	-0.70791	-0.452312	-1.75883	0.705437	-0.45616	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.37373	1.00191	0.371822	stair	0	ground	0	-1	17
11.288	-0.639613	-0.41403	-1.55501	-0.884573	-0.47884	-1.6184	0.884824	-0.478377	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.38596	1.0021	0.383857	stair	0	ground	0	-1	17
11.308	-0.680318	-0.518512	-1.24026	-0.920652	-0.580405	-1.29713	0.922763	-0.577043	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.38152	1.00641	0.375104	stair	0	ground	0	-1	17
11.328	-0.804768	-0.547831	-0.999307	-1.03988	-0.606676	-1.0509	1.04208	-0.602879	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.36499	1.01629	0.348698	stair	0	ground	0	-1	17
11.348	-1.00548	-0.374627	-0.71566	-1.23438	-0.431304	-0.763414	1.23799	-0.42084	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.33491	1.03085	0.304056	stair	0	ground	0	-1	17
11.369	-0.784418	-0.330738	-0.359983	-1.00826	-0.385478	-0.405699	1.0112	-0.377689	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.28845	1.03328	0.255166	stair	0	ground	0	-1	17
11.389	-0.214266	-0.48838	-0.213343	-0.435914	-0.540405	-0.257763	0.439311	-0.537648	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.23691	1.01633	0.220581	stair	0	ground	0	-1	17
11.408	0.095996	-0.429622	0.230398	-0.125024	-0.479239	0.185048	0.127348	-0.478626	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.18432	0.990281	0.19404	stair	0	ground	0	-1	17
11.428	-0.129116	-0.577659	0.104151	-0.348385	-0.624139	0.0585068	0.35141	-0.622441	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.12803	0.976506	0.151524	stair	0	ground	0	-1	17
11.448	-0.224634	-0.604463	-0.099119	-0.441684	-0.647688	-0.144039	0.444156	-0.645996	0.559319	1.4312	0.844525	0.849651	0.4	0.747821	1.47432	1.72712	1.29157	1.98342	0.47705	0.93734	0.52894	0.145426	1.07883	0.966879	0.111952	stair	0	ground	0	-1	17
11.483	-0.072492	-0.359416	0.427979	-0.288094	-0.400628	0.381143	0.289407	-0.399681	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.04395	0.943208	0.100739	stair	0	ground	1	18	18
11.493	0.26845	-0.255507	1.04391	0.0525836	-0.295236	0.99209	-0.0520786	-0.295325	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.04135	0.911041	0.130312	stair	0	ground	0	-1	18
11.509	0.272797	-0.402151	1.2328	0.056646	-0.43967	1.17508	-0.0564464	-0.439696	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.04804	0.887654	0.160386	stair	0	ground	0	-1	18
11.528	-0.318985	-0.30441	1.4005	-0.53246	-0.34022	1.33606	0.531723	-0.341371	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.06244	0.874865	0.187575	stair	0	ground	0	-1	18
11.549	-0.070961	0.352038	2.14652	-0.283014	0.314647	2.07167	0.284849	0.312987	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.1129	0.852282	0.26062	stair	0	ground	0	-1	18
11.568	1.5428	1.22718	3.30054	1.32409	1.18384	3.20957	-1.31715	1.19156	0.628338	1.14282	0.923384	0.876913	0.65	0.81765	1.09814	1.78253	1.45749	1.58376	0.535916	0.939826	0.657805	0.109315	1.21774	0.898475	0.31926	stair	0	ground	0	-1	18
