stepIdx	time_s	localFwdY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	dirR1	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
121	76.595	-0.124599	2.13395	0.944832	0.659225	1.49557	1.51057	0.990067	1.54021	1.76412	1.2118	1.53899	1.3187	0.94005	0.960346	0.986362	0.591449	0.184359	0.6	stair	0	down
122	77.261	-0.375522	0.759747	0.669222	0.653167	1.66482	1.72414	0.965597	0.944036	1.39693	0.909625	1.15522	1.04421	0.916815	1.09612	0.989041	0.745842	0.183426	0.7	stair	0	down
123	77.937	0.628079	0.984042	0.610402	0.683259	1.42196	1.51057	0.941339	0.839758	1.02836	0.816093	1.03644	0.768707	0.893783	0.960346	0.92319	0.706127	0.137612	0.5	stair	0	down
124	78.618	-0.6943	3.27802	0.825215	0.709518	1.4852	1.43062	1.03816	1.06896	2.64783	1.33667	1.69757	1.97928	0.985708	0.909512	0.884924	0.672513	0.110607	0.2	ground	0	down
125	79.239	0.0624009	1.66888	0.963956	0.802725	1.68331	1.51515	1.11098	1.7708	1.77818	1.00824	1.24553	1.28684	1.0491	0.966809	0.881434	0.61482	0.472369	0.5	ground	0	down
126	79.936	-0.06392	-0.0790403	0.552879	0.724335	0.808024	1.16279	0.6949	1.93818	1.75248	1.46517	1.67437	1.23511	0.679558	0.761622	0.793838	0.183427	0.457194	0	ground	0	ground
127	80.7	-0.870605	1.682	0.658934	0.722277	0.985313	1.72414	0.571482	1.32376	1.93701	1.48974	1.59072	1.31707	0.584656	1.11489	0.760929	0.422699	0.363532	0	ground	0	ground
128	81.339	0.389247	0.853015	0.686662	0.737529	1.25398	1.47059	0.852704	1.92329	1.50812	1.45108	1.46874	1.02285	0.88364	0.955621	0.931733	0.448346	0.232513	0.2	ground	0	ground
129	81.997	-1.1832	1.45506	0.551521	0.68279	1.52804	1.51286	1.01004	1.11352	1.68376	0.800104	0.825538	1.12598	1.04182	0.984755	0.923059	0.676425	0.186648	0.65	ground	0	ground
130	82.775	0.699437	0.0905574	0.11463	0.512925	1.10879	1.51745	0.73069	0.87635	2.32512	1.01536	1.04267	1.47314	0.772715	0.988955	0.923343	0.572227	0.189253	0.1	ground	0	ground
131	83.661	-2.11786	2.31598	0.522342	0.506818	0.989963	1.25	0.791971	1.38363	3.59022	1.64913	1.58366	2.01751	0.851352	0.830037	0.844334	0.410417	0.171253	0	ground	0	down
132	84.258	0.686217	0.493607	0.418373	0.458706	1.1344	1.28041	0.885965	0.936432	3.34424	1.91329	1.69537	1.72739	0.956949	0.863157	0.73484	0.576359	0.205222	0.1	ground	0	down
133	84.979	-1.9436	2.4502	0.557649	0.432903	1.35062	1.61551	0.836036	1.00615	3.27783	2.42364	1.92651	1.58335	0.911864	1.07944	0.676429	0.644513	0.155704	0.3	ground	0	down
134	85.598	-0.88165	0.715571	0.44801	0.412201	1.64008	1.21951	1.34486	0.952833	2.03388	2.44826	1.77788	0.984188	1.40142	0.83022	0.725645	0.73785	0.0615862	0.1	ground	0	down
135	86.26	-1.81989	3.03731	0.625321	0.514339	1.54258	1.84843	0.834534	1.92764	2.50415	2.10804	1.45366	1.18662	0.881115	1.22668	0.70303	0.552314	0.0538501	0	ground	0	down
136	86.918	0.43693	0.509047	0.538117	0.517494	1.7373	1.61551	1.07539	0.835466	3.389	2.38136	1.54305	1.51417	1.12024	1.06443	0.97744	0.782906	0.0883899	0.7	ground	0	down
137	87.579	-0.275866	2.55662	0.902606	0.61434	1.65581	1.19048	1.39088	0.697496	2.16809	1.89335	1.19962	0.971726	1.38665	0.801669	0.958163	0.797054	0.102305	0.7	stair	0	down
138	88.201	-0.536188	2.84212	0.841285	0.671068	2.32671	2	1.16335	0.781752	0.386368	1.73906	1.10186	0.173168	1.15981	1.3468	0.955936	0.873804	0.125716	0.7	stair	0	down
139	88.799	-0.946918	1.68369	0.640038	0.709473	2.16542	1.66389	1.30142	0.980541	1.22909	1.42554	0.90322	0.550871	1.29746	1.12047	0.955843	0.825774	0.35633	0.7	stair	0	down
140	89.338	0.143169	0.648643	0.819187	0.748246	2.05474	1.5625	1.31503	0.570374	1.5032	1.14848	0.727675	0.673726	1.31103	1.05219	0.989115	0.879665	0.339822	0.85	stair	0	down
141	90.013	-0.117763	3.84276	0.970266	0.834676	1.65237	1.51745	1.08891	2.03727	3.20476	1.30783	0.828638	1.43635	1.0856	1.02185	0.978545	0.572337	0.20823	0.75	stair	0	ground
142	90.496	-0.746239	1.34795	0.643662	0.782887	2.15464	1.92678	1.11826	1.27884	2.57275	1.44671	0.916633	1.15309	1.11486	1.2975	0.979418	0.760473	0.28858	0.7	stair	0	ground
143	91.035	0.858901	0.50399	0.369795	0.688589	1.60933	1.78571	0.901224	1.16445	1.81349	1.86029	1.17867	0.812797	0.898483	1.2025	0.973916	0.689355	0.274176	0.7	stair	0	ground
144	91.677	0.378032	0.269683	0.416361	0.643854	1.54671	1.5625	0.989896	1.93564	0.534915	2.00068	1.26763	0.239746	0.986885	1.05219	0.969699	0.551607	0.205081	0.2	stair	0	ground
145	92.256	0.704496	0.721755	0.50605	0.581227	1.44726	1.66389	0.869806	1.80504	0.557627	2.04121	1.29331	0.249925	0.86716	1.12047	0.945106	0.535679	0.217521	0.2	ground	0	ground
146	92.796	0.777843	0.7072	0.476215	0.482416	1.85225	1.85185	1.00021	2.80786	0.0747774	0.480745	0.327363	0.0371005	0.997452	1.21698	0.97784	0.549569	0.174289	0.2	ground	0	ground
147	93.456	1.03744	1.41495	0.576968	0.469077	1.46457	1.51745	0.965154	2.67703	0.753851	0.193635	0.144391	0.398997	0.966114	0.997497	0.985531	0.444635	0.257301	0.2	ground	0	ground
148	94.036	-1.15932	0.814155	0.412549	0.477628	2.40457	1.92308	1.25038	1.93614	2.27743	0.746675	0.582607	1.18113	1.2209	1.2316	0.982741	0.749121	0.218384	0.9	ground	0	ground
149	94.562	0.973173	0.670033	0.407759	0.475908	1.28319	1.72414	0.744249	2.73275	2.13736	0.753601	0.613278	1.09659	0.747123	1.09281	0.865179	0.375563	0.205406	0	ground	0	ground
150	95.134	0.982172	0.627349	0.389774	0.452653	1.69608	2.08333	0.814117	1.41078	0.0436219	0.799206	0.673953	0.0248057	0.832473	1.27947	0.84769	0.66832	0.256244	0.75	ground	0	ground
151	95.677	0.0493538	1.17716	0.95976	0.549362	2.23021	1.5625	1.42733	3.27437	1.08279	0.818749	0.71249	0.640339	1.3954	0.963498	0.82821	0.602302	0.325643	0.35	ground	0	ground
152	96.235	0.747568	0.493072	0.397433	0.513455	2.07142	1.85529	1.1165	2.51894	0.977485	0.716675	0.648052	0.603527	1.08161	1.1278	0.809667	0.630094	0.28653	0.35	ground	0	ground
153	96.798	0.794359	0.834565	0.512341	0.533413	2.04006	1.72117	1.18528	2.81246	0.344684	0.172967	0.170815	0.231001	1.13147	1.04145	0.824869	0.596379	0.25062	0.5	ground	0	ground
154	97.394	0.892341	1.26067	0.585538	0.568969	1.91327	1.85874	1.02934	1.62663	0.437225	0.19994	0.214682	0.315313	0.984327	1.11084	0.942497	0.69216	0.288115	0.9	ground	0	ground
155	97.906	0.945249	0.718734	0.431935	0.577402	1.99679	1.72414	1.15814	2.18149	0.544513	0.188043	0.219419	0.418076	1.09571	1.02728	0.952991	0.645928	0.228948	0.9	stair	0	ground
