stepIdx	time_s	localFwdY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	dirR1	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
127	72.924	0.750908	0.361713	0.3251	0.775822	3.1982	1.72712	1.85176	1.24932	2.27161	3.40188	2.92887	1.55743	1.52025	0.976658	0.997245	0.890524	0.220221	0.7	stair	0	down
128	73.482	0.687035	3.99298	0.853198	0.776807	2.90802	1.92678	1.50926	2.2286	3.63183	3.38685	2.91593	2.49	1.23907	1.08957	0.944729	0.791258	0.0264159	0.6	stair	0	down
129	73.999	1.17443	4.95734	0.808467	0.763911	3.71432	1.85529	2.00202	1.25377	1.08053	3.38452	2.91392	0.740814	1.64361	1.04914	0.946494	0.916043	0.0881878	0.7	stair	0	down
130	74.536	0.0492414	1.91539	0.974936	0.77324	3.44316	1.66667	2.0659	3.2406	3.24338	2.72303	2.34441	2.22367	1.69605	0.942475	0.957214	0.785314	0.225508	0.3	stair	0	down
131	75.04	1.21277	0.0929835	0.0712103	0.606582	2.43469	2.17865	1.11752	1.82885	2.16217	3.91664	3.37206	1.48239	0.917459	1.23199	0.944554	0.752646	0.216465	0.6	stair	0	down
132	75.676	1.2733	2.91916	0.696288	0.68082	1.4933	1.47275	1.01395	2.02898	2.82682	3.0557	2.63082	1.93808	0.83243	0.83282	0.815807	0.485716	0.265268	0.3	stair	0	ground
133	76.241	0.31441	0.188692	0.375056	0.585191	1.8162	1.78891	1.01526	1.67417	2.89394	3.56965	3.07331	1.9841	0.833502	1.0116	0.824299	0.663327	0.113627	0.5	ground	0	ground
134	76.775	1.22761	1.26964	0.508416	0.525181	1.62287	2.079	0.780601	0.925834	1.41505	1.41321	1.1909	0.973069	0.664728	1.15535	0.781495	0.735275	0.0781335	0.3	ground	0	ground
135	77.296	-0.284097	1.2998	0.820634	0.494321	1.66939	1.85874	0.898132	1.75608	1.512	1.43664	1.18567	1.03562	0.783233	1.02955	0.692591	0.613441	0.0401332	0	ground	0	ground
136	77.818	0.437839	0.653342	0.598747	0.599828	1.84654	1.78571	1.03406	1.59327	0.969073	1.20131	0.992299	0.686846	0.910717	0.990184	0.695793	0.679718	0.0439086	0.4	ground	0	ground
137	78.415	0.863522	0.950838	0.524062	0.565383	1.08272	1.85874	0.582504	1.03277	0.519336	0.435208	0.384089	0.392916	0.539284	1.02752	0.880805	0.531611	0.0824461	0.3	ground	0	ground
138	79.13	-0.22928	1.45742	0.864065	0.663185	1.42506	1.61031	0.884965	0.703383	1.20451	0.435982	0.409997	0.919456	0.834381	0.900073	0.847371	0.725175	0.262225	0.9	ground	0	down
139	79.649	0.514306	1.56236	0.75234	0.71197	2.01314	1.52207	1.32263	0.564067	0.750954	0.312651	0.31635	0.598792	1.21697	0.863643	0.857838	0.877616	0.0281583	0.9	stair	0	down
140	80.253	0.0192472	3.36695	0.994316	0.746706	2.38975	1.61031	1.48404	0.77145	1.87126	1.04012	1.05243	1.4921	1.36548	0.91371	0.93231	0.880872	0.0957689	0.7	stair	0	down
141	80.79	1.55958	4.94989	0.760413	0.779039	3.07524	1.92678	1.59605	1.57766	2.2087	2.62366	2.6547	1.76116	1.46854	1.09328	0.925008	0.85652	0.0693529	0.6	stair	0	down
142	81.33	-0.257981	2.41521	0.903493	0.854925	3.35887	1.85529	1.81043	2.41969	3.119	2.14281	2.16816	2.48701	1.6658	1.05272	0.93043	0.823311	0.460917	0.6	stair	0	down
143	81.87	-0.0171045	5.55587	0.996931	0.881499	3.0547	2	1.52735	1.20856	3.14989	2.67123	2.70284	2.51164	1.40533	1.13483	0.928823	0.884244	0.428542	0.7	stair	0	down
144	82.433	-1.33743	0.566452	0.297524	0.790535	2.62704	2.00401	1.3109	2.33683	5.16116	4.06672	4.11484	4.11538	1.20617	1.1371	0.939616	0.746467	0.362085	0.6	stair	0	down
145	82.969	1.16939	4.75574	0.802639	0.7522	3.12959	1.51515	2.06553	1.11845	4.88204	4.59675	4.65114	3.89281	1.90052	0.859718	0.977134	0.897243	0.174664	0.7	stair	0	down
146	83.527	0.641767	2.12107	0.767714	0.75366	2.44674	2.2779	1.07412	1.44478	2.68699	4.04889	4.0968	2.14254	0.988307	1.29251	0.970215	0.805502	0.189646	0.7	stair	0	down
147	84.051	0.0715318	5.17916	0.986377	0.770237	3.01893	1.61812	1.8657	1.27885	3.11081	4.51118	4.56456	2.48048	1.71665	0.918145	0.976383	0.876945	0.0186456	0.7	stair	0	down
148	84.587	0.840525	4.47817	0.841968	0.739244	3.51442	2.08768	1.68341	2.59515	1.04055	3.94482	3.9915	0.829707	1.54892	1.18458	0.982807	0.824904	0.193462	0.3	stair	0	down
149	85.123	-0.869742	3.93036	0.818807	0.843501	2.97276	1.78891	1.66177	2.1669	1.79586	1.64852	1.66803	1.43197	1.52901	1.01505	0.984709	0.802723	0.152469	0.6	stair	0	down
150	85.644	-0.444826	2.67811	0.857561	0.854485	2.73038	1.72414	1.58362	3.25266	1.32238	1.68952	1.70951	1.05443	1.45711	0.9783	0.994697	0.670477	0.133185	0.3	stair	0	ground
151	86.143	0.911709	2.73602	0.750061	0.850955	1.82735	2.27273	0.804035	1.45074	1.35777	1.44299	1.46007	1.08265	0.739802	1.28958	0.995008	0.69654	0.141135	0.7	stair	0	ground
152	86.663	-0.194813	0.709266	0.784517	0.810583	1.9031	1.72712	1.10189	1.08867	2.30914	2.18913	2.21504	1.84125	1.01386	0.979989	0.98373	0.768327	0.198159	0.7	stair	0	ground
153	87.226	-0.0239366	0.477858	0.952296	0.832648	1.7462	1.85185	0.942947	1.97677	0.28766	2.0802	2.10481	0.229373	0.867616	1.05077	0.931652	0.605704	0.180373	0.4	stair	0	ground
154	87.784	-0.287438	0.986108	0.7743	0.823747	1.86052	1.7301	1.07538	2.65158	0.572495	1.19964	1.21383	0.456493	0.989469	0.981685	0.88022	0.565758	0.158525	0	ground	0	ground
155	88.344	-0.570098	0.534627	0.483945	0.749024	2.16004	1.78571	1.20962	1.41322	0.532665	0.964047	0.977854	0.450659	1.10055	1.0119	0.878263	0.767354	0.171251	0.6	ground	0	ground
156	88.861	0.354457	2.0881	0.854883	0.769988	1.91737	1.92308	0.997031	2.99189	1.80779	0.443432	0.475972	1.45256	0.915634	1.08005	0.837965	0.550119	0.128379	0.5	ground	0	ground
157	89.48	-0.407151	0.527728	0.564487	0.725982	1.72373	1.78571	0.96529	1.79832	1.73632	0.478352	0.539714	1.34211	0.896663	1.00261	0.835034	0.62288	0.0338279	0.8	ground	0	ground
158	90	-0.495813	0.505796	0.504983	0.63652	1.47995	1.72712	0.856893	2.39389	0.0913343	0.478384	0.56579	0.0778313	0.81255	0.972654	0.859807	0.477438	0.035836	0.4	ground	0	ground
159	90.64	0.968909	1.64517	0.62935	0.60753	1.77895	1.85529	0.958856	2.8114	1.85569	0.812492	0.964711	1.49447	0.917565	1.04017	0.756488	0.529424	0.329479	0	ground	0	ground
160	91.117	0.939448	0.622151	0.398406	0.590422	1.49862	1.72712	0.867703	0.54992	1.02345	0.833753	0.990951	0.838972	0.844669	0.971391	0.746949	0.790552	0.33028	0.1	ground	0	ground
