stepIdx	time_s	localFwdY	pureZ	zEnergyFrac	zEF_avg5	procRmsZ	stepFreqHz	rmsZdivFreq	stepVarH	dmag	recentStepVarYZ	varYZRatio	dmagRatio	zfRatio	freqRatio	dirR1	energyFracZ	zPeakYRatio	stairConfidence	fsmLabel	armSpin	floorGT
129	73.536	0.139577	-0.322807	0.698134	0.551279	2.24967	1.8622	1.20807	2.11494	2.17351	1.62122	0.430973	0.985132	0.698973	1.0045	0.59473	0.705253	0.0337878	0.3	ground	0	ground
130	74.136	0.234404	0.785104	0.77008	0.556395	1.94474	1.67504	1.16101	1.11494	1.11196	1.05279	0.301584	0.530293	0.694541	0.912342	0.518202	0.771723	0.0466738	0.8	ground	0	ground
131	74.753	0.420241	1.42856	0.772695	0.704441	1.94164	1.92308	1.00965	2.06969	0.669754	0.733234	0.228058	0.342731	0.6289	1.04249	0.503617	0.645373	0.101073	0.7	stair	0	ground
132	75.43	1.29901	3.64325	0.737163	0.735436	2.22088	1.67224	1.32809	1.51011	2.38266	1.87581	0.583434	1.21927	0.827252	0.906516	0.505618	0.753551	0.219098	0.7	stair	0	down
133	75.97	-0.848585	5.36083	0.863339	0.768282	4.11683	1.51745	2.71299	1.70338	2.74996	4.67639	1.4545	1.40723	1.68989	0.822605	0.888423	0.908609	0.0927204	0.5	stair	0	down
134	76.511	0.661707	4.62237	0.874773	0.80361	5.00628	1.85529	2.69838	2.9084	1.68116	3.66121	1.13875	0.860296	1.68079	1.00574	0.890008	0.895654	0.28613	0.2	ground	0	down
135	77.028	-0.759865	3.55533	0.823909	0.814376	4.88069	1.84162	2.65022	1.80783	1.77748	2.45406	0.781794	0.917881	1.54992	0.998502	0.957234	0.929458	0.023092	0.75	ground	0	down
136	77.589	1.74966	8.39261	0.827488	0.825334	4.66499	1.93798	2.40714	3.32096	5.44949	4.24899	1.30738	2.38198	1.35261	1.04544	0.966629	0.866741	0.0152101	0.3	ground	0	down
137	78.086	1.52851	6.53473	0.810435	0.839989	5.36715	1.85874	2.88753	3.16911	1.87099	3.9737	1.19604	0.832989	1.52746	1.00242	0.979233	0.900807	0.066323	0.3	ground	0	down
138	78.647	1.50884	7.52903	0.833054	0.833932	5.4856	1.92678	2.84702	4.27516	0.994496	4.08695	1.20246	0.46889	1.43349	1.03507	0.982854	0.874697	0.0768661	0.3	ground	0	down
139	79.123	1.53312	1.87419	0.55005	0.768987	4.35326	1.92678	2.25934	2.14787	5.6549	6.97442	1.85668	2.28541	1.12215	1.03145	0.986369	0.89816	0.0723308	0.6	ground	0	down
140	79.665	1.11557	5.11593	0.820979	0.768401	5.03585	1.79211	2.81	3.14975	3.26852	5.26048	1.34649	1.27988	1.34253	0.963278	0.986653	0.889494	0.190459	0.3	ground	0	down
141	80.141	0.799345	6.66315	0.892885	0.78148	5.59758	2.00401	2.79319	2.62621	1.57921	4.052	1.03332	0.642919	1.29131	1.06892	0.998824	0.92239	0.0708062	0.3	ground	0	down
142	80.641	-0.272261	4.16674	0.938666	0.807127	4.95192	2.17391	2.27788	4.33392	2.71669	4.36234	1.10009	1.0944	1.04752	1.14134	0.997315	0.849224	0.0531239	0.3	ground	0	down
143	81.12	-0.760241	1.4248	0.652069	0.77093	3.51648	2.00401	1.75472	2.66025	2.78503	4.62424	1.14708	1.10842	0.82282	1.04668	0.997474	0.821457	0.0364189	0.3	ground	0	down
144	81.677	0.723111	2.26205	0.757764	0.812473	2.97887	1.9305	1.54306	5.15693	1.70333	4.10671	1.0168	0.70047	0.744136	1.00745	0.941284	0.598562	0.00824179	0.3	ground	0	ground
145	82.18	-0.00926846	2.24068	0.99588	0.847453	2.42587	2.00401	1.21051	2.93521	0.732691	3.9065	0.970411	0.323943	0.60912	1.04104	0.931097	0.660883	0.075694	0.3	ground	0	ground
146	82.676	1.0569	1.78913	0.62864	0.794604	3.03738	1.78571	1.70093	3.59239	1.15785	1.33407	0.355141	0.538186	0.86841	0.934405	0.903	0.716483	0.0824072	0.6	ground	0	ground
147	83.255	0.285441	1.10167	0.794219	0.765714	2.08418	1.7301	1.20466	2.91418	1.03332	0.598642	0.17399	0.506633	0.639662	0.913961	0.887604	0.59694	0.050103	0.5	ground	0	ground
148	83.735	0.0064537	2.43339	0.997354	0.834772	3.15214	2.08768	1.50987	6.17971	1.36063	0.406106	0.129448	0.690081	0.817947	1.09163	0.895454	0.616198	0.0429248	0.5	ground	0	ground
149	84.413	0.248996	2.44233	0.907482	0.864715	1.62056	1.6129	1.00474	2.17317	0.242708	0.409765	0.143051	0.134928	0.57029	0.856792	0.933236	0.546675	0.11123	0.5	ground	0	ground
150	84.933	-0.559825	0.824274	0.59553	0.784645	2.06784	1.7301	1.19521	5.60674	1.80895	0.715718	0.270123	1.00508	0.700941	0.926551	0.940895	0.432624	0.0949269	0.4	ground	0	ground
151	85.553	0.0511057	2.09329	0.976167	0.85415	2.08884	1.79211	1.16557	3.62943	1.40842	0.559323	0.229177	0.799935	0.705895	0.963638	0.971248	0.545769	0.0231731	0.2	ground	0	ground
152	86.065	-0.65497	1.47683	0.692762	0.833859	2.00608	1.72414	1.16352	4.13825	0.937322	0.516748	0.229851	0.558483	0.726101	0.933896	0.984936	0.493017	0.022879	0.2	ground	0	ground
153	86.688	0.556803	1.98474	0.780919	0.790572	2.15225	1.79211	1.20096	3.06003	1.31391	0.534852	0.25753	0.800243	0.76872	0.973567	0.985734	0.602107	0.0396744	0.2	ground	0	ground
154	87.203	-0.631115	0.388528	0.381043	0.685284	2.21682	1.72712	1.28354	3.68563	1.98973	0.663806	0.342955	1.18671	0.836507	0.944085	0.998408	0.567879	0.23819	0.6	ground	0	ground
155	87.809	0.0737195	1.94113	0.963411	0.75886	1.67138	1.78891	0.934302	2.85922	1.7051	0.612039	0.339419	1.01523	0.633685	0.980032	0.999359	0.487654	0.260257	0.4	ground	0	ground
156	88.32	0.128987	0.440747	0.7736	0.718347	2.04929	1.78891	1.14555	3.2568	1.5014	0.71397	0.421401	0.903528	0.79469	0.981993	0.998737	0.558329	0.284078	0.6	ground	0	ground
157	88.987	-0.644471	2.69781	0.807176	0.74123	2.04414	1.7331	1.17947	3.08175	2.38591	1.06275	0.651544	1.37586	0.833365	0.956009	0.768887	0.575412	0.022764	0.25	ground	0	ground
158	89.506	1.85487	0.622314	0.251218	0.63529	1.60457	1.66667	0.962742	2.85459	3.24875	1.70274	1.03934	1.72294	0.702705	0.926836	0.767685	0.469925	0.0250615	0	ground	0	ground
