time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
0.020	0.625364	0.474683	1.882738	-8.340	-38.940	-30.000	0.000	-17.265	ground
0.030	1.462941	-1.019874	3.138652	-9.180	-38.220	-30.120	0.252	-16.871	ground
0.044	1.858719	-2.062198	3.640877	-8.940	-38.160	-29.880	0.605	-17.000	ground
0.064	1.730165	-1.598667	2.429495	-8.820	-38.100	-29.340	0.719	-17.344	ground
0.085	0.711524	-0.339831	0.337051	-8.700	-38.460	-30.360	0.817	-17.963	ground
0.104	0.311328	0.465462	-0.746611	-9.600	-39.120	-29.400	0.817	-17.963	ground
0.125	0.587870	0.048552	-0.726597	-9.900	-39.420	-28.140	1.002	-18.256	ground
0.144	0.747503	-0.935266	-0.703402	-8.340	-39.000	-27.540	2.284	-18.274	ground
0.164	0.738444	-1.448194	-1.244601	-7.500	-38.280	-27.360	2.284	-18.274	ground
0.184	0.608717	-1.617276	-0.995323	-8.100	-39.420	-27.420	3.937	-17.650	ground
0.204	0.208695	-1.729543	-1.990363	-7.620	-38.820	-27.180	4.866	-17.418	ground
0.224	-0.531743	-2.469104	-3.268513	-6.600	-38.700	-27.780	5.418	-17.371	ground
0.244	-0.292353	-1.214009	-1.434997	-6.840	-39.060	-27.360	5.866	-17.111	ground
0.264	0.038983	-1.579786	-1.207994	-7.200	-38.160	-26.580	5.562	-16.896	ground
0.285	0.163909	-1.371203	-2.873586	-7.980	-38.220	-26.400	4.581	-16.303	ground
0.304	0.113695	-0.084166	-2.648351	-8.340	-37.920	-26.100	3.962	-15.705	ground
0.324	-0.848446	-0.480231	-0.891803	-7.860	-37.020	-26.460	3.258	-15.140	ground
0.344	-0.167010	0.034391	1.941814	-9.240	-37.020	-26.520	2.830	-15.314	ground
0.364	0.783422	0.146119	1.351478	-9.300	-37.440	-26.340	2.830	-15.314	ground
0.384	-0.136645	1.034886	-1.285768	-8.640	-37.200	-25.020	2.617	-18.363	ground
0.405	-0.831274	1.492450	-0.443310	-8.940	-38.160	-23.760	4.289	-19.851	ground
0.425	1.030029	0.794273	-1.877050	-7.920	-38.580	-22.080	6.053	-20.346	ground
0.444	-5.140217	-1.499175	0.362353	-7.500	-39.180	-21.360	6.053	-20.346	ground
0.465	-1.029600	-2.203413	-1.382715	-6.540	-39.960	-19.980	9.858	-20.669	ground
0.484	0.231046	-1.607129	0.588666	-6.420	-40.200	-19.680	10.995	-20.316	ground
0.505	-0.574386	-0.296794	-0.652481	-5.400	-39.060	-19.260	11.631	-20.300	ground
0.524	-1.242394	-0.633487	-0.217874	-5.520	-38.820	-18.600	11.631	-20.300	ground
0.545	-0.150340	-0.667223	0.384861	-4.500	-39.540	-17.880	13.106	-19.906	ground
0.565	0.084899	0.003511	-0.462406	-3.780	-39.180	-17.280	13.790	-19.713	ground
0.598	2.584595	-2.049953	2.795724	-4.620	-39.120	-17.220	14.285	-19.240	ground
0.608	1.886193	-3.484350	2.271450	-3.480	-38.760	-17.640	14.285	-19.240	ground
0.626	4.551135	-1.469640	2.878424	-3.540	-38.820	-17.640	14.806	-15.552	ground
0.645	0.798127	-1.798527	1.815438	-3.660	-39.120	-17.940	15.872	-13.029	ground
0.667	1.785760	-2.293827	1.585983	-2.700	-38.220	-18.720	16.525	-11.887	ground
0.685	2.199883	-0.199953	-0.477503	-2.280	-37.740	-19.260	17.580	-10.942	ground
0.706	1.744833	-0.430238	-1.272925	-1.440	-36.840	-19.440	18.587	-10.432	ground
0.726	0.869601	-2.249142	0.431274	-1.980	-37.380	-19.740	20.228	-9.467	ground
0.746	1.867223	-2.370136	0.827480	-0.780	-37.080	-19.560	21.215	-8.827	ground
0.765	1.914486	-2.438225	1.058811	-1.020	-37.200	-18.840	22.601	-7.969	ground
0.786	1.434773	-2.303825	0.353352	-0.480	-36.840	-17.760	23.480	-7.494	ground
0.806	0.877816	-2.065800	-0.046401	0.780	-35.760	-18.240	24.644	-6.723	ground
0.826	1.013590	-1.992578	0.149454	1.560	-34.620	-18.900	25.327	-6.187	ground
0.845	0.781031	-2.148137	0.475418	1.560	-35.040	-19.020	25.327	-6.187	ground
0.866	0.761718	-2.318806	0.420307	1.500	-34.440	-19.440	26.924	-5.632	ground
0.886	0.504718	-1.805338	-0.678265	1.140	-35.760	-18.660	27.729	-5.874	ground
0.906	0.512546	-1.329168	-1.888095	1.020	-34.980	-18.840	28.199	-5.979	ground
0.926	0.286068	-1.426413	-1.897634	1.140	-35.160	-18.420	28.867	-5.936	ground
0.946	-0.052069	-1.362860	-1.673381	1.440	-34.320	-17.040	29.243	-5.747	ground
0.966	-0.155825	-1.839428	-0.659621	1.920	-34.080	-17.280	29.630	-5.386	ground
0.987	-0.129624	-1.490567	-0.690534	2.400	-33.480	-18.120	29.769	-5.253	ground
1.006	-0.186515	-1.090320	-1.005917	2.160	-33.660	-18.060	29.769	-5.253	ground
1.026	-0.765805	-0.980568	-0.649347	1.860	-34.620	-18.000	29.891	-5.153	ground
1.046	-0.953207	-0.685109	0.143127	1.860	-34.680	-18.420	29.777	-4.523	ground
1.066	-1.003312	-0.194779	0.127148	1.740	-34.440	-18.480	29.777	-4.523	ground
1.086	-0.632481	0.805176	-0.086380	1.440	-34.680	-17.580	28.836	-4.088	ground
1.106	-0.436669	1.329709	0.314188	1.140	-34.680	-17.520	28.382	-4.050	ground
1.141	-0.588650	1.120552	0.527014	1.020	-34.860	-17.040	27.748	-4.049	ground
1.146	-0.616875	0.603771	0.836836	1.440	-34.200	-16.080	27.338	-4.029	ground
1.165	-0.893922	0.011247	1.455372	1.620	-33.840	-17.040	27.338	-4.029	ground
1.187	-0.864312	-0.747543	1.676398	1.140	-34.380	-16.560	26.105	-3.925	ground
1.205	-0.690588	-0.988248	1.809350	0.120	-34.920	-15.720	25.026	-4.109	ground
1.226	-0.387523	-1.830583	1.535370	0.000	-34.440	-15.660	24.107	-4.339	ground
1.246	0.512517	-1.762574	2.568861	-0.960	-34.800	-16.140	22.342	-4.825	ground
1.266	0.363759	-1.567942	1.756754	-1.560	-34.860	-15.420	22.342	-4.825	ground
1.286	0.529855	-0.312786	-0.431785	-1.860	-35.040	-14.820	18.652	-6.270	ground
1.307	0.781208	1.541236	-1.520663	-3.360	-34.560	-14.040	17.068	-6.815	ground
1.326	0.824086	1.891013	-0.389257	-3.720	-34.140	-13.860	15.126	-7.430	ground
1.346	0.298856	0.860683	0.687263	-4.440	-34.080	-12.840	14.172	-7.768	ground
1.367	-0.475983	0.081647	0.903009	-4.680	-33.420	-12.420	13.021	-8.025	ground
1.386	-0.597035	-0.148213	1.303367	-5.280	-33.600	-11.880	12.271	-8.059	ground
1.406	-0.456957	0.089724	1.612062	-6.360	-34.380	-11.520	12.271	-8.059	ground
1.429	-0.709598	0.156372	1.009072	-6.960	-33.600	-10.440	11.193	-8.238	ground
1.446	-0.938650	0.190906	0.254961	-6.540	-32.940	-9.960	9.561	-9.112	ground
1.467	-0.966008	0.014493	0.030288	-6.840	-32.640	-9.840	8.868	-9.547	ground
1.486	-0.936432	-0.096092	0.262985	-7.080	-31.860	-9.480	8.868	-9.547	ground
1.506	-0.667825	0.266496	0.105451	-8.280	-32.280	-8.280	6.884	-10.974	ground
1.527	-0.876397	0.559503	-0.801005	-9.000	-32.100	-6.960	5.725	-11.992	ground
1.547	-1.186481	0.563278	-1.175964	-9.120	-31.380	-6.240	5.037	-12.540	ground
1.567	-1.386435	0.129358	-1.133715	-9.060	-30.600	-5.880	5.037	-12.540	ground
1.586	-1.584560	-0.326312	-0.874271	-9.240	-30.180	-4.500	3.425	-13.441	ground
1.608	-1.459035	-0.281451	-0.777779	-9.960	-29.220	-3.840	2.394	-13.975	ground
1.627	-1.329251	-0.179601	-0.757530	-9.780	-28.380	-3.720	1.716	-14.336	ground
1.646	-1.268511	-0.147670	-0.877358	-10.560	-28.800	-3.360	1.716	-14.336	ground
1.667	-1.249792	-0.295819	-0.663227	-11.280	-27.540	-3.780	0.054	-14.974	ground
1.686	-1.249699	-0.432767	-0.509982	-10.980	-26.400	-3.000	359.065	-15.235	ground
1.707	-1.094009	-0.481903	-0.301900	-11.940	-26.340	-3.000	358.388	-15.440	ground
1.726	-1.113357	-0.393818	-0.498355	-12.840	-26.220	-3.360	357.332	-15.853	ground
1.747	-1.157517	-0.172931	-0.813727	-13.860	-26.220	-3.060	356.593	-16.117	ground
1.766	-0.979397	-0.037463	-0.692976	-14.460	-26.940	-3.060	355.424	-16.346	ground
1.787	-0.806836	-0.133864	-0.472910	-15.420	-26.520	-3.540	354.611	-16.423	ground
1.806	-0.750993	-0.123788	-0.436385	-15.660	-25.980	-3.780	354.611	-16.423	ground
1.827	-0.638364	-0.004033	-0.465915	-15.540	-24.300	-4.740	352.478	-16.702	ground
1.846	-0.501723	-0.013324	-0.640398	-16.200	-24.840	-5.220	351.160	-16.841	ground
1.868	-0.274398	-0.038731	-0.573478	-15.720	-23.640	-5.520	350.267	-16.858	ground
1.886	-0.033796	-0.098485	-0.172534	-16.200	-23.400	-5.100	350.267	-16.858	ground
1.907	0.483795	-0.332817	0.358567	-17.040	-23.460	-6.000	348.921	-16.801	ground
1.927	0.372630	-0.224207	0.323429	-17.280	-22.860	-6.420	346.658	-16.965	ground
1.947	0.147851	0.307545	-0.150993	-17.220	-22.320	-6.000	345.722	-17.159	ground
1.967	-0.136583	0.742910	-0.465382	-17.220	-21.240	-5.340	344.351	-17.379	ground
1.986	-0.392559	0.617794	-0.588490	-16.920	-21.060	-6.420	343.488	-17.447	ground
2.007	-0.771593	0.537766	-0.850294	-17.160	-20.460	-5.880	342.218	-17.562	ground
2.027	-1.200386	0.636235	-1.176111	-17.400	-20.160	-5.640	342.218	-17.562	ground
2.047	-1.461336	0.580672	-1.187258	-17.700	-20.040	-6.000	340.079	-17.826	ground
2.067	-1.436594	0.841887	-0.763514	-17.220	-19.020	-6.780	339.219	-17.910	ground
2.086	-1.404704	0.936261	-0.418495	-17.580	-18.720	-6.600	338.016	-18.032	ground
2.107	-1.202366	0.772820	0.182687	-18.660	-19.200	-5.520	337.305	-18.110	ground
2.126	-1.374419	0.386338	0.063596	-19.200	-18.780	-5.400	337.305	-18.110	ground
2.147	-1.387682	0.281322	-0.135118	-18.480	-18.360	-5.940	335.664	-18.177	ground
2.167	-1.153467	0.368107	0.188808	-18.660	-18.360	-6.600	334.667	-18.045	ground
2.203	-0.752641	0.291952	0.368401	-19.440	-18.420	-6.360	334.040	-17.971	ground
2.207	-0.537432	0.476251	0.597712	-19.800	-18.540	-6.540	333.208	-17.983	ground
2.227	-0.109746	0.290782	0.604652	-19.800	-17.460	-6.780	332.761	-18.071	ground
2.247	-0.048033	-0.054355	0.365385	-20.160	-17.040	-5.880	332.145	-18.183	ground
2.267	0.125708	-0.281134	-0.052023	-19.920	-17.340	-6.480	331.728	-18.220	ground
2.290	0.115117	0.286768	0.603816	-20.100	-17.460	-6.900	331.088	-18.251	ground
2.307	0.594048	0.265654	0.811458	-20.760	-16.740	-6.960	330.717	-18.288	ground
2.327	0.719807	0.580189	0.753868	-21.360	-16.740	-6.960	330.194	-18.299	ground
2.348	0.950965	1.141294	0.459873	-20.340	-15.660	-6.360	330.194	-18.299	ground
2.366	1.380182	1.251975	0.401494	-21.120	-16.560	-6.120	329.897	-18.200	ground
2.387	1.943181	0.787565	0.834797	-21.180	-16.200	-7.740	329.559	-17.185	ground
2.407	2.041111	0.181675	1.011344	-21.540	-16.200	-8.040	329.524	-16.302	ground
2.427	2.181576	-0.228264	1.202942	-22.140	-15.540	-8.460	329.484	-15.861	ground
2.447	1.834152	-0.254296	0.600538	-21.480	-14.700	-8.400	329.323	-15.729	ground
2.468	1.216606	0.293836	-0.565339	-22.140	-15.960	-8.160	329.129	-15.933	ground
2.487	0.775923	0.814205	-1.586205	-22.560	-15.960	-8.220	328.816	-16.281	ground
2.507	0.917909	0.891239	-1.202469	-22.440	-16.020	-9.240	328.645	-16.289	ground
2.526	1.352096	0.633804	0.302855	-22.440	-15.840	-9.540	328.462	-15.874	ground
2.548	1.507645	-0.064447	0.941229	-21.960	-15.060	-9.720	328.351	-15.491	ground
2.567	0.946670	-0.259119	0.414026	-22.380	-15.060	-9.780	328.085	-15.134	ground
2.587	0.347331	-0.047725	-0.103173	-22.920	-14.880	-10.080	327.820	-15.083	ground
2.607	-0.115430	0.023535	-0.267535	-22.440	-14.760	-10.140	327.313	-15.166	ground
2.628	-0.452097	0.343250	-0.521847	-22.440	-14.100	-9.900	326.911	-15.304	ground
2.647	-0.963041	0.587497	-0.919135	-23.700	-15.000	-10.320	326.285	-15.603	ground
2.667	-1.350516	0.817411	-1.270482	-24.540	-15.240	-10.920	325.873	-15.772	ground
2.688	-1.388755	0.939831	-1.198268	-23.880	-14.700	-11.760	325.873	-15.772	ground
2.708	-1.034264	0.946895	-0.533973	-23.880	-15.540	-11.880	324.936	-15.956	ground
2.727	-0.526046	0.548234	0.230708	-23.820	-14.880	-12.420	324.447	-16.130	ground
2.748	-0.397419	0.355936	0.392036	-24.120	-14.280	-12.420	324.078	-16.319	ground
2.767	-0.553085	0.595642	-0.098130	-24.420	-14.580	-12.960	323.407	-16.750	ground
2.788	-0.812629	0.879142	-0.454435	-24.180	-14.400	-13.260	323.407	-16.750	ground
2.807	-0.817406	0.874094	-0.382957	-23.760	-13.980	-14.400	322.178	-17.591	ground
2.827	-0.662279	0.534057	-0.024553	-23.940	-14.040	-16.080	322.178	-17.591	ground
2.847	-0.570348	0.400980	0.244976	-24.180	-14.580	-16.920	320.655	-18.261	ground
2.882	-0.521356	0.713319	0.693201	-24.420	-14.640	-18.000	319.909	-18.637	ground
2.894	-0.367407	0.743118	0.927479	-24.240	-14.160	-18.600	319.909	-18.637	ground
2.907	-0.146723	0.226636	0.886806	-24.360	-13.620	-20.220	318.163	-19.603	ground
2.927	0.149825	-0.753814	1.065309	-24.240	-13.560	-20.640	318.163	-19.603	ground
2.948	0.009949	-1.629516	0.496564	-24.660	-13.680	-21.060	316.391	-20.068	ground
2.967	-0.979133	-1.627280	-0.206612	-25.020	-14.520	-22.260	316.391	-20.068	ground
2.988	-0.755151	-0.999800	0.565512	-25.320	-14.880	-22.920	313.885	-20.355	ground
3.006	0.883072	-1.389305	2.960363	-24.840	-13.680	-23.040	312.377	-20.140	ground
3.028	2.270137	-2.688652	4.418533	-24.960	-12.900	-23.760	311.411	-19.875	ground
3.047	2.021001	-3.261898	2.487102	-24.720	-12.660	-24.180	309.694	-19.748	ground
3.067	0.534034	-2.784593	-0.070436	-24.960	-12.180	-25.080	308.285	-19.892	ground
3.087	-0.536394	-2.048935	-1.232813	-24.960	-11.880	-25.920	305.994	-20.358	ground
3.108	-1.001751	-2.011425	-1.766136	-25.020	-10.920	-27.540	304.542	-20.660	ground
3.127	-0.543731	-2.035656	-1.290570	-25.500	-10.260	-28.020	302.561	-20.747	ground
3.147	0.440060	-2.002008	-0.298000	-24.420	-8.820	-28.200	301.335	-20.578	ground
3.167	1.323785	-1.824366	0.276723	-23.460	-7.620	-28.260	299.566	-20.218	ground
3.188	1.671329	-1.584042	0.548843	-24.240	-7.260	-29.220	298.384	-20.054	ground
3.207	1.117539	-1.087547	-0.374852	-24.540	-6.840	-30.300	296.569	-20.086	ground
3.228	0.352023	-0.716007	-1.396379	-24.000	-6.300	-31.080	295.363	-20.203	ground
3.246	-0.107584	-0.415732	-1.968871	-24.300	-6.060	-31.740	295.363	-20.203	ground
3.268	-0.428521	-0.292334	-2.339574	-27.780	-3.540	-32.640	292.431	-20.812	ground
3.288	-0.690509	-0.061742	-2.223258	-27.840	-3.480	-32.940	290.776	-21.197	ground
3.308	-0.834686	0.190710	-2.112273	-27.540	-3.480	-34.380	289.745	-21.353	ground
3.327	-0.705227	0.263781	-1.847548	-27.420	-3.180	-34.620	289.745	-21.353	ground
3.347	-0.776457	0.454340	-1.722297	-26.280	-1.560	-35.640	287.417	-21.454	ground
3.368	-1.053103	0.802125	-1.256540	-26.700	-1.620	-36.300	286.150	-21.552	ground
3.388	-1.151419	1.087270	-0.595046	-27.000	-1.620	-36.300	285.426	-21.610	ground
3.407	-0.932010	0.877402	-0.348747	-27.120	-1.560	-36.600	284.567	-21.583	ground
3.427	-0.771730	0.495672	-0.358189	-27.060	-0.540	-37.440	284.090	-21.501	ground
3.447	-0.303393	0.332392	0.068131	-27.360	-0.420	-37.800	283.418	-21.453	ground
3.468	0.003884	0.703711	1.158296	-27.660	-0.180	-38.100	283.003	-21.531	ground
3.502	0.651682	0.449916	2.163323	-27.600	0.120	-38.040	283.003	-21.531	ground
3.512	0.478259	0.061836	1.997730	-28.440	-0.240	-38.220	282.217	-21.724	ground
3.529	-0.043443	-0.202847	1.935326	-28.200	0.780	-38.400	281.826	-21.709	ground
3.548	-0.269325	0.188650	2.167366	-28.380	0.780	-38.520	281.680	-21.670	ground
3.568	0.728987	0.302649	3.448731	-28.980	0.540	-38.760	281.799	-21.432	ground
3.587	2.516512	-0.044154	3.961748	-29.220	0.360	-39.240	281.799	-21.432	ground
3.607	2.737900	-0.180376	2.536508	-29.460	-0.240	-38.820	282.067	-21.273	ground
3.627	1.739470	0.024676	0.367919	-29.940	-1.080	-39.240	282.416	-21.514	ground
3.647	1.375536	0.337651	-0.399465	-30.180	-1.860	-39.360	282.535	-21.814	ground
3.667	1.458366	0.219371	-0.684253	-30.360	-2.400	-39.540	282.653	-21.974	ground
3.687	0.950837	0.067943	-1.274352	-30.000	-2.340	-39.720	282.784	-22.003	ground
3.708	0.017601	0.068494	-1.721858	-29.700	-2.040	-39.960	282.844	-21.849	ground
3.727	-0.593392	0.169469	-1.838844	-29.460	-2.280	-39.960	282.844	-21.849	ground
3.748	-0.480346	-0.100484	-1.825588	-29.100	-3.180	-39.360	283.017	-21.591	ground
3.767	-0.332399	-0.275008	-1.527624	-29.220	-3.420	-39.300	283.215	-21.418	ground
3.788	-0.283705	-0.378105	-1.248216	-29.640	-3.720	-40.260	283.540	-21.195	ground
3.807	-0.734173	-0.583386	-1.663302	-29.700	-3.780	-40.080	283.952	-21.205	ground
3.828	-1.467770	-0.449722	-1.829195	-29.040	-3.300	-40.620	284.038	-21.262	ground
3.847	-1.618459	-0.247403	-1.231044	-28.860	-3.720	-41.880	284.193	-21.320	ground
3.868	-1.089579	-0.334572	-0.701708	-29.040	-4.620	-41.760	284.328	-21.383	ground
3.887	-0.470798	-0.422181	-0.372330	-29.040	-4.800	-41.520	284.328	-21.383	ground
3.908	-0.267106	-0.244572	-0.200681	-28.200	-4.260	-41.220	284.418	-21.678	ground
3.927	-0.211687	-0.000937	0.119807	-28.380	-4.680	-41.040	284.226	-21.894	ground
3.949	-0.131203	-0.050807	0.364484	-28.740	-5.940	-41.100	284.020	-22.070	ground
3.967	-0.148487	-0.120630	0.545443	-28.500	-5.520	-41.760	283.588	-22.433	ground
4.002	-0.424187	-0.402222	0.172086	-28.080	-5.220	-42.300	283.233	-22.733	ground
4.012	-0.778541	-0.342974	-0.083526	-28.560	-5.580	-42.120	283.233	-22.733	ground
4.028	-0.587868	-0.258323	0.009345	-28.440	-5.940	-40.620	282.289	-23.415	ground
4.047	0.492497	-0.291357	0.832932	-28.380	-5.880	-40.740	282.289	-23.415	ground
4.068	0.759146	-0.399956	0.907357	-28.740	-6.360	-41.280	281.546	-23.396	ground
4.087	0.290962	0.014783	1.527578	-28.680	-6.540	-40.560	281.050	-22.897	ground
4.109	1.452697	0.602289	3.630297	-27.840	-4.980	-41.280	280.804	-22.318	ground
4.127	3.035433	0.381893	4.597537	-27.720	-4.740	-41.400	280.483	-21.574	ground
4.148	2.591747	-0.246207	2.499132	-27.960	-4.500	-41.580	280.101	-21.394	ground
4.169	0.668157	-0.401487	-0.117260	-27.540	-4.140	-42.660	279.257	-21.602	ground
4.188	-0.985513	-0.927407	-2.136479	-26.820	-3.300	-42.900	278.686	-21.920	ground
4.208	-1.241056	-1.389466	-2.698564	-26.400	-3.480	-42.480	278.003	-22.241	ground
4.228	-0.535963	-1.264940	-1.874254	-25.440	-2.400	-42.360	277.639	-22.272	ground
4.248	0.271116	-0.810513	-0.365606	-25.140	-1.980	-42.360	277.205	-21.978	ground
4.268	0.867514	-0.724103	0.144425	-26.220	-1.680	-41.220	277.018	-21.639	ground
4.287	1.026087	-0.692839	0.328798	-26.460	-1.920	-41.700	277.018	-21.639	ground
4.308	1.380716	-0.875977	0.197336	-26.340	-1.980	-42.060	276.836	-20.718	ground
4.327	1.159429	-0.940217	-0.426517	-26.160	-1.800	-42.360	276.760	-20.478	ground
4.348	0.703746	-0.937834	-0.965167	-25.560	-1.620	-41.640	276.656	-20.489	ground
4.367	0.056348	-0.900245	-1.576808	-25.080	-1.080	-41.460	276.421	-20.731	ground
4.388	-0.579151	-0.841682	-1.943659	-25.680	-1.020	-41.220	276.253	-20.956	ground
4.408	-0.842820	-0.789911	-2.057726	-26.460	-1.860	-41.280	276.049	-21.255	ground
4.428	-0.877423	-0.707798	-1.923360	-25.800	-1.200	-41.280	275.964	-21.377	ground
4.448	-0.888782	-0.288973	-1.286826	-25.560	-1.260	-40.860	275.964	-21.377	ground
4.468	-1.117762	0.092944	-0.588430	-25.440	-2.160	-40.440	276.068	-21.489	ground
4.487	-0.409472	-0.457099	-0.513914	-25.380	-2.220	-41.700	276.556	-21.446	ground
4.509	0.206234	-1.242978	-0.781597	-24.660	-1.500	-41.100	276.893	-21.372	ground
4.527	-0.042681	-1.261522	-0.828124	-24.840	-2.400	-41.100	277.213	-21.226	ground
4.548	0.048340	-0.735505	-0.222374	-24.480	-2.160	-40.440	277.213	-21.226	ground
4.569	1.286671	-0.527068	1.443888	-24.720	-2.640	-40.380	277.707	-20.971	ground
4.603	2.174596	-0.546655	2.645704	-25.260	-2.940	-40.140	277.888	-20.948	ground
4.608	1.676428	-0.649352	2.334410	-25.560	-2.280	-40.440	277.925	-21.138	ground
4.628	0.479266	-0.188931	1.341072	-25.320	-2.580	-39.180	277.879	-21.262	ground
4.648	1.261047	0.662238	2.711561	-25.860	-2.940	-39.120	277.978	-20.961	ground
4.669	2.712473	0.825382	4.305059	-25.140	-2.160	-38.520	278.183	-20.559	ground
4.687	3.668298	0.373381	3.411967	-24.540	-1.800	-37.980	278.183	-20.559	ground
4.709	2.315484	0.330349	1.040744	-24.660	-2.100	-37.980	278.264	-20.504	ground
4.727	0.950917	0.804789	-0.312518	-23.640	-0.840	-38.760	278.043	-20.974	ground
4.748	0.846544	0.722850	-0.654198	-23.700	-1.800	-38.100	278.043	-20.974	ground
4.767	0.988690	0.488117	-0.834773	-23.880	-2.400	-38.580	277.968	-21.242	ground
4.789	0.832310	0.690874	-0.780311	-23.220	-1.320	-38.400	277.731	-21.138	ground
4.808	0.443241	0.775236	-0.963445	-23.820	-1.500	-38.700	277.585	-20.717	ground
4.827	0.135420	0.541462	-1.476878	-23.220	-0.840	-38.820	277.598	-20.546	ground
4.847	0.562736	0.195962	-1.046862	-22.800	-0.660	-37.860	277.745	-20.408	ground
4.868	1.389077	-0.042392	-0.434865	-23.220	-0.600	-37.680	277.785	-20.364	ground
4.887	0.393967	0.007338	-1.133655	-23.280	-1.140	-37.680	277.592	-20.432	ground
4.908	-1.145459	0.400529	-1.913656	-23.580	-2.100	-38.340	277.438	-20.574	ground
4.928	-1.133669	0.253760	-1.634959	-23.460	-1.080	-38.700	277.446	-20.801	ground
4.948	-0.443982	-0.053691	-1.304754	-23.700	-1.440	-37.860	277.513	-20.845	ground
4.969	-0.147846	-0.057332	-0.750085	-22.680	-1.020	-38.040	277.500	-20.769	ground
4.988	-0.825178	0.359324	-0.956810	-22.020	-0.480	-38.040	277.443	-20.716	ground
5.008	-1.130257	0.346876	-1.250941	-22.200	-0.600	-37.920	277.507	-20.625	ground
5.028	-0.184136	-0.399340	-0.870664	-21.960	-0.780	-38.400	277.609	-20.537	ground
5.048	0.345234	-0.102874	0.461474	-21.660	-0.240	-38.400	277.514	-20.367	ground
5.069	-0.023449	0.749850	2.107704	-22.440	-0.420	-37.200	277.350	-20.373	ground
5.102	-0.425700	0.167922	1.255335	-22.560	-0.300	-36.960	277.231	-20.675	ground
5.111	-0.724199	-0.106527	0.108688	-22.680	-0.720	-36.600	277.185	-20.886	ground
5.128	-0.045387	0.260405	1.066508	-22.440	-1.020	-37.800	277.107	-21.035	ground
5.148	0.643760	-0.049506	1.683533	-21.900	-0.720	-37.260	277.040	-21.150	ground
5.168	-0.394526	-0.456787	0.635563	-21.960	-0.360	-36.660	276.794	-21.486	ground
5.189	-0.836173	0.053190	-0.190322	-21.780	-0.600	-36.780	276.611	-21.724	ground
5.208	0.219886	0.345704	0.945646	-21.660	-0.300	-36.420	276.425	-21.837	ground
5.229	1.476279	0.467360	1.909839	-21.600	-0.600	-37.320	276.293	-21.715	ground
5.248	1.747406	0.247233	1.791939	-22.020	-0.780	-37.560	276.293	-21.715	ground
5.268	1.113868	-0.362579	0.302401	-21.840	-0.060	-36.600	275.782	-21.662	ground
5.288	0.597216	-0.641437	-0.705194	-21.660	0.180	-36.600	275.447	-22.041	ground
5.309	0.418542	-0.632561	-1.029433	-21.600	-0.480	-36.060	275.447	-22.041	ground
5.328	0.552547	-0.271527	-0.912062	-21.180	0.180	-36.420	274.983	-21.863	ground
5.348	0.803716	-0.061540	-0.775402	-21.540	0.120	-36.960	274.878	-21.528	ground
5.368	1.008251	-0.108720	-0.693378	-20.580	1.380	-36.420	274.786	-21.017	ground
5.389	1.054566	-0.275702	-0.984250	-20.400	1.680	-35.820	274.707	-20.715	ground
5.408	0.930250	-0.306622	-1.092122	-20.940	1.500	-36.600	274.707	-20.715	ground
5.429	0.605926	-0.233609	-1.102526	-20.880	1.620	-36.840	274.230	-20.199	ground
5.449	0.239535	-0.447313	-1.138537	-20.760	1.560	-36.960	273.810	-20.085	ground
5.469	-0.423257	-0.469700	-1.415882	-20.640	2.160	-35.760	273.498	-20.083	ground
5.488	-1.091791	-0.394963	-1.740428	-20.640	2.640	-35.760	273.498	-20.083	ground
5.509	-1.060787	-0.269955	-1.249135	-19.560	3.720	-35.820	272.827	-20.177	ground
5.528	-0.824870	-0.128637	-0.532503	-19.020	4.080	-35.880	272.602	-20.245	ground
5.549	-1.097272	-0.075560	-0.465841	-20.460	2.580	-35.700	272.533	-20.282	ground
5.568	-0.663728	-0.258586	-0.227750	-20.700	2.820	-35.820	272.533	-20.282	ground
5.589	-0.238887	-0.346581	0.058329	-19.740	3.840	-35.880	272.633	-20.151	ground
5.609	-0.240853	-0.289198	0.157316	-20.040	3.300	-36.240	272.735	-20.311	ground
5.629	-0.363726	-0.380881	0.072468	-19.680	3.180	-36.060	272.810	-20.475	ground
5.665	-0.374489	-0.252656	0.240403	-19.920	2.820	-36.720	272.943	-20.621	ground
5.668	0.126300	-0.231184	0.729091	-20.220	2.820	-36.360	272.943	-20.621	ground
5.688	0.762567	-0.138959	1.355419	-19.500	3.240	-36.000	273.200	-20.628	ground
5.709	0.873419	-0.259414	1.704740	-19.800	3.180	-36.840	273.208	-20.596	ground
5.728	0.545098	-0.405154	1.270169	-20.040	2.940	-37.380	273.093	-20.533	ground
5.749	0.148080	-0.302772	0.793658	-19.680	3.540	-35.820	272.914	-20.400	ground
5.768	0.161151	0.558662	1.180508	-19.740	3.600	-35.340	272.661	-19.897	ground
5.789	0.613688	1.465377	1.751788	-19.020	4.320	-36.180	272.620	-19.381	ground
5.808	1.757282	1.553762	2.480512	-19.080	3.840	-36.840	272.795	-18.630	ground
5.829	1.624184	1.163678	1.733662	-18.720	4.440	-37.320	272.940	-18.415	ground
5.849	0.934761	1.056577	0.437758	-18.480	4.740	-36.600	272.940	-18.415	ground
5.869	0.724975	1.072235	-0.292836	-19.020	4.740	-37.140	273.369	-18.744	ground
