time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
0.010	0.714774	-0.112647	-1.443225	-2.460	-35.700	-34.800	359.792	-18.859	ground
0.031	0.877535	-0.885193	-0.579788	-2.220	-34.620	-34.800	359.597	-18.934	ground
0.050	0.594439	-1.011490	0.291737	-2.340	-34.320	-35.160	359.597	-18.934	ground
0.070	0.314048	-0.499156	0.578683	-2.820	-35.220	-34.920	359.404	-19.056	ground
0.091	0.128080	-0.010277	0.679628	-2.940	-35.700	-35.100	359.369	-19.624	ground
0.120	0.171455	0.336230	0.305144	-2.220	-35.460	-35.100	359.422	-19.956	ground
0.132	0.430211	0.535183	0.075164	-2.220	-35.280	-34.980	359.408	-20.308	ground
0.150	0.054253	0.634731	0.426658	-1.920	-36.060	-34.500	359.288	-20.393	ground
0.170	-1.176851	0.333699	1.347472	-2.700	-37.080	-35.040	358.940	-20.477	ground
0.191	-1.220046	0.078320	2.406054	-2.700	-36.900	-34.740	358.753	-20.663	ground
0.211	-0.748429	0.066451	1.914777	-2.460	-36.120	-34.380	358.753	-20.663	ground
0.230	-0.410157	0.223245	0.158176	-2.040	-35.880	-34.200	358.617	-21.140	ground
0.251	-0.836843	0.342055	0.152131	-1.920	-36.600	-34.080	358.729	-21.505	ground
0.271	-1.553385	0.587608	1.027389	-1.560	-36.540	-33.780	358.837	-21.356	ground
0.291	-1.992576	0.968737	1.053387	-2.400	-37.200	-34.620	358.837	-21.356	ground
0.310	-1.971619	1.065806	0.559119	-2.160	-36.300	-34.920	359.163	-21.045	ground
0.331	-1.385787	0.863007	-0.439298	-0.780	-35.640	-34.620	359.163	-21.045	ground
0.352	-0.984087	1.099162	-1.471514	-1.320	-36.600	-34.680	359.452	-20.857	ground
0.370	-0.980467	1.407300	-1.626224	-1.620	-36.780	-34.800	359.489	-20.501	ground
0.391	-0.985764	1.065844	-1.683906	-1.980	-37.320	-35.040	359.489	-20.501	ground
0.411	-0.764353	0.346080	-1.554134	-2.340	-38.100	-34.680	359.095	-19.801	ground
0.431	-1.003478	0.069813	-1.316053	-1.680	-37.260	-35.580	359.095	-19.801	ground
0.451	-1.028043	0.282984	-1.620252	-1.380	-35.820	-35.940	358.479	-19.304	ground
0.470	-0.674928	0.439149	-1.561120	-1.620	-35.640	-35.940	358.479	-19.304	ground
0.491	-0.410808	0.109872	-1.355812	-1.380	-35.220	-36.000	357.394	-19.214	ground
0.512	-0.211051	-0.175018	-1.346705	-1.500	-35.280	-36.240	357.394	-19.214	ground
0.531	-0.095368	-0.425404	-1.229239	-2.460	-35.940	-36.480	356.410	-19.316	ground
0.550	-0.198728	-0.483577	-0.974072	-3.300	-36.000	-36.180	356.410	-19.316	ground
0.571	-0.323231	-0.646769	-0.640742	-3.120	-35.280	-36.180	355.795	-19.479	ground
0.591	-0.232777	-0.469667	-0.334987	-2.640	-34.080	-35.940	355.699	-19.531	ground
0.611	0.027323	0.167499	-0.799415	-3.420	-34.920	-36.240	355.699	-19.531	ground
0.631	-0.150797	0.557964	-1.048246	-3.900	-35.700	-36.240	355.841	-19.396	ground
0.652	-0.361953	0.918319	-0.357949	-2.520	-34.440	-36.360	356.040	-19.220	ground
0.672	-0.903093	0.723504	1.035511	-2.700	-34.200	-36.780	356.126	-19.168	ground
0.704	-1.302970	-0.052473	2.376253	-2.880	-34.020	-36.780	356.245	-19.225	ground
0.714	-1.297035	0.037860	2.502264	-3.540	-34.440	-36.660	356.406	-19.337	ground
0.730	-1.025462	0.285674	1.345580	-3.900	-35.400	-36.240	356.808	-19.353	ground
0.751	-1.207844	0.462915	0.539622	-3.480	-35.220	-36.720	357.181	-19.098	ground
0.771	-2.206455	0.223224	2.051197	-2.640	-34.680	-36.600	357.181	-19.098	ground
0.790	-4.169979	1.250676	3.215555	-3.180	-35.400	-37.020	358.226	-17.712	ground
0.811	-3.818620	2.243381	1.685154	-2.220	-33.960	-37.380	358.380	-16.929	ground
0.831	-2.240134	1.626921	-1.232675	-2.100	-33.240	-37.860	358.380	-16.929	ground
0.852	0.089520	0.190100	-2.204770	-2.640	-33.240	-38.520	357.233	-16.165	ground
0.870	-0.780287	-1.256557	-0.191803	-2.760	-33.480	-38.640	356.793	-15.945	ground
0.891	-1.747169	-1.572370	2.318013	-3.720	-33.900	-38.640	356.555	-15.894	ground
0.911	-1.861163	-1.331224	2.124341	-4.200	-34.080	-38.580	356.769	-16.213	ground
0.931	-1.869200	-0.673354	0.429204	-2.760	-33.360	-38.280	357.562	-16.853	ground
0.951	-1.413824	-0.328135	-1.092151	-2.640	-33.900	-37.800	358.122	-17.157	ground
0.970	-0.638489	-0.415299	-1.912574	-2.460	-33.900	-38.340	358.672	-17.211	ground
0.993	0.104130	-0.684560	-2.276653	-1.680	-33.360	-37.740	358.915	-17.138	ground
1.011	0.378156	-0.893898	-2.300992	-1.620	-34.560	-38.580	359.284	-17.072	ground
1.030	0.554558	-1.167401	-2.208642	-1.260	-34.200	-39.420	359.563	-17.113	ground
1.050	0.518960	-1.211315	-1.831505	-1.080	-34.320	-39.240	0.101	-17.365	ground
1.071	0.524466	-1.105915	-1.462072	-1.200	-34.380	-38.580	0.511	-17.629	ground
1.091	0.595109	-1.096754	-1.205081	-0.180	-33.840	-38.520	0.511	-17.629	ground
1.110	0.727212	-1.081427	-0.685059	-0.960	-34.740	-38.220	1.035	-18.013	ground
1.130	0.595813	-0.695944	-0.008800	-0.960	-35.520	-37.440	1.709	-18.059	ground
1.151	0.633571	-0.073280	0.761318	-0.720	-34.500	-37.320	1.871	-17.874	ground
1.171	0.501374	0.213693	1.093843	-0.420	-34.560	-37.500	1.856	-17.579	ground
1.206	0.726058	-0.123467	1.093472	-0.660	-35.160	-38.160	1.681	-17.459	ground
1.217	0.896998	0.246061	1.524098	-0.420	-34.740	-38.580	1.456	-17.470	ground
1.231	0.011539	0.769521	2.132076	-0.120	-33.780	-38.520	1.363	-17.694	ground
1.252	-0.609557	0.760479	2.241362	-1.920	-34.620	-38.280	1.363	-17.694	ground
1.270	-0.532840	1.308763	2.449464	-1.500	-34.200	-38.580	1.169	-19.212	ground
1.291	-0.728096	1.559603	1.553482	-2.460	-35.880	-37.080	0.719	-20.124	ground
1.311	-0.499985	0.433841	1.087879	-3.480	-36.480	-36.480	0.179	-20.441	ground
1.331	-0.600622	0.174698	2.003536	-4.020	-36.780	-37.440	359.447	-20.374	ground
1.350	-1.436718	0.967054	2.575816	-3.120	-36.360	-37.620	359.101	-20.155	ground
1.371	-1.638623	1.314691	1.392232	-2.760	-35.340	-37.680	358.595	-19.900	ground
1.392	-0.814350	1.416974	-0.443825	-2.400	-34.740	-37.980	358.234	-19.825	ground
1.411	0.172412	1.227772	-1.698258	-3.360	-36.060	-38.880	358.234	-19.825	ground
1.430	0.394995	1.066040	-2.202439	-3.660	-36.420	-38.340	357.279	-19.606	ground
1.452	0.154249	0.930889	-2.131380	-2.760	-35.520	-38.040	356.826	-19.423	ground
1.471	-0.429061	1.037252	-1.446360	-2.580	-35.580	-38.460	356.639	-19.311	ground
1.491	-0.967791	1.148146	-1.200265	-3.420	-36.180	-38.880	356.639	-19.311	ground
1.510	-1.288320	1.069020	-1.326422	-3.780	-36.060	-38.460	356.258	-19.027	ground
1.531	-1.158383	0.672578	-1.426504	-4.860	-36.120	-38.580	355.855	-18.913	ground
1.552	-0.865229	0.424629	-1.356542	-4.740	-35.160	-38.040	355.558	-18.912	ground
1.571	-0.589971	0.436102	-1.373057	-4.140	-34.980	-38.820	355.558	-18.912	ground
1.590	-0.116057	0.467687	-1.832087	-4.140	-35.340	-38.640	355.113	-19.078	ground
1.611	0.121023	0.497820	-2.249443	-4.320	-35.700	-38.220	354.211	-19.490	ground
1.630	0.175002	0.217266	-2.049970	-4.800	-35.760	-38.520	353.815	-19.572	ground
1.651	0.175437	-0.310761	-1.314017	-4.260	-34.740	-37.800	353.815	-19.572	ground
1.670	0.032975	-0.572607	-0.598780	-4.980	-35.460	-37.800	353.094	-19.532	ground
1.691	-0.351865	-0.084276	-0.066794	-4.320	-35.520	-37.800	353.112	-19.400	ground
1.711	-0.894619	0.829234	0.106726	-4.200	-35.520	-37.800	353.112	-19.400	ground
1.731	-0.832375	0.867331	0.132160	-5.280	-35.820	-38.100	353.262	-19.198	ground
1.767	-0.577919	0.351319	0.805756	-4.980	-35.700	-37.800	353.269	-19.224	ground
1.771	-0.816691	0.614059	1.706627	-4.980	-35.820	-37.320	353.460	-19.448	ground
1.791	-1.377516	1.025588	1.599482	-5.040	-36.600	-36.660	353.460	-19.448	ground
1.811	-1.229881	0.691576	0.745814	-4.860	-36.180	-36.420	353.620	-20.440	ground
1.831	-0.607156	0.031212	0.131011	-4.440	-36.420	-36.480	353.665	-20.636	ground
1.850	-0.299099	-0.463080	1.928139	-4.800	-36.900	-36.120	354.057	-20.240	ground
1.870	-2.628512	-0.121359	4.269794	-4.860	-36.360	-35.940	354.057	-20.240	ground
1.891	-4.085459	1.125753	4.855091	-5.220	-36.780	-36.120	355.628	-18.604	ground
1.910	-3.533526	1.626280	2.283499	-5.400	-36.660	-36.960	355.628	-18.604	ground
1.931	-1.519612	0.973700	-0.098394	-4.620	-35.700	-35.820	356.052	-17.902	ground
1.952	-0.099635	0.218183	-0.482580	-4.200	-36.420	-35.940	355.839	-17.819	ground
1.971	-0.160842	-0.520047	-0.042364	-3.660	-36.600	-36.420	355.839	-17.819	ground
1.991	-0.308499	-0.880745	0.005804	-4.020	-36.420	-36.480	355.542	-17.851	ground
2.011	-0.193628	-0.753327	-0.241158	-4.200	-36.960	-36.660	355.821	-18.551	ground
2.031	-0.338427	-0.446845	-0.653780	-3.720	-36.900	-36.240	356.239	-18.906	ground
2.051	-0.640141	0.001707	-1.209667	-3.660	-36.960	-35.160	356.239	-18.906	ground
2.070	-0.540439	0.657061	-1.982791	-3.120	-37.080	-34.980	357.482	-19.446	ground
2.091	-0.156251	0.995173	-2.712060	-2.940	-38.040	-34.500	358.066	-19.586	ground
2.111	0.475854	0.843521	-3.017998	-2.580	-37.740	-34.320	358.066	-19.586	ground
2.131	1.074545	0.354124	-2.933438	-1.320	-37.200	-33.840	358.326	-19.644	ground
2.150	1.354215	0.167416	-2.435641	-1.560	-37.560	-33.240	358.782	-19.602	ground
2.171	0.873259	0.060783	-1.376240	-1.320	-37.920	-33.120	359.178	-19.312	ground
2.192	0.188080	0.242075	-0.453190	-1.200	-38.280	-32.880	359.531	-19.055	ground
2.212	-0.108882	0.836136	0.301437	-1.200	-37.800	-33.660	0.102	-18.666	ground
2.230	-0.526657	1.663361	0.809233	-1.500	-37.260	-33.360	0.328	-18.441	ground
2.251	-0.763713	2.095745	1.066857	-0.780	-36.840	-33.300	0.051	-18.091	ground
2.288	-0.386346	0.856547	1.088415	-1.020	-37.200	-33.600	359.393	-17.908	ground
2.292	0.183538	0.110695	1.369741	-1.200	-37.140	-33.360	358.158	-17.789	ground
2.310	-0.531190	0.441391	2.020861	-1.920	-36.540	-34.320	357.222	-17.800	ground
2.331	-1.217254	-0.249701	1.455716	-2.400	-36.060	-33.420	355.622	-17.931	ground
2.351	-1.109009	-0.361430	1.245428	-3.300	-36.180	-32.700	354.661	-17.949	ground
2.371	-2.144052	0.274665	1.937054	-4.920	-36.180	-32.880	352.998	-17.596	ground
2.390	-1.972680	0.134573	1.448629	-5.460	-35.880	-32.700	352.998	-17.596	ground
2.410	0.300875	-1.503112	1.276121	-5.940	-33.420	-32.640	348.717	-15.870	ground
2.431	-0.454805	-1.256196	0.506008	-6.660	-32.340	-33.480	347.356	-15.068	ground
2.451	-0.311057	-0.130445	2.766905	-8.040	-31.500	-34.080	345.742	-14.396	ground
2.470	-1.106942	-1.181273	1.462211	-9.300	-30.660	-33.960	345.742	-14.396	ground
2.491	-1.437883	-1.220568	0.767081	-9.960	-30.420	-33.360	345.223	-16.698	ground
2.511	-0.606460	-0.879582	-0.532000	-9.960	-30.420	-32.760	345.223	-16.698	ground
2.531	-1.450350	0.328340	-1.122333	-9.000	-31.620	-31.380	348.114	-23.194	ground
2.550	-0.958411	2.215053	-3.699757	-8.820	-34.440	-29.340	350.839	-25.698	ground
2.571	-0.718651	2.348779	-6.638813	-7.020	-35.820	-26.580	354.778	-27.666	ground
2.590	-3.176203	1.780277	-4.322485	-6.120	-36.300	-25.500	355.939	-27.458	ground
2.610	-3.308682	1.147369	-1.385922	-6.840	-37.080	-24.540	355.842	-25.708	ground
2.630	-2.102151	0.832423	-0.097714	-6.900	-35.940	-24.600	355.842	-25.708	ground
2.650	-4.207284	0.488146	1.318612	-6.900	-34.800	-25.620	355.670	-21.730	ground
2.671	-3.003909	0.514576	-0.442344	-7.980	-34.560	-26.760	355.751	-20.272	ground
2.691	-0.495412	-0.604602	1.070793	-8.640	-34.800	-27.120	355.788	-18.614	ground
2.710	0.795915	-1.783933	1.219861	-7.320	-33.060	-27.660	356.022	-18.114	ground
2.730	-0.030538	-1.807140	-0.751660	-7.020	-33.240	-28.380	356.750	-18.423	ground
2.751	1.316061	1.069403	-1.418198	-6.060	-33.240	-27.720	356.750	-18.423	ground
2.770	0.709058	0.354594	-2.256731	-5.820	-34.200	-26.880	357.528	-19.280	ground
2.790	0.659412	-0.402120	-2.082726	-6.360	-35.220	-26.220	358.694	-20.602	ground
2.810	0.001006	-0.261816	-0.374862	-4.380	-34.260	-25.500	0.018	-21.033	ground
2.831	0.838662	-0.385252	-0.993137	-4.020	-34.380	-25.320	0.488	-20.952	ground
2.851	1.574882	-1.256981	-2.478240	-3.300	-34.860	-25.020	0.488	-20.952	ground
2.870	1.382286	-0.378542	-0.904555	-2.760	-34.320	-24.900	2.690	-20.461	ground
2.890	-0.138779	1.672532	0.908785	-2.460	-34.200	-25.260	4.705	-20.355	ground
2.911	0.261070	2.417436	1.663959	-1.680	-34.020	-24.960	5.965	-20.565	ground
2.947	0.940172	1.761862	0.862465	-1.320	-34.920	-23.880	5.965	-20.565	ground
2.950	1.008161	1.307704	1.216949	-1.980	-36.420	-23.100	7.525	-20.860	ground
2.970	0.029103	0.702946	1.946653	-1.140	-36.180	-22.080	9.704	-20.654	ground
2.991	-0.856488	0.790978	1.799758	0.180	-34.800	-22.740	9.704	-20.654	ground
3.010	-1.955554	1.682702	2.030509	1.020	-34.980	-22.620	10.683	-20.429	ground
3.029	-2.356882	2.170665	2.622523	0.780	-35.220	-22.560	12.263	-19.748	ground
3.050	-2.842691	2.262737	3.076629	2.280	-33.840	-22.260	14.463	-18.503	ground
3.070	-2.961350	2.020628	2.779336	2.220	-34.320	-21.480	14.463	-18.503	ground
3.091	-2.424343	1.809790	1.911847	2.880	-33.780	-22.500	16.010	-17.330	ground
3.110	-2.241224	1.360158	1.565122	2.700	-34.260	-22.140	16.010	-17.330	ground
3.130	-1.965742	0.866237	0.622800	3.480	-34.200	-21.420	16.406	-16.979	ground
3.152	-1.959387	0.394125	-0.090763	3.360	-34.200	-21.240	17.029	-16.868	ground
3.170	-2.607460	0.192185	0.214481	3.480	-33.900	-21.720	17.029	-16.868	ground
3.190	-2.995806	-0.208001	0.597429	3.600	-33.060	-21.240	17.321	-17.334	ground
3.210	-3.061888	-0.441349	0.184507	3.240	-32.940	-20.400	17.575	-17.817	ground
3.231	-2.589425	-0.394045	-1.075538	2.700	-33.600	-19.320	17.825	-18.094	ground
3.250	-2.475593	-0.008871	-1.367699	3.240	-33.480	-19.080	18.233	-18.251	ground
3.269	-2.190901	0.347544	-1.916828	3.840	-32.700	-19.380	18.233	-18.251	ground
3.290	-2.235329	0.905021	-1.590673	3.720	-32.280	-18.540	18.653	-18.129	ground
3.311	-1.974593	0.426401	-1.917807	3.720	-32.160	-18.480	18.586	-18.115	ground
3.330	-1.977772	-0.586647	-2.068193	3.360	-32.640	-17.880	18.355	-18.151	ground
3.350	-2.043990	-0.715727	-1.970517	3.720	-32.460	-18.060	18.255	-18.134	ground
3.370	-1.922577	-0.312221	-2.044821	3.540	-31.680	-17.580	18.184	-18.015	ground
3.390	-1.353974	-0.373869	-2.102416	3.900	-31.080	-17.520	18.184	-18.015	ground
3.410	-0.964623	-0.942708	-2.618249	4.440	-30.720	-16.860	18.107	-17.866	ground
3.429	-0.995204	-0.253025	-2.103626	3.900	-30.540	-17.040	17.974	-16.992	ground
3.449	-1.221940	0.281560	-0.919552	3.480	-31.140	-16.620	17.884	-16.281	ground
3.470	-1.426388	0.423796	0.623722	3.060	-30.900	-17.340	17.710	-15.998	ground
3.490	-1.311398	0.173374	1.318002	2.760	-30.780	-16.980	17.299	-15.961	ground
3.524	-0.967141	-0.242786	1.187439	3.060	-30.660	-16.620	16.973	-16.056	ground
3.535	-0.726628	-0.480189	0.774817	1.620	-31.440	-16.260	16.523	-16.361	ground
3.550	-0.424213	-0.503376	0.744987	1.920	-30.960	-15.960	16.291	-16.657	ground
3.569	-0.131204	-0.100454	0.520322	2.400	-30.540	-15.420	16.111	-17.225	ground
3.590	-0.049112	0.986634	0.376027	1.920	-31.680	-15.000	16.111	-17.225	ground
3.610	0.583394	1.183526	-0.045187	2.700	-30.660	-14.400	15.898	-18.013	ground
3.631	1.154142	1.201179	-0.374551	2.100	-31.080	-13.680	15.628	-18.151	ground
3.650	1.436514	1.285655	0.160432	1.440	-32.040	-13.020	14.969	-18.227	ground
3.670	1.716651	1.085026	0.274211	2.760	-31.260	-13.500	14.340	-18.354	ground
3.689	1.419907	0.710462	0.336137	3.060	-29.640	-13.080	13.180	-18.728	ground
3.710	1.245215	0.203297	0.240741	2.100	-30.240	-13.140	13.180	-18.728	ground
3.730	0.713276	0.094455	0.204061	1.140	-31.080	-11.700	12.353	-19.076	ground
3.750	-0.523421	0.508188	1.199786	0.780	-31.020	-11.280	11.198	-19.461	ground
3.769	-1.556903	1.406759	2.009237	0.840	-30.660	-10.560	9.630	-19.065	ground
3.790	-1.929434	2.380902	1.840754	0.120	-30.060	-10.620	8.944	-18.849	ground
3.809	-1.658598	2.190570	1.032479	-0.360	-28.980	-10.260	7.537	-18.824	ground
3.830	-1.119247	1.387634	0.651471	-0.540	-29.160	-9.960	6.359	-19.038	ground
3.850	-0.238851	0.613829	-0.213727	-0.420	-27.960	-9.240	4.459	-19.646	ground
3.870	0.229428	-0.097566	-0.087087	-1.740	-28.020	-8.760	4.459	-19.646	ground
3.890	0.205534	-0.088289	0.365716	-2.820	-27.180	-8.160	3.238	-20.033	ground
3.908	0.165184	0.431684	0.715835	-3.120	-27.420	-7.260	0.785	-20.822	ground
3.930	0.174557	0.587191	0.619871	-3.480	-26.280	-6.600	359.598	-21.244	ground
3.949	0.528906	0.350163	0.270008	-4.020	-25.260	-6.360	358.890	-21.508	ground
3.969	0.380414	0.326803	0.371060	-4.860	-25.500	-5.220	358.033	-21.830	ground
3.989	0.098202	0.596527	0.291768	-4.980	-25.020	-4.440	358.033	-21.830	ground
4.009	-0.321882	0.740621	0.560809	-5.280	-24.660	-3.780	357.061	-22.379	ground
4.028	-0.240419	1.176480	-0.171451	-5.400	-23.820	-3.240	356.741	-22.665	ground
4.050	-0.014872	1.369968	-0.707456	-5.460	-22.200	-2.520	356.171	-23.003	ground
4.069	0.086015	1.320410	-0.805436	-5.460	-21.480	-2.400	355.704	-23.148	ground
4.089	-0.161892	1.279552	-0.810854	-6.180	-20.880	-0.960	354.904	-23.325	ground
4.109	-0.548221	1.498537	-0.755999	-6.960	-21.120	-0.780	354.305	-23.432	ground
4.129	-0.745864	1.618839	-0.631359	-7.380	-19.260	-0.420	353.237	-23.609	ground
4.149	-0.475125	1.561833	-0.779325	-7.200	-18.180	-0.180	352.395	-23.775	ground
4.170	-0.098482	1.378459	-1.001312	-8.820	-18.780	0.060	351.015	-24.052	ground
4.190	0.007121	1.257635	-0.990532	-9.120	-17.760	-0.480	350.067	-24.224	ground
4.209	0.173473	1.461770	-1.115824	-9.840	-17.820	-0.720	350.067	-24.224	ground
4.229	0.084929	1.499972	-1.098690	-10.560	-17.760	-0.840	348.637	-24.455	ground
4.250	-0.351650	1.283246	-0.548105	-10.860	-16.500	-0.900	346.108	-24.501	ground
4.270	-0.736007	1.020136	0.000995	-11.160	-16.440	-1.620	345.081	-24.437	ground
4.289	-0.975097	0.824796	0.310955	-12.660	-17.040	-1.080	343.596	-24.384	ground
4.308	-0.796243	0.915308	0.018837	-12.240	-16.200	-1.140	343.596	-24.384	ground
4.330	-0.513536	0.813794	-0.219443	-11.280	-14.880	-2.100	341.080	-24.137	ground
4.350	-0.168244	0.640467	-0.361413	-11.880	-14.280	-2.160	341.080	-24.137	ground
4.369	0.171025	0.388994	-0.643190	-12.060	-13.920	-2.940	339.987	-23.938	ground
4.389	0.283249	0.134842	-0.571245	-12.060	-13.440	-3.420	337.222	-23.649	ground
4.409	0.359745	-0.077170	-0.573121	-12.600	-13.380	-3.960	335.646	-23.654	ground
4.430	0.388860	-0.168398	-0.654395	-12.540	-13.020	-4.380	335.646	-23.654	ground
4.450	0.116823	-0.329594	-0.472585	-12.480	-11.940	-4.200	334.635	-23.640	ground
4.468	-0.243446	-0.597217	0.073445	-12.240	-11.940	-4.500	333.152	-23.476	ground
4.489	-0.111536	-0.494318	-0.219014	-13.140	-12.060	-6.000	330.831	-23.196	ground
4.509	0.400407	-0.169638	-0.788206	-13.140	-12.300	-6.420	329.954	-23.109	ground
4.529	0.667451	-0.209057	-0.861883	-12.540	-12.420	-5.700	328.705	-22.880	ground
4.549	0.419286	-0.176371	-0.622338	-12.840	-11.760	-5.760	328.705	-22.880	ground
4.569	0.311907	0.003418	-0.412835	-13.380	-11.820	-6.240	326.803	-22.417	ground
4.589	0.733432	-0.108987	-0.170354	-13.140	-11.220	-6.300	326.022	-22.285	ground
4.609	1.408728	-0.144479	0.008745	-13.200	-10.620	-6.180	324.919	-22.206	ground
4.629	1.469879	-0.140909	0.220107	-13.320	-11.160	-6.300	324.275	-22.185	ground
4.665	1.097353	-0.139532	0.539584	-13.500	-10.860	-7.080	323.413	-22.179	ground
4.669	0.980386	-0.055462	0.361416	-13.920	-10.680	-6.900	323.413	-22.179	ground
4.688	1.010340	-0.276212	0.488616	-14.760	-11.400	-8.100	322.132	-22.393	ground
4.708	0.808679	-0.656469	0.852329	-14.640	-10.740	-7.980	322.132	-22.393	ground
4.728	0.334821	-0.855087	0.973146	-14.700	-10.920	-8.100	321.204	-22.755	ground
4.749	0.706722	-0.646405	0.895537	-15.360	-11.580	-8.580	321.204	-22.755	ground
4.768	0.715932	-0.490219	0.792675	-15.840	-11.160	-8.520	320.678	-23.363	ground
4.788	0.811647	-0.409697	0.450042	-15.960	-11.040	-8.340	320.678	-23.363	ground
4.808	0.928896	-0.703389	0.390326	-16.140	-11.820	-8.460	320.387	-24.072	ground
4.829	0.765815	-1.199016	0.407315	-16.200	-11.280	-8.400	320.382	-24.257	ground
4.849	0.480852	-1.558824	0.166347	-16.080	-11.100	-8.820	320.555	-24.349	ground
4.869	0.100534	-1.862663	0.226617	-17.040	-11.820	-8.640	320.774	-24.257	ground
4.888	-0.413664	-1.804553	0.371157	-17.280	-11.700	-9.300	321.247	-23.945	ground
4.909	-0.749288	-1.503625	0.167885	-16.740	-12.000	-9.420	321.627	-23.747	ground
4.929	-0.435132	-1.169706	-0.031796	-16.560	-12.660	-9.780	321.627	-23.747	ground
4.948	0.255031	-0.879010	-0.383638	-16.560	-12.960	-9.540	322.712	-23.740	ground
4.968	0.522753	-0.620649	-1.122286	-16.200	-13.500	-10.080	323.570	-23.903	ground
4.988	0.287994	-0.235335	-1.384182	-16.260	-13.560	-10.560	323.570	-23.903	ground
5.008	-0.098972	-0.309783	-1.822062	-16.440	-13.860	-10.980	324.253	-23.896	ground
5.027	-1.016671	-0.408491	-1.574763	-17.340	-15.420	-11.160	325.316	-23.609	ground
5.049	-2.431242	-0.110514	-0.512526	-17.280	-15.960	-11.400	326.769	-22.432	ground
5.069	-2.914145	0.287807	0.563725	-16.980	-15.540	-11.460	326.930	-21.900	ground
5.088	-1.709651	-0.374201	1.276606	-17.040	-15.240	-12.540	326.930	-21.900	ground
5.109	0.028225	-0.688067	0.974953	-17.100	-15.540	-13.080	326.510	-21.329	ground
5.128	0.406894	-0.398579	0.884586	-16.980	-15.720	-12.780	325.460	-21.670	ground
5.165	0.483801	0.263659	0.616755	-17.700	-16.320	-12.780	325.114	-22.043	ground
5.168	0.710477	0.685982	0.173183	-17.880	-15.780	-13.380	325.114	-22.043	ground
5.187	0.974726	0.903624	-0.475124	-17.580	-15.540	-13.920	324.290	-22.733	ground
5.209	0.962588	0.998962	-0.971796	-18.180	-16.560	-13.500	323.906	-22.997	ground
5.228	0.677730	1.266691	-0.927372	-18.480	-16.260	-14.520	323.906	-22.997	ground
5.249	0.100690	1.152448	-0.883949	-17.520	-15.480	-15.000	323.086	-23.245	ground
5.267	0.466120	0.816735	-0.770089	-17.640	-15.480	-16.620	323.086	-23.245	ground
5.288	0.230616	0.614190	-0.265849	-18.600	-15.900	-17.580	321.581	-23.506	ground
5.308	0.060388	0.373709	0.289874	-18.960	-16.380	-17.880	321.581	-23.506	ground
5.328	-0.113137	0.397742	0.604029	-18.540	-15.240	-18.660	320.805	-23.660	ground
5.348	0.258348	0.536098	0.747887	-18.300	-14.820	-18.780	318.385	-24.301	ground
5.368	0.383993	0.599227	0.732435	-17.880	-13.380	-19.800	316.711	-24.843	ground
5.388	0.441757	0.966307	0.560950	-18.780	-14.700	-19.860	315.582	-25.194	ground
5.409	0.624389	1.295106	0.452493	-19.140	-14.460	-20.880	315.582	-25.194	ground
5.427	0.332822	0.782592	0.921493	-19.140	-13.620	-21.600	312.714	-25.229	ground
5.447	-1.211040	-0.080735	2.467019	-18.600	-12.420	-21.720	311.130	-24.355	ground
5.467	-3.333928	-0.588154	3.831731	-19.260	-12.660	-22.620	311.130	-24.355	ground
5.488	-3.700594	-0.113909	2.923863	-19.800	-12.300	-22.920	310.131	-23.706	ground
5.507	-2.296080	0.771491	0.921406	-19.680	-11.940	-23.880	307.091	-23.249	ground
5.528	-1.034621	1.142548	-0.101968	-19.140	-10.740	-25.080	304.901	-23.519	ground
5.549	-0.645091	1.330341	-0.775266	-19.260	-10.380	-25.380	303.462	-23.795	ground
5.568	-0.559226	1.354154	-1.155082	-20.520	-10.320	-25.920	301.400	-24.131	ground
5.588	-0.417557	1.023321	-1.228316	-20.400	-9.780	-26.040	300.103	-24.169	ground
5.608	-0.318761	0.408650	-0.767399	-21.180	-9.420	-27.720	298.282	-23.970	ground
5.628	-0.572632	0.039732	-0.683783	-20.940	-8.340	-28.020	297.189	-23.831	ground
5.648	-0.676206	0.065648	-1.087645	-21.000	-7.860	-28.620	297.189	-23.831	ground
5.668	-0.280439	0.278658	-1.803302	-20.520	-7.020	-28.680	294.617	-23.985	ground
5.687	0.132225	0.670899	-2.440720	-20.160	-6.540	-29.400	293.094	-24.308	ground
5.708	0.573265	1.068321	-2.815171	-20.160	-6.120	-29.700	293.094	-24.308	ground
5.727	0.875278	1.444330	-2.986162	-19.440	-5.460	-30.900	290.685	-24.645	ground
5.747	1.210151	1.478078	-2.689445	-19.740	-5.880	-30.060	290.685	-24.645	ground
5.768	1.186258	1.317004	-2.067429	-20.040	-5.700	-31.500	288.595	-24.476	ground
5.787	0.919861	1.195724	-1.138917	-19.800	-4.800	-32.520	287.908	-24.378	ground
5.807	1.158577	1.307677	-0.842810	-19.980	-4.620	-33.120	286.993	-24.202	ground
5.827	1.381467	1.044148	-0.388684	-19.320	-3.780	-33.660	286.993	-24.202	ground
5.848	0.824246	0.324719	0.868598	-19.680	-2.700	-33.600	286.022	-23.424	ground
5.885	-0.347684	-0.414961	1.838177	-19.620	-2.700	-33.900	285.820	-23.120	ground
