time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
48.688	-0.754080	-3.449146	2.917357	-26.580	-18.360	-35.400	292.405	-16.844	ground
48.708	-1.790128	-3.824366	3.352310	-26.460	-19.080	-35.400	293.677	-16.231	ground
48.728	-1.930543	-3.094339	1.808431	-26.520	-20.220	-35.400	295.343	-16.259	ground
48.748	-0.726076	-2.151952	-0.662568	-25.620	-20.640	-35.460	296.342	-16.952	ground
48.768	0.356482	-1.900149	-2.163323	-24.480	-21.480	-34.860	297.818	-18.246	ground
48.788	1.372732	-2.004051	-2.208918	-24.180	-22.620	-34.740	297.818	-18.246	ground
48.808	1.798743	-2.644280	-1.712340	-23.820	-24.060	-33.060	300.643	-18.656	ground
48.828	0.952884	-2.868496	-0.952301	-23.880	-25.080	-33.060	302.093	-18.028	ground
48.848	-0.178821	-2.578346	-0.446692	-23.220	-26.880	-33.960	302.093	-18.028	ground
48.867	-0.746207	-2.202059	-0.143906	-22.440	-26.880	-33.720	305.945	-16.408	ground
48.889	-0.552367	-1.559299	-0.428343	-21.240	-26.700	-33.720	308.047	-16.217	ground
48.908	0.341205	-0.755716	-1.322427	-21.180	-28.080	-33.480	308.047	-16.217	ground
48.928	1.135618	-0.288891	-1.597105	-21.000	-29.820	-34.200	309.319	-16.340	ground
48.948	1.376611	-0.283476	-1.506107	-20.520	-30.420	-33.240	312.357	-16.636	ground
48.967	1.138807	-0.413176	-0.950400	-19.980	-31.140	-31.920	314.236	-16.682	ground
48.988	1.008747	-0.518640	-0.785073	-19.080	-31.320	-31.920	315.519	-16.746	ground
49.008	0.840804	-0.302398	-0.551449	-17.940	-32.340	-32.160	315.519	-16.746	ground
49.027	0.846501	0.000348	-0.424973	-18.060	-33.960	-32.280	318.775	-17.049	ground
49.048	1.161054	-0.009666	-0.378685	-17.100	-34.140	-31.140	320.581	-17.243	ground
49.068	1.136783	-0.434987	-0.249686	-16.080	-33.720	-30.660	321.704	-17.334	ground
49.088	0.822737	-0.396187	0.794605	-15.540	-34.380	-30.900	321.704	-17.334	ground
49.123	0.550076	-0.000708	1.653941	-15.240	-34.860	-30.480	324.230	-17.478	ground
49.131	0.924551	0.135935	1.484007	-13.680	-34.620	-30.300	325.434	-17.889	ground
49.147	1.366505	-0.027531	0.989985	-13.920	-35.520	-29.940	326.153	-18.326	ground
49.168	1.105514	-0.517365	1.132272	-13.500	-36.480	-28.980	326.153	-18.326	ground
49.188	-0.700370	-0.847446	1.692980	-12.660	-36.360	-29.280	328.050	-19.257	ground
49.208	-1.603158	0.152299	2.047070	-13.020	-37.380	-27.900	329.195	-19.599	ground
49.228	-0.719775	0.729490	1.544932	-12.480	-37.620	-28.440	329.711	-19.949	ground
49.248	1.160737	0.171323	0.238103	-11.160	-37.620	-29.100	330.261	-20.739	ground
49.268	0.624127	-1.127919	0.622611	-10.860	-37.440	-28.440	330.708	-21.064	ground
49.287	-2.386460	-2.060377	2.970340	-10.800	-38.580	-27.780	331.586	-20.818	ground
49.307	-3.560722	-0.641815	3.124723	-10.020	-37.680	-27.720	331.586	-20.818	ground
49.328	-2.142151	-0.078621	0.148959	-9.840	-38.100	-28.260	332.903	-20.991	ground
49.346	-0.493718	-0.091042	-1.904272	-9.300	-37.980	-28.620	333.382	-21.649	ground
49.367	-0.454719	-0.354566	-1.670408	-9.120	-38.760	-27.420	334.159	-22.129	ground
49.388	-1.591640	-0.740970	-0.501672	-9.180	-38.880	-27.420	334.159	-22.129	ground
49.407	-2.155777	-0.984140	0.248762	-9.060	-39.420	-26.520	334.688	-21.887	ground
49.427	-2.199314	-0.970032	0.472497	-8.280	-38.940	-27.060	335.457	-21.061	ground
49.447	-2.074519	-0.677023	0.483750	-7.680	-38.580	-27.960	336.724	-19.965	ground
49.468	-1.389037	0.051771	-0.594628	-7.560	-38.820	-27.360	337.187	-19.960	ground
49.488	-0.281429	0.290669	-1.719818	-7.800	-39.300	-27.420	337.662	-20.168	ground
49.507	0.473020	-0.120614	-1.554204	-6.900	-38.640	-28.140	337.662	-20.168	ground
49.527	0.197570	-0.033847	-1.445601	-6.720	-39.120	-27.420	338.353	-20.586	ground
49.547	0.754611	-0.193666	-1.461541	-6.660	-39.720	-27.960	338.724	-20.834	ground
49.568	1.306491	-0.247743	-1.602841	-6.660	-40.440	-27.360	338.724	-20.834	ground
49.586	0.844797	0.068126	-1.378737	-6.480	-39.840	-27.240	340.037	-21.007	ground
49.607	0.144140	0.193383	-0.127229	-6.540	-39.960	-26.220	340.037	-21.007	ground
49.627	-0.451132	0.220899	0.803956	-6.000	-40.140	-26.880	340.988	-20.702	ground
49.647	-0.329715	-0.017159	0.608733	-5.460	-40.020	-27.120	341.644	-20.514	ground
49.683	-0.172837	-0.370064	0.898143	-4.620	-39.360	-27.300	343.398	-20.522	ground
49.687	-0.130354	0.610519	0.854492	-4.080	-39.480	-26.220	344.609	-20.623	ground
49.708	-1.029614	1.778159	1.106830	-4.920	-40.800	-26.760	344.609	-20.623	ground
49.727	-0.759951	1.212624	1.446865	-3.420	-40.800	-26.400	345.691	-20.846	ground
49.746	0.302025	-0.900910	1.690266	-3.120	-40.800	-26.040	345.691	-20.846	ground
49.767	0.997842	-0.143072	1.148421	-3.480	-40.380	-25.980	346.166	-21.815	ground
49.787	0.297592	0.972357	1.666946	-3.120	-40.200	-25.620	346.166	-21.815	ground
49.806	0.096880	0.466708	2.057117	-3.780	-41.520	-26.040	346.617	-23.209	ground
49.826	0.894540	0.367336	0.532970	-3.660	-41.160	-25.320	346.547	-23.655	ground
49.847	0.974731	1.183283	-0.445770	-3.720	-41.700	-24.360	346.258	-23.994	ground
49.866	-0.322994	0.225581	0.586216	-4.980	-42.000	-24.300	345.873	-23.848	ground
49.886	-1.929535	-1.615322	3.010107	-4.680	-41.100	-24.840	345.368	-22.991	up
49.906	-4.034744	-1.219688	4.452117	-4.560	-40.680	-24.960	345.368	-22.991	up
49.926	-4.655845	0.378690	3.100571	-4.920	-40.200	-25.440	345.639	-21.496	up
49.946	-3.950222	0.540715	1.273535	-4.500	-39.660	-26.040	345.656	-21.413	up
49.966	-2.372234	-0.357914	-0.347841	-5.280	-39.540	-25.920	345.366	-21.771	up
49.985	-1.366520	-1.487652	-0.917660	-5.820	-40.200	-25.680	345.131	-22.098	up
50.006	-0.924770	-1.972304	-1.225230	-5.400	-39.360	-25.200	345.131	-22.098	up
50.026	-0.767242	-1.699113	-1.559830	-5.580	-39.540	-24.660	345.156	-22.219	up
50.046	-0.682412	-0.999509	-1.951912	-6.360	-40.920	-24.420	345.156	-22.219	up
50.066	-0.955952	-0.457500	-1.699324	-6.900	-41.580	-24.900	345.690	-21.931	up
50.085	-1.239312	-0.464815	-1.077961	-6.060	-41.040	-25.440	346.827	-21.215	up
50.106	-1.027004	-0.316846	-0.987440	-5.280	-40.080	-25.140	346.827	-21.215	up
50.126	-0.719771	0.003144	-1.205232	-4.740	-39.420	-25.740	347.275	-20.965	up
50.145	-0.441783	-0.072382	-1.261076	-4.500	-39.480	-25.620	348.405	-20.898	up
50.166	-0.234387	-0.300846	-0.829366	-5.040	-39.960	-25.560	348.971	-20.623	up
50.186	0.061942	-0.617725	-0.680122	-5.100	-39.600	-25.620	348.971	-20.623	up
50.206	0.260018	-0.658331	-0.577877	-4.680	-39.120	-26.280	349.325	-20.253	up
50.225	0.111716	-0.271072	-0.436598	-4.440	-39.900	-26.160	350.425	-19.504	up
50.245	-0.114474	0.066341	-0.258281	-3.840	-40.140	-26.460	351.109	-19.464	up
50.266	0.268281	-0.011382	-0.544690	-3.540	-39.840	-26.460	351.455	-19.514	up
50.285	0.747457	-0.486089	-0.825963	-4.200	-40.140	-26.160	351.886	-19.636	up
50.305	0.590417	-0.774162	-0.488617	-3.900	-40.020	-26.220	351.886	-19.636	up
50.326	0.210739	-0.771227	-0.251111	-3.420	-39.960	-26.460	352.891	-19.658	up
50.346	-0.242635	-0.172977	0.166345	-4.080	-40.320	-26.100	352.891	-19.658	up
50.366	-0.502078	0.443379	0.618077	-2.760	-39.000	-26.640	353.396	-19.598	up
50.400	-0.213629	0.513830	0.791822	-2.580	-38.940	-26.400	354.327	-19.434	up
50.405	-0.063823	0.057150	0.996217	-2.700	-39.660	-26.580	354.519	-19.518	up
50.426	0.007257	-0.102213	1.233810	-3.000	-39.840	-25.860	354.586	-19.731	up
50.446	0.048198	-0.054347	1.624112	-3.480	-40.140	-25.860	354.586	-19.731	up
50.465	0.241467	0.026941	1.443090	-3.720	-40.320	-26.220	354.615	-20.159	up
50.485	0.966694	-0.362227	1.403525	-4.020	-40.320	-24.960	354.505	-20.614	up
50.506	0.076303	-0.609518	1.652076	-3.840	-40.500	-25.500	354.537	-20.578	up
50.526	-1.514269	-0.323933	2.565731	-4.680	-40.860	-25.260	354.779	-20.087	up
50.545	-2.490776	0.982458	3.375513	-3.240	-39.360	-25.440	354.969	-19.647	up
50.566	-1.057833	1.638580	1.208323	-2.460	-39.360	-25.980	354.977	-19.586	up
50.586	0.670214	1.072877	-1.507730	-3.300	-39.540	-25.800	354.977	-19.586	up
50.606	1.468380	0.782694	-2.489165	-3.600	-40.020	-26.460	354.570	-20.937	up
50.625	0.701923	0.914222	-1.635499	-4.500	-42.000	-25.500	354.497	-21.255	up
50.646	-0.165822	1.142194	-0.779343	-3.840	-40.500	-24.840	354.453	-21.305	up
50.666	-0.305640	1.212559	-0.991295	-3.420	-39.540	-25.320	354.453	-21.305	up
50.686	-0.299717	1.018192	-1.208403	-3.660	-39.720	-24.480	354.412	-21.042	up
50.705	-0.231925	0.801805	-1.246247	-3.780	-40.440	-24.060	354.412	-21.042	up
50.725	-0.227890	0.851982	-1.525569	-3.660	-40.020	-25.080	354.467	-20.945	up
50.746	-0.499253	0.966972	-1.295655	-3.720	-40.020	-25.560	354.467	-20.945	up
50.765	-0.632682	1.008259	-1.013833	-3.060	-39.000	-26.220	354.481	-20.834	up
50.785	-0.247001	0.862752	-1.328636	-3.000	-39.480	-25.920	354.229	-20.471	up
50.806	0.256229	0.495205	-1.620400	-3.240	-39.720	-25.380	354.229	-20.471	up
50.825	0.145183	0.303255	-1.116167	-3.720	-39.900	-25.140	353.918	-20.313	up
50.845	-0.021499	0.305295	-0.633532	-3.840	-40.080	-24.780	353.356	-19.975	up
50.865	0.309319	0.280848	-0.615588	-3.660	-39.840	-25.440	353.356	-19.975	up
50.885	0.918485	-0.006410	-0.898075	-4.020	-39.060	-26.100	352.799	-20.009	up
50.906	0.905666	-0.064982	-0.810303	-4.920	-39.780	-26.160	352.625	-19.879	up
50.925	0.344026	0.021789	-0.234295	-5.160	-39.660	-25.860	352.444	-19.441	up
50.945	-0.194533	0.304690	0.409332	-5.580	-39.960	-26.100	352.364	-19.121	up
50.965	-0.532472	0.720718	0.870406	-4.800	-39.360	-26.640	352.204	-18.827	up
51.000	-0.267022	0.647770	0.463236	-4.440	-38.700	-26.280	352.017	-18.821	up
51.005	0.040170	-0.046684	0.206040	-4.440	-38.100	-26.520	352.017	-18.821	up
51.024	-0.132844	-0.374762	0.928316	-4.860	-38.340	-26.760	351.646	-18.937	up
51.045	-0.335461	-0.135945	1.578249	-5.400	-38.400	-26.340	351.178	-18.869	up
51.065	0.047501	-0.184969	1.302395	-5.400	-38.580	-26.400	351.178	-18.869	up
51.085	0.751585	-0.518953	0.599367	-5.460	-38.580	-27.540	351.001	-18.916	up
51.105	1.146309	-0.979497	0.466694	-5.940	-38.400	-27.060	350.859	-19.461	up
51.125	0.467102	-1.253697	1.080447	-6.300	-38.220	-26.580	351.196	-19.336	up
51.145	-0.978100	-1.040568	2.683784	-6.240	-37.860	-26.100	351.196	-19.336	up
51.165	-2.138585	-0.518614	3.698093	-5.520	-37.860	-27.000	351.654	-18.807	up
51.184	-2.903498	0.680359	3.613017	-5.160	-38.340	-27.240	353.352	-17.081	up
51.205	-2.862757	1.553032	2.431877	-4.920	-38.280	-27.120	354.197	-16.899	up
51.225	-1.905992	1.321241	0.452726	-4.800	-37.980	-27.660	354.197	-16.899	up
51.246	-0.977006	0.099665	-0.739933	-4.740	-37.920	-27.300	354.406	-18.466	up
51.265	-0.168174	-0.885422	-1.405388	-5.040	-39.000	-27.360	354.280	-19.121	up
51.285	-0.000736	-1.619072	-1.554402	-5.100	-38.880	-26.400	354.152	-19.532	up
51.305	-0.100816	-1.492912	-1.322774	-4.920	-39.300	-26.100	354.219	-19.558	up
51.325	-0.305841	-0.863827	-1.304459	-5.160	-39.300	-25.860	354.527	-19.539	up
51.345	-0.276472	-0.488151	-1.440338	-5.340	-39.300	-25.800	354.774	-19.584	up
51.365	0.100985	-0.357030	-2.037276	-5.100	-38.820	-26.520	355.104	-19.762	up
51.385	0.520275	-0.426332	-2.278010	-5.640	-39.600	-26.340	355.104	-19.762	up
51.404	0.671165	-0.562270	-2.137083	-5.160	-39.600	-25.620	355.280	-19.893	up
51.424	0.546776	-0.732314	-1.619039	-5.580	-39.960	-25.740	355.697	-20.051	up
51.444	0.451189	-0.476413	-1.020318	-6.060	-39.900	-25.200	355.697	-20.051	up
51.465	0.501314	-0.307408	-0.932382	-6.060	-39.720	-25.320	356.043	-19.858	up
51.484	0.488695	-0.252831	-0.735448	-5.520	-39.840	-25.620	356.287	-19.660	up
51.504	0.423972	-0.210578	-0.623851	-5.640	-40.080	-25.800	356.655	-19.445	up
51.525	0.248320	-0.063219	-0.206107	-4.620	-39.180	-25.860	357.260	-19.469	up
51.544	0.566174	-0.128145	-0.413030	-4.800	-39.540	-25.860	357.455	-19.598	up
51.564	1.092172	-0.400885	-0.899936	-5.760	-40.080	-25.260	357.455	-19.598	up
51.583	1.124612	-0.647940	-0.868190	-5.640	-40.020	-25.320	357.861	-19.691	up
51.604	0.429422	-0.555735	0.261104	-4.440	-38.640	-25.620	358.188	-19.398	up
51.625	-0.287164	0.097319	1.282700	-5.040	-38.940	-25.680	358.423	-19.169	up
51.660	-0.400339	0.737562	1.495052	-5.640	-40.320	-25.500	358.423	-19.169	up
51.664	-0.163159	0.675584	1.523567	-4.800	-39.780	-25.680	358.519	-18.809	up
51.685	0.432968	0.372397	1.489563	-4.200	-38.820	-26.400	358.127	-18.873	up
51.705	0.883023	-0.358880	1.157257	-4.680	-38.700	-26.220	357.797	-18.986	up
51.724	0.253706	-0.290489	1.976697	-5.100	-39.840	-25.800	357.474	-18.794	up
51.743	-1.322431	0.439565	2.642279	-5.820	-40.260	-26.040	357.474	-18.794	up
51.764	-2.034461	1.431080	2.863381	-4.920	-38.100	-26.820	357.290	-17.356	up
51.784	-1.399618	1.918850	2.173532	-4.500	-38.040	-27.360	357.033	-16.937	up
51.804	-0.369387	1.310498	0.693214	-5.220	-38.400	-27.600	357.033	-16.937	up
51.823	0.305674	0.803223	-0.336865	-6.360	-39.600	-27.360	356.374	-17.106	up
51.844	0.700604	0.580254	-0.811984	-6.360	-39.840	-27.180	355.283	-18.273	up
51.864	0.848091	0.487082	-1.219525	-6.420	-39.000	-27.300	354.961	-18.473	up
51.884	0.628097	0.461426	-1.084284	-7.200	-39.780	-27.120	354.961	-18.473	up
51.903	-0.000060	0.697730	-0.427384	-6.660	-39.840	-26.460	354.627	-18.347	up
51.924	-0.521015	0.930670	-0.093101	-6.420	-39.780	-27.000	354.323	-17.822	up
51.944	-0.615826	1.124134	-0.660248	-6.600	-38.760	-26.520	354.218	-17.800	up
51.964	-0.610964	0.995886	-1.199500	-7.200	-38.940	-27.720	354.218	-17.800	up
51.982	-0.383479	0.851447	-1.612120	-6.780	-38.580	-28.140	353.750	-18.151	up
52.003	0.278098	0.723298	-2.364953	-7.080	-38.880	-27.660	353.305	-18.495	up
52.025	0.631599	0.313818	-2.580708	-7.020	-38.700	-27.360	352.955	-18.628	up
52.043	0.410769	-0.135089	-1.800773	-6.720	-37.980	-27.060	352.439	-18.532	up
52.063	0.075404	0.027068	-1.176180	-7.440	-38.700	-27.360	352.148	-18.321	up
52.083	0.210750	0.406056	-1.244394	-7.620	-38.520	-27.060	351.703	-18.035	up
52.103	0.321629	0.154301	-1.007935	-7.260	-38.160	-27.600	351.348	-17.962	up
52.124	0.525195	-0.388316	-0.844289	-7.800	-38.400	-27.720	351.348	-17.962	up
52.142	0.489226	-0.735509	-0.316764	-7.860	-37.800	-27.240	350.534	-17.928	up
52.164	0.382210	-0.405731	0.083515	-8.760	-37.980	-27.120	350.231	-17.608	up
52.185	0.308560	-0.159452	0.398175	-8.280	-37.380	-28.200	350.231	-17.608	up
52.203	0.355120	-0.187440	0.573189	-8.580	-37.620	-28.260	350.065	-17.354	up
52.237	0.188236	-0.351096	1.087051	-8.820	-37.200	-28.080	349.754	-16.948	up
52.242	-0.219573	-0.477726	2.258367	-8.400	-36.840	-28.020	349.694	-16.660	up
52.263	-0.294063	-0.255004	2.702761	-8.940	-36.720	-27.780	349.694	-16.660	up
52.282	0.281037	-0.009767	2.314741	-9.900	-37.140	-28.620	349.728	-16.490	up
52.302	0.683617	-0.571035	1.761008	-9.480	-37.320	-28.500	350.056	-16.524	up
52.323	-0.461918	-0.916686	2.432032	-9.000	-36.720	-28.080	350.512	-16.371	up
52.342	-1.894537	-0.570595	3.226313	-8.880	-36.360	-28.620	350.512	-16.371	up
52.362	-2.661529	0.066855	2.949665	-8.940	-36.540	-28.920	351.687	-15.581	up
52.383	-2.664547	0.290551	1.362140	-8.100	-36.360	-28.560	351.687	-15.581	up
52.402	-2.269766	0.175055	0.014363	-8.400	-36.660	-28.680	352.538	-15.881	up
52.423	-1.855243	0.030824	-0.369405	-8.760	-37.800	-28.380	352.732	-16.294	up
52.443	-1.365042	-0.228138	-0.589672	-8.400	-38.100	-28.680	352.881	-16.851	up
52.462	-0.805250	-0.578657	-0.884657	-7.860	-37.800	-28.680	352.881	-16.851	up
52.482	-0.304480	-1.009032	-0.954814	-8.880	-38.040	-28.320	352.973	-17.172	up
52.503	-0.048557	-0.982624	-0.873648	-9.060	-38.580	-28.440	353.084	-17.279	up
52.522	0.116015	-0.765163	-1.212561	-9.360	-38.760	-28.380	353.084	-17.279	up
52.542	0.255603	-0.582338	-1.457863	-9.480	-38.940	-27.360	353.365	-17.622	up
52.562	0.391951	-0.377833	-1.718032	-9.000	-38.760	-27.180	353.955	-18.465	up
52.583	0.750490	-0.450627	-2.145889	-9.360	-39.240	-26.640	354.179	-18.843	up
52.602	1.064291	-0.582877	-2.451159	-9.060	-39.780	-26.400	354.509	-19.351	up
52.622	1.217071	-0.851908	-2.673682	-8.580	-39.540	-26.160	354.754	-19.611	up
52.642	1.083185	-0.908958	-2.170316	-8.520	-39.600	-25.920	355.260	-19.790	up
52.662	0.819737	-0.403119	-1.814589	-8.580	-39.660	-26.040	355.260	-19.790	up
52.683	0.532402	-0.178000	-1.543950	-8.580	-40.020	-26.460	356.421	-19.783	up
52.702	0.291174	0.065923	-1.300291	-7.980	-39.720	-26.520	356.897	-19.694	up
52.722	0.122730	0.291666	-0.822953	-7.560	-39.780	-25.920	356.897	-19.694	up
52.742	0.222159	0.275019	-0.497524	-7.740	-39.960	-26.160	357.538	-19.501	up
52.762	0.359626	-0.098001	-0.052023	-7.800	-40.680	-26.400	358.258	-19.006	up
52.781	0.292029	-0.154297	0.508740	-7.620	-40.860	-25.380	358.258	-19.006	up
52.816	0.086738	0.033449	1.348638	-6.420	-39.420	-25.380	358.745	-18.113	up
52.826	0.008607	0.197265	2.050795	-7.380	-40.020	-25.560	358.745	-18.113	up
52.841	0.247397	0.110173	2.679813	-7.440	-40.620	-26.040	358.801	-17.587	up
52.862	0.303575	-0.170533	3.007464	-7.320	-40.200	-26.400	358.676	-17.570	up
52.882	0.183188	-0.126585	3.021633	-7.440	-40.200	-27.360	358.402	-17.696	up
52.901	0.929370	-0.640083	2.832057	-7.680	-40.440	-27.120	358.169	-17.871	up
52.922	0.107026	-0.771375	3.056205	-6.840	-39.420	-26.460	357.923	-18.044	up
52.942	-1.381924	0.031894	3.545905	-7.200	-39.360	-27.060	357.856	-17.995	up
52.961	-2.198597	0.920150	3.647043	-7.560	-39.840	-26.760	357.680	-17.878	up
52.982	-1.343604	0.835213	1.841462	-7.740	-40.740	-26.940	357.680	-17.878	up
53.002	-0.126313	0.662757	-0.704518	-7.740	-40.140	-27.300	357.408	-18.081	up
53.021	0.690090	0.430685	-2.209922	-7.380	-39.900	-27.000	356.909	-18.981	up
53.042	0.865659	0.149160	-2.327441	-7.500	-40.860	-26.700	356.227	-20.592	up
53.062	0.445009	0.120092	-1.823022	-7.200	-40.620	-26.040	356.106	-20.869	up
53.084	-0.128912	0.534138	-1.500458	-8.160	-41.400	-25.380	356.106	-20.869	up
53.101	-0.283477	0.810200	-1.670982	-7.980	-40.860	-26.340	356.102	-20.974	up
53.121	-0.192539	1.022299	-1.970678	-7.620	-40.680	-25.980	356.289	-20.879	up
53.142	-0.181639	1.256143	-2.199206	-7.380	-40.860	-25.980	356.289	-20.879	up
53.161	-0.075566	1.382536	-2.134196	-7.620	-41.340	-25.740	356.427	-20.881	up
53.181	0.037622	1.412572	-1.965372	-7.860	-41.280	-26.100	356.378	-20.888	up
53.201	0.384003	1.144787	-2.083845	-7.500	-41.100	-26.220	356.153	-20.936	up
53.221	0.754654	0.812276	-2.164468	-7.920	-41.640	-25.560	355.936	-20.956	up
53.241	0.793256	0.611533	-1.780090	-7.920	-41.340	-26.040	355.936	-20.956	up
53.261	0.769884	0.566278	-1.275360	-7.860	-41.520	-25.800	355.574	-20.906	up
53.281	0.668475	0.436884	-0.731627	-8.520	-41.820	-26.100	354.947	-20.897	up
53.301	0.739009	0.163317	-0.399945	-8.340	-41.100	-26.100	354.682	-20.914	up
53.321	1.015069	-0.001842	-0.563268	-7.500	-40.680	-25.920	354.319	-20.875	up
53.341	0.957799	-0.056691	-0.363209	-7.860	-40.320	-25.860	354.127	-20.796	up
53.361	0.566130	0.041906	0.316383	-8.280	-40.980	-26.160	353.940	-20.642	up
53.397	-0.058407	0.104317	1.185811	-8.460	-40.380	-26.700	353.940	-20.642	up
53.401	-0.207109	0.369233	1.155626	-8.520	-39.660	-27.060	353.908	-20.659	up
53.420	-0.284929	0.566359	1.087037	-8.340	-39.720	-27.600	353.926	-20.674	up
53.441	-0.373781	0.071983	1.833956	-8.400	-39.120	-27.540	353.672	-20.155	up
53.462	-1.095756	-0.147754	2.888201	-8.940	-39.360	-28.320	353.555	-19.935	up
53.482	-0.871117	-0.434933	3.641523	-8.520	-39.540	-27.000	353.575	-19.796	up
53.501	-0.644017	-0.914012	3.112540	-9.180	-40.020	-26.340	353.749	-19.806	up
53.521	-1.195393	-0.693029	2.904133	-9.480	-39.480	-27.540	354.311	-19.612	up
53.541	-2.287025	-0.209461	3.299330	-8.700	-38.700	-27.540	354.311	-19.612	up
53.560	-2.692924	0.309388	2.950766	-8.640	-39.300	-27.540	355.527	-19.025	up
53.580	-2.150168	0.283096	1.121470	-8.880	-39.900	-28.320	355.882	-19.091	up
53.600	-1.489186	-0.320968	-0.416414	-8.520	-40.860	-28.440	355.882	-19.091	up
53.621	-1.034584	-0.875302	-0.715949	-7.860	-40.440	-27.780	356.221	-19.474	up
53.641	-0.658395	-0.968633	-1.097686	-8.280	-40.920	-28.320	356.392	-19.830	up
53.660	-0.372968	-1.183332	-1.378777	-7.800	-40.380	-26.940	356.650	-20.388	up
53.681	-0.339597	-1.355849	-1.306128	-8.100	-41.220	-26.460	357.104	-20.970	up
53.701	-0.488451	-1.167422	-1.162491	-8.160	-41.100	-26.760	357.405	-21.117	up
53.720	-0.354572	-0.523013	-1.644334	-7.980	-41.280	-26.760	357.995	-21.414	up
53.740	-0.083395	-0.025466	-2.199779	-7.680	-41.520	-26.220	358.401	-21.708	up
53.761	0.320867	-0.025315	-2.687655	-7.020	-41.520	-25.980	358.912	-22.249	up
53.781	0.604422	-0.212911	-2.993961	-7.380	-41.880	-25.860	359.200	-22.621	up
53.801	0.775776	-0.457046	-3.146319	-7.320	-42.600	-25.680	359.618	-23.091	up
53.819	0.721625	-0.661197	-2.816954	-7.740	-42.780	-25.560	359.946	-23.305	up
53.840	0.761051	-0.241362	-2.647526	-7.080	-43.140	-25.440	0.581	-23.459	up
53.860	0.944058	0.186183	-2.535322	-6.660	-43.440	-24.720	0.581	-23.459	up
53.880	0.990465	0.068641	-2.047052	-6.060	-42.900	-25.620	1.030	-23.456	up
53.900	0.580979	-0.107526	-1.071135	-6.180	-43.620	-25.860	1.647	-23.241	up
53.920	0.077597	-0.139222	0.020300	-5.340	-42.960	-26.040	2.673	-22.301	up
53.941	-0.114254	0.036878	0.923022	-5.400	-42.960	-26.100	3.058	-21.845	up
53.960	0.251734	0.213259	1.328627	-5.160	-42.960	-25.740	3.495	-21.292	up
53.996	0.558840	0.028252	1.672621	-4.920	-42.420	-25.860	3.656	-21.040	up
54.000	0.760464	-0.163419	1.879602	-4.920	-42.660	-26.340	3.730	-20.828	up
54.020	0.772865	-0.479558	2.402063	-5.100	-42.900	-26.700	3.722	-20.802	up
54.040	0.744513	-0.289031	2.435035	-5.160	-42.960	-26.700	3.691	-20.878	up
54.059	0.924677	-0.095253	2.337986	-5.220	-43.080	-26.400	3.629	-20.925	up
54.081	0.421584	-0.093213	2.869662	-4.380	-42.000	-26.220	3.335	-20.930	up
54.100	0.366023	-0.213736	2.924570	-4.620	-41.820	-26.640	3.048	-20.966	up
54.120	-0.053733	-1.203711	2.969204	-5.220	-41.880	-26.580	2.581	-21.106	up
54.139	-1.453867	-1.014202	3.459980	-5.400	-41.700	-26.340	2.581	-21.106	up
54.159	-2.644032	0.665041	4.021413	-5.940	-42.120	-26.700	2.341	-20.821	up
54.180	-2.034098	1.620227	2.900997	-5.460	-42.420	-27.180	2.341	-20.821	up
54.200	-0.262517	0.898329	-0.091996	-5.820	-42.180	-26.640	1.472	-21.696	up
54.219	0.952868	0.060963	-2.054336	-6.000	-42.720	-25.620	0.975	-22.618	up
54.240	1.298921	-0.299260	-2.573183	-6.480	-43.440	-25.680	0.975	-22.618	up
54.260	0.805216	-0.015773	-1.983107	-6.840	-43.920	-25.260	0.181	-24.239	up
54.280	0.154465	0.811705	-1.678407	-6.720	-42.960	-25.440	0.046	-24.354	up
54.298	-0.108992	1.109327	-2.053358	-6.540	-42.900	-25.200	0.046	-24.354	up
54.320	-0.358670	1.108369	-2.170218	-7.080	-43.020	-25.080	359.864	-24.107	up
54.339	-0.510835	1.191208	-2.141839	-7.140	-43.140	-24.120	359.810	-24.123	up
54.359	-0.422197	1.237418	-2.191863	-6.720	-43.440	-23.640	359.810	-24.123	up
54.379	-0.080537	1.017996	-2.556292	-7.080	-43.980	-24.540	359.684	-24.248	up
54.399	0.212879	0.450120	-2.862018	-6.420	-43.200	-24.120	359.524	-24.363	up
54.419	0.319049	0.078399	-2.499416	-6.780	-43.860	-24.600	359.189	-24.488	up
54.439	0.183833	0.048634	-1.945209	-6.060	-42.960	-24.720	358.973	-24.468	up
54.458	-0.124571	0.383862	-1.202521	-6.240	-42.900	-24.780	358.713	-24.206	up
54.478	-0.193636	0.361787	-0.710147	-6.000	-42.360	-25.740	358.146	-23.506	up
54.499	0.434697	0.108791	-0.899066	-5.520	-41.280	-26.100	358.146	-23.506	up
54.518	1.177726	-0.209906	-1.074382	-6.360	-41.940	-26.460	357.409	-23.589	up
54.538	1.348911	-0.268884	-0.795087	-6.900	-42.420	-26.280	357.409	-23.589	up
54.559	0.833767	-0.108532	-0.120850	-6.840	-42.060	-25.860	356.873	-23.362	up
54.579	0.243965	-0.067405	0.558604	-7.020	-41.940	-25.740	356.873	-23.362	up
54.599	0.114282	-0.418128	0.903331	-7.860	-41.820	-25.860	356.673	-23.045	up
54.623	0.175642	-0.596720	0.946211	-8.100	-42.120	-26.220	356.395	-22.485	up
