time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
0.021	-0.238547	0.235637	-1.285638	-20.640	-64.200	-62.520	0.000	-19.730	ground
0.033	-0.607508	0.698039	-1.121294	-20.340	-64.320	-62.700	0.470	-19.932	ground
0.053	-1.077630	0.867166	-1.099052	-20.520	-63.960	-61.740	1.099	-20.293	ground
0.072	-0.960942	0.739644	-1.033089	-19.920	-65.280	-60.960	1.573	-20.478	ground
0.093	-0.758230	0.533857	-0.950983	-19.560	-65.220	-60.660	2.472	-20.561	ground
0.113	-0.259842	0.383176	-0.913685	-19.320	-64.860	-59.940	3.112	-20.478	ground
0.132	0.210787	0.056956	-0.830835	-19.260	-65.220	-60.180	4.013	-20.161	ground
0.153	-0.005267	-0.182405	-0.676287	-18.300	-64.500	-60.120	4.507	-19.899	ground
0.173	-0.628733	0.160948	-0.513117	-18.360	-64.440	-60.300	4.935	-19.596	ground
0.192	-1.364867	1.135560	0.182407	-18.360	-64.440	-60.240	5.009	-19.566	ground
0.212	-0.999514	1.705111	0.967379	-19.020	-64.740	-58.800	5.126	-19.841	ground
0.247	0.334189	1.190296	0.698014	-19.140	-64.980	-57.240	5.423	-20.239	ground
0.255	1.109147	0.811481	0.542784	-17.880	-64.260	-58.140	6.177	-20.938	ground
0.273	0.754425	0.750204	1.145348	-17.520	-64.440	-58.200	6.709	-21.300	ground
0.293	-0.618413	0.652393	1.502592	-16.920	-64.440	-57.300	7.271	-21.588	ground
0.313	-0.544684	0.905690	2.514642	-16.920	-64.860	-56.280	7.476	-21.622	ground
0.333	0.543360	1.112711	3.389048	-17.520	-65.400	-55.920	7.755	-21.554	ground
0.352	1.526638	0.943553	3.420311	-17.820	-65.220	-56.340	8.004	-21.564	ground
0.373	1.553473	-0.184734	2.311165	-18.060	-65.520	-55.680	8.546	-21.839	ground
0.393	0.982757	-1.279264	0.931887	-16.740	-64.440	-54.720	9.026	-22.220	ground
0.413	0.493326	-0.956082	-0.057258	-16.920	-64.920	-53.820	9.708	-23.024	ground
0.432	0.488611	0.104648	-0.241223	-17.100	-65.160	-53.340	10.006	-23.628	ground
0.452	0.911458	0.074839	-0.371120	-16.620	-64.920	-52.860	10.486	-24.377	ground
0.473	1.963745	-0.732259	-0.407130	-16.560	-65.760	-51.900	11.086	-24.598	ground
0.492	2.823049	-1.622561	-0.640281	-15.900	-65.160	-52.140	12.334	-24.348	ground
0.512	2.428773	-1.944896	-1.386214	-15.660	-65.580	-51.720	13.133	-23.852	ground
0.534	1.660451	-1.597420	-1.489894	-15.480	-65.520	-51.720	13.853	-22.868	ground
0.553	0.859578	-0.796740	-1.067565	-14.820	-63.660	-52.320	13.979	-22.274	ground
0.573	0.288017	-0.224177	-1.209494	-14.580	-63.300	-51.900	13.874	-21.765	ground
0.593	-0.241769	-0.020263	-1.814645	-14.160	-63.120	-51.300	13.816	-21.713	ground
0.613	-0.611358	0.012140	-2.167028	-14.460	-63.000	-51.360	13.914	-21.967	ground
0.633	-0.502662	-0.411660	-2.355822	-15.420	-63.720	-50.520	14.098	-22.168	ground
0.653	-0.208957	-0.231665	-1.657596	-15.060	-63.360	-50.100	14.439	-22.323	ground
0.673	-0.147070	0.204481	-0.407409	-15.660	-64.440	-49.560	14.654	-22.324	ground
0.693	0.265391	-0.162488	-0.306354	-15.060	-63.540	-49.860	15.072	-22.153	ground
0.712	0.505640	-0.307461	-0.696120	-14.460	-62.400	-49.500	15.433	-21.839	ground
0.733	-0.546296	-0.749592	-1.740086	-14.160	-63.060	-49.740	15.900	-21.102	ground
0.752	-0.073132	-0.301723	-1.646716	-14.040	-63.000	-49.860	16.153	-20.667	ground
0.773	0.210084	0.106616	-0.292396	-13.200	-63.120	-49.440	16.686	-20.429	ground
0.792	0.635826	0.253286	0.548744	-13.920	-62.580	-48.900	16.963	-20.515	ground
0.813	0.939906	0.160445	0.664466	-13.440	-61.500	-48.120	17.546	-21.096	ground
0.844	1.138350	0.460308	0.841754	-13.800	-61.560	-47.160	18.164	-21.808	ground
0.853	0.722301	0.723489	0.995586	-13.860	-61.620	-46.740	19.137	-22.896	ground
0.875	0.715566	0.823568	1.186778	-13.320	-62.520	-45.720	19.739	-23.303	ground
0.892	1.233418	0.540747	1.154419	-12.360	-61.620	-44.820	20.703	-23.142	ground
0.912	1.852255	0.101196	1.147534	-11.760	-61.320	-44.580	21.442	-22.539	ground
0.933	1.364731	-0.080335	1.538802	-12.000	-61.800	-44.160	22.571	-21.082	ground
0.953	1.208714	0.009507	1.409710	-11.580	-61.380	-44.340	23.272	-19.964	ground
0.972	1.043407	0.393080	1.334562	-10.440	-60.240	-44.460	24.215	-18.571	ground
0.992	1.205889	0.606204	1.357764	-10.980	-60.000	-45.600	24.832	-18.016	ground
1.014	1.455589	0.663974	0.942200	-10.800	-60.360	-44.880	25.885	-17.792	ground
1.032	1.492489	0.572639	0.233625	-10.140	-59.760	-44.760	26.670	-17.881	ground
1.052	1.572931	0.605720	-0.243991	-9.720	-58.680	-45.360	27.887	-18.042	ground
1.072	1.633326	0.561974	-0.708440	-9.120	-58.260	-45.000	28.697	-18.015	ground
1.092	1.718725	0.294482	-1.025556	-8.640	-57.360	-45.120	29.903	-17.658	ground
1.112	1.723521	0.188889	-0.955500	-7.920	-57.480	-43.980	30.680	-17.242	ground
1.132	1.721463	0.230214	-0.684250	-8.280	-58.020	-45.000	31.777	-16.576	ground
1.152	1.615220	0.188837	-0.918869	-8.040	-58.020	-45.240	32.523	-16.213	ground
1.173	1.819846	-0.306398	-0.661998	-8.040	-57.600	-45.240	33.669	-15.777	ground
1.192	1.836809	-0.636828	-0.420255	-7.740	-57.780	-46.080	34.397	-15.531	ground
1.212	1.671927	-0.594575	-0.243866	-7.620	-57.120	-45.900	35.318	-15.191	ground
1.232	1.395344	-0.384265	-0.318854	-7.680	-57.000	-45.720	35.793	-14.991	ground
1.252	1.006021	-0.012604	-0.649620	-7.020	-56.700	-46.500	36.307	-14.706	ground
1.273	0.708745	0.036196	-0.610240	-6.660	-57.240	-45.840	36.551	-14.503	ground
1.292	0.519151	-0.158419	-0.001145	-6.180	-56.580	-45.600	36.870	-14.133	ground
1.312	0.376473	-0.361822	0.166255	-6.660	-56.880	-45.660	37.059	-13.858	ground
1.332	0.005652	-0.383397	0.008750	-6.960	-56.820	-45.720	37.294	-13.457	ground
1.352	-0.214888	-0.405455	0.100658	-6.300	-56.400	-45.840	37.401	-13.216	ground
1.386	-0.173337	-0.523165	0.294530	-6.960	-57.360	-46.200	37.521	-12.919	ground
1.396	-0.150253	-0.660865	0.629782	-7.200	-57.120	-47.220	37.590	-12.726	ground
1.413	0.036666	-0.806144	0.837620	-6.240	-55.920	-47.040	37.614	-12.400	ground
1.433	-0.051537	-0.506065	0.716529	-6.420	-56.220	-47.400	37.548	-12.198	ground
1.453	-0.506944	-0.219633	-0.021427	-6.240	-56.160	-47.580	37.334	-12.031	ground
1.472	-0.147385	-0.521373	-0.522653	-7.800	-57.600	-47.280	37.112	-12.012	ground
1.493	-0.206983	-0.678270	-0.646627	-8.400	-58.380	-47.220	36.699	-12.079	ground
1.512	-0.440534	-0.376441	-0.582573	-7.320	-57.600	-47.400	36.281	-12.130	ground
1.532	-0.596272	-0.014486	-0.044264	-7.380	-57.780	-47.040	35.414	-12.165	ground
1.552	-0.440822	0.082461	0.681728	-7.800	-56.700	-46.380	34.743	-12.160	ground
1.572	-0.169492	-0.042420	1.220929	-8.280	-57.000	-46.080	33.697	-12.168	ground
1.592	-0.020714	-0.173733	1.383144	-7.980	-57.000	-45.900	32.979	-12.202	ground
1.612	0.124951	-0.049257	1.413399	-8.520	-57.420	-45.840	31.830	-12.280	ground
1.632	0.204971	0.183254	1.191327	-9.360	-57.300	-45.360	30.986	-12.359	ground
1.652	0.075143	0.288001	0.515718	-9.960	-57.540	-45.060	29.628	-12.559	ground
1.672	-0.387874	0.531047	-0.616316	-10.320	-57.900	-45.060	28.664	-12.779	ground
1.692	-0.780140	0.637606	-1.166276	-11.100	-58.380	-44.460	27.126	-13.204	ground
1.712	-0.808367	0.602643	-1.063538	-11.340	-57.900	-44.100	26.084	-13.486	ground
1.732	-0.814243	0.448236	-0.445853	-11.460	-57.540	-43.620	24.558	-13.804	ground
1.752	-0.794731	0.219540	0.122119	-12.720	-57.660	-42.960	23.606	-13.904	ground
1.772	-0.697642	-0.381779	0.387574	-12.540	-57.060	-42.660	22.309	-13.926	ground
1.792	-0.824018	-1.042169	0.077289	-12.960	-57.480	-42.720	21.517	-13.887	ground
1.812	-1.276560	-1.178749	-0.342122	-13.620	-57.960	-43.320	20.272	-13.834	ground
1.831	-1.852675	-0.710085	-0.404648	-14.340	-57.720	-42.780	19.327	-13.872	ground
1.853	-2.289801	-0.426243	-0.510614	-14.760	-57.360	-42.240	17.825	-14.149	ground
1.872	-2.329019	-0.595673	-0.473766	-15.300	-57.660	-41.160	16.911	-14.477	ground
1.893	-2.058412	-1.182762	-0.468857	-15.720	-57.000	-41.400	15.814	-15.010	ground
1.912	-1.815722	-1.461249	-0.431396	-16.320	-56.820	-41.040	15.208	-15.298	ground
1.932	-1.501396	-1.581611	0.017603	-16.800	-56.940	-40.860	14.326	-15.500	ground
1.952	-0.951462	-1.542197	0.662434	-17.040	-56.640	-40.200	13.719	-15.460	ground
1.972	-0.677804	-1.543689	0.970743	-17.220	-56.460	-40.080	12.716	-15.205	ground
2.008	-0.753396	-1.469225	0.680153	-17.820	-56.100	-38.760	11.964	-15.028	ground
2.012	-1.002382	-1.598638	-0.031918	-17.820	-55.980	-39.120	10.755	-14.982	ground
2.031	-1.115196	-1.492780	-0.294190	-19.080	-55.980	-39.540	9.924	-15.143	ground
2.053	-1.060235	-1.257238	-0.034141	-19.860	-55.860	-38.880	8.637	-15.607	ground
2.072	-1.426994	-1.123343	0.068389	-20.400	-55.440	-38.760	7.767	-16.017	ground
2.093	-1.206586	-1.141557	-0.585014	-21.120	-54.600	-38.460	6.479	-16.682	ground
2.112	-1.118238	-1.252482	-0.880596	-21.540	-53.940	-38.460	5.579	-17.081	ground
2.132	-0.669459	-1.160935	-0.637588	-22.140	-53.460	-38.400	4.230	-17.504	ground
2.152	-0.382707	-0.921432	-0.016492	-23.220	-53.580	-37.620	3.288	-17.650	ground
2.172	-0.057119	-0.982825	-0.217148	-23.460	-53.160	-38.160	1.871	-17.786	ground
2.192	-0.114055	-1.184201	-1.052965	-23.760	-52.140	-39.420	0.941	-17.866	ground
2.212	-0.159214	-1.088779	-1.259204	-24.060	-51.420	-39.660	359.470	-17.948	ground
2.231	-0.142450	-0.711216	-0.880556	-24.900	-51.300	-39.480	358.398	-17.967	ground
2.252	-0.296776	-0.450738	-0.587644	-25.080	-51.000	-38.880	356.670	-18.009	ground
2.271	-0.615035	-0.403120	-0.928912	-26.220	-50.580	-39.240	355.485	-18.095	ground
2.292	-0.833597	-0.608105	-1.331769	-26.040	-49.560	-38.940	353.733	-18.292	ground
2.313	-0.935087	-0.872092	-1.429966	-26.340	-48.360	-39.000	352.596	-18.379	ground
2.332	-1.049028	-0.752328	-0.894748	-26.100	-47.700	-39.360	350.855	-18.322	ground
2.352	-1.298722	-0.397084	-0.277187	-25.980	-46.920	-39.240	349.642	-18.199	ground
2.372	-1.318132	-0.310406	0.038426	-26.820	-46.920	-39.960	347.875	-18.014	ground
2.392	-1.204754	-0.537190	-0.023029	-28.020	-46.800	-39.660	346.817	-17.927	ground
2.412	-1.037434	-0.670654	0.051334	-26.760	-45.420	-38.880	345.382	-17.831	ground
2.431	-0.774305	-0.512992	0.464659	-27.000	-45.000	-39.000	344.468	-17.768	ground
2.452	-0.574331	-0.373296	0.644583	-27.480	-44.760	-38.640	343.123	-17.722	ground
2.472	-0.563628	-0.302345	0.593065	-26.940	-43.800	-38.820	342.243	-17.734	ground
2.492	-0.684975	-0.357181	0.129370	-26.880	-43.920	-38.220	340.974	-17.773	ground
2.512	-0.713930	-0.327003	-0.105877	-27.840	-44.460	-38.580	340.128	-17.790	ground
2.532	-0.287505	0.057529	0.395428	-29.040	-43.860	-39.240	338.836	-17.813	ground
2.551	0.092316	0.474955	0.931724	-29.160	-43.740	-39.180	337.980	-17.882	ground
2.572	-0.084992	0.712960	1.021692	-29.280	-43.980	-39.600	336.711	-18.176	ground
2.591	-0.405929	1.007447	0.865265	-29.160	-42.180	-39.600	335.856	-18.492	ground
2.612	-1.245074	1.685900	1.197251	-30.240	-42.660	-39.600	334.543	-19.029	ground
2.631	-1.705318	2.152841	2.336264	-30.420	-42.720	-40.860	333.712	-19.340	ground
2.652	-0.619384	2.830875	3.322833	-30.780	-43.080	-41.640	332.889	-19.484	ground
2.672	1.041366	3.283269	3.175237	-30.780	-42.840	-41.280	332.751	-19.290	ground
2.691	1.764025	3.087190	1.641178	-31.140	-42.600	-41.520	332.892	-18.742	ground
2.711	1.314421	2.670530	0.181935	-31.200	-43.020	-42.720	332.992	-18.356	ground
2.731	0.378227	2.360141	-0.611777	-31.560	-43.680	-43.560	332.988	-17.922	ground
2.752	-0.204734	2.307058	-1.102502	-31.440	-43.320	-44.820	332.944	-17.774	ground
2.772	-0.376615	2.117739	-1.553814	-31.680	-44.280	-44.880	333.010	-17.770	ground
2.791	-0.603038	1.798945	-1.826747	-32.100	-43.980	-46.620	333.165	-17.854	ground
2.811	-0.912853	1.267004	-2.033241	-33.060	-44.700	-46.080	333.474	-18.027	ground
2.831	-1.115246	1.558668	-2.133620	-31.320	-44.520	-46.680	333.705	-18.066	ground
2.852	-1.493849	2.800201	-1.914445	-31.440	-44.520	-47.160	333.953	-17.886	ground
2.871	-1.958961	2.620258	-1.573193	-32.100	-45.120	-47.940	334.009	-17.693	ground
2.891	-1.280688	1.694777	-2.128009	-32.640	-45.600	-47.820	334.137	-17.479	ground
2.911	-0.820262	0.786419	-1.604633	-32.580	-45.660	-48.780	334.297	-17.451	ground
2.931	-1.069482	-1.531696	-0.803761	-32.280	-45.480	-49.320	334.290	-17.636	ground
2.952	-1.553204	-3.734697	-0.556242	-32.220	-45.000	-49.260	334.087	-17.884	ground
2.971	-1.482698	-2.354936	1.621145	-31.980	-45.000	-50.400	333.569	-18.337	ground
2.992	-1.063726	-1.042383	3.266434	-32.820	-45.180	-50.520	333.135	-18.709	ground
3.011	0.015035	-1.074415	3.539163	-33.240	-45.480	-50.700	332.719	-19.399	ground
3.031	0.957410	-1.388619	2.882502	-33.600	-46.260	-50.820	332.744	-19.771	ground
3.067	1.098082	-1.560057	1.332440	-33.540	-46.020	-52.320	332.908	-20.256	ground
3.071	0.668360	-1.481999	-0.010086	-32.580	-45.720	-52.680	332.910	-20.498	ground
3.091	0.411216	-1.552917	-0.735855	-32.880	-46.260	-53.040	332.684	-20.711	ground
3.112	0.638719	-1.438597	-1.015037	-33.120	-47.340	-54.600	332.426	-20.796	ground
3.132	1.255786	-0.700792	-0.484054	-33.180	-47.700	-55.680	331.946	-20.995	ground
3.159	1.535002	-0.602273	0.441315	-32.760	-47.040	-55.860	331.564	-21.269	ground
3.173	1.541078	-0.747708	0.221166	-32.760	-46.500	-56.520	330.931	-21.856	ground
3.191	0.687840	-0.950141	-0.409231	-33.300	-47.580	-57.060	330.349	-22.254	ground
3.211	1.298444	0.085195	1.103755	-33.480	-47.580	-57.780	329.264	-22.494	ground
3.231	3.222763	1.074365	3.234821	-33.720	-47.160	-58.080	328.533	-22.288	ground
3.251	4.344363	1.225606	3.192021	-34.380	-47.520	-57.900	327.422	-21.714	ground
3.271	3.070445	0.178037	0.630952	-34.440	-46.620	-58.920	326.505	-21.447	ground
3.290	1.307228	-1.184007	-0.823764	-34.800	-46.440	-60.060	324.504	-21.413	ground
3.311	0.799903	-1.702973	-1.176145	-34.560	-45.600	-60.840	322.909	-21.500	ground
3.331	0.724685	-1.470550	-1.129171	-35.100	-45.420	-61.620	320.430	-21.568	ground
3.351	0.947095	-1.288696	-0.576943	-34.920	-43.380	-63.000	318.897	-21.508	ground
3.371	1.808337	-0.510152	-0.225426	-35.040	-42.780	-62.820	316.996	-21.315	ground
3.391	2.282479	0.337505	-0.179864	-35.280	-42.240	-64.020	315.919	-21.107	ground
3.411	2.286899	0.656104	-0.291460	-35.700	-42.300	-64.260	314.241	-20.683	ground
3.431	1.912221	0.611020	-0.977146	-36.360	-41.460	-64.260	313.005	-20.411	ground
3.451	1.047306	0.044642	-2.186622	-35.940	-40.020	-65.280	310.949	-20.262	ground
3.471	0.595540	-0.516468	-3.026478	-35.220	-38.580	-66.780	309.494	-20.382	ground
3.490	-0.181026	-0.825645	-3.105042	-35.580	-38.460	-68.160	307.311	-20.734	ground
3.510	-0.383491	-0.681429	-2.349035	-35.760	-37.380	-68.400	305.916	-20.983	ground
3.531	-0.207480	-0.259279	-1.583376	-35.460	-36.960	-68.160	304.121	-21.261	ground
3.551	-0.004854	0.079167	-0.943923	-36.000	-36.540	-68.640	303.095	-21.375	ground
3.571	-0.169615	0.377510	-0.204604	-35.760	-34.980	-69.780	301.711	-21.438	ground
3.591	-0.506968	0.579709	0.559582	-35.820	-35.100	-70.680	300.874	-21.415	ground
3.610	-0.601862	0.767197	0.871040	-36.300	-35.280	-70.980	299.828	-21.315	ground
3.646	-0.396968	0.890568	0.752352	-36.360	-35.520	-71.340	299.344	-21.220	ground
3.656	0.004008	1.244961	0.915061	-36.300	-35.400	-71.040	298.946	-21.049	ground
3.670	0.592090	1.769675	1.390809	-34.920	-33.960	-71.820	298.851	-20.906	ground
3.691	0.996107	2.407874	1.517475	-35.820	-34.560	-71.880	298.844	-20.697	ground
3.711	0.704386	2.206405	0.388868	-37.140	-35.580	-71.700	298.823	-20.644	ground
3.730	-0.263203	0.594384	0.083728	-36.240	-34.980	-72.840	298.537	-20.748	ground
3.751	-0.893223	0.339243	0.438129	-36.360	-35.340	-73.440	298.261	-20.786	ground
3.770	-0.654139	1.148527	1.324676	-36.840	-35.460	-73.320	298.003	-20.642	ground
3.791	0.414902	2.271226	2.139990	-35.880	-34.500	-73.260	298.083	-20.372	ground
3.811	1.077452	2.826951	1.680867	-36.000	-34.500	-73.020	298.430	-19.733	ground
3.830	0.499900	2.077743	-0.031395	-36.420	-34.320	-73.800	298.537	-19.289	ground
3.850	-0.539922	0.666140	-0.614704	-37.020	-34.860	-73.800	298.170	-18.832	ground
3.870	-1.041054	0.273990	-0.373875	-36.060	-34.500	-74.520	297.732	-18.638	ground
3.890	-1.196358	0.557508	-0.410324	-35.580	-33.840	-74.940	297.142	-18.459	ground
3.910	-0.976450	0.520409	-0.587120	-36.120	-34.200	-74.880	296.912	-18.415	ground
3.930	-0.564841	0.581659	-0.503335	-36.360	-34.380	-74.400	296.800	-18.315	ground
3.950	-0.171029	0.701764	-0.593375	-35.820	-32.940	-75.240	296.813	-18.149	ground
3.970	-0.045363	0.421332	-0.988881	-36.000	-33.120	-75.480	296.829	-17.728	ground
3.990	-0.224166	-0.108876	-1.316828	-36.120	-34.080	-74.940	296.788	-17.388	ground
4.009	-0.102109	-0.579483	-1.765457	-35.520	-33.840	-75.420	296.690	-16.962	ground
4.030	0.020297	-0.927817	-2.162035	-35.220	-33.420	-75.420	296.633	-16.826	ground
4.050	0.035984	-1.359755	-2.131751	-34.920	-33.180	-75.900	296.546	-16.865	ground
4.070	-0.075533	-1.565801	-1.661745	-35.280	-32.880	-76.500	296.496	-17.011	ground
4.090	-0.027968	-1.180397	-0.930339	-35.280	-33.360	-76.980	296.468	-17.229	ground
4.110	0.104211	-0.816726	-0.414160	-34.860	-34.740	-76.320	296.463	-17.305	ground
4.130	0.407700	-0.614144	0.213070	-34.800	-34.440	-75.780	296.346	-17.305	ground
4.150	0.710161	-0.503604	0.666839	-35.100	-33.960	-76.020	296.181	-17.265	ground
4.169	0.568223	-0.485048	1.005934	-34.920	-33.360	-75.900	295.705	-17.310	ground
4.206	0.161993	-0.643326	0.962330	-34.920	-33.180	-76.740	295.188	-17.477	ground
4.217	-0.209029	-0.821922	0.846994	-34.860	-32.760	-77.280	294.206	-17.966	ground
4.231	-0.390752	-0.422389	1.031756	-35.700	-33.360	-75.840	293.530	-18.428	ground
4.249	0.015072	0.227567	1.638098	-35.460	-32.880	-76.080	292.660	-19.166	ground
4.271	0.691260	0.541560	2.402893	-35.880	-33.720	-76.080	292.219	-19.564	ground
4.290	1.057733	1.274701	2.097462	-35.880	-33.840	-75.720	291.577	-19.929	ground
4.309	0.440773	0.939948	2.514041	-35.880	-33.240	-75.300	290.984	-20.081	ground
4.330	0.340707	1.305701	3.787743	-36.480	-33.360	-75.600	289.820	-20.278	ground
4.350	0.915606	1.965364	3.812608	-36.540	-32.940	-75.360	289.069	-20.406	ground
4.369	0.778805	1.468636	1.742583	-36.720	-32.220	-75.120	287.953	-20.747	ground
4.389	0.403688	-0.054577	-0.034974	-36.120	-30.960	-75.480	287.042	-21.118	ground
4.409	0.144162	-1.096504	-0.857662	-36.600	-31.740	-76.080	285.465	-21.758	ground
4.428	0.096341	-1.251141	-1.098563	-36.360	-32.160	-76.080	284.396	-22.174	ground
4.449	0.271450	-0.559675	-1.083419	-35.400	-31.620	-76.080	283.086	-22.661	ground
4.469	0.723526	0.757270	-0.780266	-34.920	-30.900	-75.780	282.582	-22.852	ground
4.489	1.055271	1.206850	-0.811283	-36.060	-31.500	-75.120	282.162	-22.881	ground
4.509	1.155133	1.420494	-0.984085	-35.820	-30.900	-75.840	281.851	-22.714	ground
4.529	1.016515	1.375044	-1.483099	-35.700	-31.440	-75.360	281.202	-22.268	ground
4.550	0.765090	0.890765	-2.262001	-35.340	-30.120	-75.600	280.640	-21.950	ground
4.569	0.506102	0.281059	-2.816448	-34.680	-29.760	-75.840	279.596	-21.637	ground
4.589	0.237385	-0.315448	-3.176959	-34.020	-29.580	-75.420	278.791	-21.576	ground
4.609	0.009880	-0.852178	-3.326631	-34.440	-29.400	-76.320	277.519	-21.714	ground
4.629	-0.185759	-1.189639	-3.237192	-34.140	-28.740	-76.440	276.701	-21.949	ground
4.649	-0.508022	-1.468096	-2.910348	-34.860	-29.280	-76.440	275.596	-22.359	ground
4.669	-0.538569	-1.439125	-2.429451	-34.260	-28.140	-76.200	274.988	-22.545	ground
4.689	-0.525947	-0.825269	-1.765667	-33.660	-27.060	-76.560	274.372	-22.515	ground
4.709	-0.563599	-0.214004	-0.951237	-34.080	-26.460	-75.780	274.162	-22.248	ground
4.729	-0.481499	0.230397	-0.144324	-34.920	-26.280	-75.360	274.064	-21.501	ground
4.749	-0.411303	0.447245	0.825390	-35.400	-26.340	-75.480	274.145	-20.802	ground
4.768	-0.527349	1.158954	1.658999	-34.920	-25.260	-74.700	274.514	-19.588	ground
4.805	-0.313541	1.678391	1.955089	-35.220	-24.840	-73.980	274.931	-18.828	ground
4.809	-0.022755	1.812383	2.134391	-36.480	-26.160	-73.440	275.765	-17.870	ground
4.829	-0.023956	1.558640	2.512251	-36.420	-25.680	-73.440	276.366	-17.364	ground
4.849	0.023642	1.789230	2.853497	-37.080	-25.140	-73.080	277.269	-16.747	ground
4.869	0.207980	2.329884	3.542717	-36.960	-24.840	-71.100	277.914	-16.336	ground
4.888	0.419071	3.180830	4.312970	-36.480	-24.660	-70.920	278.882	-15.598	ground
4.909	0.789698	3.430961	4.786033	-37.140	-24.780	-70.140	279.494	-15.042	ground
4.929	1.212120	2.838872	4.287613	-37.560	-25.140	-70.740	280.190	-14.189	ground
4.949	0.409819	1.678796	2.754475	-37.440	-24.960	-70.200	280.248	-13.730	ground
4.968	-0.555870	0.650112	1.547944	-36.480	-24.420	-70.740	279.634	-13.469	ground
4.989	-1.153817	-0.066200	0.692279	-35.400	-23.700	-72.000	279.059	-13.644	ground
5.008	-1.535850	-0.509934	-0.260034	-35.340	-23.760	-72.540	278.317	-14.444	ground
5.030	-1.565746	-0.376826	-0.960100	-35.520	-24.240	-71.940	278.059	-15.270	ground
5.049	-1.224842	0.051577	-1.486365	-35.580	-24.900	-71.400	278.182	-16.681	ground
5.069	-0.955330	0.414759	-2.164999	-34.740	-25.680	-71.580	278.542	-17.535	ground
5.089	-0.607694	0.471134	-3.126130	-34.140	-25.620	-71.640	279.254	-18.520	ground
5.109	-0.349409	0.250092	-3.947276	-34.380	-27.060	-72.060	279.828	-18.998	ground
5.128	-0.058442	-0.222365	-4.545007	-34.500	-27.360	-71.880	280.707	-19.453	ground
5.149	0.136218	-0.705882	-4.500462	-33.780	-27.120	-71.880	281.253	-19.605	ground
5.168	0.184139	-1.204559	-4.163245	-33.720	-27.660	-72.780	281.955	-19.664	ground
5.188	-0.150589	-1.667317	-3.514168	-32.820	-27.960	-72.840	282.324	-19.615	ground
5.208	-0.234587	-1.907912	-2.453021	-33.060	-28.740	-71.940	282.825	-19.363	ground
5.228	0.121897	-1.589017	-1.374034	-34.020	-28.620	-72.420	283.202	-19.027	ground
5.249	0.656751	-1.027811	-0.302894	-33.660	-28.260	-72.120	283.829	-18.211	ground
5.269	0.864652	-0.892459	0.635173	-33.240	-28.080	-70.620	284.150	-17.498	ground
5.289	0.602025	-1.035487	1.641173	-33.660	-27.480	-70.740	284.269	-16.383	ground
5.323	0.522891	-1.177911	2.461833	-33.000	-26.520	-69.720	284.128	-15.760	ground
5.332	0.382036	-0.677934	2.370423	-33.000	-25.920	-69.960	283.861	-15.316	ground
5.349	-0.074127	0.097154	1.686810	-33.600	-26.220	-70.500	283.735	-15.308	ground
5.368	-0.078451	0.509896	1.430317	-33.300	-26.400	-69.960	283.724	-15.738	ground
5.389	0.641970	1.007362	2.394331	-34.320	-26.280	-69.120	283.909	-16.049	ground
5.408	0.700326	1.644864	4.175993	-34.440	-26.400	-68.640	284.294	-16.117	ground
5.429	1.019282	2.818327	5.039440	-34.620	-27.180	-68.280	284.480	-15.971	ground
5.448	1.948689	2.874450	4.467020	-35.160	-26.700	-69.120	284.649	-15.845	ground
5.469	1.847783	1.465391	2.064009	-34.680	-25.740	-68.400	284.579	-15.971	ground
5.488	1.206658	0.104893	0.882631	-34.380	-25.680	-67.980	283.861	-16.478	ground
5.508	0.592293	-0.290283	0.861353	-33.900	-25.500	-68.760	283.133	-16.888	ground
5.528	0.185272	0.277963	0.751515	-33.120	-24.780	-69.120	282.000	-17.471	ground
5.549	0.508441	0.777169	-0.008026	-32.820	-24.540	-69.360	281.400	-17.823	ground
5.568	0.980609	0.763945	-0.948155	-33.180	-24.480	-69.780	280.755	-18.264	ground
5.588	1.288782	0.817029	-1.523328	-33.060	-24.840	-68.760	280.360	-18.422	ground
5.609	1.341293	1.272810	-1.459065	-32.700	-24.600	-68.340	279.683	-18.312	ground
5.628	0.967697	1.449601	-0.950485	-32.340	-24.480	-69.060	279.082	-18.115	ground
5.648	0.435107	1.191226	-1.042325	-32.160	-24.180	-69.060	277.824	-17.958	ground
5.668	-0.004868	0.703411	-1.793010	-31.020	-22.260	-69.060	276.813	-18.063	ground
5.688	-0.349883	0.037523	-2.596331	-31.200	-22.680	-69.180	275.200	-18.624	ground
5.708	-0.658128	-0.496804	-3.101862	-30.600	-22.440	-69.600	274.108	-19.203	ground
5.728	-0.833787	-1.037405	-3.225843	-31.080	-23.280	-69.840	272.551	-20.192	ground
5.748	-0.947103	-1.316431	-3.131209	-30.360	-21.600	-70.560	271.656	-20.863	ground
5.768	-1.010246	-1.286334	-3.266027	-29.520	-20.880	-70.260	270.711	-21.800	ground
5.789	-0.905644	-1.100881	-3.635655	-30.420	-22.380	-70.380	270.398	-22.326	ground
5.808	-0.334039	-0.873528	-4.017535	-29.940	-22.200	-70.320	270.400	-22.806	ground
5.828	0.035355	-0.611058	-3.983739	-29.220	-21.660	-70.380	270.635	-22.831	ground
5.848	-0.452027	-0.279792	-3.077489	-29.820	-21.780	-70.560	271.120	-22.435	ground
