dataset	step	gt	n	rangeY	rangeZ	aspect_ratio	bbox_area	first_angle	first_dist	second_angle	second_dist	turn_angle	net_angle	net_dist	rotation	signed_area	principal_angle	elongation	path_symmetry	z_energy_shift	complexity	rise_fall_ratio	max_z_pos	min_z_pos	z_peak_first	y_crossings	z_crossings	early_z	mid_z	late_z	early_y	mid_y	late_y
일반보행	11	ground	29	4.60051	4.96919	1.0801389408826112	22.8608082869	-171.06556973746905	1.896312493087835	-4.773961271315196	2.512887748612142	166.29160846615386	-38.60145822553694	0.8072454147011304	CCW	6.529725121662911	-46.689014520703	4.654968366285918	1.5384132323695427	0.9684668789323829	2.7743938718370624	0.5667159318610048	0.2857142857142857	0.6071428571428571	True	4	4	1.4541557777777776	-0.22998718999999998	-0.5836585999999999	-0.7056958222222223	-1.12387321	0.6163510000000001
일반보행	12	ground	27	4.10159	7.71047	1.8798734144856328	31.625186647299998	-135.11069252819735	2.800686895544377	59.210367326461785	2.2725990819659123	-165.67894014534087	-178.30631167714873	0.821250876379178	CCW	5.823371609169212	-69.64298885823223	8.791363767111372	1.8415766853216113	0.4666475146899248	2.5924518834440424	0.3827584792091159	0.19230769230769232	0.6923076923076923	True	6	4	2.313273166666667	-1.209460111111111	-0.6783913333333333	-0.7676907	-0.5999599999999999	0.3992853677777778
일반보행	13	ground	25	4.563969999999999	5.88844	1.290201293766129	26.874663506799997	-95.97198660709896	2.380851157376496	52.17271326153692	1.808757906189217	148.14469986863588	-47.47018131368385	1.2745641530597822	CCW	6.248396637184925	-55.94145175777248	9.345103868871515	1.7761920934917745	0.7206316590682709	2.261802894410979	0.4441958015034984	0.20833333333333334	0.7083333333333334	True	4	4	2.29563625	-0.414295875	-0.7601996666666667	-1.59500525	-0.8700479375	0.6026283311111111
일반보행	14	ground	28	3.645041	5.46893	1.5003754411814914	19.93447407613	-147.86826207337845	2.39218868069076	47.81023546804661	1.8300229635063627	-164.32150245857494	174.01143056886085	0.8011210344959181	CCW	4.479051134162184	-62.174794938996136	4.854882926100312	2.675028307838178	0.5982958009118335	2.8057671893060485	0.6093461622466746	0.2962962962962963	0.7037037037037037	True	6	2	1.6612401111111113	-0.4734413333333333	-0.8218333	-0.6487880111111112	-0.7749249222222222	0.48890449
일반보행	15	ground	25	4.339465	4.42481	1.0196671707181262	19.201308126649998	-99.79034902855035	2.0158781306837477	74.73572750609462	2.4736665726237237	174.52607653464497	52.354163100372865	0.5050257113068601	CCW	6.38006982487446	-58.45401603220807	5.180810690004181	2.2893227355901486	0.5934014414525595	2.8739209125233227	0.5692073983273815	0.2916666666666667	0.7083333333333334	True	6	2	1.95620875	-0.56627625	-0.5561307777777778	-1.2105555000000001	-0.83289775	0.5701648111111112
일반보행	16	ground	32	3.11548	3.72876	1.1968492812674614	11.616877204799998	-89.96426265041876	3.001277583815433	74.63407074028291	1.8875717521951318	164.59833339070167	-66.97267968627659	1.283447068840784	CCW	2.6648288002720713	-71.2897299698454	3.2310083303595114	2.4116494212584305	0.6560392935826735	3.5692076305635925	1.0	0.0	0.6774193548387096	True	7	2	1.1094621999999998	-0.3414828181818182	-0.6054561818181818	-0.0036675999999999987	-0.5184156818181819	0.6116923681818182
일반보행	17	ground	25	3.1105799999999997	3.7043399999999997	1.1908840148168882	11.522645917199998	-106.06930825235867	2.533515621888683	49.416177763729564	1.9690487884945866	155.48548601608823	-58.313513961901776	1.1036342050199424	CCW	2.9672741612740694	-65.64297241750968	3.6967690659788848	1.7067348675415142	0.493587719806497	3.069132793391873	0.4825519053148611	0.25	0.75	True	3	2	1.84426575	-0.625399625	-0.46338188888888887	-0.6261203085	-0.6534148	0.6890183888888889
일반보행	18	ground	32	3.55225	5.12967	1.4440622136831411	18.2218702575	-120.7695272977419	2.3993074609453453	68.35344240657234	2.0571191144231293	-170.87703029568576	-162.304367323442	0.49189624126740383	CCW	3.6997855245559497	-64.5299740846346	3.4278003034241706	2.1106258068623283	0.3449900177316055	3.649548252774979	0.46148215942868526	0.2903225806451613	0.41935483870967744	True	5	2	1.4983354	-0.8393092727272727	-0.5296122563636364	0.024147979999999993	-0.26148472727272726	0.8713367272727273
일반보행	19	ground	26	4.52259	4.69533	1.0381949278979092	21.2350525047	-86.64689057126841	2.4512134046608423	58.106128193838934	1.9813417198439038	144.75301876510736	-32.72394772686417	1.4147490244043286	CCW	5.739967783923246	-50.86052932792552	5.934284759081409	1.7323932121511019	0.6910954787412003	2.3573489531107517	0.28385012168219365	0.2	0.68	True	3	4	1.814869375	-0.5476751111111111	-0.5553144222222222	-1.285768125	-0.6055193333333333	0.8853245555555556
일반보행	20	ground	29	3.37992	4.72565	1.3981543937731797	15.972318947999998	-104.115732339565	3.2268339722180084	62.09668535630095	2.3102895998718966	166.21241769586595	-74.86461108475982	1.1267947692960774	CCW	4.505674812644977	-76.27739594522679	3.289966991229101	2.193556363606453	0.24326502278925677	3.0904989177635223	0.44531860882478536	0.25	0.42857142857142855	True	6	4	1.8711544444444443	-1.2750706	-0.33740128	-0.14239899999999997	-0.12266437999999999	0.6960417
일반보행	21	ground	27	4.75361	5.0488800000000005	1.0621148977172896	24.000406456800004	-126.66152760149818	2.440595539521041	61.52997774476657	2.9163420196146403	-171.80849465373524	96.31320392090765	0.6095666311405177	CCW	7.781686111529229	-56.0685756850272	3.8588902430112664	1.5966973224466365	0.9120988255985659	2.627934615991777	0.5678620368159527	0.2692307692307692	0.6923076923076923	True	4	2	1.7848077777777778	-0.8836021666666667	-0.6274597777777777	-1.048094888888889	-0.7236211111111112	0.8908592222222222
일반보행	22	ground	29	3.5840899999999998	4.71711	1.3161248737291404	16.906546779899998	-112.60324546185245	2.6415852649744243	49.604395740736734	1.1930318823591597	162.20764120258917	-98.99224773155554	1.549121683857611	CCW	3.5020551154606827	-67.92750738875097	3.7395831987252626	1.9401569638711393	0.332659142526026	3.4309951179333504	0.3765754076692964	0.2857142857142857	0.42857142857142855	True	8	3	1.8500655555555556	-0.871836	-0.5367014560000001	-0.15896699999999997	-0.11878480000000002	0.5788499
일반보행	23	ground	27	3.9620800000000003	4.83707	1.2208410730674693	19.1648583056	-121.54015204153228	1.1228914989975656	63.59062901850143	2.539960780509809	-174.8692189399663	67.63128677673897	1.4251109220804534	CCW	5.1094366863375456	-52.812623599378355	3.843290950073344	1.6984424603070416	1.3375260373803544	2.591970966932671	0.4719318630600254	0.2692307692307692	0.6923076923076923	True	2	2	1.2362603333333333	-0.6174649888888889	-0.35853866666666667	-0.8258743	-0.6189251533333333	0.7865718888888888
일반보행	24	ground	30	2.89055	3.85173	1.3325249515377608	11.1336181515	-118.82669000324358	3.229569206573688	77.57298374474598	2.4579658862604257	-163.60032625201043	-157.35353180111454	1.1141325816351482	CCW	3.6525226030983684	-72.94287695001759	3.890955637315067	1.5924399339747397	0.7327889733647317	3.3645826364261233	0.12597132290653576	0.10344827586206896	0.7241379310344828	True	7	2	1.3844899	-1.0388131	-0.84097451	-0.25113719999999995	-0.18161978	0.8177926
일반보행	25	ground	26	4.10899	6.27069	1.5260903527324012	25.766202503100004	-81.20035780910328	4.497852709293625	53.03221442803826	2.973662139847935	134.23257223714154	-39.87944823319342	3.226941006579606	CCW	5.34110158482205	-63.47676133318036	7.059311250141209	1.9681055189184933	0.7374913199850772	2.622274679335837	0.5066045320771274	0.24	0.68	True	3	2	2.33874625	-1.169236	-0.7152640777777778	-1.311052286	-0.4879072222222222	1.0900267777777777
일반보행	26	ground	29	3.64032	5.47583	1.5042166618582387	19.9337734656	-154.08587536247921	2.8019131715249492	57.49849855160295	1.8479841454265782	-148.41562608591784	167.66209982609513	1.5633248555808867	CCW	4.27119490016556	-66.71147914181013	5.277470352652221	2.1806718252096258	0.46398198317493755	3.070467510345116	0.3246369538214275	0.25	0.6785714285714286	True	5	2	2.123772111111111	-1.0162358	-1.04779519	-0.45894466666666667	-0.0045391900000000054	0.7362335
일반보행	27	ground	26	5.0556600000000005	5.2702	1.0424356066186342	26.644339332	-89.60581293730917	3.654026476767923	44.018711907378744	2.121914383011718	133.62452484468793	-54.56175648233629	2.6750048316444217	CCW	6.381878024183472	-56.76713918356879	4.998746082580315	2.147608667610373	0.443279766887214	2.437027821901463	0.5052093214311878	0.24	0.72	True	5	2	2.4054325	-0.8053692222222222	-0.8123542777777778	-1.343754875	-0.5910708888888888	0.9766968888888888
일반보행	28	ground	30	2.75956	4.72162	1.711004652295654	13.029593687199998	-136.2942548287354	2.3587979439174096	58.44546903862756	1.9133044220575564	-165.26027613263705	179.95238369287006	0.7039192430854551	CCW	4.557403941895311	-72.59782447095638	4.654274941178592	2.051319942733191	0.5198737707802396	3.234809672318343	0.5070915611104915	0.27586206896551724	0.6551724137931034	True	6	2	1.6739813000000001	-1.0972738	-0.8213054	-0.2802613	-0.14463571	0.8091543999999999
일반보행	29	ground	26	4.08192	5.2269000000000005	1.2805003524614642	21.335787648000004	-88.83362044029965	3.077507659279665	74.65652417264963	2.089587339378041	163.49014461294928	-59.89684574799709	1.2272948538326067	CCW	7.269081529852941	-61.38870873061672	5.004718344982033	1.7691014542690227	0.5394382904871384	2.4575439126561114	0.40027794151338575	0.24	0.68	True	4	2	2.15626875	-1.020028	-0.42993838888888886	-0.988913225	-0.5275734444444445	0.7036490792222222
일반보행	30	ground	29	3.7627	4.60327	1.2233954338046096	17.320724029	-152.7471422983886	2.1396526309466686	26.6688913574553	2.076474271890938	179.4160336558439	-134.2568553533181	0.06673103727651773	CCW	7.7623898551519614	-63.456324884398676	3.398407488539711	1.8614048533009857	0.6224070349406305	2.978674464756355	0.37310149566178835	0.25	0.6785714285714286	True	4	2	1.6493746666666667	-0.8051843	-0.95202229	-0.11755422222222227	-0.3215018	1.1654084
일반보행	31	ground	25	4.69102	5.07361	1.081557955182123	23.8004059822	-149.0959054387096	2.934241541420883	18.281805969309154	2.258563693600426	167.37771140801874	-115.04314222489715	0.8814044398855726	CCW	10.547475910057376	-63.14674467563922	3.536115620637651	1.694987693347351	0.4662415192875866	2.7049711650586286	0.1520162353610252	0.125	0.625	True	2	2	2.43363	-1.0082475625	-0.9198123	-1.1175576249999999	-0.9307038375	0.9233923333333333
일반보행	32	ground	31	3.857	5.59033	1.4493984958648174	21.56190281	-81.48341579446944	2.383918375797502	93.12293303615856	1.7205509429210135	174.606348830628	-67.93183543950833	0.6902009996558459	CCW	4.776943099691045	-68.21388007997113	4.655612994390424	2.0641126067100144	0.46865008246607337	3.1822961050650784	0.5307609506215878	0.3333333333333333	0.7	True	8	4	1.2990238	-0.5967595	-0.6476342972727273	0.339684741	-0.20838677	0.5340806790909091
일반보행	33	ground	27	4.0274	4.87163	1.209621591793807	19.620002661999997	-109.7936219484477	2.0687754152002578	60.968018322092405	2.2402988920572633	170.7616402705401	1.8152247994293336	0.38685012970399796	CCW	7.771416639073294	-59.03479081578751	3.382382849108913	2.511774342598522	0.6614650802432811	2.6324497472726582	0.5907129285138241	0.2692307692307692	0.5769230769230769	True	4	2	1.7308532222222222	-0.9445822222222221	-0.2702322222222222	-0.5493287777777778	-0.4948804444444444	0.7932215555555556
일반보행	34	ground	30	4.60004	5.5571	1.2080547123050984	25.562882284	-161.87066052178648	2.6958304061362988	16.74759731342368	2.171656172588101	178.61825783521016	-156.17240054915044	0.527411858278708	CCW	4.978146632491024	-51.412859386443195	4.050858907109956	1.8409629162674517	0.572261589218842	3.131632785164377	0.39935218924858873	0.27586206896551724	0.6896551724137931	True	4	2	1.3083662999999999	-0.9370537999999999	-0.9863645099999999	-0.37499289999999996	-0.39877352	0.9613946999999999
일반보행	35	ground	26	3.54497	5.18764	1.4633805077438227	18.3900281708	-93.3575357455936	3.05090685676587	70.6137463207905	2.032868948186282	163.9712820663841	-66.2610340052916	1.2323285200793659	CCW	4.901719864157229	-67.41150901130095	7.095025513066357	2.24282645095876	0.40598860745713344	2.6722452541489905	0.14315043886375364	0.04	0.72	True	3	2	2.4067675	-0.9656028999999999	-0.7898535555555556	-1.01751291625	-0.438164	0.8966685555555556
일반보행	36	ground	29	3.92006	5.84059	1.4899236232379292	22.895463235399998	-134.89614724087997	2.22130040608874	39.56690768485538	1.9381428190977052	174.46305492573535	-102.27713735068771	0.34691886023391694	CCW	5.667074189662228	-66.07000044376169	5.14351440550387	1.907886138171111	0.6148400173706083	2.5986397653028748	0.3377685484281811	0.25	0.6428571428571429	True	4	2	1.845495222222222	-0.8027051000000001	-0.9515841	-0.4464808222222222	-0.26084640000000003	0.9957515000000001
일반보행	37	ground	26	4.25408	5.310639999999999	1.2483639232810937	22.5918874112	-101.06452238241471	2.49719260091908	71.56110560891679	2.571586335289951	172.6256279913315	-1.9213823242358883	0.3343159614272103	CCW	7.04697925618377	-63.03359581523241	7.219805052240323	2.045366885271426	0.589225699383651	2.628574061490413	0.32606514202133857	0.24	0.6	True	4	2	2.19809175	-1.3467322222222222	-0.49110411111111113	-1.23397025	-0.20663466666666666	0.7972664444444445
일반보행	38	ground	29	5.2707	6.83386	1.29657540719514	36.019225901999995	-162.77731722607916	2.1943845256950754	14.580020356157421	1.6679138102631115	177.3573375822366	-154.49434865799955	0.5338129018195514	CCW	8.844395055093939	-59.28409502188595	5.427089761460267	2.43773436595543	0.46817944397352435	2.8458651964034125	0.439605798173153	0.2857142857142857	0.75	True	6	4	1.8849729999999998	-0.8277307	-1.18667154	-0.2956831111111111	-0.28675377999999996	1.0519276
일반보행	39	ground	27	4.786709999999999	5.10008	1.0654666773074897	24.412603936799997	-115.48922226281816	2.02247840652626	50.36280561810535	2.3054468805264197	165.85202788092352	-4.779880289191095	0.6024391739719455	CCW	6.45609169937883	-55.846630738312776	5.53410690778197	1.4925511682187758	0.8947992819086055	2.6938936337336057	0.5121721265441123	0.2692307692307692	0.6538461538461539	True	3	2	1.8995388888888887	-0.8509453666666666	-0.5348031	-1.0396658777777779	-0.5841101111111111	0.9828930333333332
일반보행	40	ground	28	3.5734	5.6488700000000005	1.5808109918898499	20.185672058	-156.89946107777484	2.369132216711638	27.29162306933684	2.131830215277943	-175.8089158528883	170.4346929092656	0.2886592773582724	CCW	8.185257665097646	-62.901383635318496	2.5662525987106704	1.8881913592709632	0.7293140665498079	3.0332477531537236	0.4532617984898059	0.2962962962962963	0.7407407407407407	True	6	2	1.2223822222222223	-0.44524033333333335	-1.26175374	0.29308093333333335	-0.673152	1.1107103
일반보행	41	ground	27	5.519909999999999	5.22011	0.9456875200962177	28.814537390099996	-144.52253065888937	1.8938277487957056	17.93153462212278	2.1130386497584466	162.45406528101213	-43.77589507936665	0.6483903065277966	CCW	7.20903506466857	-49.85954128101987	4.188392153291938	1.679209826230814	0.849713451705754	2.6823392691700905	0.5591486504483472	0.3076923076923077	0.6153846153846154	True	4	2	1.843451111111111	-0.6014822888888889	-0.7105226666666666	-0.7889201222222222	-0.8855379999999999	0.8952517222222222
일반보행	42	ground	30	5.07732	5.33702	1.0511490311717304	27.097758386400002	-138.03599249045462	2.1443397158332913	46.9629634186081	2.2683543524672243	-175.00104409093728	101.68909866921561	0.22887352190456642	CCW	8.19341476147271	-61.19312348632627	2.8755719111796596	2.342191037994099	0.4099071862184407	3.030432684437294	0.4371701228943498	0.27586206896551724	0.6896551724137931	True	4	2	1.76788	-1.1282324	-1.0400302	-0.20727250000000005	-0.07194323	0.9420240100000001
일반보행	43	ground	26	4.60322	6.0997699999999995	1.325109379667904	28.0785832594	-95.20293612886174	4.439622341382316	77.84439236701503	3.1443893027638925	173.04732849587677	-79.09881283071459	1.3722016610633438	CCW	10.166215775386307	-65.94005129842209	5.178256348712529	2.649405486386726	0.6312765828042738	2.6416292117674574	0.10317526361312673	0.04	0.56	True	4	2	2.57772875	-1.1503658888888888	-0.9191334444444443	-0.9820622999999999	-0.7533841555555555	1.0636396666666665
일반보행	44	ground	31	4.47463	5.63763	1.2599097576202032	25.2263083269	-128.2815353226661	2.860967484753541	75.92431361954768	2.339009028838068	-155.79415105778622	178.9057146531726	1.2038085483252725	CCW	8.50083237247545	-67.02335131106086	3.270915274860651	2.118778097549489	0.4072965850808841	3.0483913059717995	0.3170661095999367	0.26666666666666666	0.6666666666666666	True	5	2	2.148537	-1.2714976999999998	-0.7871882181818181	-0.33924220000000005	-0.162593	0.8107521818181819
일반보행	45	ground	25	5.49892	6.25903	1.138228961116323	34.417905247600004	-86.83958384269965	3.5720828121314603	56.109627968179105	2.6211267098318616	142.94921181087875	-39.98375043198731	2.164489926211023	CCW	9.05350254428619	-57.74822108618105	6.912628074919122	1.5830858902087848	0.6164015392065094	2.0392048523934303	0.2809408955195076	0.20833333333333334	0.6666666666666666	True	1	2	2.30624745	-1.20428975	-0.7560768888888889	-1.3830205	-0.3466551	1.202471
일반보행	46	ground	29	3.91263	6.17426	1.5780331895481983	24.1575949038	-136.57056391017397	2.794312449333467	60.073602358576686	1.3996273227015252	-163.35583373124933	-151.9917496440361	1.5076046886716157	CCW	6.520513730954161	-68.53507765034816	4.243572431254866	1.934631250866951	0.3727840605424216	3.059143663969822	0.34376076766124547	0.25	0.6785714285714286	True	4	4	2.2360966666666666	-1.2519326	-1.08128131	-0.4338188888888889	-0.23400138600000003	0.7386562999999999
일반보행	47	ground	26	5.21929	6.2064699999999995	1.1891406683305312	32.393366806299994	-85.70516763849595	3.0619883941866863	59.98785558329177	3.08732543319446	145.6930232217877	-12.093865745785514	1.8137939347315615	CCW	7.072723067940894	-57.29220772475545	5.993163120505229	2.0978639501711416	0.715807374864866	2.1649832377623013	0.39768009577816876	0.24	0.64	True	2	2	2.29575875	-1.155947277777778	-0.6156754444444444	-1.433394375	-0.33154101288888893	0.9613976666666666
일반보행	48	ground	29	4.23896	5.78565	1.364874874647349	24.525138924	-142.86673093761272	4.074678048156075	24.222373155542318	1.8897474034515829	167.08910409315504	-132.1577502174644	2.2722806366505433	CCW	5.9058669598246984	-66.59180926340241	3.1022260871715215	1.962098301478878	0.33293625928114967	3.330666330599439	0.3005207575631225	0.25	0.6785714285714286	True	4	3	2.3849288888888887	-1.2751229	-1.08124134	-0.33236044444444446	-0.27448229999999996	0.9230644
일반보행	49	ground	26	4.953749999999999	7.2518	1.463901084741075	35.92360425	-116.0876888333127	2.2418522312063747	68.15203100401712	2.6187853410930804	-175.7602801626702	91.5483542616142	0.41738539693309834	CCW	9.439970524285567	-61.92979336436868	9.10330332356987	1.4991156683999314	1.065433107547542	2.529389637474116	0.2876569759754893	0.2	0.64	True	4	4	2.574522125	-1.1823414444444444	-0.8162694633333333	-1.175443375	-0.5414337555555555	0.6707508
일반보행	50	ground	31	3.1011100000000003	4.34016	1.3995504830852337	13.459313577600001	-117.98103953379035	3.3682258195233885	81.40076808893271	2.584019551447899	-160.61819237727696	-160.63978092659508	1.2654938118050993	CCW	1.1863561139484455	-75.08199369245419	4.564853031107433	1.9022926556262114	0.29468052033624914	3.6778256817239305	0.38255111301023137	0.26666666666666666	0.5	True	5	2	1.8085413	-1.438399	-0.4207407909090909	-0.222966321	0.04783830000000002	0.4441337727272728
일반보행	51	ground	25	3.75805	5.48629	1.459876797418907	20.6177521345	-85.01720052685704	2.7431167377754817	60.47290912906595	2.1976542496493847	145.490109655923	-31.839325949662765	1.5553750237039297	CCW	6.516411165853765	-56.913706380143296	5.613550525040156	1.4664946128276422	0.7988457573912725	2.132247938737969	0.21780137546988812	0.20833333333333334	0.5833333333333334	True	1	2	1.71231	-1.1852713750000001	-0.7440844266666667	-0.8963703749999999	-0.396920125	1.088706888888889
일반보행	52	ground	29	3.34508	6.29011	1.8804064471162405	21.0409211588	-151.59595354432312	2.9082042229611385	49.64990926683487	2.3206245960786074	-158.754137188842	159.95423596232385	1.1236698902836189	CCW	7.258537875717277	-75.33610002265056	5.118851827469834	1.6700408673985816	0.6558552980205178	2.8296406752195393	0.3842386954280969	0.25	0.7142857142857143	True	4	2	2.2642713333333333	-1.0465009	-1.1540386999999999	-0.295997	-0.4960681	0.9093233
일반보행	53	ground	25	5.4496199999999995	7.3659099999999995	1.3516373616230788	40.14141045419999	-108.69542166665624	2.62736348560929	27.067978905945182	2.384220174268518	135.76340057260143	-47.62100756857982	1.900359011766987	CCW	9.153081915460282	-57.90099597819566	8.582786468800148	1.529013759678766	0.850019702767977	2.3087438813752588	0.43254156631923946	0.25	0.7083333333333334	True	3	2	2.5917	-0.574268125	-1.3862553333333334	-1.293428625	-0.79891525	1.2992297777777777
일반보행	54	ground	29	3.3018099999999997	5.1409400000000005	1.5570066110536325	16.9744071014	-122.70669345378714	2.683443186198098	91.56771803071224	2.352145435857655	-145.72558851550062	176.4748097862602	1.5171897325993873	CCW	3.678834596945205	-71.60238429947844	7.0871493497157	2.041108927068464	0.5875829406144328	2.8291364286437397	0.43850523077797937	0.25	0.6785714285714286	True	5	2	2.0174830000000004	-1.0343404999999999	-1.05245696	-0.4792642333333333	-0.157043076	0.5668794399999999
일반보행	55	ground	26	4.61696	7.00073	1.5163072667910689	32.3220903808	-84.08622634435216	3.384964518842443	56.36197733681562	2.2565604355603353	140.44820368116777	-42.949499908001144	2.1842436152711993	CCW	6.5465699538946165	-59.634967944795676	10.027414790339717	1.7069286096321936	0.827726656588294	2.285458372554663	0.3791851127372314	0.24	0.64	True	3	4	2.3874575	-0.8944321111111111	-0.9450133666666667	-1.1082879374999999	-0.2924028333333333	1.0764147777777777
일반보행	56	ground	28	3.27825	6.34557	1.9356577436328355	20.802364852500002	-118.09095887369347	2.9184046222566535	76.3552331601747	2.825658617920608	-165.55380796613184	166.3924500009421	0.7280565421037023	CCW	3.694812193430231	-74.60540088201411	7.138628419705587	1.4693737544180423	0.7346511440094673	3.149445261174615	0.12792302339737632	0.07407407407407407	0.7777777777777778	True	7	2	2.1740915555555556	-1.0992406666666668	-1.35165058	-0.1714882222222222	-0.3460056888888889	0.942192
일반보행	57	ground	25	5.6054900000000005	7.20884	1.2860320861715866	40.409080531600004	-88.25167710956629	3.511917852883948	50.057516723424705	2.9309694703536233	138.30919383299099	-32.41965168102074	2.356093009523181	CCW	9.96871685217076	-61.13478552432259	6.159198931297459	1.5836611548116746	0.9752512600646203	2.2697309515122646	0.44887184794945084	0.25	0.6666666666666666	True	3	2	2.6947575	-0.6691784999999999	-1.494481	-1.406156375	-0.5050467750000001	1.2361747777777776
일반보행	58	ground	30	3.58521	5.38856	1.5029970346219617	19.3191191976	-146.23654393443144	3.8443156985793974	51.53151532141679	2.441914427012266	-162.23194074415176	-172.3697910791499	1.6918339848095159	CCW	7.034350180996919	-73.84825719189388	3.0665873395477887	1.784745715648785	0.6531269677223932	3.527816467280738	0.16157077069355189	0.13793103448275862	0.6896551724137931	True	7	2	2.0261663	-0.9661433	-1.1905173919999998	-0.15734879999999998	-0.7040232200000001	0.925961607
