dataset	step	gt	n	rangeY	rangeZ	aspect_ratio	bbox_area	first_angle	first_dist	second_angle	second_dist	turn_angle	net_angle	net_dist	rotation	signed_area	principal_angle	elongation	path_symmetry	z_energy_shift	complexity	rise_fall_ratio	max_z_pos	min_z_pos	z_peak_first	y_crossings	z_crossings	early_z	mid_z	late_z	early_y	mid_y	late_y
일반보행	95	up	30	2.418329	6.626519999999999	2.740123447744238	16.025105485079997	-105.58125838933907	2.4872865889979385	62.76466923141757	1.8885065216514345	168.34592762075664	-74.6931557013693	0.7431049877217889	CW	-2.4956860236871967	85.60109651201819	14.24144547893147	2.1904104502602064	0.3791998646301245	2.9450990357973965	0.30914562326985523	0.20689655172413793	0.6206896551724138	True	10	2	2.679801	-1.8407532	-0.8365575	-0.06023789999999999	-0.56774609	-0.34902828
일반보행	96	up	29	2.852042	6.3421	2.223704979722001	18.0879355682	-59.36990509411619	2.9131542048635186	119.69908728107288	2.1083178880972953	179.06899237518905	-56.933493749406104	0.8058431142237551	CW	-8.709005597546641	-83.16399059225282	9.619695899300131	2.4505311104582446	0.45249677012985023	2.651349730891219	0.5649730184432084	0.2857142857142857	0.6428571428571429	True	2	2	2.5849005555555555	-1.2266835999999999	-0.99016994	0.008720544444444438	1.1217243	0.165272979
일반보행	97	up	32	2.4438310000000003	6.23724	2.552238676671079	15.242760466440002	-100.13161532897459	2.1311302825432796	68.72189260261653	2.4438900923478535	168.85350793159114	19.309569257865967	0.5425073509041145	CW	-2.5669527450194525	82.30554248145849	11.00803842045243	2.5479720168702813	0.4505897480872888	3.3251981991355772	0.5101810244425673	0.22580645161290322	0.6129032258064516	True	8	2	1.9740391	-1.2658827	-0.7387651818181818	-0.028927939999999992	-0.6150378818181819	-0.15170082727272727
일반보행	98	up	34	2.8570599999999997	8.80115	3.08049183318499	25.145413618999996	-76.6907544308654	3.300092755902126	92.38737573308822	2.890222619245045	169.07813016395363	-26.85746963914563	0.7166082986094985	CW	-12.199496345944603	-84.77949497868127	21.13264042561208	3.0274788561461112	0.2175289238864953	2.7741765712658886	0.4584557733262511	0.18181818181818182	0.45454545454545453	True	8	2	2.590160090909091	-2.4120899999999996	-0.6196351666666666	-0.3532602727272727	0.18051142727272726	-0.05483838333333333
일반보행	99	ground	27	2.442285	6.204280000000001	2.5403587204030824	15.152619979800003	-97.50222640965964	2.6213896495219857	85.01605284527434	2.6338383377043093	-177.481720745066	167.6057050043124	0.11614900888083383	CW	-5.160470079333585	77.05593120420998	16.149641684422527	1.4038046463980318	0.7529558966026945	2.5042741735300464	0.31238876935914694	0.2692307692307692	0.6923076923076923	True	4	2	2.137836666666667	-1.4318324444444446	-0.5441295555555555	-0.33385871888888885	-0.8408486666666666	-1.0820493333333332
일반보행	100	ground	33	3.78653	5.96382	1.5750093088989103	22.5821833446	-30.84443333774522	3.2598696685143715	143.4193665656965	2.58638476145391	174.2637999034417	-10.208549476023329	0.7334978779771624	CW	-7.894851401010228	-82.73814251602819	2.559467299292186	1.161496541898974	0.20569921202110358	3.744648496268014	0.2283870024950773	0.25	0.375	True	6	4	1.8250878181818182	-1.482203090909091	-0.4478784545454545	0.30496072727272727	1.4233626363636362	-0.5864307272727273
일반보행	101	ground	25	2.962973	7.47453	2.522645328687556	22.146830577689997	-122.01610402814745	1.2615946588984117	104.98524132316196	1.8583964876971222	-132.9986546486906	147.73953504761496	1.3591872714839555	CW	-0.7213037105416428	69.86182753771439	22.445563758429067	2.53052277619663	0.30771249493607056	2.5085644316645146	0.4459738805323524	0.16666666666666666	0.625	True	5	3	2.11330175	-1.126219375	-0.4985392444444444	0.599957125	-0.4748829875	-0.5582393662222223
일반보행	102	ground	29	3.67638	6.63711	1.805338403047199	24.4005384618	-28.669662673772677	2.347947647989835	139.15439770569412	2.2192082365551005	167.8240603794668	40.438276481826435	0.5010017270638895	CW	-7.560504952933127	63.9983306576536	4.690196569533953	2.303486674954424	0.28702627687333226	3.2152557948703557	0.3110554733584568	0.21428571428571427	0.35714285714285715	True	6	2	1.7340506666666666	-0.9331539	-0.89435345	0.6954621333333333	0.8206597	-0.6769189
일반보행	103	ground	26	4.34444	7.813420000000001	1.7984872614655776	33.9449343848	-89.69422905943371	3.653392025037691	113.87454953827762	2.668370229664542	-156.43122140228866	-131.15532682690443	1.611431088949509	CW	-7.426082943766725	65.19160629865739	13.54965183799907	1.7930961095371525	0.6940507163585581	2.3899391758145963	0.35814269038868735	0.2	0.64	True	5	2	2.6140775	-1.4020152222222224	-0.8356526666666667	1.326767375	-0.021870883333333327	-0.7446804333333333
일반보행	104	ground	30	4.11145	6.78608	1.6505320503349108	27.900628616	-18.601549487595978	3.1745385817312095	140.24082801323834	1.8030400053687106	158.84237750083432	4.949678910448752	1.6287056714151884	CW	-9.474610318044789	70.06843661251848	4.5362386337629905	2.116101730229952	0.4560519570547662	3.1919425026535446	0.38045149018854424	0.27586206896551724	0.7586206896551724	True	6	2	1.9928888999999999	-1.0314686	-1.1563090900000002	0.7284922	1.15239484	-0.07595284199999999
일반보행	105	ground	27	4.22576	7.1150400000000005	1.6837302635067466	30.066451430400004	-110.22395057668659	2.575101618777521	62.50388429646442	1.6401126202447835	172.727834873151	-97.87361218109993	0.9706445977416246	CW	-4.301627583631548	67.87222574617131	13.470578225457855	1.8742376398024854	0.5523065285929307	2.7891881576653237	0.4806804145585101	0.2692307692307692	0.7307692307692307	True	6	2	2.451893333333333	-0.8999153333333333	-0.9797507444444444	0.9799991111111113	0.22617554444444446	-0.13040631111111112
일반보행	106	ground	28	3.059252	4.81243	1.5730740711869848	14.72243610236	-32.86019981045032	1.797926712780585	111.32626315363059	1.4791095863150234	144.1864629640809	22.476582196069256	1.0522675980153529	CW	-7.327217366709625	74.31138096300083	4.708504362901621	1.7484972911228747	0.7153697673919268	3.7206543856223075	0.44816237232797035	0.2962962962962963	0.7407407407407407	True	5	4	1.3123762222222222	-0.442517	-1.32404	0.9375168888888888	1.646601888888889	0.6857825
일반보행	107	ground	28	2.768047	7.4008	2.6736540229722783	20.485762237600003	-117.53217757672583	3.7087058443032386	59.86323580191914	2.721581710363479	177.39541337864497	-110.41087924704999	0.9976315100236158	CCW	1.2218402356475564	-82.28581281343664	6.8601060806968785	1.8564266148347977	0.27278030832237027	2.7409322162306213	0.3878663040938903	0.2962962962962963	0.48148148148148145	True	4	3	2.358878888888889	-0.8839116666666667	-0.3930445	0.14115011111111112	-0.20463688888888887	0.8786230899999999
일반보행	108	ground	30	3.40809	4.95485	1.4538495164582363	16.886574736500002	-140.44758444943236	1.2221274052671434	115.57323756661751	1.3681320827610177	-103.97917798395014	163.4378414506574	1.5992366484160496	CW	-0.26756399491903393	-64.6398009963611	4.379721900516802	1.832199560412042	0.14438484602674123	3.0384056983047674	0.2139360953854338	0.27586206896551724	0.41379310344827586	True	5	4	1.2053907000000001	-1.0374083200000002	-0.5648535	0.16857040000000004	0.39033860000000004	0.006494698100000006
일반보행	109	ground	32	5.23407	6.2896	1.2016652430705617	32.920206672	-166.14641927847276	1.5123191724874088	14.851428163415045	2.4433792266993675	-179.0021525581122	16.471317166657546	0.9316617242674511	CCW	7.432844187464885	-47.67394754874972	6.915096528000739	2.0023205878771386	0.28402336810444	3.804496138347148	0.3597600449899933	0.22580645161290322	0.3225806451612903	True	5	6	1.5282134	-0.8470889090909091	-0.20706837272727271	-1.2936051499999999	-0.3901484727272727	0.678308
일반보행	110	ground	24	4.42109	6.54471	1.4803385587082962	28.934751933900003	-137.08258508245845	2.8995298767138094	11.978106892210276	3.040851540261872	149.0606919746687	-57.63912963354796	1.5903090706982086	CCW	13.801357755066997	-57.83290540658916	5.490957961682243	1.8395958856738126	0.3821168042038905	3.2440321828993945	0.10469127975300063	0.13043478260869565	0.30434782608695654	True	4	4	1.098536125	-0.53431825	-1.0960190250000001	-1.66453575	-2.07025475	-0.03451078375
일반보행	111	ground	29	2.4678959999999996	7.108979999999999	2.8805832973186134	17.544223306079996	-93.31826658783598	2.8331800706945893	65.42301473770853	2.459451297843688	158.7412813255445	-34.566487264815116	1.0430673936510524	CCW	5.731650405005703	-82.63262188526411	7.61758223528146	1.94383661501994	0.4671274467159789	2.917818609689091	0.5215317915566833	0.2857142857142857	0.7142857142857143	True	5	2	1.798468111111111	-0.3543212	-0.9523895	-0.5299638888888889	-1.1507156	-0.020542103999999995
일반보행	112	ground	30	3.27592	5.61625	1.7144038921236158	18.398385700000002	-160.85383536147742	2.15789929022209	36.89737543322973	1.7381953998880564	-162.24878920529284	152.62100710054068	0.7302822575449851	CCW	10.371490677916182	-71.82538184097808	2.5980240497353027	2.873304994536536	0.17914250275470678	3.9245917337837395	0.19473239809330267	0.1724137931034483	0.41379310344827586	True	2	4	1.3155111	-0.9211022013000001	-0.622157191	-0.5990513	-1.021539	0.3736366
일반보행	113	ground	27	1.4198490000000001	7.0802499999999995	4.986621813314921	10.052885882250001	-95.15293008792273	2.292759141429566	87.03792555650816	1.1625522180083094	-177.80914435556912	-97.40308623328633	1.1319295115597967	CCW	1.2050504207522972	89.5478967771837	27.01216665546512	2.509219492854829	0.4432023409349575	2.5156949818073127	0.4123044610705262	0.23076923076923078	0.6923076923076923	True	6	2	2.0960793333333334	-1.0913464444444445	-0.6005391222222222	0.16315084444444444	0.22838742222222225	0.01665287777777778
일반보행	114	ground	28	3.30673	6.89609	2.0854711445792455	22.8035076857	-129.09272025283255	2.1967809763378776	49.06301993318528	2.4529899768358203	178.15574018601782	33.701618914203216	0.2668815240832531	CCW	15.018694955230007	-87.4218073080363	4.165575730913878	1.8786593974041124	0.5804248193386757	2.6763132077440215	0.32154000886493594	0.25925925925925924	0.7407407407407407	True	4	2	2.017006111111111	-1.2771465555555557	-1.28272131	0.06843099999999999	-0.9066937777777778	0.8360333000000001
일반보행	115	ground	27	3.13463	6.226459999999999	1.9863460752987285	19.5176483098	-71.35485338100422	2.9472702022963553	120.82398119050038	3.0167680442647558	-167.82116542849542	-161.49908858773048	0.6364306205903358	CCW	3.896632193870983	-74.06869147981293	15.543070307804415	2.4554463870349736	0.413522329678097	2.488174724195539	0.3764763531299375	0.2692307692307692	0.5	True	6	2	2.506399777777778	-1.2555182222222223	-0.5131221111111111	-0.04013700000000002	0.7478747777777778	0.28204566666666664
일반보행	116	ground	30	3.45238	6.03672	1.7485676542708024	20.841051393599997	-174.10790280530702	0.9316700259516832	85.9193794987487	1.017213729483632	-99.97271769594431	132.91274358845857	1.2547853567856975	CCW	6.493995643354978	-68.03379777558773	7.635740213231232	1.8824317386308287	0.8765412139300787	3.2697341414391246	0.5534010795109898	0.27586206896551724	0.6896551724137931	True	7	4	1.24859639	-0.5707367	-1.3781447999999998	-0.4172168	-0.50060907	0.3433832
일반보행	117	ground	27	3.67262	7.41904	2.020094645778737	27.247314684800003	-67.48958641678327	3.4014246677679045	107.53528011271634	2.4253102654178083	175.0248665294996	-55.439000073504545	1.007452499486204	CCW	3.0124453985813706	-73.20569093820463	18.696022207160574	2.277624823667745	0.5364309056509157	2.4115093884989265	0.43310451070372935	0.2692307692307692	0.6923076923076923	True	3	2	2.78195	-1.4116113333333333	-1.0338537777777779	-0.8725911111111111	0.4634044444444444	0.3043857777777778
일반보행	118	ground	31	2.837078	7.07446	2.4935726115060732	20.07079482788	-102.17571925706207	1.5669622493280462	104.50465727032872	1.810338399655987	-153.3196234726092	164.26081746509172	0.8144401378930253	CCW	2.999037508139537	-74.41384711768896	12.868761453271368	1.3370774341555847	0.6612989985511304	4.2303447155271625	0.17933691462750034	0.23333333333333334	0.6666666666666666	True	7	6	1.7417706	-0.89602761	-0.8212954545454546	-0.87751911	-0.12523436999999998	0.02800813636363636
일반보행	119	ground	36	2.736745	5.8075399999999995	2.1220610608141928	15.8937560573	-67.93104981657473	2.7032000361706494	82.25011302465415	4.32256157108826	150.18116284122888	48.0412570229135	2.390900686560193	CCW	6.662309504988104	87.08267536072889	7.548759359830811	0.8168900711860565	0.8939890348370189	3.9040174800988128	0.13549164325347052	0.11428571428571428	0.5714285714285714	True	9	4	1.0425963583333333	-1.6306194999999999	-0.8496205	-0.022257960833333337	-0.06654631666666667	0.6740328166666667
일반보행	120	down	25	2.3169880000000003	8.584050000000001	3.7048314433631804	19.889140841400007	-96.63991635755947	6.932298733016054	66.8422955181855	4.814352111807362	163.48221187574495	-66.06313516144161	2.6907861991291693	CCW	0.9951456942006384	87.92437569655056	33.665021875994505	1.2164962588578312	0.5786890854748451	2.2591490202199833	0.04254934122881655	0.041666666666666664	0.625	True	8	2	3.6749	-2.503309375	-1.2964064777777777	-1.028604625	-1.043548625	-0.9168044444444443
일반보행	121	down	28	2.549173	8.090309999999999	3.173699861416349	20.623599813629998	-88.2320188935424	5.498247398179624	89.21997380616212	5.4430844074293026	177.45199269970453	-12.279265748184109	0.24943952731874727	CW	-6.851402062937767	87.22714518669432	17.537764939208866	1.12061442853752	0.7872803664014439	2.3681058230079604	0.10113374782595995	0.07407407407407407	0.7037037037037037	True	5	2	3.651445555555556	-1.4610345555555557	-1.5002762	0.8089446666666666	1.0160083333333332	0.4696675
일반보행	122	down	25	2.291425	10.87131	4.74434467427721	24.910791516749995	-83.8435305368952	7.8016743650034766	84.05780229582628	6.104771905264636	167.9013328327215	-48.919051528525834	2.2350097821933574	CW	-1.441042407886561	-87.28358110577165	55.98045079692885	1.0730378601881285	0.9111488686226149	2.1553779961248867	0.15045473629010958	0.16666666666666666	0.75	True	5	2	4.1984525	-2.144995625	-2.5221622222222226	-1.034891625	-0.094352975	-0.40751
일반보행	123	down	29	2.882123	10.65193	3.6958623890459004	30.70017244739	-88.21331377877254	6.517118412621946	90.25736420250321	4.392634314447426	178.47067798127574	-85.05714940763008	2.1292784979821215	CW	-4.03297359584442	88.20726342734054	22.795015608941807	1.9895308605559903	0.6997339108132924	2.7499312182839657	0.09577563725708968	0.07142857142857142	0.75	True	8	2	4.792056666666666	-1.8459318	-1.9719542999999997	0.4208125888888889	1.03274	0.09796500899999999
일반보행	124	down	25	3.091421	11.52887	3.729310888510717	35.64059082427	-96.31192003278274	8.190922517168685	85.68378794406054	5.567048829133888	-178.00429202315672	-100.53224892583846	2.6343937909021884	CCW	14.822198191687647	-87.82253253503441	29.249174306707197	1.8931640804973475	0.45674250725545823	2.00396475399005	0.15047427252269993	0.08333333333333333	0.7083333333333334	True	4	2	4.737220625	-2.623942	-1.9108054222222224	-0.946082125	-0.5934385	-0.09512851111111112
일반보행	125	down	27	2.622114	11.39131	4.344322937772987	29.86931342934	-87.6452231041665	6.717592529949698	91.52747924097159	3.2232053484320544	179.17270234513808	-86.8822728404627	3.4950330309124404	CW	-2.8980370133023894	87.37955085606443	31.260708843414037	1.5699588596048077	0.8609377707652084	2.4733225448068272	0.052508272210541065	0.038461538461538464	0.6923076923076923	True	6	2	3.9758499999999994	-1.8404774444444445	-2.061083	0.5034958333333334	1.0264920000000002	0.15884555555555555
일반보행	126	down	26	2.082142	9.83164	4.721887361802467	20.470870572880003	-91.7288951015474	4.601884907380036	116.12155026002353	2.5825292685290133	-152.1495546384291	-119.21992139284352	2.6136106912360835	CW	-1.464398496299788	88.34446056659165	37.61094905776816	1.6607898552669018	1.0398915943846612	2.4599329112929693	0.1792279009162123	0.12	0.68	True	5	2	3.98957125	-0.7902703333333334	-2.0255441111111114	-0.18376681250000002	-0.6259473233333334	-1.0177123333333333
일반보행	127	down	28	3.278933	8.9617	2.7331147044684614	29.3848138661	-42.866091313630896	3.1218181751053344	113.75091517593286	4.075351727070438	156.61700648956375	68.07122298394872	1.7317512789918765	CW	-15.265660332085092	89.83603162394219	10.472498559597222	1.8190973274539886	1.1817946690108214	3.2781203281100426	0.7241536062874838	0.3333333333333333	0.7407407407407407	True	4	2	2.2537013333333333	-0.6166982222222223	-2.1457204	0.4948904444444444	1.399498588888889	0.022855535000000003
일반보행	128	down	26	2.099253	11.41506	5.437677113984033	23.96309895018	-82.108109028828	7.096067524385672	101.84688887040919	5.8772981638303845	-176.04500210076282	-100.31069499489861	1.2977058140969395	CW	-0.7636014406503857	-85.54695847920839	58.411904876098845	1.416278254446564	0.7698890194786914	2.268445247813694	0.10780099176627665	0.08	0.76	True	7	2	4.7405025	-1.7154525555555555	-2.025243	-0.9438705000000001	-0.06044055555555556	-0.7090607777777778
일반보행	129	down	27	3.5382300000000004	11.462299999999999	3.2395576310077185	40.556253729	-69.92216590944616	7.546715541478955	121.85403112983924	3.5074454766261156	-168.22380296071458	-79.79489117200717	4.174920010508584	CW	-10.95006276750651	-89.04931408856508	11.224405566100204	1.9200699976846254	0.7299391628372907	2.70641586248329	0.5850955771586778	0.23076923076923078	0.6923076923076923	True	4	4	4.051685555555555	-2.0484036666666667	-2.102972577777778	0.25223140000000005	1.2370453111111113	-0.47063650000000007
일반보행	130	down	25	1.807096	8.87017	4.90852173602923	16.02924872632	-106.48413911333985	1.7778402187114564	-157.00895746466537	1.4150360776252313	-50.52481835132552	-128.6772237800807	2.8916665004085447	CW	-0.02468732476402996	88.07410469069663	23.558054603661628	2.0762027962551013	0.6916418558998009	2.861887557603185	0.2087513194082399	0.08333333333333333	0.6666666666666666	True	5	5	2.7680589875	0.38449025000000003	-1.0722622444444445	-0.7203145	-0.6302676375	-1.4007192222222222
일반보행	131	down	32	3.24281	4.52333	1.394879748923039	14.668299757299998	6.4269241743604395	2.3238343029184008	90.12657670171662	1.759930294648058	83.69965252735618	41.22633089011961	3.0651573530776934	CW	-1.8979940965600912	68.16651761577009	6.548572369402629	1.9280500144489332	0.9145667477199054	4.299585153494454	0.24789379891648333	0.16129032258064516	0.6774193548387096	True	7	7	1.08941637	0.8906811418181818	-0.4662131818181818	-0.0429853	0.7789777272727272	-0.06516972727272728
일반보행	132	ground	28	2.600783	6.43283	2.473420503566264	16.730394905889998	-109.79974964847337	6.185396744276717	65.5832477401845	3.1447465039539337	175.38299738865788	-105.0566695796278	3.0613383956017493	CW	-2.538918027857908	71.22754732056383	37.96907726195137	2.489906898059827	0.44324942304725423	3.9014747941570342	0.8345635119369516	0.2962962962962963	0.48148148148148145	True	4	5	0.7466143333333334	-1.3478682222222222	0.5485840590000001	-0.4597505888888889	-0.7858374222222222	-0.25469166
일반보행	133	ground	27	3.14173	6.18013	1.967110476722344	19.4162998249	-95.70605646229704	1.673896044780858	125.67341880909026	2.0798834798613117	-138.62052472861268	179.00317617998576	1.3795497795588967	CW	-0.5598746581542147	68.18612877265849	12.36766440391865	1.8884279356268516	0.4561670657671507	2.3352586100142028	0.3119742575355426	0.11538461538461539	0.6153846153846154	True	1	2	1.293554888888889	-1.5165148888888889	-0.6940366777777778	0.8096432222222222	-0.09276922222222224	-0.6870405555555555
일반보행	134	ground	26	3.266408	5.7345	1.755598197850483	18.731216676	-25.09246342468889	2.547689657106053	179.98026039249456	2.6152241552067768	-154.92727618281654	-105.92273170080867	1.122595120634755	CW	-10.097434833781406	69.52251292524129	5.158959898269253	2.380890006599671	0.34301176423687646	3.196343545632667	0.1912050679574102	0.2	0.32	True	4	4	1.87569125	-0.871548	-0.9677977777777778	1.209005825	1.0231546666666667	-0.03806104111111111
일반보행	135	ground	26	4.381616	5.46707	1.2477291480477226	23.95460138512	-83.89554459223427	2.5574716883121136	83.08241201500017	1.710297250857818	166.97795660723443	-60.50984024473071	0.9709144262317869	CW	-9.311211025370843	71.69103020614939	6.6508182789428965	2.906211266551369	0.28993572278241997	2.7969282346736013	0.47405194142242996	0.28	0.4	True	6	2	2.701645	-1.099661888888889	-0.8688693333333333	0.8035643	0.24689001111111109	0.13016056666666667
일반보행	136	ground	30	2.275639	3.64454	1.60154576292569	8.29365736106	-117.17385941552197	0.4277893203529045	35.44646764858331	0.6529048765670235	152.62032706410528	-0.3277404200924882	0.33653150565883133	CW	-7.044548784646883	76.68486841341205	4.371417545822025	1.1832309392741847	0.6246884042003403	4.730356835958642	0.25049663080857404	0.27586206896551724	0.6896551724137931	True	7	4	1.0339255	-0.5259522999999999	-0.635525	0.6063245	0.7206239	0.42144770000000004
일반보행	137	ground	36	1.79923	5.71655	3.177220253565569	10.285388256500001	-125.53021681278192	1.9023673984341194	82.2833559407388	1.970046274587785	-152.1864272464793	154.33897726809982	0.9330232856498332	CW	-5.008877468272536	87.99625798266051	9.407551507854834	1.6204431637522918	0.9751788596404847	4.110920228743753	0.31428126889313207	0.17142857142857143	0.6	True	14	8	0.4705861666666667	-0.8115675583333334	-1.0696074166666667	0.02337552499999999	-0.17872405	-0.34364064166666664
일반보행	138	down	26	1.993034	6.8939	3.458997687215071	13.7397770926	-80.38321017371028	2.6837138953742814	81.29437409962486	2.4821568554859703	161.67758427333513	-13.145005410427132	0.846201480996695	CW	-2.806658873388431	81.93684830475779	20.805097300403922	1.1265477125972	1.1712603487256066	2.368581017748453	0.2081014140971439	0.12	0.68	True	5	2	2.17082125	-0.9105925555555555	-1.4575930000000001	0.850603	0.4001461777777778	0.32009227777777777
일반보행	139	down	30	1.8507609999999999	8.1645	4.41142859374526	15.1105381845	-136.91172796049804	1.9473981490558112	74.66618024376791	1.204493155474949	-148.42209179573405	-171.30939684762777	1.1164887634454725	CCW	0.6503241594345639	-89.59385288667313	21.56170161791233	0.9490533293773951	1.458552638233323	3.016892697432007	0.38928094526323914	0.3103448275862069	0.7241379310344828	True	7	2	2.0152431	0.07447770000000002	-2.1756073000000002	-0.1610619298	-0.8274755	-0.3268939
일반보행	140	down	27	1.993273	8.27291	4.150414918503177	16.49016813443	-90.74609183996758	6.8860538127766615	83.73338850384931	7.706971209328929	174.47948034381687	45.89521180800828	1.0799114442494813	CCW	1.0800915064153513	85.6455956842572	49.254412156704085	0.9062631929934415	0.8152858948094612	2.9168162343702946	0.1786369233759421	0.2692307692307692	0.6923076923076923	True	9	2	3.547831111111111	-2.254281888888889	-1.228671111111111	0.7542562222222222	0.005261555555555557	0.424521
일반보행	141	down	27	4.16023	11.77448	2.830247365450889	48.984544930400006	-110.73800941068932	7.241298559581699	85.11339697368896	2.426302022505236	-164.14859361562173	-118.42930436409291	4.951809494497239	CCW	7.0008409141878145	-86.45363266165327	10.543336748656028	1.6328165399810122	0.7145219266256082	2.4018706708372553	0.4693700259950307	0.23076923076923078	0.6923076923076923	True	5	2	4.047335555555556	-1.9989205555555556	-2.0547675555555553	-0.9062855555555556	-1.2324054444444446	-0.5624942222222222
일반보행	142	down	27	1.8481519999999998	9.757370000000002	5.2795278714740315	18.03310288024	-75.44377089897544	4.126132859051075	108.40451999338644	4.233572546974954	-176.1517091076381	175.5457153493351	0.3005267055704035	CW	-3.7064561202257518	-89.04384371490617	50.564298563187556	0.8957269614697029	0.8964828877880306	2.2012426855114673	0.16151653348294148	0.11538461538461539	0.6538461538461539	True	8	2	3.4987755555555555	-1.657413	-1.4790919333333334	0.4008181111111111	0.7886971111111111	0.3946157888888889
일반보행	143	down	28	3.0914349999999997	9.930900000000001	3.212391655262883	30.7007318415	-97.58059937789393	6.892236311563976	39.608579261590414	1.1222664024718016	137.18917863948434	-90.41791895234356	6.116673713003333	CCW	2.3654770086969283	-83.08423004098336	10.598089150193248	1.3986723133241477	0.8543124956562947	2.555794078347489	0.028415647615463117	0.037037037037037035	0.6666666666666666	True	2	3	3.0623946666666666	-0.7650017777777777	-1.7025413999999999	-1.0222424444444445	-1.148128111111111	0.2876733
일반보행	144	down	27	2.61665	9.399640000000002	3.5922419874296367	24.595568006000004	-69.34136333167325	3.8961911015400665	84.03877137213706	7.361327106344072	153.3801347038103	59.803637941858256	4.252955385130203	CW	-6.366755533611662	87.73432139475297	37.30173207885213	1.4579559118877368	1.32915191743351	2.9463870033038866	0.46768737011997336	0.2692307692307692	0.6923076923076923	True	5	2	3.0402435555555556	-2.0646596666666666	-0.9800506666666666	0.36340122222222226	0.3516146777777778	0.6098621111111111
일반보행	145	down	28	2.54157	8.00933	3.1513316559640963	20.3562728481	-104.2959353813253	6.877204668591738	75.25909928565889	3.087914504214623	179.55503466698417	-103.9333479497797	3.789459163550261	CCW	6.994003279451157	88.75816768307882	15.617278580493416	1.1080604781845766	0.675782977882369	1.867323290787622	1.0	0.0	0.6296296296296297	True	4	2	3.0077744444444448	-1.5460975555555556	-1.3680941	-0.41415722222222223	-0.8460702222222223	-0.16953246
일반보행	146	down	26	2.483215	9.22488	3.714893795456739	22.9073603892	-89.34735471324673	5.082979756098188	104.62271806987727	5.283414292386695	-166.029927216876	178.66968603856023	1.2762599954382337	CW	-3.2006725503274045	-87.1988568434537	44.48319820921009	1.0147548490474612	0.8394250559562421	2.3845289952106197	0.13755945418076748	0.12	0.72	True	8	2	3.3190049999999998	-1.4702043333333334	-2.11011	0.507105	0.7587971111111111	0.6776729222222222
일반보행	147	down	27	3.24282	10.92022	3.367507291996624	35.4123078204	-90.99892861727383	8.33683702142869	82.95772493828237	5.48769941556578	173.95665355555622	-79.65413361940676	2.937021302200752	CCW	6.55726413007973	-89.67436478650731	15.754866182816812	1.5366615944566757	0.6677729569426594	2.203658125434134	0.07553884789968658	0.038461538461538464	0.5769230769230769	True	5	2	4.512314444444445	-2.468054333333333	-1.4418045555555556	-0.38667466666666667	-0.5370906333333333	0.5508796844444445
일반보행	148	down	27	2.669137	8.6981	3.258768656963367	23.2164205397	-91.38798100792073	7.850603422407795	102.29650455537465	4.805494930535251	-166.31551443670463	-111.05143146685278	3.378539243190909	CCW	1.0994364679959472	84.75656039622308	26.23414485908876	1.2896300932663023	0.4409648523291401	2.4586192377271385	0.058980913867213776	0.038461538461538464	0.5769230769230769	True	6	2	3.6710925555555556	-2.846085111111111	-0.8203277666666666	1.2018983	0.5627906666666667	0.5936399444444445
일반보행	149	down	26	3.2846	8.97971	2.7338823592723975	29.494755466000004	-68.43776838789833	5.175091351399026	96.78579618380978	1.4124162152241102	165.2235645717081	-63.03566534514772	3.826380881361002	CCW	0.202106581263015	-73.5915836807494	39.88733462203344	1.9729949690024178	0.46728130946756763	2.8444961819794092	0.5157509920182469	0.2	0.6	True	5	1	4.32107125	-0.5867344444444444	-0.8074303333333334	-1.323864375	-0.22130437777777778	0.21656555555555557
일반보행	150	ground	25	2.47702	7.25609	2.9293627007737673	17.9734800518	-63.322692160699106	4.787480816488355	94.87419963096058	2.892821430092774	158.19689179165968	-36.244175470905674	2.360325952298962	CW	-3.898474788900442	-74.18700491779092	33.97856035994079	1.4220756208457315	0.7607913843561299	2.649801516212507	0.08362087474795209	0.041666666666666664	0.625	True	5	4	1.1861931250000002	-1.110827	-0.6497557777777777	0.012984350000000002	0.6333017625	0.6265853444444445
일반보행	151	ground	26	2.0569	6.6017	3.209538624527425	13.579036730000002	-105.24948662165922	4.031500417409796	57.338495943660256	2.6709473754173816	162.58798256531946	-76.9262897482511	1.6846154652747194	CCW	5.443616855769906	-86.01399521908036	9.839617823730194	1.794157046765482	0.4002252056119942	2.4683973154018117	0.36144759173186214	0.24	0.68	True	2	2	2.642165	-1.2971421111111112	-0.8119299444444444	-0.5428695	-0.8199323333333334	0.2281076222222222
일반보행	152	ground	28	1.852539	7.0426400000000005	3.8016149706961015	13.046765262960001	-155.14960294360813	1.669226742700416	44.1178661658522	1.1415189141311852	-160.73253089053966	172.367169401499	0.7013774890663372	CW	-2.5419282802129493	-84.65062670043817	10.888864188385785	1.5298439637840373	0.9128488590933562	3.33030109835739	0.30849328787378016	0.2962962962962963	0.7407407407407407	True	6	4	1.6480773333333334	-0.5215629111111111	-1.38674038	-0.25729219999999997	-0.6407872222222223	-0.36012553999999997
