dataset	step	gt	zFrac	aspect	rangeY	rangeZ	rmsZ	zPeakRatio	meanZ_offset	maxZ_offset	compactness	z_dominance	start_pY	start_pZ	n_samples
일반보행	30	ground	0.663749695863968	1.2233954338046096	3.7627	4.60327	1.37529835788817	0.5376275495301804	-0.6721904103448276	1.916648	2.978674464756355	0.857276351363708	1.07141	0.578132	29
일반보행	31	ground	0.6654699448649407	1.081557955182123	4.69102	5.07361	1.7516172773472063	0.5129401457927958	-1.192590048	1.9146200000000002	2.7049711650586286	0.5743343063605891	0.620442	1.31758	25
일반보행	32	ground	0.7341490822843905	1.4493984958648174	3.857	5.59033	1.4914429069618476	0.5997485206603052	-0.6463498474193549	3.020099	3.1822961050650784	0.6945295187125792	0.375639	0.643081	31
일반보행	33	ground	0.6279001384031143	1.209621591793807	4.0274	4.87163	1.3677945027826934	0.5353292392774862	-0.537836074074074	2.4972710000000005	2.6324497472726582	0.7040278580758242	0.267607	0.709849	27
일반보행	34	ground	0.567042910826088	1.2080547123050984	4.60004	5.5571	1.3794806642119224	0.5327623799355892	-0.5232053366666667	2.999952	3.131632785164377	0.9140127102878468	1.33117	0.318188	30
일반보행	35	ground	0.7653790650335623	1.4633805077438227	3.54497	5.18764	1.6551611715872612	0.5939452134507367	-1.4742241576923076	1.7577500000000001	2.6722452541489905	0.5816692878275526	-0.162334	1.60711	26
일반보행	36	ground	0.7262603996033126	1.4899236232379292	3.92006	5.84059	1.566230219627161	0.6263199106348477	-0.7762294137931034	2.983288	2.5986397653028748	0.9376748790450562	0.510527	0.744042	29
일반보행	37	ground	0.7227430065935746	1.2483639232810937	4.25408	5.310639999999999	1.6899746600386554	0.5091480078912844	-0.8786321923076923	2.005966	2.628574061490413	0.7073921485818991	0.145927	0.918794	26
일반보행	38	ground	0.6646976785779124	1.29657540719514	5.2707	6.83386	1.7288649684336552	0.5572869344987325	-0.3868528413793103	4.243327	2.8458651964034125	0.7859343550882464	1.30146	0.277223	29
일반보행	39	ground	0.628248272692262	1.0654666773074897	4.786709999999999	5.10008	1.5015993474970464	0.5207727002233181	-1.130186525925926	1.7189899999999998	2.6938936337336057	0.8288808513574617	-0.291064	1.30145	27
일반보행	40	ground	0.6284615720839969	1.5808109918898499	3.5734	5.6488700000000005	1.4591628825854348	0.6201339962977046	-0.5802567285714285	2.709294	3.0332477531537236	1.0437392744495881	1.16884	0.379426	28
일반보행	41	ground	0.5518712630350328	0.9456875200962177	5.519909999999999	5.22011	1.5077466026878703	0.45009012083627564	-1.0859812814814815	1.9481999999999997	2.6823392691700905	0.7864358158626177	0.0721869	1.26313	27
일반보행	42	ground	0.6296068759385068	1.0511490311717304	5.07732	5.33702	1.5211577324460144	0.506638842546676	-0.6745008666666666	2.95988	3.030432684437294	0.7700557203084814	1.33453	0.54104	30
일반보행	43	ground	0.7257348423071522	1.325109379667904	4.60322	6.0997699999999995	1.9662168190818199	0.5728792409593506	-2.388907846153846	1.4551699999999999	2.6416292117674574	0.7933403880752739	0.200483	2.46569	26
일반보행	44	ground	0.6848364127255955	1.2599097576202032	4.47463	5.63763	1.6774875487872698	0.548986208839644	-1.2630889483870968	2.47521	3.0483913059717995	0.642508520191727	0.861858	1.26668	31
일반보행	45	ground	0.6608265030787538	1.138228961116323	5.49892	6.25903	1.8232726960823276	0.5306309979347936	-1.999631216	1.7715999999999998	2.0392048523934303	0.7706188186632715	-0.5623	2.08007	25
일반보행	46	ground	0.7264587315223482	1.5780331895481983	3.91263	6.17426	1.7968563990864808	0.6192201539247911	-0.7806554862068965	3.22481	3.059143663969822	0.6290343500254125	1.51754	0.67006	29
일반보행	47	ground	0.6485252744075464	1.1891406683305312	5.21929	6.2064699999999995	1.7882178896341936	0.510969592802653	-1.1286467115384615	2.60388	2.1649832377623013	0.8253025914275247	-0.215648	1.22178	26
일반보행	48	ground	0.6753480363733068	1.364874874647349	4.23896	5.78565	1.8128613164436758	0.6092788537112909	-1.536109048275862	2.13055	3.330666330599439	0.5532475648053539	1.9193	1.46372	29
일반보행	49	ground	0.7234334894391697	1.463901084741075	4.953749999999999	7.2518	2.1138813623300496	0.5461141280008406	-0.5732131988461538	3.046293	2.529389637474116	0.9840806093097356	0.40103	0.673547	26
일반보행	50	ground	0.777845805758973	1.3995504830852337	3.1011100000000003	4.34016	1.4406005398845236	0.6106502128006773	-1.3957543774193548	1.3656699999999997	3.6778256817239305	0.515587699504795	0.867877	1.36586	31
일반보행	51	ground	0.6409073689420132	1.459876797418907	3.75805	5.48629	1.5397832851200068	0.6055613895706419	-1.3109480336	1.8329600000000001	2.132247938737969	1.0185197270396993	-0.300879	1.21173	25
일반보행	52	ground	0.7934329655824639	1.8804064471162405	3.34508	6.29011	1.9001471527183325	0.6631363169230019	-0.4230248620689655	3.146287	2.8296406752195393	0.9327038173805808	1.36658	0.366923	29
일반보행	53	ground	0.6722099226604978	1.3516373616230788	5.4496199999999995	7.3659099999999995	2.075079685089611	0.5578357850169553	-1.83319372	2.3800399999999997	2.3087438813752588	0.8645286659851973	-0.203682	1.97972	25
일반보행	54	ground	0.8013716384798165	1.5570066110536325	3.3018099999999997	5.1409400000000005	1.6296453237341935	0.5733896009427986	-0.9808569172413794	2.111303	2.8291364286437397	0.8457314391125209	1.07074	0.887387	29
일반보행	55	ground	0.700125187977567	1.5163072667910689	4.61696	7.00073	1.927622914343786	0.5675950530835167	-1.6726588192307692	2.32611	2.285458372554663	0.7871344361826761	-0.401657	1.77053	26
일반보행	56	ground	0.823975235741352	1.9356577436328355	3.27825	6.34557	1.9578886388137149	0.6439082879109663	-1.6524645642857143	2.14187	3.149445261174615	0.9884538147140479	0.400382	1.51522	28
일반보행	57	ground	0.6923758307187108	1.2860320861715866	5.6054900000000005	7.20884	2.2045760260561305	0.4955878556820804	-2.6335678799999998	1.1926400000000004	2.2697309515122646	0.9581186394984885	-0.657482	2.74374	25
일반보행	58	ground	0.7147673310381508	1.5029970346219617	3.58521	5.38856	1.6975868399167193	0.6343004196278736	-1.7207181306666666	1.50974	3.527816467280738	0.8616171633799724	1.67365	1.67722	30
일반보행	59	ground	0.6380755758833586	1.296151931068889	5.64413	7.31565	1.9578965701825755	0.5349152427676829	-2.717226	1.6848300000000003	2.4404858339812576	0.8553294023106222	-0.683222	2.76674	26
일반보행	60	ground	0.8019505003221813	1.991103889581171	3.39137	6.75257	1.910878411641648	0.6894079404346073	-1.481801857142857	2.7445899999999996	2.667358382760569	0.7752965912252078	1.1831	1.49298	28
일반보행	61	ground	0.6671033471105462	1.2510016207662844	5.32387	6.660170000000001	1.8060883040082065	0.5438432592489063	-1.253555252	3.3242400000000005	2.2811924552674196	0.7868996860230387	-0.117522	1.27464	25
일반보행	62	ground	0.8002007498915943	1.8088407878749386	2.76921	5.00906	1.5332406692308558	0.6331069818702237	-1.1758561379310346	1.8505299999999998	2.9741725809033626	0.7890348108904107	0.640963	1.16185	29
일반보행	63	ground	0.7575965198666245	1.606221393339185	5.02074	8.06442	2.020932351531856	0.589419285630395	-1.6023254038461539	3.74754	2.3644322722683726	0.8506454639430353	-0.321669	1.59821	26
일반보행	64	ground	0.8105002331336352	1.633454954858925	3.40673	5.5647400000000005	1.6824963409942484	0.5924022329071291	-0.7785618379310345	2.51369	2.9826261229697213	0.7665497367497356	1.16085	0.75047	29
일반보행	65	ground	0.732802557785845	1.7947558732279703	4.034571	7.241070000000001	1.635166489862587	0.6029562309505878	-1.1218269863333332	3.49169	2.374773138401872	0.5534922295612181	-0.878986	1.27325	30
일반보행	66	ground	0.8667599475516015	2.7279312093058623	2.465722	6.72632	1.7200891999987855	0.6695651778258495	-0.8653234192307693	3.7656730000000005	2.542919366757013	0.8679665346739839	-0.418041	0.660347	26
일반보행	67	ground	0.8724819182472778	2.980484673951281	2.485995	7.40947	2.039277966795009	0.6962008121845962	-0.9276232655172414	3.704941	2.082243450741379	0.8565765885516494	0.354241	0.959319	29
일반보행	68	ground	0.9064912958036176	2.2892274682477183	3.210926	7.3505400000000005	2.0400402649610947	0.5983551410201665	-0.9070946633333334	3.533676	3.5928151905880243	0.9895669131287178	0.279714	0.868704	30
일반보행	69	ground	0.7684890433556164	1.9380142710918857	2.806517	5.43907	1.5748728434799173	0.6413697096818181	-1.58172356	1.56874	3.2595384150077944	0.5350337182498875	-0.368707	2.13551	25
일반보행	70	up	0.778925437205346	1.27954400960488	3.39832	4.3483	1.4108977501100917	0.5370762543773642	-1.242375975	1.13536	3.871169134939936	0.5100377636224708	0.0689925	1.25109	32
일반보행	71	up	0.9070750909269436	2.7915422446764375	2.263154	6.317690000000001	1.7905108729554475	0.6873659727149384	-0.9242435	2.883896	2.801666427593893	0.8885947769716209	0.231861	0.981754	28
일반보행	72	up	0.8262450659947015	1.5485657307879337	2.511524	3.88926	1.1160456096883615	0.5672656156223954	-1.1594941533333334	1.0087399999999997	4.182615374376765	0.7517974508906744	0.0568919	1.15223	30
일반보행	73	up	0.8347731541001027	2.1265850655176948	2.824251	6.00601	1.6588173106203963	0.6440301511565679	-1.255278576923077	2.3859	3.419162105297715	0.7641337704067822	-0.382758	1.24444	26
일반보행	74	up	0.8853974513705906	2.259532363252798	2.347083	5.30331	1.5490876817743515	0.6666610193720885	-0.7736188482758621	2.030289	3.243284434192774	0.6667876139457584	0.786025	0.518451	29
일반보행	75	up	0.9304654004377015	3.230072502137417	1.7099739999999999	5.523339999999999	1.6529225666369274	0.7518234240961871	-0.5701276785714285	2.691181	3.011969420906247	0.7232965779761769	-0.129592	0.656809	28
일반보행	76	up	0.8916389992411902	2.652207873019457	1.979234	5.24934	1.4120934920521604	0.6682430897233381	-0.9235514193548388	1.7283110000000002	2.872185043825504	0.9450871709493754	0.0621663	0.812319	31
일반보행	77	up	0.9640959125966851	4.097355880383092	1.293173	5.29859	1.534896798480558	0.7972017884671471	-0.992377361	2.5132600000000003	2.688243336567344	0.5576013375765674	-0.118505	1.10174	30
일반보행	78	up	0.9255834162763468	2.914691234552437	2.2113319999999996	6.4453499999999995	1.8007651086994199	0.7219006986991836	-1.6122844466666666	2.4183399999999997	2.9575898750307594	0.7615462060448479	0.0751258	1.36865	30
일반보행	79	up	0.8781436333233112	2.023835471741754	2.1516669999999998	4.35462	1.4848750771989254	0.5795446831448596	-1.361847393939394	0.9094999999999998	3.377759647702392	0.5235663245675074	-0.370744	1.4814	33
일반보행	80	up	0.9268465118150727	2.7347567944868594	2.297122	6.28207	2.0769545260378144	0.6706570921927845	-1.6289694074074075	1.79743	2.2131167378140315	0.8772872418550708	0.519519	1.53589	27
일반보행	81	up	0.8054439037879605	2.1154896270164176	2.389825	5.05565	1.376681235714564	0.6075222196704205	-1.0754371342105262	1.697478	3.9877283344768593	1.0571355100361999	-0.146696	0.880822	38
일반보행	82	ground	0.7961376213109773	1.9014381596738186	2.254199	4.28622	1.287864862097508	0.6604458789860946	-1.6615693	1.0469600000000001	3.231763023368166	0.5140039509918567	0.847265	1.63731	30
일반보행	83	ground	0.799215624796014	1.8672168492226502	2.62458	4.90066	1.440580266977151	0.6459596856808342	-1.81046908	0.7539999999999998	3.1976560619711685	0.3588687981615775	-0.189111	1.93212	25
일반보행	84	ground	0.5684404087556053	1.172764494688453	4.5622799999999994	5.350479999999999	1.4598232181124384	0.46986611252107496	-0.9151230625	2.191748	3.9740832768678436	0.6143014410745444	1.11272	0.865652	32
일반보행	85	ground	0.627701653711077	1.4092887908282934	3.93485	5.5453399999999995	1.5501981418761008	0.46966964195716915	-1.4450377076923075	1.82248	2.854921614512188	0.35691738699777403	-0.395938	1.54453	26
일반보행	86	ground	0.8675184392745051	1.8078955038379498	2.77677	5.02011	1.4434571837460106	0.6191854741751679	-1.4726754857142859	1.3896	4.290671750913854	0.5950680115896312	0.133457	1.72455	28
일반보행	87	ground	0.7551618365222545	1.7056935680694654	3.74844	6.39369	1.4643226278880337	0.6963749067185564	-0.7543855277777778	3.4631290000000003	4.308468495075812	0.5808429118019395	-0.216146	0.937271	36
일반보행	88	up	0.8741378005848327	2.6182958792963986	2.2341860000000002	5.84976	1.4334105062534597	0.649426267799927	-0.9208234666666667	2.512907	2.909286642236309	0.6239339672012959	0.676372	0.798563	30
일반보행	89	up	0.8450734599036532	1.8766551242581235	3.16819	5.9456	1.5611319414540985	0.6915944863481053	-0.5085961818181818	3.171771	3.4620021040212405	0.783389046542162	0.717849	0.489959	33
일반보행	90	up	0.8444540197122538	1.996430193761156	2.702108	5.39457	1.4533998474602396	0.5853642893907516	-1.5779730689655171	1.3099200000000002	2.8384946780698335	0.7437611425473467	0.847619	1.51969	29
일반보행	91	up	0.9520748366676339	4.409928695665682	1.3248060000000002	5.8423	1.7561757052798581	0.7704889106167969	-1.2255384489655172	2.0656100000000004	2.6453174055992412	0.8540034145110479	-0.308648	1.12218	29
일반보행	92	up	0.9378098330679271	2.7939941611661188	2.131726	5.95603	2.112164982328534	0.7120190794054724	-1.4150900689655173	2.17915	2.632148615302691	0.5692542047631068	0.115091	1.39745	29
일반보행	93	up	0.9489395979975643	3.5735202341535333	1.89118	6.75817	2.1421782975722086	0.7344893621120723	-1.3120818666666665	2.4017500000000003	2.6581507536252538	0.9841804557288781	0.118215	1.23799	30
일반보행	94	up	0.9185011455294311	2.408518010094184	2.8166200000000003	6.78388	2.179603365668905	0.7024792066143297	-1.7309761906249999	2.22178	2.864011662456011	0.6310331605621059	0.0797236	1.73348	32
일반보행	95	up	0.9292785016036592	2.740123447744238	2.418329	6.626519999999999	2.128069055585172	0.7018856195836521	-1.0094699	2.8743	2.9450990357973965	0.5920839365165091	-0.579113	1.0103	30
일반보행	96	up	0.8943358653385853	2.223704979722001	2.852042	6.3421	2.02438540774432	0.6612498356734616	-0.8660567379310345	2.821025	2.651349730891219	0.6064288292378618	-0.382693	0.903835	29
일반보행	97	up	0.9017816025934198	2.552238676671079	2.4438310000000003	6.23724	1.697739077225668	0.6961938790160713	-0.9127084906249999	3.192762	3.3251981991355772	0.7803558771862861	-0.229434	0.840498	32
일반보행	98	up	0.9472869930593396	3.08049183318499	2.8570599999999997	8.80115	2.4279919950846334	0.7765131028327185	-1.0432618529411766	4.760502000000001	2.7741765712658886	0.4880359044695793	-0.8315	0.882178	34
일반보행	99	ground	0.8973653802122535	2.5403587204030824	2.442285	6.204280000000001	1.804853309803269	0.649749627192575	-1.2360917777777778	2.1575800000000003	2.5042741735300464	0.8227609472318111	-0.49588	1.29005	27
일반보행	100	ground	0.7120588160552569	1.5750093088989103	3.78653	5.96382	1.6383696753233075	0.5537232819047124	-0.628591909090909	2.490246	3.744648496268014	0.42114430784573936	-0.532352	0.593594	33
일반보행	101	ground	0.8489269383410638	2.522645328687556	2.962973	7.47453	1.9158068959435448	0.7294614759324695	0.423877232	5.778995	2.5085644316645146	0.6280813650982697	0.304042	-0.287485	25
일반보행	102	ground	0.699618974781767	1.805338403047199	3.67638	6.63711	1.6260005254446068	0.655897893290053	-1.0775672931034483	3.5875839999999997	3.2152557948703557	0.5904638322893551	-0.26583	0.985546	29
일반보행	103	ground	0.7794183213381739	1.7984872614655776	4.34444	7.813420000000001	2.143716363525887	0.6183280099832889	-1.8973658076923077	2.85075	2.3899391758145963	0.9326239459459122	0.281896	1.92712	26
일반보행	104	ground	0.7451428182177647	1.6505320503349108	4.11145	6.78608	1.800341860734455	0.599646118655786	-0.75838793	3.7393449999999997	3.1919425026535446	0.7021530229328831	-1.15191	0.693425	30
일반보행	105	ground	0.8086212778615648	1.6837302635067466	4.22576	7.1150400000000005	1.9253368273951539	0.6137734059995364	-1.6683675814814816	2.95245	2.7891881576653237	0.704984026218146	0.906366	1.85911	27
일반보행	106	ground	0.77731994183126	1.5730740711869848	3.059252	4.81243	1.5528582733825758	0.4905217896387315	-0.7310638214285714	1.7374699999999998	3.7206543856223075	0.8660636836961734	0.134447	0.53779	28
일반보행	107	ground	0.8593418410728277	2.6736540229722783	2.768047	7.4008	1.926408846575966	0.7235442060236097	-0.9150064285714284	3.59016	2.7409322162306213	0.3576092440884007	1.33228	1.24873	28
일반보행	108	ground	0.6988690126693575	1.4538495164582363	3.40809	4.95485	1.3131161534861517	0.5525109098452841	-0.45408637333333335	1.9882339999999998	3.0384056983047674	0.4199937310131061	1.06377	0.321796	30
일반보행	109	ground	0.5348261196462809	1.2016652430705617	5.23407	6.2896	1.3823003559956903	0.5243753344285271	-0.8477508781249999	3.171759	3.804496138347148	0.5059648246648166	-0.763873	0.962951	32
일반보행	110	ground	0.6498337888320995	1.4803385587082962	4.42109	6.54471	1.9765078598132786	0.5100533166917604	-2.5159170499999997	1.0851900000000003	3.2440321828993945	0.607835570799025	-1.13235	2.33865	24
일반보행	111	ground	0.8713311855783115	2.8805832973186134	2.4678959999999996	7.108979999999999	1.8246085575519744	0.7010911036010258	-1.0636946206896551	3.59713	2.917818609689091	0.7229974489979522	-0.659424	1.17125	29
일반보행	112	ground	0.6788591886139266	1.7144038921236158	3.27592	5.61625	1.3447875959163464	0.5797016046273189	-0.2808110974333333	2.450245	3.9245917337837395	0.4165970738297653	0.826575	0.204895	30
일반보행	113	ground	0.9642434095776046	4.986621813314921	1.4198490000000001	7.0802499999999995	1.765595940610296	0.8424120666196036	-1.3969087444444444	3.39456	2.5156949818073127	0.6568421051820534	0.303882	1.53164	27
일반보행	114	ground	0.80517072336175	2.0854711445792455	3.30673	6.89609	1.9599057121082109	0.6739973209159258	-0.9086827535714286	3.40244	2.6763132077440215	0.9214623952169368	0.52493	0.68838	28
일반보행	115	ground	0.8733184431553577	1.9863460752987285	3.13463	6.226459999999999	1.8551138069503486	0.7358792892772734	-0.7060781851851852	3.4338719999999996	2.488174724195539	0.5316787602576777	0.30531	0.951998	27
일반보행	116	ground	0.7766865842665479	1.7485676542708024	3.45238	6.03672	1.5613161004954657	0.5928469097704454	-0.19385627	3.4784221	3.2697341414391246	1.3511432459193875	0.297729	-0.0395721	30
일반보행	117	ground	0.8742211924204205	2.020094645778737	3.67262	7.41904	2.1702752481155216	0.6768312826559536	-1.4305783703703705	3.2102399999999998	2.4115093884989265	0.6975456230399639	-0.433727	1.54274	27
일반보행	118	ground	0.8661136228639109	2.4935726115060732	2.837078	7.07446	1.742885190319285	0.6638714657787026	-0.9508331	3.3840139999999996	4.2303447155271625	0.9649466811512402	0.0762019	0.932226	31
일반보행	119	ground	0.8810396729819958	2.1220610608141928	2.736745	5.8075399999999995	1.7080145908897493	0.613293744960626	-1.0684975472222222	2.482227	3.9040174800988128	1.4906957513162968	-0.800035	0.589283	36
일반보행	120	down	0.9699163770470803	3.7048314433631804	2.3169880000000003	8.584050000000001	2.9712097435709515	0.7120306315200553	-3.931417332	0.4802200000000001	2.2591490202199833	0.7343333957346654	-0.521834	3.83962	25
일반보행	121	down	0.9439682619518364	3.173699861416349	2.549173	8.090309999999999	2.809091168617129	0.6741513088325357	-2.7604722500000003	1.8351499999999996	2.3681058230079604	0.8926390687402086	0.575753	2.92872	28
일반보행	122	down	0.9802828901687994	4.74434467427721	2.291425	10.87131	3.819161566990011	0.7765829852988905	-5.0329722	0.8704999999999998	2.1553779961248867	1.157668602534194	-0.803465	4.7821	25
일반보행	123	down	0.9570779602710144	3.6958623890459004	2.882123	10.65193	3.582187807860466	0.7530838886756246	-3.8819324482758617	2.4125700000000005	2.7499312182839657	0.8328315126889135	0.77587	4.05261	29
일반보행	124	down	0.9655930869960102	3.729310888510717	3.091421	11.52887	3.755642392453579	0.7552339382495713	-4.877670792	2.4479499999999996	2.00396475399005	0.7192197734469753	0.721011	4.86603	25
일반보행	125	down	0.9670418525664236	4.344322937772987	2.622114	11.39131	3.4548576304026706	0.7776978682331666	-5.061746814814814	1.4340900000000003	2.4733225448068272	1.0044843107242694	0.595003	5.08651	27
일반보행	126	down	0.9733091789402414	4.721887361802467	2.082142	9.83164	3.256613915846955	0.7934605230641341	-2.329554615384615	3.1016	2.4599329112929693	0.8963931497957859	-0.0862516	2.58241	26
일반보행	127	down	0.9128282671879635	2.7331147044684614	3.278933	8.9617	2.882326480756722	0.6598063737247468	-0.6018621428571429	3.8122670000000003	3.2781203281100426	1.330460062966725	-0.810403	0.361713	28
일반보행	128	down	0.9773430056479833	5.437677113984033	2.099253	11.41506	3.6617298059337022	0.8195325159259177	-3.8292200000000003	2.5207299999999995	2.268445247813694	0.8124675181966814	-0.454817	3.99298	26
일반보행	129	down	0.9179661814478364	3.2395576310077185	3.5382300000000004	11.462299999999999	3.4980380515728675	0.7414921346040173	-4.99057022962963	1.5626299999999995	2.70641586248329	0.8931434012564157	-0.98606	4.95734	27
일반보행	130	down	0.9582427191526149	4.90852173602923	1.807096	8.87017	2.4638933659985285	0.7819301314200137	-1.292588652	4.1714199999999995	2.861887557603185	0.5505544660078745	0.109566	1.91539	25
일반보행	131	down	0.7658545818333227	1.394879748923039	3.24281	4.52333	1.421657031372238	0.6253372422913821	0.393369976875	2.9016565	4.299585153494454	0.6293714381234816	-1.44861	0.0929835	32
일반보행	132	ground	0.8760917050671329	2.473420503566264	2.600783	6.43283	1.8529262897843701	0.6585299957340383	-2.916497300357143	0.34704999999999986	3.9014747941570342	0.5546644796040546	0.907143	2.91916	28
일반보행	133	ground	0.8077705152389245	1.967110476722344	3.14173	6.18013	1.6402891584287589	0.684038220313931	-0.49435755925925917	3.5868979999999997	2.3352586100142028	0.9363148358128884	0.376651	0.188692	27
일반보행	134	ground	0.7549903041349627	1.755598197850483	3.266408	5.7345	1.6875236191861251	0.5455871692638744	-1.3292008461538463	1.6960299999999997	3.196343545632667	0.5569564240373308	-0.0713304	1.26964	26
