dataset	step	gt	start_pY	start_pZ	rangeY	rangeZ	aspect	zFrac	area	path_len	meanZ_offset	maxZ_offset	angle_deg	quadrant	n_samples
살살걸음	129	ground	-1.41738	1.45506	2.88897	4.80635	1.6636892512939727	0.6299738321690789	2.797364537852249	25.18942383080344	-1.694070885	1.1855799999999999	-67.50904630226805	2	40
살살걸음	130	ground	0.73059	0.0905574	3.9006100000000004	3.77328	0.9673561398457831	0.4685193947272122	3.9961680215567688	26.199227974006703	0.03930444844444446	2.2254226000000004	177.48573051806136	1	45
살살걸음	131	down	-2.16228	2.31598	3.471599	4.400180000000001	1.267478972231824	0.6026229934444526	5.422035117707489	21.39416857581116	-2.4293391358064516	0.0	-50.545809609874055	2	31
살살걸음	132	down	0.730182	0.493607	3.61476	4.91027	1.3583940957645608	0.6967893390178383	2.1334534990127	22.48395912144635	-0.49394535135135137	2.512483	-149.8592695391605	1	37
살살걸음	133	down	-1.9723	2.4502	3.78907	5.5668299999999995	1.4691807041884406	0.7835634144043249	4.46810288394413	22.028362022560774	-2.360771459375	1.0293299999999999	-53.07949626973188	2	32
살살걸음	134	down	-0.813678	0.715571	4.024290000000001	5.18824	1.2892308235164902	0.6657128172361075	1.1551478067049998	28.428022488120646	-0.6781715294117646	2.7491390000000004	-41.885660991899215	2	34
살살걸음	135	down	-1.76612	3.03731	3.2863059999999997	5.96644	1.8155455348511265	0.8234963943486707	5.57949572000759	24.048888857184554	-2.964717661764706	0.4626199999999998	-62.64112819887196	2	34
살살걸음	136	down	0.414355	0.509047	2.4922500000000003	5.335	2.140635112594999	0.8779279800189353	3.936556797031699	22.775914009362978	-0.5575573235294118	2.047573	-126.30236915496384	1	34
살살걸음	137	down	-0.184386	2.55662	2.459998	7.068989999999999	2.873574338851357	0.9343472542174561	8.171248549877951	24.53598775221182	-2.5806471875000003	1.2106599999999998	-89.61753043137416	2	32
살살걸음	138	down	-0.495748	2.84212	3.8083099999999996	7.6863399999999995	2.018306803199634	0.8680787148525624	0.5736831516575	23.04113190760825	-2.638134612903226	1.86844	-81.74592473504823	2	31
살살걸음	139	down	-0.928648	1.68369	2.256782	6.47072	2.86723180740018	0.9048951295354217	0.8204477765311257	19.279601156907304	-1.454654532142857	1.6586700000000003	-65.15190179330223	2	28
살살걸음	140	down	0.102701	0.648643	4.07597	6.31524	1.5493829568463564	0.697976101707193	2.865761053821899	28.331333584704847	-0.7109483999999999	3.1941170000000003	-75.50888199464308	1	35
살살걸음	141	ground	-0.123905	3.84276	3.212824	6.85168	2.132602927330309	0.8150398022952091	5.353440313282951	19.584111544404088	-3.07967284	0.8067599999999997	-96.05984113633988	2	25
살살걸음	142	ground	-0.853732	1.34795	2.123629	5.32674	2.5083183040360133	0.8692061742747016	4.155848778792599	16.03137409249871	-1.27120445	1.4742600000000001	-53.5340069459421	2	28
살살걸음	143	ground	0.720408	0.50399	3.47697	5.6357099999999996	1.6208677035270065	0.6795156236394675	11.097857589244649	26.417977643549218	-0.6094609463636365	2.04507	-129.10655039754732	1	33
살살걸음	144	ground	0.486834	0.269683	3.36634	5.77112	1.7143598940214313	0.7875530963311747	7.424148037760079	21.023655565410834	-0.15950869666666667	3.1340269999999997	-163.39860923629377	1	30
살살걸음	145	ground	0.55454	0.721755	5.75971	7.11975	1.2361297294256604	0.6538209919596439	3.2697575992435013	36.44293297265644	-0.7921318214285714	2.851015	-131.95970523082704	1	28
살살걸음	146	ground	0.768283	0.7072	6.2571699999999995	6.8987	1.1025270046159839	0.5287826796521372	8.903635278856608	28.772411423394775	-0.7484718855882353	3.62425	-135.43469658055753	1	34
살살걸음	147	ground	1.09332	1.41495	5.09852	10.20969	2.0024807194086285	0.775132488275564	10.453939278952484	27.749851787916118	-1.3892355033333332	4.78881	-134.50683487622496	1	30
살살걸음	148	ground	-0.298546	0.814155	4.61699	5.09149	1.1027723467513797	0.46421680900970536	9.03021412032806	21.887888535683327	-0.7595889962962963	2.377205	-87.42885495200072	2	27
살살걸음	149	ground	1.30322	0.670033	2.7773000000000003	5.96119	2.1463968075480473	0.8499951750947236	5.83234622467721	20.519450114163234	-0.854462408	2.606897	-148.09519122015055	1	30
살살걸음	150	ground	0.807271	0.627349	5.59992	8.3125	1.4843959405855904	0.7012161395534481	14.261495698920301	24.987172654307365	-0.5052678214285715	4.836451	-155.3099830622422	1	28
살살걸음	151	ground	1.22332	1.17716	2.70979	7.137930000000001	2.6341256576614214	0.893592752381999	1.6869005661887972	22.60885554779518	-1.184313748275862	2.9135300000000006	-134.1345795450472	1	29
살살걸음	152	ground	0.340386	0.493072	4.204213	7.388590000000001	1.7574248123430445	0.7652170005139011	10.9327444872515	23.16200694097437	-0.4140143103448276	4.4677180000000005	-148.77205970384537	1	29
살살걸음	153	ground	0.542607	0.834565	1.760497	6.3855699999999995	3.6271384574137544	0.9452443142478639	0.004180373559405648	22.319609431876202	-0.8913956129032258	2.652515	-120.3533541458792	1	31
살살걸음	154	ground	0.48376	1.26067	2.95683	7.34314	2.4834493415416707	0.8358415960295366	9.507061343973998	18.77263993371865	-1.173983925925926	3.83749	-111.96913873183348	1	27
살살걸음	155	ground	0.924823	0.718734	1.1547049999999999	4.1061060000000005	3.5559752872159676	0.923759648819366	2.102229931278	7.103852418000614	1.6447894	4.1061060000000005	109.91390904415543	1	10
거칠게걸음	1	ground	0.261695	1.92507	1.4633340000000001	2.6205201999999996	1.7907862519518767	0.7981332193783525	0.6164026791583801	8.863264783510353	-0.7520112142857143	0.6403899999999998	-115.14220824790601	1	28
거칠게걸음	2	ground	-0.707624	1.22247	2.173819	2.59605	1.1942341132200458	0.551696691749938	0.48764815575999976	14.477588570731172	-0.2493377499999999	1.03978	-68.57835694866456	2	32
거칠게걸음	3	ground	-1.55918	1.45775	7.10904	5.64401	0.7939200238119318	0.44744949662048517	14.41056981807345	37.502135379315064	-0.7338709305555556	2.69705	-25.350712590941033	2	54
거칠게걸음	4	ground	-1.65508	1.92093	2.9140699999999997	6.325240000000001	2.1705854112682914	0.7271171984620761	1.1008513970907008	25.516664362019583	-1.6649189366666666	1.8644200000000002	-53.05897514266516	2	30
거칠게걸음	5	ground	0.848008	1.3119	4.3907	4.29294	0.9777345348726775	0.48184872648206734	7.689356192379849	19.087603527551444	-0.8384297206896552	1.3253	-121.4700665226029	1	29
거칠게걸음	6	ground	-0.730417	1.45947	3.42807	7.079929999999999	2.06528102831009	0.8035307149249924	7.745221632259998	24.700777587260287	-1.1796489032258064	2.7411999999999996	-55.10111047728982	2	31
거칠게걸음	7	ground	1.57322	2.41598	5.32344	9.31229	1.7492989966452153	0.7821681031895513	5.81952265245095	22.800403187275975	-1.918017196296296	2.71759	-125.62467344286969	1	27
거칠게걸음	8	ground	-1.30215	2.8673	5.9875	9.56434	1.597384284361706	0.8103202358875936	4.3262609136654975	32.01583325599931	-2.71139478125	3.06891	-59.39655584927737	2	32
거칠게걸음	9	ground	4.49465	5.93621	12.56267	16.56381	1.3184942915403899	0.6433108573549564	4.888639673903501	39.94846723827444	-5.3634255159999995	6.2758899999999995	-129.16285982841893	1	25
거칠게걸음	10	ground	-1.16939	3.64742	6.3591	10.14463	1.5952931082553965	0.7850511700163508	24.05939253988565	34.328543357379864	-3.277456533333333	3.07978	-66.74600090566709	2	30
거칠게걸음	11	ground	1.78359	6.7272	7.60896	16.38862	2.153857800033408	0.835019600922924	9.339230907863048	38.65479161196411	-6.168235565	4.5983	-102.656586711359	1	26
거칠게걸음	12	ground	-2.50094	1.20787	6.16885	8.07559	1.3090914337208015	0.6561531166473029	32.6103518717285	36.80740012100085	-1.0636855757575758	3.8497900000000005	-23.26209474644721	2	33
거칠게걸음	13	ground	2.10493	3.76187	10.67118	10.940719999999999	1.025258591340546	0.563468503281163	6.228737746047502	34.97610040491578	-3.278225636	4.609629999999999	-122.37614060195402	1	25
거칠게걸음	14	ground	-1.0902	1.67812	8.27199	9.11391	1.1017794869457669	0.6135142771609127	9.630166405737027	33.9071299458458	-1.4176074250000001	4.44678	-44.361681274404134	2	32
거칠게걸음	15	ground	2.04844	0.91094	7.61475	5.668990000000001	0.7444747700876891	0.4112842805990253	10.981866719562596	46.556137851042706	-0.8246183245283019	2.49358	-157.0738579482875	1	53
거칠게걸음	16	ground	1.04901	2.27204	6.0447	6.84163	1.1318392754248723	0.6129014563047581	5.3307148179665	21.559947507183722	-1.77484624	1.9101700000000004	-119.55647045479228	1	25
거칠게걸음	17	ground	-0.844984	2.95476	3.73686	5.54812	1.4847006618656673	0.7866046025157044	5.780012149823677	22.908807298564742	-3.10744752	0.0	-74.08268801351714	2	30
거칠게걸음	18	ground	0.814066	2.3062	7.244719999999999	8.64956	1.1939120913006864	0.6244192194826578	11.724658169957397	28.387998059949048	-2.0112339615384616	3.4835	-114.9547447078478	1	26
거칠게걸음	19	ground	-1.45864	2.78462	4.887169999999999	6.71369	1.3737374853468398	0.7920080395708231	11.135954485471801	22.493095131916043	-2.781231603333333	1.0100700000000002	-60.558168726362844	2	30
거칠게걸음	20	ground	0.583903	1.86879	7.032760000000001	8.90158	1.2657304862201344	0.6176636042649557	9.719135709872827	29.081846804936255	-1.7706726614	2.941	-100.34945341092242	1	25
거칠게걸음	21	ground	-0.978126	2.62799	7.177160000000001	5.96666	0.8313398570827657	0.5313134587648003	15.187950222210848	33.76919668148189	-2.4773058636363636	0.5638299999999998	-71.19386043483844	2	33
거칠게걸음	22	ground	-0.459661	0.919915	8.84907	12.322550000000001	1.3925247068308078	0.6246646166585281	3.07521133518702	38.12151729855462	-0.7410635640000001	7.564955000000001	-74.44884215094636	2	25
거칠게걸음	23	ground	-1.42305	1.03025	7.50747	11.385269999999998	1.5165253385594162	0.6062578217842833	4.0839952453752515	50.20533752848056	-0.9655553818181819	5.434799999999999	-33.04169527523171	2	33
거칠게걸음	24	ground	2.33512	3.37221	8.2093	10.521560000000001	1.2816633231014432	0.6319798072207335	19.096939853497503	29.652489219635626	-2.8624905	3.55089	-126.32905278839671	1	24
거칠게걸음	25	ground	0.304853	2.30868	5.59061	4.956099999999999	0.8865041763771436	0.5670021703664286	14.222788305373076	29.933777629948032	-2.5423799906249998	0.0	-98.4840938089543	1	32
거칠게걸음	26	ground	0.602973	2.05095	7.60942	10.79365	1.4184587762984857	0.6857324142141487	11.31237018694915	34.8748402647081	-1.63127392	5.294130000000001	-111.85575855126983	1	25
거칠게걸음	27	ground	-1.11099	0.308942	6.90364	11.114180000000001	1.6099012101005832	0.7362959074957298	7.415887460777354	51.969410139688065	-0.5193196360000001	4.461308	-19.60077437781574	2	25
거칠게걸음	28	ground	-0.141983	-0.974251	6.66547	10.04562	1.507113300770493	0.7024148824298898	12.76898405850925	47.91629234026917	1.0438481	6.973110999999999	101.26298132460147	3	30
거칠게걸음	29	ground	-2.29464	0.926363	4.61603	10.343900000000001	2.2408645002600722	0.8113651546406966	10.5572309899598	31.73697153257592	-0.8975813214285714	4.499657	-21.798520267336034	2	28
거칠게걸음	30	ground	0.976731	0.926345	7.643890000000001	12.171570000000001	1.5923264735198344	0.6931632845493638	13.074888430463004	43.22854760687687	-0.8037401034482758	7.367885000000001	-148.27707320328724	1	29
거칠게걸음	31	ground	-2.10156	2.15111	5.57056	8.811160000000001	1.5817365611829761	0.7251258544726367	8.453539617206	32.38468699047522	-2.1396407272727274	1.9858000000000002	-45.28094793580075	2	33
거칠게걸음	32	ground	0.329032	0.723147	7.985200000000001	11.526720000000001	1.4435103136414473	0.7091779081644163	1.5944710608140027	33.27357076501911	-0.38780255999999996	6.352943	-138.99405393083458	1	25
거칠게걸음	33	ground	-1.28749	2.04477	4.572010000000001	8.190159999999999	1.7913692683591527	0.7223638357090721	1.1988197122209743	25.942525641664744	-2.22955219	1.4837599999999997	-59.78076624115964	2	30
거칠게걸음	34	ground	-1.21482	0.403124	6.276960000000001	8.66909	1.3810966803840266	0.6645637563020812	9.774358728428505	26.196101798493125	-0.36624303999999996	5.335026	-17.341931550761103	2	25
거칠게걸음	35	ground	-1.91623	0.437783	3.47766	8.62518	2.480166985798788	0.8663925183166359	6.136354933443101	24.136824996983535	-0.4084677333333333	4.681697000000001	-12.005901565354726	2	30
거칠게걸음	36	ground	0.355422	1.70262	6.114269999999999	10.81318	1.7685150036692845	0.8054008482941278	3.006785345408999	30.673913454299502	-1.4843412142857144	4.756169999999999	-105.67934378322131	1	28
거칠게걸음	37	ground	-2.2329	1.76238	3.9465899999999996	6.9752600000000005	1.7674139529533213	0.7932132449339379	2.524502429259975	24.389419614678644	-1.8150609806451614	1.8533600000000001	-40.2981807224534	2	31
거칠게걸음	38	ground	-0.309054	0.231113	6.54556	11.524370000000001	1.7606390040517537	0.7463876127359066	4.6641532606680025	31.542157447493405	-0.363722844	7.508047	-69.88837858235063	2	25
거칠게걸음	39	ground	-2.28246	0.601617	6.80358	11.77203	1.7302696917990688	0.8071829466595971	4.930321681172347	32.45605684684505	-0.4655357714285714	7.611083	-9.717861913577654	2	28
거칠게걸음	40	ground	0.283899	1.56652	6.457179999999999	9.28594	1.4380795582468575	0.6631966461693101	1.5142799494479984	30.27180389946018	-1.322756551724138	3.92811	-108.09840838192348	1	29
거칠게걸음	41	ground	-1.62552	1.51557	4.02037	7.26679	1.8074923931149638	0.7909887242701744	8.4087172259415	23.879963610204797	-1.8330036785714288	2.58636	-46.94129630473895	2	28
거칠게걸음	42	ground	0.737626	3.8427	5.25107	10.40345	1.9812053579165085	0.799716509736558	7.6785153766365	26.836067560372857	-3.532007885185185	2.6135099999999998	-103.71402761903093	1	27
거칠게걸음	43	ground	-1.76452	1.79615	4.6442	10.4988	2.2606256705943606	0.8323923890401386	8.3745549671941	32.39157088115328	-1.7877214468749998	5.60771	-44.107330234068165	2	32
거칠게걸음	44	ground	1.43666	1.20692	8.74486	15.08903	1.725473966938983	0.7174273034848986	15.674585995415507	37.9292754044262	-1.283123936	9.33678	-139.31735733488853	1	25
거칠게걸음	45	ground	-1.19985	3.21999	4.60025	10.74378	2.33547691202067	0.8747397752410165	10.183289856258	30.265253333976716	-2.991695448275862	4.02659	-63.277153994619496	2	29
거칠게걸음	46	ground	-0.116615	2.91526	4.21817	11.144029999999999	2.641910439382377	0.8557124822561877	11.295946299167605	27.52982499391362	-2.614018946153846	4.40802	-87.40803399560606	2	26
거칠게걸음	47	ground	-0.203389	4.01269	2.9944699999999997	9.63771	3.2185016986305763	0.9204300417255583	1.6420755194064	29.52604250997153	-3.85919778	1.66486	-86.72140351237843	2	30
거칠게걸음	48	ground	1.70296	4.74714	6.9341	10.35581	1.493461084573184	0.7555967295855855	6.337650335646449	32.63212285731259	-4.615486380769231	1.48773	-110.49262672631605	1	26
거칠게걸음	49	ground	-1.9466	2.03452	5.209339999999999	6.1983	1.1898433986179826	0.6772363650111111	0.2578731662950004	36.08339071589186	-2.1033285625	1.3657399999999997	-47.62351596961356	2	32
거칠게걸음	50	ground	-1.50141	-1.03581	7.00156	7.48678	1.0693015457552966	0.6157982280499191	13.948914229054598	29.789016380172313	1.0792053076923076	5.8323	39.67629657998798	3	26
거칠게걸음	51	ground	-1.82476	0.727745	5.770429999999999	5.36878	0.9303949739629502	0.5397330794110958	0.11135404293279999	31.691222187061012	-0.6140479514285714	2.8956749999999998	-17.806262831015747	2	35
거칠게걸음	52	ground	3.74774	2.97157	8.79737	8.28346	0.9415835708190549	0.49663105772659677	0.4757055975964968	25.68499861957711	-3.171584860869565	1.9404400000000006	-143.06247122062607	1	23
거칠게걸음	53	ground	-3.40255	-1.91088	10.66842	12.96774	1.215525709006047	0.7054865177982884	11.526402609474998	56.577828789627254	1.93372578125	11.21921	27.644250028519448	3	32
거칠게걸음	54	ground	7.26587	8.64739	12.07309	15.783819999999999	1.3073553408982006	0.7096055160431738	15.552363450918007	35.48483802109748	-8.459415416666666	3.09131	-130.37503257683076	1	24
거칠게걸음	55	ground	-2.33092	2.45949	13.151319999999998	20.55605	1.5630407013865757	0.6501390490822603	110.94775653824358	77.89340655409137	-2.435366605714286	12.00701	-43.42777104646085	2	35
거칠게걸음	56	ground	5.71202	14.4665	8.266960000000001	18.04514	2.1828021203922456	0.8370958978091652	4.682531866031504	33.24643972948213	-13.325621260869566	0.5551999999999992	-113.44247109661347	1	23
거칠게걸음	57	ground	-0.624497	-0.619913	9.452639999999999	10.18309	1.0772745944757662	0.4828794005127306	24.866042748318392	83.29021360144979	0.5939531222222223	7.399013	50.27995948615732	3	54
거칠게걸음	58	ground	-1.26288	0.679091	5.91279	8.36431	1.414612828358046	0.4991645318595813	0.22059559274890106	36.91937028435774	-0.9088136470588235	3.3348089999999995	-32.839205360740934	2	34
거칠게걸음	59	ground	0.0212642	0.761001	4.42395	11.520439999999999	2.604106600638208	0.8386271788478837	25.387230346272602	37.26927945966817	-0.6699326666666667	7.356138999999999	-71.21440934407926	1	24
거칠게걸음	60	ground	-1.05165	-0.439429	5.39016	8.423580000000001	1.5627696463983174	0.6527149546679432	25.742013722919506	42.86928326301186	0.29469861764705885	4.965999	8.869283991894834	3	34
거칠게걸음	61	ground	0.488737	4.52657	5.3018	11.96919	2.257570587805917	0.8301499925645708	20.446907584352758	36.16308095238675	-4.048784448275862	3.996579999999999	-91.6063649264456	1	29
거칠게걸음	62	ground	-0.532999	1.68379	3.40238	7.7978000000000005	2.291865608231412	0.7809933990095508	9.825381473135	24.93260386040403	-1.8784377933333332	2.95796	-87.59251168026695	2	30
거칠게걸음	63	ground	-1.7183	1.18348	4.55863	10.23084	2.2442790390360616	0.773330994643593	9.112410936316003	25.262784778005244	-0.9293185000000002	5.35734	-51.30367053721686	2	26
거칠게걸음	64	ground	0.578945	1.00928	2.069938	5.93269	2.8661182769154063	0.9197394757868761	2.6958713235233995	23.652554587099818	-1.1212521966666666	2.12713	-126.59759230914239	1	30
거칠게걸음	65	ground	-0.382184	1.21433	3.779907	6.688370000000001	1.7694531189648004	0.6824547355973561	0.06782388013354135	28.0805826723906	-0.7782328092857143	3.5749800000000005	-125.4008340930641	2	28
거칠게걸음	66	ground	0.894347	1.45791	2.74968	8.30893	3.0217796173447025	0.9229421457686051	7.722999780673202	30.721675512515095	-1.3502235312500002	3.04814	-113.40832158351398	1	32
거칠게걸음	67	up	-0.476251	2.44761	3.279618	7.81286	2.3822462304310346	0.874039250962523	7.401205084407198	25.06137020776772	-2.39556280625	2.4943999999999997	-93.66498042714213	2	32
거칠게걸음	68	up	0.431283	3.40697	1.8128160000000002	6.45979	3.563398842795494	0.963932091576638	2.41917399603875	21.171532598590733	-3.312045344827586	0.8212899999999999	-91.6952832358392	1	29
거칠게걸음	69	up	-0.718036	3.01366	3.81383	8.63907	2.2651947608585696	0.9031827400190856	4.649619287423002	23.951942844301367	-3.201648774193548	1.5534499999999998	-95.0497143282992	2	31
거칠게걸음	70	up	1.79154	4.17934	2.908809	13.87903	4.771377298620398	0.9510332523369912	8.87510656209595	31.208763565409956	-4.112460648620689	5.02585	-107.20653820797611	1	29
거칠게걸음	71	up	-0.655069	3.02685	3.10475	11.93083	3.842765490694745	0.9607751065580847	14.053123548001	28.661059292231915	-2.818860892857143	3.4995499999999997	-89.26240553622526	2	28
거칠게걸음	72	up	0.603695	4.43472	3.69559	11.69125	3.163567072222007	0.9451451383462506	4.495724056996201	30.791792016324226	-4.622085733333334	2.4216599999999993	-93.03020876976063	1	30
거칠게걸음	73	up	-1.33434	2.58475	1.825868	13.51671	7.402891445114627	0.9822021414969477	7.798238289461082	30.948837121576197	-2.04299328	7.23288	-69.42322745526305	2	30
거칠게걸음	74	up	-0.164291	2.3063	3.54881	8.71102	2.4546305790869107	0.9248852651202881	11.3018449196439	26.371609425207954	-2.469023251612903	2.72594	-74.40366020313297	2	31
거칠게걸음	75	up	-0.541802	0.0837523	2.059937	11.58319	5.623077005230254	0.9655151439272724	1.9149743901300476	27.30163759896258	0.15275188275862064	7.5342477	148.8976652791992	2	29
거칠게걸음	76	up	0.144577	1.825	2.234048	9.00665	4.031536461375735	0.9777953538965274	3.4696515682660194	24.090783821777006	-1.9704109096774194	2.87725	-82.06419261792126	1	31
거칠게걸음	77	up	-0.339727	0.703404	2.089912	8.61995	4.124549682211652	0.9557975420539448	1.7675940099252483	33.383062023454634	-0.80869022	4.761156	-120.65345569918456	2	35
거칠게걸음	78	ground	-1.04567	2.56046	3.91491	6.69174	1.7092955625300295	0.7552908758726138	4.3291076008657505	27.43485653721027	-2.268247025	1.5513700000000004	-70.36864817462308	2	28
거칠게걸음	79	ground	-1.58624	2.04258	5.41073	8.29084	1.5322957286178152	0.721519578232685	25.497324995535998	40.92591453821521	-2.050143710714286	2.20237	-63.51524552451969	2	28
거칠게걸음	80	ground	-1.13187	2.58076	5.50501	11.64102	2.1146224775935956	0.764106542634203	1.0901347479043388	39.92130050826235	-2.63472325	3.9658899999999995	-62.21436857156959	2	34
거칠게걸음	81	ground	0.417244	3.04847	5.78543	10.52993	1.8200770175981704	0.7764399945864365	10.622660490390876	29.158774233990705	-2.6824701925925925	4.0644	-74.88024159640693	1	27
거칠게걸음	82	ground	-0.614025	1.37193	3.1382570000000003	7.3045	2.327565165133013	0.8873122508366171	8.836542518625	33.32276383507465	-1.2207131	3.53615	-43.24551084859094	2	30
거칠게걸음	83	ground	0.866966	4.16705	3.132051	6.72813	2.1481539897805018	0.8405777471643391	1.8472960852167994	24.62118599242411	-3.75711505	0.15108999999999995	-94.16245465709099	1	24
거칠게걸음	84	ground	0.345406	1.46411	3.30675	7.68707	2.324659461810097	0.8733545302673598	6.3600468079008	28.655115977399245	-1.4513812575757576	3.34077	-118.64181853790642	1	33
거칠게걸음	85	up	-0.548024	0.385016	2.4062449999999997	8.50207	3.5333336658014187	0.9325404433267306	2.5229275973100904	22.004882623224574	-0.4233542366666667	4.130313999999999	-24.952212530754377	2	30
거칠게걸음	86	up	0.0588788	1.56098	3.67224	6.7758199999999995	1.84514578427723	0.8197709095312857	15.062279469791601	22.913656247338576	-1.301536448275862	3.0276199999999998	-114.26309615521639	1	29
거칠게걸음	87	up	0.240368	1.33096	2.81456	9.54487	3.39124645015688	0.9427249313674722	1.6654446310797981	26.223610870458906	-1.3926147777777778	4.51927	-92.77492940114823	1	27
거칠게걸음	88	up	-0.496061	2.09402	3.7935600000000003	7.28501	1.920361897436208	0.8924730066835657	10.716703487482919	23.763245667526657	-2.19325224	2.00886	-84.5531183802104	2	30
거칠게걸음	89	up	1.41023	4.10288	3.2353899999999998	11.2271	3.470090632013256	0.9551306124821166	6.035484249492301	26.5946884522682	-4.062552592592592	1.86287	-107.13095033987095	1	27
거칠게걸음	90	up	-1.52175	3.88243	2.7600320000000003	8.7457	3.1686939974993047	0.9473936110143948	3.1334331118803505	20.758747503846237	-3.797855620689655	0.6832400000000001	-78.15051720854092	2	29
거칠게걸음	91	up	-0.972719	1.63788	2.598319	10.6342	4.092721450783583	0.9540696840747906	7.847770401711842	25.68225257098581	-1.4224853571428573	5.39436	-45.45188417682244	2	28
거칠게걸음	92	up	-0.680715	2.748	1.8826770000000002	9.60111	5.099709031496624	0.9702476330229894	2.6308714551865005	24.186485954107916	-2.8834254642857142	1.99885	-83.1257693919347	2	28
거칠게걸음	93	up	-0.794764	1.70204	3.103088	7.47907	2.410201576558068	0.8892286722945696	11.635195141618501	19.044080986923614	-1.462770806451613	3.15442	-46.64567987064372	2	31
거칠게걸음	94	up	0.141895	1.18097	2.637266	7.23234	2.742361694890961	0.9445966696042812	5.428519884490969	25.358068814905838	-1.1501031096774195	2.8949499999999997	-113.1573328962179	1	31
거칠게걸음	95	up	0.320274	2.5999	3.025958	9.48647	3.1350292584929274	0.9450366632185161	6.247897668015848	27.510379421530477	-2.78443519	3.14396	-83.07866578325755	1	30
거칠게걸음	96	ground	-0.785422	2.60264	2.64987	8.75003	3.302058854940486	0.8750177474560146	0.9807723853679998	24.536824783026095	-2.2501528375	1.2527599999999999	-83.33059645837106	2	24
거칠게걸음	97	ground	-1.34904	-0.330842	3.58243	7.92207	2.21136708564659	0.8650722286234016	9.4135893042514	28.274311713985597	0.15576875	5.155831999999999	4.685183783860726	3	36
거칠게걸음	98	ground	0.866467	1.72877	5.706440000000001	10.10625	1.7710250574745272	0.756556432398467	26.167463560630548	35.30296092571959	-1.677492621875	3.9406100000000004	-119.70673889059407	1	32
거칠게걸음	99	ground	2.06665	0.544372	7.28154	7.87818	1.0819385621807254	0.6097246622362772	12.157302632859999	30.553451778207428	-0.18262619999999996	3.737038	-174.0106455439673	1	25
거칠게걸음	100	ground	-0.130486	2.50494	7.409929999999999	9.06552	1.2234283962968076	0.5846049342492452	28.214833045631924	37.25298098982506	-2.4944586650357143	2.8794600000000004	-92.13633812250278	2	28
거칠게걸음	101	ground	1.66165	1.32152	7.25597	8.31164	1.145489693936208	0.5925585066616269	9.64927890284405	37.4231903371474	-1.2417544586206897	3.8243699999999996	-150.91725143937418	1	29
거칠게걸음	102	ground	-0.181458	2.13954	7.52533	8.94145	1.1881802939963704	0.480252223086704	38.908012388029704	43.09484599909037	-2.018450193548387	2.50141	-114.47905250760803	2	31
거칠게걸음	103	ground	0.308414	0.482226	4.643398	10.876169999999998	2.3422863294754546	0.7653027947664887	25.986739194531992	33.61169671756569	-0.45991160000000003	4.990054	-164.02582743501813	1	25
거칠게걸음	104	ground	-0.974606	0.899809	3.82158	7.02358	1.8378728594265044	0.7180759662614118	5.579891184785849	27.77303206071544	-0.9153192454545453	2.357321	-36.41365493810971	2	33
거칠게걸음	105	ground	1.33304	2.98863	6.6648499999999995	6.6266300000000005	0.9942652881512282	0.5585373958057309	21.212957840632725	27.286490499170455	-2.90999046	0.2683399999999998	-95.62116709553717	1	25
거칠게걸음	106	ground	0.0447812	1.04083	5.280035	6.10848	1.1569012029463437	0.557669947311722	19.806494013815392	26.509616232598944	-0.9561177309090908	2.33896	-61.15658022830598	1	33
거칠게걸음	107	ground	-0.231355	0.672374	3.97627	5.24179	1.3182677941216783	0.7095272749411178	1.9802485803751497	21.058382759301125	-0.5954127777777778	2.049046	-99.63553508679117	2	27
거칠게걸음	108	ground	-0.693203	2.58285	2.5156	6.02785	2.3961868356706804	0.8904959144525659	6.770654613032109	18.947844819700443	-2.6359252413793106	0.5294699999999999	-72.8579372590264	2	29
거칠게걸음	109	ground	-0.155768	1.91356	3.746275	6.58831	1.758629102607496	0.8091889383461905	3.8819276045265	24.087105056349035	-1.7239565833333332	1.6037500000000002	-102.17839899661267	2	24
거칠게걸음	110	ground	-0.53372	2.25247	3.57172	6.88319	1.927135406152944	0.8193285143376653	13.249145566632917	26.241327719034096	-2.2417510303030306	1.40007	-64.9051281387607	2	33
거칠게걸음	111	ground	0.0909595	1.65474	5.30887	6.95894	1.3108135420883273	0.6956576311684154	9.782706085460296	27.30888437440243	-1.566680367857143	2.4533999999999994	-94.57638655408044	1	28
거칠게걸음	112	ground	0.0491659	0.0819534	2.367078	5.75988	2.4333281652196654	0.9117187867962346	7.713130883816445	22.91704267319675	-0.16514860999999997	3.4109366	-26.88407379872948	1	30
거칠게걸음	113	ground	0.663153	2.14252	1.9208129999999999	10.85894	5.653301152532208	0.9727490419545428	0.17184738665469923	24.927398384630365	-2.488066177777778	5.41972	-112.61421695674673	1	36
거칠게걸음	114	down	-0.607958	7.56224	2.585361	13.08975	5.063024056205669	0.9591057986446629	0.20466327820399943	31.350184136166533	-7.394244785714286	0.0	-80.37355659817483	2	28
거칠게걸음	115	down	-0.145713	4.45891	3.06902	12.55227	4.089991564085094	0.9545153235800917	4.312523779576006	35.13069251773587	-4.447311035714286	1.96026	-102.7746173976561	2	28
거칠게걸음	116	down	-1.24532	5.10722	3.96213	13.84689	3.4948087279294904	0.9610946497337176	13.390073139651001	35.21398362916919	-4.68506825	4.03589	-64.81792720171792	2	28
