time(s)	globalX	globalY	globalZ	quatX	quatY	quatZ	quatW	gyroAngle	pitch	floorLabel
4.906	-0.253163	1.662696	-3.452557	0.064641	-0.104602	-0.728853	0.673538	358.654	-13.860	ground
4.925	-0.678785	1.737089	-3.419451	0.064641	-0.104602	-0.728853	0.673538	358.654	-13.860	ground
4.943	-0.893593	1.553665	-3.367983	0.063513	-0.113510	-0.720374	0.681281	357.191	-14.482	ground
4.962	-0.889004	1.288527	-3.463429	0.064870	-0.116078	-0.714809	0.686561	356.268	-14.775	ground
4.981	-0.648521	0.875460	-4.139569	0.064870	-0.116078	-0.714809	0.686561	356.268	-14.775	ground
5.001	-0.211433	0.270124	-4.998935	0.067504	-0.117670	-0.708506	0.692543	355.247	-15.084	ground
5.021	0.324936	-0.421995	-5.127142	0.069013	-0.119607	-0.696687	0.703959	353.299	-15.297	ground
5.041	0.769870	-0.938126	-4.733159	0.066522	-0.119962	-0.692853	0.707912	352.628	-15.095	ground
5.060	0.954118	-1.009264	-4.424518	0.062332	-0.118147	-0.691000	0.710405	352.264	-14.587	ground
5.078	1.228649	-0.909949	-4.160642	0.062332	-0.118147	-0.691000	0.710405	352.264	-14.587	ground
5.097	1.519190	-1.092047	-3.977737	0.056336	-0.113008	-0.690901	0.711837	352.173	-13.672	ground
5.116	1.598873	-1.407357	-3.543445	0.047851	-0.104340	-0.692785	0.711949	352.388	-12.281	ground
5.136	1.176264	-1.354401	-2.492715	0.021093	-0.078773	-0.703834	0.705668	353.988	-8.086	ground
5.155	0.688402	-0.765281	-1.461489	0.021093	-0.078773	-0.703834	0.705668	353.988	-8.086	ground
5.174	-0.122012	0.120752	0.383900	0.003876	-0.064064	-0.712119	0.699119	355.292	-5.547	ground
5.194	-0.702140	0.702258	2.574135	-0.015251	-0.050206	-0.720493	0.691474	356.691	-2.938	ground
5.229	-0.553481	0.739188	3.375467	-0.034164	-0.039537	-0.727502	0.684113	357.960	-0.618	ground
5.232	-0.793832	-0.063378	3.654339	-0.074234	-0.025012	-0.738218	0.669998	0.277	3.586	ground
5.252	-1.742865	-0.710190	6.184335	-0.101081	-0.015232	-0.743253	0.661154	1.714	6.374	ground
5.270	-2.380221	-0.360902	10.595261	-0.129591	-0.005007	-0.747522	0.651454	3.282	9.286	ground
5.291	-1.560677	1.484398	15.367768	-0.151791	0.000931	-0.750150	0.643609	4.547	11.349	ground
5.309	0.418473	3.639216	17.841749	-0.156382	-0.000102	-0.750662	0.641912	4.815	11.573	ground
5.327	0.328268	3.262115	14.597002	-0.156382	-0.000102	-0.750662	0.641912	4.815	11.573	ground
5.347	-2.070451	1.688115	7.639225	-0.138343	-0.008143	-0.750051	0.646698	4.012	9.597	ground
5.366	-4.209478	0.622827	0.966740	-0.065183	-0.033872	-0.742930	0.665326	0.928	2.086	ground
5.386	-4.048691	-0.068247	-3.365261	-0.025785	-0.046009	-0.733408	0.677739	358.896	-1.865	ground
5.405	-3.177047	-1.345065	-5.656380	-0.025785	-0.046009	-0.733408	0.677739	358.896	-1.865	ground
5.425	-1.060148	-3.422075	-7.161303	0.009867	-0.056677	-0.720689	0.690867	356.715	-5.470	ground
5.444	1.787122	-4.439934	-7.563028	0.061931	-0.073311	-0.697724	0.709909	353.380	-10.966	ground
5.462	2.667541	-4.159809	-7.356169	0.061931	-0.073311	-0.697724	0.709909	353.380	-10.966	ground
5.482	2.789097	-2.980800	-6.939843	0.089829	-0.082143	-0.693369	0.710227	353.152	-13.976	ground
5.501	2.372615	-1.872926	-7.152245	0.097074	-0.083801	-0.697426	0.705089	353.977	-14.701	ground
5.521	2.380391	-1.132695	-7.864847	0.097074	-0.083801	-0.697426	0.705089	353.977	-14.701	ground
5.540	1.898738	-0.163889	-7.960634	0.097451	-0.069487	-0.713579	0.690275	356.675	-13.515	ground
5.559	1.188881	0.737332	-7.088601	0.097451	-0.069487	-0.713579	0.690275	356.675	-13.515	ground
5.579	0.410118	1.663120	-6.244590	0.078584	-0.033166	-0.732100	0.675836	359.366	-8.904	ground
5.598	0.306754	1.757638	-5.351396	0.061675	-0.014122	-0.739089	0.670629	0.248	-5.946	ground
5.616	0.581719	1.010835	-4.006533	0.061675	-0.014122	-0.739089	0.670629	0.248	-5.946	ground
5.636	0.755710	0.080044	-1.940541	0.039722	0.003122	-0.744362	0.666586	0.869	-2.769	ground
5.654	0.993269	-0.650729	1.188964	0.013854	0.016815	-0.748231	0.663080	1.368	0.389	ground
5.674	1.393466	-0.753732	4.634930	-0.014739	0.023886	-0.751324	0.659336	1.918	3.172	ground
5.693	1.871233	-0.379946	6.075403	-0.041030	0.023325	-0.753845	0.655355	2.547	5.103	ground
5.712	2.188605	-0.255603	7.659402	-0.062431	0.016624	-0.755825	0.651579	3.168	6.113	ground
5.748	1.565178	0.492112	10.746957	-0.092174	-0.003256	-0.759528	0.643903	4.368	6.532	ground
5.750	0.178667	0.511096	10.376427	-0.092174	-0.003256	-0.759528	0.643903	4.368	6.532	ground
5.770	-1.014164	0.650318	8.378446	-0.095522	-0.010376	-0.761403	0.641119	4.767	6.124	ground
5.789	-1.737972	0.137280	7.389937	-0.097123	-0.015290	-0.761850	0.640248	4.877	5.801	ground
5.808	-1.874962	-1.300128	7.957487	-0.097123	-0.015290	-0.761850	0.640248	4.877	5.801	ground
5.828	-0.956585	-0.685984	9.117967	-0.097072	-0.018493	-0.761640	0.640421	4.833	5.518	ground
5.846	-0.272903	0.904443	8.339416	-0.097072	-0.018493	-0.761640	0.640421	4.833	5.518	ground
5.866	-1.584125	1.584458	4.541979	-0.057607	-0.035149	-0.761591	0.644535	4.068	1.187	ground
5.885	-2.328246	1.314445	-0.285187	-0.023016	-0.045425	-0.757813	0.650482	3.083	-2.230	ground
5.904	-2.080126	0.999837	-4.110255	-0.023016	-0.045425	-0.757813	0.650482	3.083	-2.230	ground
5.924	-0.880436	1.141258	-6.613307	0.049391	-0.058214	-0.741372	0.666738	0.520	-8.753	ground
5.944	0.076897	1.147274	-7.891893	0.079945	-0.063056	-0.730403	0.675385	359.141	-11.543	ground
5.962	0.662723	0.363735	-9.118403	0.079945	-0.063056	-0.730403	0.675385	359.141	-11.543	ground
5.981	1.627198	-0.360197	-10.269626	0.103334	-0.069062	-0.719589	0.683187	357.836	-13.921	ground
6.001	2.509554	-1.246462	-10.189187	0.118064	-0.080503	-0.706927	0.692701	356.104	-16.104	ground
6.021	1.982483	-2.246065	-8.543565	0.109119	-0.080794	-0.707739	0.693304	355.993	-15.407	ground
6.040	0.578547	-2.437430	-6.434760	0.109119	-0.080794	-0.707739	0.693304	355.993	-15.407	ground
6.059	-0.930725	-1.791218	-4.746264	0.076395	-0.066113	-0.720277	0.686290	357.354	-11.543	ground
6.077	-1.553738	-0.783125	-3.696676	0.076395	-0.066113	-0.720277	0.686290	357.354	-11.543	ground
6.097	-1.696595	0.356093	-3.121601	0.058798	-0.053782	-0.728133	0.680788	358.378	-9.113	ground
6.116	-1.556100	1.355549	-2.506238	0.026038	-0.025721	-0.739451	0.672215	359.933	-4.189	ground
6.137	-1.097934	1.702887	-1.301066	0.026038	-0.025721	-0.739451	0.672215	359.933	-4.189	ground
6.154	-0.489794	1.612716	1.003228	0.008741	-0.014962	-0.741317	0.670931	0.171	-1.943	ground
6.172	0.051308	0.900749	2.301585	-0.007893	-0.010624	-0.740516	0.671909	0.029	-0.294	ground
6.200	0.934787	-0.228797	1.444236	-0.020509	-0.013022	-0.737515	0.674894	359.560	0.486	ground
6.211	2.097483	-1.430692	0.480644	-0.030006	-0.019063	-0.733512	0.678746	358.938	0.731	ground
6.230	2.851205	-1.814263	0.397121	-0.039764	-0.024391	-0.730190	0.681650	358.458	1.065	ground
6.250	3.197995	-1.421087	1.383274	-0.051462	-0.026025	-0.728859	0.682230	358.359	1.850	ground
6.269	3.791431	-1.247515	3.740876	-0.066012	-0.024232	-0.729346	0.680521	358.641	3.124	ground
6.289	3.513987	-1.353471	5.820201	-0.081805	-0.021619	-0.731729	0.676323	359.319	4.532	ground
6.307	1.096656	-2.772538	5.628149	-0.097069	-0.020514	-0.736151	0.669506	0.394	5.726	ground
6.326	-1.896037	-3.720293	7.075711	-0.114965	-0.021528	-0.742194	0.659900	1.887	6.879	ground
6.345	-3.972354	-2.221694	12.071516	-0.139723	-0.023140	-0.749820	0.646307	3.984	8.390	ground
6.365	-2.995219	2.290477	16.592537	-0.164550	-0.024751	-0.758052	0.630609	6.385	9.788	ground
6.384	-2.149302	5.980570	16.428946	-0.166110	-0.035929	-0.770531	0.614328	8.674	8.553	ground
6.403	-3.211240	5.742792	11.107037	-0.166110	-0.035929	-0.770531	0.614328	8.674	8.553	ground
6.422	-5.942974	3.245681	3.342702	-0.132163	-0.046178	-0.772295	0.619646	7.697	5.305	ground
6.441	-6.675876	0.102222	-2.557184	-0.085287	-0.057629	-0.768714	0.631255	5.799	1.093	ground
6.461	-5.275064	-3.195669	-6.369070	-0.036172	-0.068160	-0.759585	0.645815	3.493	-3.258	ground
6.480	-2.184235	-5.364628	-8.351044	0.045216	-0.086881	-0.735464	0.670447	359.489	-10.861	ground
6.499	-0.682528	-5.771722	-8.086162	0.045216	-0.086881	-0.735464	0.670447	359.489	-10.861	ground
6.520	1.326504	-4.732766	-7.555205	0.097127	-0.110590	-0.724252	0.673643	358.544	-16.921	ground
6.539	1.778284	-3.852058	-7.643566	0.097127	-0.110590	-0.724252	0.673643	358.544	-16.921	ground
6.557	2.098419	-2.595094	-8.085551	0.115911	-0.120817	-0.725732	0.667293	359.348	-19.272	ground
6.577	2.400694	-0.859106	-8.402448	0.141790	-0.121326	-0.737945	0.648547	2.450	-21.283	ground
6.596	2.457362	0.704111	-8.173602	0.141790	-0.121326	-0.737945	0.648547	2.450	-21.283	ground
6.615	2.566936	1.772801	-7.230149	0.148010	-0.110475	-0.745167	0.640792	3.973	-20.752	ground
6.635	3.011622	2.018453	-5.816217	0.148655	-0.096018	-0.751153	0.635965	5.023	-19.471	ground
6.654	3.408687	1.265129	-4.524234	0.143405	-0.082114	-0.755613	0.633830	5.555	-17.811	ground
6.673	3.113978	-0.020561	-3.750978	0.115860	-0.062940	-0.762853	0.632985	5.810	-14.046	ground
6.692	2.885127	-0.553236	-3.199320	0.115860	-0.062940	-0.762853	0.632985	5.810	-14.046	ground
6.712	2.343947	-0.373079	-2.635609	0.095249	-0.055901	-0.767045	0.632016	5.958	-11.897	ground
6.731	2.315883	-0.144763	-0.685258	0.070917	-0.048789	-0.771133	0.630828	6.132	-9.481	ground
6.750	2.358215	0.217202	2.713681	0.015757	-0.040644	-0.777168	0.627782	6.547	-4.759	ground
6.770	1.478365	0.103519	6.957481	-0.007478	-0.044056	-0.778457	0.626105	6.739	-3.395	ground
6.790	0.036089	-0.260683	9.135334	-0.021305	-0.050551	-0.779628	0.623836	6.995	-2.994	ground
6.807	-0.481682	0.601294	9.511089	-0.021305	-0.050551	-0.779628	0.623836	6.995	-2.994	ground
6.827	-0.763676	1.314026	9.117346	-0.026503	-0.054982	-0.780805	0.621786	7.241	-3.033	ground
6.846	-1.082162	1.330839	8.346774	-0.026112	-0.054453	-0.781279	0.621254	7.325	-3.018	ground
6.865	-1.360797	0.653120	7.027734	-0.021879	-0.048792	-0.780903	0.622359	7.230	-2.807	ground
6.884	-2.025394	0.152201	7.029957	-0.017620	-0.040798	-0.779937	0.624278	7.028	-2.387	ground
6.903	-2.668215	0.816878	7.694309	-0.009903	-0.036177	-0.779475	0.625309	6.920	-2.523	ground
6.923	-3.036157	1.857244	5.635586	0.004049	-0.044678	-0.778400	0.626164	6.736	-4.280	ground
6.942	-2.827783	2.467860	1.049501	0.004049	-0.044678	-0.778400	0.626164	6.736	-4.280	ground
6.961	-2.126129	2.370983	-3.319341	0.049651	-0.069625	-0.768902	0.633623	5.431	-9.787	ground
6.981	-0.854276	2.198274	-5.927471	0.071998	-0.079198	-0.760584	0.640357	4.332	-12.280	ground
7.000	0.082395	1.698126	-7.137295	0.071998	-0.079198	-0.760584	0.640357	4.332	-12.280	ground
7.019	0.993156	0.627863	-7.463642	0.089884	-0.086027	-0.750950	0.648532	3.015	-14.228	ground
7.039	1.544613	-0.430601	-7.962543	0.102429	-0.090939	-0.741541	0.656776	1.674	-15.630	ground
7.058	1.849544	-1.312367	-8.071032	0.107244	-0.093665	-0.729739	0.668736	359.733	-16.268	ground
7.077	1.687596	-1.704354	-6.990373	0.107244	-0.093665	-0.729739	0.668736	359.733	-16.268	ground
7.096	0.791407	-1.311189	-5.289196	0.088071	-0.077742	-0.731477	0.671670	359.522	-13.417	ground
7.115	0.202355	-0.444425	-4.265246	0.088071	-0.077742	-0.731477	0.671670	359.522	-13.417	ground
7.133	-0.268643	0.349473	-3.879309	0.075524	-0.064185	-0.735272	0.670486	359.893	-11.283	ground
7.153	-0.717293	0.852269	-3.524241	0.046104	-0.035712	-0.742889	0.666869	0.714	-6.578	ground
7.172	-0.842579	0.944863	-2.717543	0.027788	-0.023801	-0.745249	0.665781	0.938	-4.156	ground
7.191	-0.616234	0.870646	-1.393240	0.027788	-0.023801	-0.745249	0.665781	0.938	-4.156	ground
7.211	-0.472498	0.592949	0.294651	0.007512	-0.015028	-0.746019	0.665712	0.975	-1.858	ground
7.230	-0.321991	0.109882	1.875761	-0.012929	-0.009935	-0.745060	0.666798	0.819	0.140	ground
7.259	0.102535	-0.911220	3.827280	-0.031373	-0.007711	-0.742536	0.669026	0.483	1.749	ground
7.269	0.356758	-1.903611	5.129629	-0.046023	-0.008122	-0.739535	0.671494	0.106	2.854	ground
7.289	0.430562	-1.823465	4.775086	-0.055372	-0.013421	-0.738075	0.672309	359.968	3.132	ground
7.307	0.405853	-0.997153	3.315961	-0.052867	-0.015836	-0.739671	0.670702	0.206	2.722	ground
7.326	0.552238	-0.238582	3.021517	-0.052867	-0.015836	-0.739671	0.670702	0.206	2.722	ground
7.345	0.624469	0.222399	4.165745	-0.050259	-0.018015	-0.741544	0.668776	0.493	2.321	ground
7.364	1.023583	0.188772	4.544253	-0.047303	-0.020201	-0.743183	0.667109	0.739	1.896	ground
7.383	1.020724	-0.769983	4.326051	-0.043989	-0.021805	-0.744391	0.665937	0.910	1.497	ground
7.402	0.449079	-1.779410	5.555941	-0.043267	-0.021967	-0.745700	0.664513	1.128	1.418	ground
7.422	-0.284822	-2.052681	8.234834	-0.047078	-0.021436	-0.747936	0.661752	1.554	1.733	ground
7.441	-1.663109	-1.113732	10.081636	-0.052321	-0.022172	-0.751683	0.657072	2.265	2.030	ground
7.460	-2.875955	1.131936	8.820507	-0.052046	-0.026053	-0.757018	0.650796	3.193	1.622	ground
7.479	-3.609958	2.397872	4.377074	-0.041095	-0.035089	-0.761953	0.645374	3.941	-0.025	ground
7.499	-3.925910	2.370776	-0.181266	-0.020740	-0.048895	-0.764403	0.642548	4.240	-2.757	ground
7.519	-3.342676	1.362926	-3.705991	0.004750	-0.064322	-0.763460	0.642626	4.067	-5.988	ground
7.537	-2.079689	0.172444	-6.269659	0.031505	-0.078170	-0.759499	0.645026	3.543	-9.171	ground
7.556	-0.733841	-1.127750	-7.373473	0.055421	-0.088732	-0.753851	0.648664	2.857	-11.869	ground
7.576	0.567056	-2.216251	-6.885340	0.084858	-0.100080	-0.745256	0.653740	1.922	-15.077	ground
7.595	0.872311	-2.676642	-5.512509	0.084858	-0.100080	-0.745256	0.653740	1.922	-15.077	ground
7.614	0.794430	-2.326400	-4.697300	0.092545	-0.101628	-0.745393	0.652301	2.137	-15.798	ground
7.633	0.542663	-1.323016	-4.899975	0.099386	-0.100584	-0.748370	0.648034	2.847	-16.222	ground
7.653	0.795636	-0.130059	-5.730972	0.113214	-0.091126	-0.758436	0.635337	5.047	-16.385	ground
7.673	1.249812	0.940115	-6.038527	0.113214	-0.091126	-0.758436	0.635337	5.047	-16.385	ground
7.691	1.420971	1.863834	-5.998514	0.117442	-0.082838	-0.763922	0.629102	6.155	-15.922	ground
7.711	1.721652	2.100975	-5.567003	0.117858	-0.073827	-0.768605	0.624424	6.991	-15.110	ground
7.730	1.849038	1.591008	-4.176689	0.112952	-0.065314	-0.772219	0.621815	7.463	-13.966	ground
7.749	1.834621	0.890346	-2.952395	0.103250	-0.057564	-0.774900	0.620931	7.634	-12.558	ground
7.769	1.888932	-0.134122	-2.028806	0.090440	-0.050124	-0.776716	0.621306	7.597	-10.967	ground
7.788	2.118350	-0.889499	-0.821427	0.075210	-0.042570	-0.778098	0.622169	7.479	-9.197	ground
7.807	1.455372	-0.548104	1.809557	0.057833	-0.034903	-0.779914	0.622231	7.476	-7.262	ground
7.826	0.861486	0.373776	4.685524	0.038746	-0.029422	-0.782053	0.621310	7.605	-5.403	ground
7.852	1.284401	0.927071	5.247903	0.022485	-0.028995	-0.783011	0.620925	7.641	-4.205	ground
7.864	1.872053	-0.063366	4.955087	0.004711	-0.038484	-0.780271	0.624239	7.072	-3.781	ground
7.884	1.659183	-1.191026	3.957619	0.004711	-0.038484	-0.780271	0.624239	7.072	-3.781	ground
7.903	0.681257	-1.165134	3.668537	0.000845	-0.038873	-0.779308	0.625434	6.890	-3.534	ground
7.922	-0.544748	-0.483740	5.201420	-0.004154	-0.034220	-0.779621	0.625303	6.940	-2.761	ground
7.942	-0.857212	0.479716	6.383318	-0.018126	-0.026489	-0.781234	0.623413	7.259	-1.077	ground
7.961	-0.952839	0.329928	6.230677	-0.018126	-0.026489	-0.781234	0.623413	7.259	-1.077	ground
7.980	-0.967395	-0.053728	6.399691	-0.024689	-0.026546	-0.781075	0.623384	7.262	-0.612	ground
7.999	-0.907669	0.717006	7.709586	-0.030262	-0.027266	-0.781034	0.623159	7.290	-0.279	ground
8.019	-1.036198	2.196806	6.986482	-0.030338	-0.028794	-0.781195	0.622884	7.320	-0.412	ground
8.037	-1.243425	2.919434	2.944898	-0.020025	-0.033487	-0.780073	0.624471	7.058	-1.561	ground
8.057	-1.296234	2.668820	-1.387410	-0.001144	-0.042355	-0.776394	0.628822	6.360	-3.688	ground
8.076	-0.563117	1.695152	-4.025045	0.020273	-0.053292	-0.769805	0.635727	5.256	-6.190	ground
8.095	0.364302	0.738821	-5.057521	0.055548	-0.072539	-0.753237	0.651373	2.709	-10.465	ground
8.114	0.480934	0.047023	-5.721715	0.055548	-0.072539	-0.753237	0.651373	2.709	-10.465	ground
8.133	0.323869	-0.304834	-5.706018	0.071992	-0.082515	-0.741574	0.661874	0.956	-12.573	ground
8.152	-0.168630	-0.271349	-5.064500	0.071992	-0.082515	-0.741574	0.661874	0.956	-12.573	ground
8.172	-0.543896	0.071653	-4.163622	0.073291	-0.083117	-0.738489	0.665097	0.442	-12.724	ground
8.191	-0.910061	0.526860	-3.397400	0.072440	-0.081122	-0.736578	0.667551	0.090	-12.487	ground
8.211	-1.021167	0.862709	-3.039205	0.071277	-0.070909	-0.733103	0.672645	359.450	-11.529	ground
8.229	-0.863432	0.872433	-3.012497	0.071277	-0.070909	-0.733103	0.672645	359.450	-11.529	ground
8.249	-0.718625	0.965325	-3.190673	0.070347	-0.059794	-0.728325	0.678984	358.601	-10.523	ground
8.270	-0.375747	0.923475	-3.058500	0.070347	-0.059794	-0.728325	0.678984	358.601	-10.523	ground
8.287	-0.044353	0.439958	-2.463536	0.067507	-0.056106	-0.725323	0.682789	358.040	-9.996	ground
8.307	0.409114	-0.381663	-1.624321	0.062812	-0.053613	-0.721834	0.687122	357.375	-9.423	ground
8.326	1.082258	-1.250658	-0.705828	0.057382	-0.051124	-0.718191	0.691589	356.686	-8.789	ground
8.345	1.126716	-1.613929	0.190444	0.051897	-0.047691	-0.715377	0.695175	356.145	-8.070	ground
8.365	0.886870	-1.366197	0.417789	0.047082	-0.043524	-0.713965	0.697240	355.853	-7.343	ground
8.383	0.903388	-0.931278	0.347451	0.043038	-0.039546	-0.713597	0.698114	355.749	-6.692	ground
8.414	1.046074	-0.921340	0.223586	0.039176	-0.036541	-0.713606	0.698496	355.712	-6.136	ground
8.423	1.212471	-1.233913	0.604316	0.034661	-0.035184	-0.713708	0.698700	355.690	-5.662	ground
8.441	1.462265	-1.287582	1.877055	0.028321	-0.036132	-0.714227	0.698407	355.728	-5.231	ground
8.460	1.407267	-1.045960	3.322564	0.020864	-0.039166	-0.715490	0.697213	355.893	-4.884	ground
8.479	0.629133	-1.140920	4.061755	0.006015	-0.044514	-0.720578	0.691917	356.686	-4.156	ground
8.499	-0.173602	-1.403002	4.994395	0.006015	-0.044514	-0.720578	0.691917	356.686	-4.156	ground
8.520	-1.573436	-1.620362	6.910070	-0.002790	-0.040729	-0.724710	0.687844	357.366	-3.164	ground
8.537	-3.149756	-1.516695	8.736701	-0.011484	-0.033162	-0.729707	0.682858	358.212	-1.875	ground
8.557	-3.231660	0.033220	10.135277	-0.017531	-0.025533	-0.735124	0.677224	359.142	-0.790	ground
8.575	-3.114621	1.200699	7.897568	-0.015389	-0.022382	-0.739793	0.672286	359.926	-0.712	ground
8.595	-3.353692	1.346439	2.630502	-0.002121	-0.027661	-0.742611	0.669149	0.385	-2.192	ground
8.614	-2.904816	0.834187	-2.050039	0.017990	-0.040275	-0.742978	0.667861	0.501	-4.811	ground
8.634	-1.401957	-0.280398	-5.054155	0.038998	-0.056037	-0.741096	0.667919	0.350	-7.767	ground
8.653	0.031369	-1.425757	-6.168051	0.069347	-0.080644	-0.736490	0.668035	0.017	-12.207	ground
8.672	0.326445	-2.198170	-5.593475	0.069347	-0.080644	-0.736490	0.668035	0.017	-12.207	ground
8.691	0.504090	-2.245245	-4.764979	0.077745	-0.084953	-0.736538	0.666521	0.194	-13.225	ground
8.710	0.633061	-1.870253	-4.424259	0.084048	-0.085279	-0.738675	0.663343	0.701	-13.739	ground
8.729	0.788758	-1.158056	-4.709110	0.094195	-0.081441	-0.747854	0.652080	2.553	-14.162	ground
8.749	0.914701	-0.402656	-5.023836	0.094195	-0.081441	-0.747854	0.652080	2.553	-14.162	ground
8.769	0.988482	0.535313	-5.153871	0.097509	-0.077626	-0.754051	0.644882	3.737	-14.054	ground
8.787	1.197547	1.332474	-5.066969	0.099009	-0.071731	-0.760421	0.637818	4.910	-13.615	ground
8.807	1.486074	1.662240	-4.610281	0.092964	-0.055605	-0.770524	0.628139	6.537	-11.682	ground
8.826	1.652505	1.281027	-3.591441	0.084165	-0.047675	-0.774064	0.625674	6.946	-10.319	ground
8.845	1.703405	0.485307	-2.594577	0.084165	-0.047675	-0.774064	0.625674	6.946	-10.319	ground
8.864	1.688446	-0.531719	-1.638982	0.057787	-0.033638	-0.779814	0.622430	7.453	-7.146	ground
8.884	1.695444	-0.788627	-0.949486	0.041214	-0.027857	-0.783036	0.619984	7.811	-5.436	ground
8.902	1.658691	-0.428588	0.579623	0.022773	-0.024867	-0.786077	0.617208	8.205	-3.854	ground
8.922	1.889895	-0.290135	2.325380	0.022773	-0.024867	-0.786077	0.617208	8.205	-3.854	ground
8.941	2.243437	-0.552745	2.799328	0.005179	-0.025832	-0.788338	0.614678	8.551	-2.699	ground
8.972	1.991954	-0.947742	3.718421	-0.009837	-0.028377	-0.789953	0.612432	8.853	-1.879	ground
8.982	0.844634	-0.848246	6.497357	-0.023201	-0.029259	-0.791515	0.610007	9.192	-1.032	ground
8.999	-0.211442	-0.167592	7.164465	-0.033021	-0.028450	-0.793525	0.606975	9.633	-0.290	ground
9.019	-1.210832	0.800259	6.820091	-0.038651	-0.027843	-0.796078	0.603316	10.163	0.132	ground
9.037	-1.529811	1.497556	7.194746	-0.042739	-0.027038	-0.798476	0.599899	10.659	0.464	ground
9.057	-1.460143	1.319289	7.091653	-0.045606	-0.023844	-0.800126	0.597620	11.006	0.937	ground
9.076	-1.305639	1.213866	6.728667	-0.045606	-0.023844	-0.800126	0.597620	11.006	0.937	ground
9.095	-1.128426	1.656593	6.799824	-0.043901	-0.023131	-0.799612	0.598464	10.889	0.891	ground
9.114	-1.178177	2.121178	5.396093	-0.024756	-0.034333	-0.795341	0.604682	9.924	-1.414	ground
9.133	-1.320613	2.473651	1.780438	-0.024756	-0.034333	-0.795341	0.604682	9.924	-1.414	ground
9.153	-1.275383	2.327769	-2.312149	0.017745	-0.063467	-0.783205	0.618262	7.718	-6.970	ground
9.172	-0.626757	1.881571	-5.008207	0.017745	-0.063467	-0.783205	0.618262	7.718	-6.970	ground
