time_s	globalX	globalY	globalZ	pureX	pureY	pureZ	varYZRatio	dmagRatio	zfRatio	freqRatio	stairConfidence	rmsZdivFreq	stepVarH	stepFreqHz	procRmsZ	dmag	recentStepVarYZ	energyFracZ	zPeakYRatio	envZ	envH	stairScore	fsmLabel	armSpin	floorGT	isStep	stepIdx	totalSteps
12.325	0.65271	-0.192765	2.41826	0.584273	-0.151223	2.43826	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.22731	2.06544	2.16187	stair	0	ground	0	-1	22
12.343	-0.034468	-0.295836	1.95585	-0.102391	-0.253022	1.96598	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.11424	1.97582	2.13843	stair	0	ground	0	-1	22
12.363	-0.499665	-0.559233	2.3184	-0.56475	-0.513837	2.31689	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.02438	1.9152	2.10917	stair	0	ground	0	-1	22
12.382	-0.991319	-0.797684	3.20663	-1.05112	-0.748527	3.18909	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.98261	1.88396	2.09865	stair	0	ground	0	-1	22
12.402	-1.73002	-0.71653	4.43909	-1.78087	-0.664036	4.39943	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.00345	1.8848	2.11866	stair	0	ground	0	-1	22
12.421	-1.83563	0.477067	5.76993	-1.87705	0.526913	5.70163	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.08836	1.88804	2.20033	stair	0	ground	0	-1	22
12.439	-1.4015	1.99723	5.14917	-1.43571	2.03684	5.05546	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.13672	1.91823	2.21848	stair	0	ground	0	-1	22
12.46	-1.0053	2.25036	2.25925	-1.03431	2.27852	2.15472	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.03762	1.94744	2.09018	stair	0	ground	0	-1	22
12.479	-0.610053	1.90493	-1.11605	-0.635867	1.92343	-1.21448	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.89646	1.95136	1.9451	stair	0	ground	0	-1	22
12.498	0.074547	1.45119	-3.14683	0.0484894	1.46233	-3.22903	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.86309	1.92694	1.93614	stair	0	ground	0	-1	22
12.516	0.993499	1.01077	-4.0331	0.962604	1.0168	-4.09473	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.87467	1.90061	1.97406	stair	0	ground	0	-1	22
12.536	1.43128	1.05513	-5.33324	1.39338	1.05586	-5.3679	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.94933	1.89299	2.05634	stair	0	ground	0	-1	22
12.556	0.896934	1.01902	-5.79351	0.854742	1.01465	-5.79902	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.04182	1.86467	2.17714	stair	0	ground	0	-1	22
12.575	-0.101754	0.468035	-4.20912	-0.143226	0.46135	-4.19356	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	4.0494	1.79559	2.25381	stair	0	ground	0	-1	22
12.594	-0.88023	0.347546	-2.17786	-0.917094	0.339157	-2.15149	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.95451	1.7547	2.19981	stair	0	ground	0	-1	22
12.613	-1.70977	0.534202	-1.10309	-1.7379	0.523183	-1.07133	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.81035	1.75772	2.05263	stair	0	ground	0	-1	22
12.632	-2.18741	0.743787	-0.897108	-2.20447	0.729105	-0.861026	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.66288	1.78592	1.87696	stair	0	ground	0	-1	22
12.652	-2.05544	0.719315	-0.838404	-2.06213	0.701109	-0.79831	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.51965	1.80553	1.71412	stair	0	ground	0	-1	22
12.67	-1.60815	0.550824	-0.921808	-1.60677	0.529955	-0.877306	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.38754	1.79985	1.58769	stair	0	ground	0	-1	22
12.691	-1.25174	0.229608	-1.34607	-1.24411	0.207696	-1.29506	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.28291	1.77292	1.50999	stair	0	ground	0	-1	22
12.71	-0.801573	-0.221392	-1.50918	-0.789968	-0.242088	-1.45088	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.19131	1.72559	1.46572	stair	0	ground	0	-1	22
12.73	-0.018804	-0.808212	-1.74518	-0.00716263	-0.824763	-1.67844	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.11567	1.68055	1.43512	stair	0	ground	0	-1	22
12.748	0.829409	-1.39271	-2.17588	0.836845	-1.40222	-2.0986	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.06481	1.67817	1.38665	stair	0	ground	0	-1	22
12.767	1.45062	-1.85045	-2.45971	1.45077	-1.85065	-2.37052	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	3.0301	1.71184	1.31826	stair	0	ground	0	-1	22
12.786	1.82508	-1.71692	-2.31545	1.81609	-1.70854	-2.21513	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.98935	1.75092	1.23843	stair	0	ground	0	-1	22
12.805	1.95099	-1.12347	-1.91338	1.9323	-1.10952	-1.80399	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.93008	1.77478	1.1553	stair	0	ground	0	-1	22
12.825	2.16037	-0.679938	-1.84052	2.13098	-0.662652	-1.72247	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.8697	1.79762	1.07208	stair	0	ground	0	-1	22
12.844	2.53395	-0.838791	-1.94359	2.49203	-0.817398	-1.81641	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.81704	1.83888	0.978163	stair	0	ground	0	-1	22
12.863	2.28551	-1.13096	-1.34187	2.23237	-1.10402	-1.20862	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.73662	1.87145	0.865164	stair	0	ground	0	-1	22
12.883	1.74554	-1.39996	-1.00418	1.68394	-1.36615	-0.866575	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.64312	1.8863	0.756814	stair	0	ground	0	-1	22
12.901	0.963019	-1.40397	0.182348	0.896911	-1.36331	0.31835	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.52688	1.87358	0.653296	stair	0	ground	0	-1	22
12.921	-0.620521	-1.29591	3.09106	-0.683196	-1.24898	3.21093	0.391301	0.700046	1.23084	0.955189	0.528406	3.37934	7.79017	1.7301	5.84661	2.75185	3.08985	0.812298	0.2042	2.56108	1.85108	0.709996	stair	0	ground	0	-1	22
12.955	-1.51735	-1.19341	8.238	-1.57213	-1.14074	8.31608	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	2.84883	1.85565	0.993181	stair	0	ground	1	23	23
12.963	-2.71058	-1.43399	12.7479	-2.75153	-1.37441	12.7619	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.34448	1.91665	1.42783	stair	0	ground	0	-1	23
12.978	-3.51141	-0.274736	14.524	-3.53459	-0.214088	14.4652	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.90052	1.99787	1.90265	stair	0	ground	0	-1	23
12.997	-3.63861	1.56971	12.6089	-3.64349	1.62221	12.4874	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.32986	2.09739	2.23247	stair	0	ground	0	-1	23
13.016	-3.42142	2.46237	7.39771	-3.40916	2.50229	7.23984	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.47536	2.20397	2.27139	stair	0	ground	0	-1	23
13.036	-3.88156	2.19617	1.95559	-3.84996	2.22491	1.78873	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.34103	2.3161	2.02493	stair	0	ground	0	-1	23
13.055	-3.32132	1.14174	-2.36002	-3.27328	1.16463	-2.51425	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.24969	2.37401	1.87568	stair	0	ground	0	-1	23
13.074	-1.88725	0.104294	-5.64919	-1.83	0.126547	-5.7744	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.32593	2.34703	1.9789	stair	0	ground	0	-1	23
13.093	-0.368258	-1.09724	-6.87617	-0.309458	-1.06961	-6.96638	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.45795	2.28535	2.1726	stair	0	ground	0	-1	23
13.113	0.814044	-2.05404	-6.56686	0.86848	-2.01628	-6.62378	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.56624	2.28085	2.28539	stair	0	ground	0	-1	23
13.132	1.54331	-2.17717	-5.8314	1.58976	-2.12871	-5.85888	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.63087	2.29965	2.33122	stair	0	ground	0	-1	23
13.151	1.38536	-1.41378	-5.38636	1.42465	-1.35849	-5.38677	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.66867	2.2831	2.38557	stair	0	ground	0	-1	23
13.171	0.827398	0.094217	-4.80264	0.862353	0.148753	-4.77903	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.67419	2.2127	2.46149	stair	0	ground	0	-1	23
13.19	0.804311	1.41222	-4.5901	0.835069	1.45943	-4.54366	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.66766	2.18613	2.48153	stair	0	ground	0	-1	23
13.21	1.23991	1.98451	-4.47436	1.26432	2.02155	-4.40578	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.65457	2.19605	2.45852	stair	0	ground	0	-1	23
13.227	1.5642	1.81755	-3.93204	1.58066	1.84532	-3.84414	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.61404	2.20773	2.40631	stair	0	ground	0	-1	23
13.247	1.82703	1.30805	-3.17086	1.83427	1.32914	-3.06755	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.53672	2.2106	2.32611	stair	0	ground	0	-1	23
13.268	1.68268	0.306614	-2.07641	1.68148	0.326067	-1.96324	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.40805	2.18571	2.22233	stair	0	ground	0	-1	23
13.286	1.57985	-0.356388	-0.834247	1.57076	-0.33525	-0.717465	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.22352	2.15674	2.06678	stair	0	ground	0	-1	23
13.305	1.35667	-0.235471	0.225579	1.34083	-0.213261	0.340649	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	4.02937	2.11678	1.91259	stair	0	ground	0	-1	23
13.325	0.91805	0.325536	1.67357	0.897703	0.346007	1.77969	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.91689	2.05905	1.85784	stair	0	ground	0	-1	23
13.344	0.428374	0.803437	2.83128	0.405987	0.819789	2.92272	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.86718	2.00184	1.86534	stair	0	ground	0	-1	23
13.363	0.878564	1.18583	2.3112	0.851896	1.19617	2.39062	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.79335	1.97517	1.81818	stair	0	ground	0	-1	23
13.382	1.55432	1.10845	1.21247	1.52001	1.1132	1.28543	0.9144	1.47402	0.597029	1.06583	0	1.63917	3.12826	1.9305	3.16442	5.79431	7.22042	0.761735	0.253244	3.66796	1.97061	1.69734	stair	0	ground	0	-1	23
13.414	2.09287	0.260042	0.735109	2.04827	0.263465	0.804036	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.52476	1.97534	1.54942	stair	0	ground	1	24	24
13.424	1.83499	-0.506865	0.766721	1.78143	-0.500925	0.83147	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.3901	1.9691	1.421	stair	0	ground	0	-1	24
13.44	1.28894	-0.381154	0.762436	1.22921	-0.373338	0.823049	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.26174	1.93488	1.32687	stair	0	ground	0	-1	24
13.46	0.334423	-0.552778	0.45876	0.273321	-0.542237	0.516776	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.1245	1.8685	1.256	stair	0	ground	0	-1	24
13.478	-0.58656	-0.388335	1.96812	-0.644423	-0.375905	2.01601	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.06907	1.81237	1.2567	stair	0	ground	0	-1	24
13.497	-0.863187	-0.383038	3.92302	-0.916445	-0.368755	3.95105	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.11317	1.77115	1.34202	stair	0	ground	0	-1	24
13.517	-0.960366	-0.332096	4.62388	-1.00856	-0.316224	4.62865	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.18894	1.73544	1.45351	stair	0	ground	0	-1	24
13.536	-1.09938	0.383418	5.10361	-1.14183	0.397293	5.08284	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.28364	1.70911	1.57452	stair	0	ground	0	-1	24
13.554	-1.75028	1.97345	6.85193	-1.78377	1.97739	6.79701	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.45931	1.75681	1.70249	stair	0	ground	0	-1	24
13.574	-2.40829	3.03011	6.1076	-2.42957	3.01888	6.02241	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.58746	1.86273	1.72474	stair	0	ground	0	-1	24
13.594	-2.35956	2.97976	2.00557	-2.36894	2.95369	1.91078	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.50363	1.95891	1.54472	stair	0	ground	0	-1	24
13.613	-1.48967	2.34577	-1.88396	-1.49155	2.3081	-1.96886	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.42689	1.99837	1.42852	stair	0	ground	0	-1	24
13.632	-0.269926	1.73523	-3.87572	-0.270447	1.68907	-3.94081	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.45259	1.98398	1.46861	stair	0	ground	0	-1	24
13.651	0.382415	1.68564	-4.8448	0.379984	1.63128	-4.88535	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.52422	1.96853	1.5557	stair	0	ground	0	-1	24
13.67	-0.048673	1.75456	-4.99412	-0.0508482	1.6917	-5.00949	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.59849	1.95472	1.64377	stair	0	ground	0	-1	24
13.69	-0.869678	1.27958	-3.97855	-0.867494	1.21064	-3.97395	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.61726	1.93145	1.68581	stair	0	ground	0	-1	24
13.71	-1.60126	0.647058	-1.54569	-1.59108	0.575225	-1.53339	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.51307	1.91947	1.59359	stair	0	ground	0	-1	24
13.729	-2.26253	0.216862	0.679281	-2.24109	0.144304	0.688126	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.37182	1.93579	1.43603	stair	0	ground	0	-1	24
13.747	-2.26757	0.192652	0.447302	-2.2349	0.119493	0.453866	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.22592	1.9509	1.27502	stair	0	ground	0	-1	24
13.766	-1.54255	0.359761	-1.70053	-1.50233	0.285169	-1.6855	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.1489	1.92982	1.21909	stair	0	ground	0	-1	24
13.786	-0.804704	0.426152	-1.99705	-0.76066	0.349803	-1.97211	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.09006	1.87519	1.21487	stair	0	ground	0	-1	24
13.805	-0.252633	0.260032	-2.42388	-0.207546	0.182764	-2.38694	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.05491	1.79525	1.25965	stair	0	ground	0	-1	24
13.824	0.33116	0.421171	-2.72579	0.374365	0.342184	-2.67541	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	3.03593	1.73085	1.30508	stair	0	ground	0	-1	24
13.843	0.858555	-0.242525	-2.1795	0.897252	-0.319905	-2.11848	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.99006	1.69194	1.29812	stair	0	ground	0	-1	24
13.862	1.42361	-0.615618	-1.72119	1.455	-0.689533	-1.65186	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.92315	1.68785	1.2353	stair	0	ground	0	-1	24
13.882	1.66659	-0.570079	-1.58625	1.68948	-0.640774	-1.50934	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.85246	1.6938	1.15866	stair	0	ground	0	-1	24
13.901	1.72128	-0.434127	-1.22302	1.73545	-0.502298	-1.14037	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.76685	1.69944	1.06741	stair	0	ground	0	-1	24
13.92	1.59707	-0.722869	-0.609098	1.60319	-0.787085	-0.523821	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.6547	1.70377	0.950931	stair	0	ground	0	-1	24
13.94	1.48753	-1.04645	0.381447	1.48618	-1.10512	0.46439	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.54519	1.71118	0.834003	stair	0	ground	0	-1	24
13.961	1.58801	-1.1279	1.49083	1.57873	-1.18063	1.5659	0.994274	1.9441	1.34711	0.92479	0	3.69855	5.90603	1.67504	6.19522	7.64216	7.85114	0.866144	0.115055	2.49622	1.72419	0.77203	stair	0	ground	0	-1	24
13.992	1.51955	-1.02015	1.37137	1.50272	-1.06752	1.43921	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.44337	1.73015	0.713224	ground	0	ground	1	25	25
13.997	1.83052	-0.678577	0.612402	1.80462	-0.722312	0.676843	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.35505	1.74083	0.614215	ground	0	ground	0	-1	25
14.016	2.3014	-0.401297	-0.021695	2.26412	-0.442807	0.0425323	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.23942	1.76914	0.47028	ground	0	ground	0	-1	25
14.036	2.46156	-0.614357	-0.030975	2.41216	-0.652588	0.033086	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.1291	1.80563	0.323476	ground	0	ground	0	-1	25
14.055	1.89883	-0.834551	1.42753	1.84018	-0.868418	1.48414	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.09685	1.81708	0.27977	ground	0	ground	0	-1	25
14.074	0.483267	-1.17932	3.35896	0.422495	-1.20713	3.39848	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.16194	1.79018	0.371759	ground	0	ground	0	-1	25
14.094	-1.01142	-1.43041	4.9999	-1.06683	-1.45092	5.01423	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.30455	1.79071	0.513836	ground	0	ground	0	-1	25
14.113	-2.23229	-0.98892	6.74472	-2.27627	-1.00438	6.72526	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.52559	1.82558	0.700007	ground	0	ground	0	-1	25
14.131	-2.91244	0.284301	7.4364	-2.94163	0.267494	7.37985	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.7683	1.88199	0.886311	ground	0	ground	0	-1	25
14.151	-3.26437	1.17037	5.07667	-3.2771	1.14779	4.99502	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.87964	1.9615	0.918132	ground	0	ground	0	-1	25
14.171	-3.46344	1.95309	0.094438	-3.45878	1.92086	0.0127216	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.73629	2.06125	0.675043	ground	0	ground	0	-1	25
14.19	-2.87741	2.32791	-3.7114	-2.85839	2.2842	-3.77415	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.78818	2.14113	0.64705	ground	0	ground	0	-1	25
14.211	-1.46008	1.84584	-5.37777	-1.43386	1.79312	-5.41332	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.91944	2.14887	0.770568	ground	0	ground	0	-1	25
14.228	0.045215	0.935086	-4.89784	0.0710847	0.877958	-4.90872	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	3.0189	2.08547	0.933434	ground	0	ground	0	-1	25
14.247	0.798824	0.231992	-3.71705	0.82057	0.17399	-3.70929	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	3.05342	2.02314	1.03029	ground	0	ground	0	-1	25
14.266	0.362409	0.263195	-2.63493	0.382234	0.204167	-2.61404	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	3.03145	1.94365	1.08781	ground	0	ground	0	-1	25
14.286	-0.733758	0.957559	-1.69979	-0.710363	0.894038	-1.6705	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.96341	1.90356	1.05985	ground	0	ground	0	-1	25
14.305	-1.44236	1.71605	-1.45934	-1.41187	1.64426	-1.4229	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.88638	1.91674	0.969637	ground	0	ground	0	-1	25
14.324	-1.6235	2.12658	-1.57286	-1.58504	2.04452	-1.52874	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.8185	1.95025	0.868244	ground	0	ground	0	-1	25
14.344	-1.44167	2.34693	-1.72836	-1.3962	2.25354	-1.67582	1.02275	0.375171	0.608535	0.989425	0	1.67076	3.38683	1.79211	2.9942	1.47478	8.07601	0.725784	0.140694	2.76136	1.98529	0.776072	ground	0	ground	0	-1	25
