time(s)	globalX	globalY	globalZ	rot_x	rot_y	rot_z	rot_w	gyroAngle	stepCount	label
15.537	0.001928	1.001490	-2.231683	0.057078	0.004411	-0.551189	0.832414	203.696	0	ground
15.556	-0.256208	1.723015	-2.455944	0.066462	0.005814	-0.557734	0.827334	202.814	0	ground
15.575	-0.279649	2.242725	-2.595563	0.075011	0.005663	-0.563305	0.822817	202.061	0	ground
15.594	0.146178	2.355714	-2.381211	0.081933	0.004008	-0.566828	0.819742	201.583	0	ground
15.613	0.999569	2.143216	-1.819850	0.086338	0.001239	-0.568143	0.818388	201.403	0	ground
15.633	1.335929	1.553862	-1.044050	0.087600	-0.001999	-0.565504	0.820078	201.762	0	ground
15.652	1.449652	0.997222	0.414323	0.085522	-0.006664	-0.563092	0.821930	202.072	0	ground
15.671	1.324693	0.786485	1.952439	0.083779	-0.023104	-0.566724	0.819311	201.461	0	ground
15.691	0.445152	0.117280	2.885186	0.083779	-0.023104	-0.566724	0.819311	201.461	43	ground
15.709	-0.454943	-0.414785	3.859883	0.089219	-0.030219	-0.569636	0.816481	201.002	0	ground
15.728	-0.676151	-0.514663	4.261907	0.099415	-0.035348	-0.572637	0.812991	200.547	0	ground
15.748	-0.445604	0.579742	2.831954	0.115126	-0.039775	-0.575675	0.808556	200.096	0	ground
15.768	-0.266123	1.436577	1.178187	0.133458	-0.046035	-0.578577	0.803317	199.641	0	ground
15.787	-0.308240	1.637416	0.714572	0.154879	-0.062992	-0.581793	0.795966	198.962	0	ground
15.806	-0.691743	1.082121	0.725012	0.154879	-0.062992	-0.581793	0.795966	198.962	0	ground
15.825	-1.583999	-0.345731	1.465292	0.153432	-0.067968	-0.580869	0.796511	198.999	0	ground
15.844	-2.364149	-0.739296	2.391856	0.140588	-0.059861	-0.573687	0.804695	200.126	0	ground
15.863	-2.450768	-0.368277	1.507071	0.140588	-0.059861	-0.573687	0.804695	200.126	0	ground
15.883	-1.634788	-0.129113	-0.433148	0.143417	-0.038749	-0.554860	0.818572	203.055	0	ground
15.902	-0.465931	0.265704	-2.141899	0.143417	-0.038749	-0.554860	0.818572	203.055	0	ground
15.920	0.496170	0.589757	-3.218111	0.148134	-0.030225	-0.542124	0.826586	204.922	0	ground
15.940	1.266065	0.515079	-4.000792	0.151357	-0.024257	-0.528956	0.834691	206.793	0	ground
15.959	1.586507	-0.013185	-4.313499	0.145884	-0.019006	-0.508601	0.848341	209.561	0	ground
15.979	1.415444	-0.488670	-3.999492	0.145884	-0.019006	-0.508601	0.848341	209.561	0	ground
15.998	0.729063	-0.529614	-2.853990	0.135947	-0.016983	-0.503904	0.852825	210.170	0	ground
16.018	-0.179160	-0.508609	-1.652364	0.122543	-0.013531	-0.502331	0.855841	210.366	0	ground
16.036	-0.959152	-0.603463	-0.891980	0.095239	-0.003205	-0.501689	0.859783	210.444	0	ground
16.055	-1.299007	-0.491947	-0.720084	0.095239	-0.003205	-0.501689	0.859783	210.444	0	ground
16.075	-1.314971	-0.310525	-0.779456	0.077458	0.002620	-0.497388	0.864059	210.991	0	ground
16.094	-1.096774	-0.057781	-1.199946	0.077458	0.002620	-0.497388	0.864059	210.991	0	ground
16.113	-0.863972	0.101499	-1.852791	0.071406	0.001451	-0.493218	0.866969	211.521	0	ground
16.132	-0.296637	-0.044963	-1.957538	0.065376	-0.003191	-0.487670	0.870571	212.218	0	ground
16.152	0.773479	-0.359005	-1.205280	0.058597	-0.011802	-0.480768	0.874808	213.068	0	ground
16.171	1.865223	-0.698948	-0.278149	0.051894	-0.022220	-0.473347	0.879065	213.965	0	ground
16.190	2.808599	-0.893747	0.441182	0.046523	-0.031110	-0.467267	0.882343	214.689	0	ground
16.210	3.625750	-1.346997	1.100030	0.042943	-0.035037	-0.464295	0.883945	215.044	0	ground
16.228	3.539009	-1.705013	2.209307	0.039879	-0.033792	-0.465925	0.883279	214.846	44	ground
16.248	2.234243	-1.247245	3.627477	0.037230	-0.025800	-0.487035	0.872207	212.155	0	ground
16.268	0.545872	-0.024849	4.601014	0.043324	-0.022168	-0.503670	0.862524	209.984	0	ground
16.286	-0.357330	0.912219	3.474164	0.043324	-0.022168	-0.503670	0.862524	209.984	0	ground
16.305	-0.661610	1.313679	3.118665	0.053803	-0.018906	-0.520244	0.852112	207.800	0	ground
16.324	-1.018816	1.499240	1.862960	0.073230	-0.015673	-0.547954	0.833150	204.087	0	ground
16.344	-1.069452	1.547064	0.928020	0.073230	-0.015673	-0.547954	0.833150	204.087	0	ground
16.364	-0.397451	0.233763	3.050285	0.073856	-0.021267	-0.556579	0.827232	202.866	0	ground
16.381	-0.226436	-2.448555	5.961960	0.065631	-0.032721	-0.560749	0.824732	202.192	0	ground
16.401	-1.096541	-2.988069	7.944306	0.056034	-0.044731	-0.562813	0.823469	201.789	0	ground
16.420	-2.582732	-1.813074	6.296587	0.067958	-0.054243	-0.568815	0.817856	200.841	0	ground
16.439	-3.431122	-0.622968	2.089854	0.067958	-0.054243	-0.568815	0.817856	200.841	0	ground
16.459	-3.410516	0.168146	-1.845970	0.090994	-0.054421	-0.569700	0.814985	200.716	0	ground
16.478	-2.519606	0.873500	-4.314561	0.117377	-0.056254	-0.567261	0.813187	201.047	0	ground
16.498	-1.143134	1.155394	-5.223759	0.141651	-0.060992	-0.561844	0.812740	201.750	0	ground
16.517	0.409740	0.694693	-5.174904	0.172589	-0.077684	-0.547870	0.814872	203.388	0	ground
16.536	1.331183	-0.306646	-4.825771	0.172589	-0.077684	-0.547870	0.814872	203.388	0	ground
16.555	1.710033	-1.186296	-4.059173	0.177308	-0.085696	-0.543498	0.815983	203.806	0	ground
16.574	1.520279	-1.674162	-3.288072	0.176020	-0.090516	-0.542579	0.816353	203.813	0	ground
16.594	0.816554	-1.629535	-2.439581	0.170996	-0.091378	-0.545093	0.815649	203.447	0	ground
16.613	0.134410	-1.004226	-1.891209	0.164767	-0.088668	-0.550472	0.813615	202.775	0	ground
16.632	-0.138121	-0.312723	-1.988394	0.160295	-0.082545	-0.557193	0.810573	201.992	0	ground
16.651	-0.087873	0.253349	-2.369152	0.159062	-0.073610	-0.563850	0.807065	201.264	0	ground
16.670	-0.025486	1.094971	-2.723739	0.160722	-0.062607	-0.569824	0.803461	200.652	0	ground
16.690	0.177528	2.071948	-3.075146	0.163858	-0.051014	-0.574743	0.800137	200.171	0	ground
16.709	0.642451	2.879161	-3.668139	0.167216	-0.040634	-0.577912	0.797750	199.893	0	ground
16.728	1.193673	2.992967	-3.945253	0.168359	-0.033037	-0.578849	0.797181	199.867	0	ground
16.748	1.626106	2.238909	-3.049210	0.163863	-0.029298	-0.577504	0.799237	200.087	0	ground
16.766	2.066869	1.596991	-0.649880	0.151725	-0.030103	-0.574030	0.804091	200.526	0	ground
16.786	2.366076	0.667011	2.172920	0.133847	-0.035264	-0.568687	0.810825	201.163	0	ground
16.805	2.524696	-0.140517	4.894757	0.096700	-0.056972	-0.556575	0.823181	202.497	0	ground
16.824	2.494436	-0.835811	6.757821	0.096700	-0.056972	-0.556575	0.823181	202.497	45	ground
16.844	1.656184	-0.974475	5.903181	0.085265	-0.070459	-0.553506	0.825468	202.709	0	ground
16.863	0.456139	-0.557335	4.146995	0.079558	-0.084114	-0.554520	0.824077	202.333	0	ground
16.882	-0.656858	-0.544658	3.152358	0.068998	-0.108861	-0.566688	0.813790	200.148	0	ground
16.901	-1.861632	-1.002517	3.758489	0.068998	-0.108861	-0.566688	0.813790	200.148	0	ground
16.920	-3.156303	-0.522668	4.687442	0.049566	-0.117163	-0.581855	0.803281	197.871	0	ground
16.940	-4.026680	0.748268	4.933992	0.049566	-0.117163	-0.581855	0.803281	197.871	0	ground
16.959	-4.037108	1.592195	3.770988	0.046253	-0.111211	-0.584305	0.802546	197.676	0	ground
16.979	-2.722870	0.906616	0.754448	0.052356	-0.101966	-0.579818	0.806643	198.503	0	ground
16.998	-0.983404	0.286818	-1.441763	0.065937	-0.093431	-0.568893	0.814423	200.184	0	ground
17.017	0.469548	0.230021	-1.860869	0.081438	-0.088298	-0.554587	0.823410	202.240	0	ground
17.036	1.312992	0.140977	-2.497044	0.096222	-0.086443	-0.539739	0.831836	204.284	0	ground
17.055	1.764604	0.295397	-3.402623	0.109724	-0.087166	-0.527034	0.838211	205.969	0	ground
17.074	1.239730	0.342422	-3.761730	0.119507	-0.090661	-0.518915	0.841561	206.971	0	ground
17.093	-0.187640	0.204525	-3.361011	0.123675	-0.095082	-0.515739	0.842424	207.290	0	ground
17.113	-1.289580	0.280334	-2.913009	0.122842	-0.097661	-0.515089	0.842648	207.318	0	ground
17.132	-1.740684	0.552168	-2.607410	0.114392	-0.094963	-0.511154	0.846533	207.912	0	ground
17.151	-1.547584	0.832230	-2.170510	0.114392	-0.094963	-0.511154	0.846533	207.912	0	ground
17.170	-1.387699	0.603009	-0.482748	0.109429	-0.092543	-0.506513	0.850239	208.586	0	ground
17.190	-1.377187	-0.081331	0.470467	0.105992	-0.091123	-0.494523	0.857851	210.201	0	ground
17.209	-0.843563	-0.203168	-0.275526	0.105992	-0.091123	-0.494523	0.857851	210.201	0	ground
17.228	-0.363226	0.056504	-0.861269	0.110767	-0.091501	-0.487916	0.860986	211.049	0	ground
17.248	0.143073	0.278232	-1.713266	0.117474	-0.092918	-0.481242	0.863697	211.876	0	ground
17.267	0.755637	0.498744	-2.105994	0.123981	-0.095008	-0.474740	0.866155	212.660	0	ground
17.285	1.304887	0.434522	-1.910960	0.129182	-0.098874	-0.464654	0.870421	213.860	0	ground
17.305	1.558208	0.402876	-1.414913	0.129182	-0.098874	-0.464654	0.870421	213.860	0	ground
17.326	1.669683	0.517022	-1.248464	0.127088	-0.098065	-0.462268	0.872090	214.189	0	ground
17.344	1.604613	0.253179	-0.716114	0.122200	-0.094915	-0.461957	0.873301	214.311	0	ground
17.362	0.849360	-0.187899	1.620827	0.113439	-0.092080	-0.464309	0.873539	214.089	0	ground
17.381	-0.082115	-0.520675	3.446805	0.102511	-0.090831	-0.469723	0.872125	213.441	46	ground
17.400	-0.605571	-0.842674	3.562039	0.093824	-0.089884	-0.476732	0.869393	212.573	0	ground
17.420	-0.870999	-0.999829	3.368602	0.087926	-0.089597	-0.483934	0.866054	211.655	0	ground
17.439	-0.935962	-1.298275	3.146352	0.083269	-0.089668	-0.489847	0.863178	210.891	0	ground
17.458	-0.780768	-2.023746	3.171794	0.077487	-0.090913	-0.493419	0.861550	210.412	0	ground
17.478	-0.453532	-2.614661	4.387717	0.061263	-0.097266	-0.493896	0.861889	210.275	0	ground
17.498	-0.055576	-2.183757	5.404029	0.061263	-0.097266	-0.493896	0.861889	210.275	0	ground
17.516	-0.331227	-1.662059	3.591062	0.067982	-0.090254	-0.493693	0.862265	210.416	0	ground
17.535	-1.086797	-1.146097	0.124237	0.067982	-0.090254	-0.493693	0.862265	210.416	0	ground
17.555	-1.121843	-0.261162	-2.713900	0.081742	-0.083518	-0.494895	0.861059	210.349	0	ground
17.574	-0.347177	0.358380	-3.698526	0.106862	-0.077067	-0.493308	0.859819	210.641	0	ground
17.597	0.632524	0.043135	-3.616174	0.106862	-0.077067	-0.493308	0.859819	210.641	0	ground
17.612	1.237621	-0.680937	-3.161629	0.112737	-0.078477	-0.491974	0.859706	210.783	0	ground
17.631	1.264415	-0.860664	-1.992284	0.113516	-0.081636	-0.492916	0.858768	210.597	0	ground
17.650	0.807299	-1.023386	-0.538114	0.110357	-0.084649	-0.496679	0.856718	210.046	0	ground
17.669	0.243603	-1.149487	0.427254	0.106419	-0.084337	-0.502209	0.854019	209.330	0	ground
17.689	0.021537	-0.344155	0.035855	0.105392	-0.078831	-0.508302	0.851062	208.634	0	ground
17.708	0.213034	0.409732	-1.153394	0.108780	-0.070137	-0.513745	0.848124	208.071	0	ground
17.728	0.502009	0.852981	-2.266945	0.114757	-0.061550	-0.517888	0.845479	207.668	0	ground
17.747	0.890239	0.967121	-2.778969	0.120621	-0.054791	-0.520536	0.843499	207.428	0	ground
17.766	1.471381	0.899939	-2.861474	0.126272	-0.045016	-0.521467	0.842675	207.458	0	ground
17.785	1.913176	0.800458	-2.730578	0.126272	-0.045016	-0.521467	0.842675	207.458	0	ground
17.804	1.857426	0.523102	-2.235292	0.124379	-0.038568	-0.521199	0.843442	207.579	0	ground
17.823	1.622005	0.255637	-1.533344	0.118561	-0.029068	-0.520894	0.844848	207.723	0	ground
17.843	1.219258	0.359790	0.579423	0.108553	-0.015466	-0.520257	0.846941	207.917	0	ground
17.862	1.080960	0.665601	2.812508	0.095998	0.001873	-0.518557	0.849635	208.222	0	ground
17.881	1.524350	0.571724	3.541515	0.085909	0.020005	-0.514639	0.852858	208.768	0	ground
17.900	2.226789	0.400482	3.454528	0.080642	0.033481	-0.509319	0.856137	209.460	47	ground
17.919	2.247093	0.426873	2.427033	0.082266	0.041676	-0.503166	0.859255	210.279	0	ground
17.939	1.590383	-0.058816	1.426735	0.082266	0.041676	-0.503166	0.859255	210.279	0	ground
17.958	0.891015	-0.399536	0.949540	0.084456	0.036327	-0.504722	0.858373	210.091	0	ground
17.978	0.186928	-0.680628	0.360257	0.080975	0.019742	-0.516757	0.852065	208.464	0	ground
17.998	-0.511168	-1.394517	0.921244	0.080975	0.019742	-0.516757	0.852065	208.464	0	ground
18.016	-1.639121	-2.193352	2.893349	0.069154	0.012562	-0.525773	0.847716	207.201	0	ground
18.035	-2.689548	-1.529811	5.019875	0.053623	0.008063	-0.535159	0.843009	205.886	0	ground
18.054	-3.246054	-0.293965	4.587874	0.042295	0.007002	-0.542800	0.838767	204.823	0	ground
18.074	-3.776457	0.677887	2.316032	0.047813	0.010956	-0.544095	0.837589	204.658	0	ground
18.092	-2.740294	0.747779	-0.263102	0.047813	0.010956	-0.544095	0.837589	204.658	0	ground
18.112	-1.406398	0.936107	-2.068931	0.061721	0.011506	-0.535323	0.842311	205.886	0	ground
18.131	-0.201883	0.992297	-2.779652	0.076455	0.010716	-0.523843	0.848309	207.480	0	ground
18.151	0.583195	0.864964	-3.628561	0.099720	0.009793	-0.501956	0.859069	210.489	0	ground
18.170	1.011315	0.738140	-4.290888	0.099720	0.009793	-0.501956	0.859069	210.489	0	ground
18.189	0.916482	0.724637	-4.088311	0.104858	0.009921	-0.495452	0.862226	211.374	0	ground
18.208	0.219079	0.439608	-2.945162	0.103957	0.010278	-0.492509	0.864015	211.761	0	ground
18.228	-0.635580	0.173933	-1.388291	0.098328	0.010705	-0.492328	0.864772	211.763	0	ground
18.246	-1.187794	0.157493	-0.492620	0.091210	0.011249	-0.493274	0.865006	211.613	0	ground
18.266	-1.344609	0.011627	-0.027632	0.085063	0.011341	-0.493842	0.865307	211.516	0	ground
18.285	-1.389343	-0.036400	-0.166858	0.081106	0.010590	-0.493156	0.866087	211.590	0	ground
18.304	-1.443352	0.177691	-0.570570	0.079707	0.009011	-0.491088	0.867409	211.853	0	ground
18.323	-1.163536	0.234842	-0.888818	0.079809	0.005728	-0.487603	0.869391	212.301	0	ground
18.343	-0.558422	0.129238	-1.164199	0.082071	-0.005406	-0.475454	0.875888	213.841	0	ground
18.362	-0.117082	0.002523	-1.426788	0.082071	-0.005406	-0.475454	0.875888	213.841	0	ground
18.381	0.239599	-0.003066	-1.581436	0.084290	-0.016254	-0.458162	0.884714	216.008	0	ground
18.400	0.645807	0.550731	-1.962561	0.084290	-0.016254	-0.458162	0.884714	216.008	0	ground
18.420	1.254211	1.042314	-2.706732	0.086022	-0.020592	-0.448069	0.889612	217.269	0	ground
18.439	2.625341	0.657675	-2.659791	0.084776	-0.033055	-0.429751	0.898351	219.474	0	ground
18.458	3.953644	0.542003	-0.661661	0.084776	-0.033055	-0.429751	0.898351	219.474	0	ground
18.478	3.902648	0.100769	1.809059	0.078110	-0.039454	-0.425959	0.900500	219.881	0	ground
18.496	2.863588	0.088395	2.703046	0.069747	-0.040672	-0.428118	0.900109	219.598	0	ground
18.516	1.807963	0.157216	2.397930	0.061284	-0.035805	-0.435417	0.897426	218.726	48	ground
18.535	0.965299	-1.929176	2.284735	0.033925	-0.020858	-0.458764	0.887665	215.859	0	ground
18.554	-0.072654	-4.003260	3.003943	0.033925	-0.020858	-0.458764	0.887665	215.859	0	ground
18.574	-0.913866	-4.192615	5.296786	0.011799	-0.017296	-0.472787	0.880928	214.070	0	ground
18.592	-1.339259	-2.590834	7.238420	-0.010812	-0.016468	-0.485695	0.873906	212.409	0	ground
18.612	-1.529196	-0.982152	7.037159	-0.024490	-0.015280	-0.495918	0.867889	211.087	0	ground
18.631	-2.565702	-0.797307	4.632094	-0.024048	-0.013488	-0.504503	0.862969	209.950	0	ground
18.650	-3.579273	-0.799761	0.488477	-0.010494	-0.011767	-0.512171	0.858739	208.914	0	ground
18.670	-3.360658	-0.175359	-2.986778	0.010476	-0.010342	-0.517160	0.855762	208.238	0	ground
18.689	-1.876607	0.052709	-4.690561	0.031184	-0.010201	-0.517941	0.854787	208.136	0	ground
18.708	-0.073946	-0.452905	-4.771577	0.045756	-0.011418	-0.515258	0.855737	208.500	0	ground
18.728	1.248000	-1.148986	-3.444377	0.051687	-0.013347	-0.511843	0.857419	208.952	0	ground
18.747	1.748414	-1.358907	-1.628137	0.050610	-0.014543	-0.510658	0.858170	209.103	0	ground
18.766	1.544742	-1.216161	-0.303308	0.046927	-0.013753	-0.513105	0.856932	208.778	0	ground
18.785	1.100268	-0.623588	-0.391250	0.045569	-0.010649	-0.518928	0.853536	208.012	0	ground
18.804	0.685637	-0.044667	-1.921373	0.049515	-0.005543	-0.527165	0.848301	206.929	0	ground
18.823	0.371668	0.656293	-3.487962	0.057283	0.001123	-0.536805	0.841758	205.656	0	ground
18.842	0.233075	1.629561	-4.414309	0.065149	0.009063	-0.546879	0.834623	204.312	0	ground
18.862	0.356223	2.567212	-4.592706	0.070360	0.017670	-0.556324	0.827793	203.030	0	ground
18.881	0.621259	3.092985	-4.095284	0.071347	0.025998	-0.564238	0.822113	201.924	0	ground
18.900	0.642776	2.813657	-2.509708	0.067017	0.033299	-0.570148	0.818127	201.063	0	ground
18.920	0.732054	1.961137	0.385466	0.056680	0.036959	-0.574029	0.816034	200.469	0	ground
18.938	1.074901	1.162732	3.860164	0.042757	0.034024	-0.576141	0.815522	200.147	0	ground
18.958	1.398297	0.849100	4.960702	0.027555	0.012194	-0.575401	0.817316	200.289	0	ground
18.978	1.700301	1.087665	4.183560	0.028005	-0.000283	-0.574112	0.818298	200.470	0	ground
18.996	1.751537	1.343947	4.065201	0.028005	-0.000283	-0.574112	0.818298	200.470	0	ground
19.016	1.206262	0.781317	3.601089	0.029787	-0.011131	-0.573176	0.818815	200.578	49	ground
19.035	0.312258	0.045148	3.064161	0.031598	-0.025752	-0.575864	0.816529	200.134	0	ground
19.054	-0.552668	-0.189177	3.067159	0.028227	-0.029739	-0.580287	0.813379	199.488	0	ground
19.073	-1.309695	-0.353785	3.586697	0.028227	-0.029739	-0.580287	0.813379	199.488	0	ground
19.092	-2.201586	-0.378641	4.663790	0.021309	-0.031619	-0.585861	0.809514	198.693	0	ground
19.112	-3.413054	0.660800	5.347216	0.013401	-0.031926	-0.592224	0.805029	197.794	0	ground
19.131	-4.263027	1.949107	3.922967	0.010634	-0.029951	-0.597617	0.801152	197.039	0	ground
19.150	-4.011271	1.975745	0.801810	0.017296	-0.025684	-0.598405	0.800595	196.948	0	ground
19.170	-2.935467	1.637943	-2.087560	0.031348	-0.020621	-0.593005	0.804324	197.743	0	ground
19.188	-1.789645	1.613894	-3.668620	0.047185	-0.015809	-0.582760	0.811119	199.223	0	ground
19.209	-0.620060	1.459890	-4.109364	0.069721	-0.010018	-0.554965	0.828886	203.150	0	ground
19.228	0.328301	0.393541	-3.937185	0.069721	-0.010018	-0.554965	0.828886	203.150	0	ground
19.246	0.695844	-0.398728	-3.261306	0.073851	-0.011310	-0.541938	0.837091	204.936	0	ground
19.265	0.307022	-0.580747	-2.487328	0.074029	-0.014702	-0.532512	0.843050	206.197	0	ground
19.284	-0.437195	-0.481279	-1.804257	0.071802	-0.018462	-0.526381	0.847011	206.997	0	ground
19.303	-0.974092	-0.352176	-1.401131	0.068760	-0.021696	-0.521833	0.849995	207.581	0	ground
19.323	-1.189177	-0.285219	-0.965645	0.064058	-0.025627	-0.512699	0.855792	208.769	0	ground
19.342	-1.322034	-0.284619	-0.882571	0.064058	-0.025627	-0.512699	0.855792	208.769	0	ground
19.361	-1.274088	-0.411645	-1.165023	0.063954	-0.025954	-0.500051	0.863241	210.445	0	ground
19.381	-0.721711	-0.570468	-1.751126	0.063954	-0.025954	-0.500051	0.863241	210.445	0	ground
19.400	0.280211	-0.708902	-2.067553	0.067224	-0.027947	-0.482993	0.872592	212.671	0	ground
19.419	1.189370	-0.862842	-1.731117	0.067224	-0.027947	-0.482993	0.872592	212.671	0	ground
19.438	1.722800	-0.973674	-1.358220	0.068480	-0.030041	-0.474732	0.876948	213.730	0	ground
19.458	2.080610	-0.859530	-1.241209	0.070214	-0.031965	-0.468162	0.880268	214.565	0	ground
19.478	3.369451	-1.100196	-1.190529	0.073068	-0.033121	-0.463603	0.882404	215.144	0	ground
19.496	5.620511	-1.513626	0.098536	0.075774	-0.033250	-0.461013	0.883527	215.477	0	ground
19.516	6.158584	-1.312392	0.637278	0.077020	-0.031505	-0.461989	0.882973	215.370	0	ground
19.535	4.315847	-0.461570	0.330867	0.078512	-0.026507	-0.470676	0.878406	214.296	0	ground
19.554	1.933023	0.831040	0.389794	0.079886	-0.021398	-0.488539	0.868614	212.013	50	ground
19.573	0.229459	1.068411	1.016457	0.076552	-0.013119	-0.533750	0.842068	206.043	0	ground
19.592	-1.080758	0.377473	0.911062	0.076552	-0.013119	-0.533750	0.842068	206.043	0	ground
19.611	-2.059049	0.340143	1.661977	0.068515	-0.008695	-0.554676	0.829195	203.194	0	ground
19.631	-2.892931	-0.159126	4.346936	0.052808	-0.005996	-0.573292	0.817626	200.597	0	ground
19.650	-3.389823	-1.501521	8.019262	0.008844	-0.012976	-0.599023	0.800578	196.915	0	ground
19.669	-3.470388	-2.265393	9.655329	0.008844	-0.012976	-0.599023	0.800578	196.915	0	ground
19.688	-3.913134	-0.776871	7.709098	0.004078	-0.015503	-0.611396	0.791162	195.128	0	ground
19.708	-4.027993	0.059989	3.671387	0.004078	-0.015503	-0.611396	0.791162	195.128	0	ground
19.728	-3.868763	0.262177	-0.508333	0.022274	-0.014560	-0.611181	0.791043	195.160	0	ground
19.746	-3.105206	0.220626	-3.291213	0.045986	-0.016996	-0.606835	0.793314	195.785	0	ground
19.765	-1.721185	-0.311598	-4.977927	0.069692	-0.023452	-0.598745	0.797557	196.927	0	ground
19.784	-0.042666	-0.935967	-6.057568	0.090222	-0.032105	-0.588417	0.802867	198.349	0	ground
19.804	1.268671	-1.200609	-6.225767	0.104862	-0.039859	-0.578595	0.807863	199.671	0	ground
19.823	1.899072	-1.368900	-5.590526	0.112220	-0.044324	-0.571364	0.811779	200.637	0	ground
19.842	1.727708	-1.315287	-4.646896	0.113104	-0.044627	-0.567777	0.814153	201.133	0	ground
19.861	1.267124	-0.936161	-4.165969	0.110432	-0.040979	-0.567829	0.814675	201.168	0	ground
19.880	0.830037	-0.352718	-4.330187	0.106912	-0.034163	-0.570582	0.813535	200.857	0	ground
19.900	0.515820	0.275977	-4.812251	0.098920	-0.013720	-0.579068	0.809140	199.828	0	ground
19.919	0.570019	1.095303	-4.966176	0.098920	-0.013720	-0.579068	0.809140	199.828	0	ground
19.938	0.429430	1.996953	-4.505708	0.092115	-0.002550	-0.583350	0.806976	199.265	0	ground
19.958	0.399615	2.653316	-3.697114	0.082263	0.006438	-0.586848	0.805481	198.770	0	ground
19.977	0.708425	2.534971	-3.092417	0.069724	0.011613	-0.588262	0.805575	198.546	0	ground
19.996	1.238437	1.367482	-2.164417	0.054802	0.012729	-0.586663	0.807874	198.742	0	ground
20.015	2.016795	0.656862	-0.014452	0.036157	0.008953	-0.582378	0.812064	199.320	0	ground
20.034	3.039389	0.437344	4.830794	0.012958	-0.001567	-0.576901	0.816710	200.070	0	ground
20.053	2.878520	0.456800	9.409371	-0.011551	-0.019309	-0.571895	0.820018	200.745	0	ground
20.073	1.667733	0.549025	9.633810	-0.028614	-0.038924	-0.568903	0.820985	201.102	0	ground
20.092	0.880029	0.912146	7.893197	-0.035606	-0.054589	-0.567736	0.820626	201.168	51	ground
20.111	0.430206	0.461536	7.506848	-0.041331	-0.073883	-0.565841	0.820157	201.252	0	ground
20.130	0.098104	-0.108454	9.306572	-0.043070	-0.078466	-0.566368	0.819278	201.127	0	ground
20.150	-0.979466	-0.557498	9.098129	-0.043070	-0.078466	-0.566368	0.819278	201.127	0	ground
20.169	-2.109496	-0.570670	7.653093	-0.037125	-0.079764	-0.570402	0.816640	200.514	0	ground
20.189	-2.842414	-0.226384	6.808212	-0.037125	-0.079764	-0.570402	0.816640	200.514	0	ground
20.208	-3.410796	0.301629	5.586364	-0.030917	-0.080268	-0.570309	0.816914	200.495	0	ground
20.226	-3.537403	0.117119	2.962702	-0.018343	-0.080451	-0.566425	0.819972	200.990	0	ground
20.246	-2.960310	-0.881398	-0.578155	0.031741	-0.079994	-0.543434	0.835029	204.021	0	ground
20.265	-1.828979	-1.078634	-3.506445	0.031741	-0.079994	-0.543434	0.835029	204.021	0	ground
20.284	-0.340346	-0.763947	-5.749335	0.062561	-0.077747	-0.525682	0.844807	206.394	0	ground
20.303	1.091269	-0.131379	-7.194798	0.091576	-0.073251	-0.505624	0.854747	209.103	0	ground
20.322	2.244271	0.510006	-7.963494	0.116229	-0.067270	-0.485375	0.863931	211.852	0	ground
20.342	2.876531	0.927315	-8.066284	0.134811	-0.060681	-0.467424	0.871584	214.299	0	ground
20.361	2.628080	1.234000	-8.064396	0.150242	-0.044636	-0.445297	0.881559	217.430	0	ground
20.381	2.044917	1.134012	-7.958273	0.150242	-0.044636	-0.445297	0.881559	217.430	0	ground
20.399	1.191084	0.670841	-7.265387	0.146700	-0.035493	-0.440856	0.884797	218.133	0	ground
20.419	0.525564	0.039976	-5.939159	0.135786	-0.026927	-0.439187	0.887666	218.439	0	ground
20.438	-0.194998	-0.493375	-3.578604	0.118409	-0.021126	-0.440064	0.889875	218.353	0	ground
20.459	-0.996154	-0.790677	-1.142085	0.097557	-0.020183	-0.443478	0.890732	217.880	0	ground
20.476	-1.684885	-0.790186	0.128839	0.064439	-0.028651	-0.452522	0.888960	216.608	0	ground
20.495	-1.748712	-0.874959	0.202859	0.064439	-0.028651	-0.452522	0.888960	216.608	0	ground
20.514	-0.712532	-0.962549	0.586484	0.055467	-0.033342	-0.454266	0.888512	216.344	0	ground
20.533	0.781006	-1.145787	1.486853	0.048413	-0.036706	-0.453102	0.889386	216.467	52	ground
20.553	1.655539	-1.094107	2.112763	0.038046	-0.033155	-0.451885	0.890648	216.662	0	ground
20.572	1.462356	-0.515380	2.265099	0.035530	-0.026692	-0.455484	0.889134	216.247	0	ground
20.591	0.984790	-0.207029	2.076897	0.035530	-0.026692	-0.455484	0.889134	216.247	0	ground
20.610	0.692795	-0.232069	1.985896	0.033943	-0.019492	-0.460584	0.886752	215.632	0	ground
20.630	0.583027	0.015118	2.288476	0.032492	-0.013109	-0.466363	0.883899	214.915	0	ground
20.649	0.739007	0.205154	2.861424	0.029755	-0.009158	-0.477620	0.878015	213.466	0	ground
20.668	1.254986	-0.144028	3.644397	0.029755	-0.009158	-0.477620	0.878015	213.466	0	ground
20.689	1.641510	-1.322043	5.003323	0.019472	-0.023003	-0.489446	0.871513	211.863	0	ground
20.709	1.468743	-2.407655	6.884618	0.008042	-0.034089	-0.497550	0.866728	210.748	0	ground
20.726	0.876505	-3.540276	9.046427	0.008042	-0.034089	-0.497550	0.866728	210.748	0	ground
