time(s)	globalX	globalY	globalZ	rot_x	rot_y	rot_z	rot_w	gyroAngle	stepCount	label
0.000	-0.638247	-0.781934	1.797127	0.133962	-0.056005	-0.570786	0.808159	200.582	0	ground
0.001	-1.154777	-0.204931	1.765508	0.130623	-0.052281	-0.574480	0.806336	200.120	0	ground
0.004	-0.993394	0.103982	0.663252	0.129322	-0.045970	-0.581176	0.802120	199.269	0	ground
0.024	-0.214463	-0.151674	0.504810	0.127555	-0.047179	-0.584183	0.800146	198.827	0	ground
0.043	-0.566660	-0.087779	1.240321	0.127555	-0.047179	-0.584183	0.800146	198.827	0	ground
0.062	-0.802960	0.352563	0.973828	0.126272	-0.048773	-0.587130	0.798094	198.387	0	ground
0.081	-0.459710	0.348465	0.574730	0.125988	-0.051358	-0.589085	0.796535	198.073	0	ground
0.101	0.728427	0.029008	-0.294268	0.126845	-0.060595	-0.590465	0.794726	197.739	0	ground
0.120	1.151428	0.066106	-0.762756	0.126845	-0.060595	-0.590465	0.794726	197.739	0	ground
0.140	0.404539	0.314524	-0.302728	0.125550	-0.064143	-0.592332	0.793263	197.415	0	ground
0.158	-0.389984	0.381660	0.439646	0.119771	-0.069649	-0.598135	0.789328	196.492	0	ground
0.178	-0.572426	0.234779	0.742976	0.119938	-0.069717	-0.598931	0.788693	196.377	0	ground
0.198	0.065202	0.003025	-0.003530	0.119938	-0.069717	-0.598931	0.788693	196.377	0	ground
0.217	0.522878	0.052323	0.264625	0.122571	-0.069581	-0.600037	0.787458	196.224	0	ground
0.236	0.372269	-0.068043	0.123553	0.122571	-0.069581	-0.600037	0.787458	196.224	0	ground
0.255	0.469228	-0.226880	-0.678781	0.125198	-0.072335	-0.604964	0.783015	195.472	0	ground
0.274	0.542036	-0.023568	-0.990049	0.125198	-0.072335	-0.604964	0.783015	195.472	0	ground
0.294	0.098568	0.329453	0.572184	0.116132	-0.088600	-0.612656	0.776734	194.044	0	ground
0.312	-0.839939	0.748162	1.307746	0.114225	-0.095860	-0.617625	0.772207	193.168	0	ground
0.332	-0.543239	0.431651	0.600013	0.114225	-0.095860	-0.617625	0.772207	193.168	0	ground
0.351	1.011830	-0.406153	-0.714543	0.115719	-0.098202	-0.621537	0.768542	192.546	0	ground
0.370	1.635786	-0.133124	-3.136319	0.118484	-0.100922	-0.625462	0.764574	191.909	0	ground
0.389	1.275694	0.572089	-2.973254	0.115642	-0.110027	-0.632450	0.757977	190.662	0	ground
0.408	-0.742905	0.539292	1.174329	0.095076	-0.131224	-0.649129	0.743217	187.608	0	ground
0.429	-2.104458	-0.059141	1.487170	0.095076	-0.131224	-0.649129	0.743217	187.608	0	ground
0.448	-2.601437	-0.100221	-0.096468	0.092125	-0.128881	-0.652890	0.740701	187.112	0	ground
0.467	-2.184883	-0.096513	-0.297128	0.092646	-0.126465	-0.650572	0.743088	187.531	0	ground
0.486	-2.113640	-0.138884	0.917601	0.096518	-0.127782	-0.641579	0.750155	188.839	20	ground
0.505	-1.006438	-1.040019	0.177535	0.106685	-0.130474	-0.626459	0.761015	190.988	0	ground
0.524	3.837712	-0.361842	-1.279501	0.130560	-0.154174	-0.594938	0.777967	194.742	0	ground
0.543	5.323595	-3.613961	-0.838214	0.130560	-0.154174	-0.594938	0.777967	194.742	0	ground
0.562	1.940526	-2.224860	-1.208360	0.129684	-0.172779	-0.595474	0.773783	193.985	0	ground
0.581	0.448149	-0.962130	-1.936007	0.126438	-0.183304	-0.602891	0.766117	192.514	0	ground
0.600	-0.776915	-1.352810	-1.884662	0.112415	-0.192347	-0.617792	0.754121	190.006	0	ground
0.620	0.635859	-0.989165	-1.384817	0.112415	-0.192347	-0.617792	0.754121	190.006	0	ground
0.639	2.275180	1.382253	1.436880	0.102675	-0.189896	-0.623607	0.751340	189.277	0	ground
0.659	1.463992	4.998480	1.923508	0.092831	-0.185407	-0.632286	0.746473	188.200	0	ground
0.678	0.553883	4.004424	0.471323	0.088138	-0.176744	-0.639369	0.743102	187.502	0	ground
0.698	-0.361617	1.078186	0.624916	0.086571	-0.163564	-0.639282	0.746372	188.021	0	ground
0.716	0.198953	-0.321719	2.058155	0.084958	-0.148773	-0.634924	0.753339	189.190	0	ground
0.735	0.044907	-0.014526	2.832743	0.086199	-0.133071	-0.630369	0.759932	190.358	0	ground
0.755	-0.162193	0.074406	2.005961	0.092528	-0.117789	-0.625895	0.765389	191.438	0	ground
0.774	0.795544	0.566351	-1.040308	0.104963	-0.102291	-0.620917	0.770053	192.544	0	ground
0.793	0.894198	0.694925	-1.246193	0.115318	-0.091889	-0.616474	0.773446	193.422	0	ground
0.812	0.539449	0.051025	0.455687	0.118879	-0.090016	-0.614374	0.774796	193.766	0	ground
0.831	-0.350615	0.475019	0.471524	0.119773	-0.092613	-0.614525	0.774233	193.688	0	ground
0.850	-0.422090	0.794709	-0.176476	0.121384	-0.093598	-0.615679	0.772946	193.500	0	ground
0.869	-0.156538	0.889974	-0.477549	0.122730	-0.092668	-0.615987	0.772600	193.476	0	ground
0.889	-0.389914	1.114799	-0.260138	0.123096	-0.090961	-0.615702	0.772971	193.554	0	ground
0.908	-0.465344	0.976589	-0.135301	0.122868	-0.089677	-0.615402	0.773397	193.625	0	ground
0.928	0.331939	0.091841	0.042514	0.122902	-0.089879	-0.615195	0.773532	193.651	0	ground
0.948	0.446205	-0.008858	0.433184	0.122910	-0.093545	-0.615724	0.772675	193.495	0	ground
0.966	0.030174	0.885990	-0.143120	0.124460	-0.098115	-0.617701	0.770278	193.105	0	ground
0.985	-0.743222	1.476619	-0.643768	0.126567	-0.102122	-0.619300	0.768127	192.779	0	ground
1.004	-0.283282	0.755066	0.082534	0.126623	-0.106018	-0.618187	0.768487	192.845	0	ground
1.024	0.541498	-0.149559	0.867021	0.126700	-0.108274	-0.615019	0.770698	193.248	0	ground
1.043	1.023830	0.321654	0.640475	0.128378	-0.108428	-0.611806	0.772952	193.707	0	ground
1.062	0.472654	0.769450	0.166821	0.131205	-0.107048	-0.609251	0.774686	194.109	0	ground
1.081	-0.181385	0.802865	0.169531	0.134243	-0.105282	-0.607060	0.776127	194.468	0	ground
1.101	0.339971	0.692876	-0.352985	0.137758	-0.103388	-0.604000	0.778150	194.953	0	ground
1.120	1.044152	0.398888	-0.710113	0.142456	-0.101656	-0.597649	0.782424	195.900	0	ground
1.139	0.306494	0.055159	0.185620	0.142623	-0.103368	-0.596464	0.783074	196.026	0	ground
1.158	-0.170379	0.174952	0.572334	0.142623	-0.103368	-0.596464	0.783074	196.026	0	ground
1.178	0.034210	0.475081	0.195039	0.143305	-0.105881	-0.595434	0.783397	196.110	0	ground
1.198	0.010459	0.515938	-0.389807	0.144830	-0.107809	-0.593207	0.784542	196.375	0	ground
1.216	0.047292	-0.079366	-0.551265	0.144830	-0.107809	-0.593207	0.784542	196.375	0	ground
1.235	0.221469	-0.642668	0.155016	0.143139	-0.109366	-0.592029	0.785527	196.502	0	ground
1.254	-0.333887	-0.693384	0.539808	0.139692	-0.111566	-0.591831	0.785987	196.472	0	ground
1.274	-0.956885	-0.720985	0.494232	0.135830	-0.113085	-0.592657	0.785824	196.317	0	ground
1.293	-0.852156	-1.170468	0.391151	0.132736	-0.113365	-0.593011	0.786046	196.260	0	ground
1.312	-0.587692	-0.915857	0.464820	0.131156	-0.113376	-0.592759	0.786499	196.296	0	ground
1.331	-0.363794	-0.557517	0.060007	0.131691	-0.114578	-0.592227	0.786637	196.339	0	ground
1.350	0.568797	-0.711397	-1.065176	0.134406	-0.117158	-0.591125	0.786626	196.424	0	ground
1.370	0.984865	-0.339648	-1.219666	0.137168	-0.120453	-0.589987	0.786505	196.492	0	ground
1.389	0.935010	-0.330384	-0.978726	0.138805	-0.123212	-0.589301	0.786305	196.509	0	ground
1.408	0.882818	-0.533251	-0.581195	0.139238	-0.125105	-0.588799	0.786306	196.525	0	ground
1.428	0.737605	-0.888949	-0.000442	0.138636	-0.126633	-0.588661	0.786271	196.500	0	ground
1.447	0.540141	-0.989588	0.219754	0.137502	-0.127851	-0.589060	0.785974	196.409	0	ground
1.466	0.158230	-0.872733	0.274432	0.136203	-0.128513	-0.590123	0.785295	196.241	0	ground
1.485	-0.264823	-0.789483	0.654101	0.134517	-0.128216	-0.591589	0.784531	196.044	21	ground
1.504	-0.416609	-0.731654	0.993602	0.133079	-0.122469	-0.593420	0.784311	195.953	0	ground
1.523	-0.026935	-0.584336	0.618281	0.133079	-0.122469	-0.593420	0.784311	195.953	0	ground
1.543	0.453417	-0.436621	0.192343	0.134418	-0.118945	-0.593270	0.784739	196.072	0	ground
1.562	0.690883	-0.303265	-0.165880	0.136339	-0.117550	-0.593049	0.784784	196.141	0	ground
1.581	0.721579	-0.256883	-0.315880	0.138226	-0.118443	-0.593209	0.784199	196.093	0	ground
1.600	0.468211	-0.171221	-0.393655	0.139877	-0.119548	-0.593677	0.783384	195.995	0	ground
1.619	-0.248750	0.064534	0.010426	0.140914	-0.119364	-0.594107	0.782900	195.939	0	ground
1.639	-0.380129	-0.269838	0.426344	0.141373	-0.118070	-0.593934	0.783144	195.999	0	ground
1.658	-0.064886	-0.772580	0.522009	0.142583	-0.117816	-0.592076	0.784369	196.268	0	ground
1.678	-0.227123	-0.738508	0.395500	0.142583	-0.117816	-0.592076	0.784369	196.268	0	ground
1.696	-0.415163	-0.490283	0.330539	0.143365	-0.118954	-0.591712	0.784330	196.288	0	ground
1.715	-0.191425	-0.314158	0.238172	0.144228	-0.120317	-0.591307	0.784269	196.306	0	ground
1.735	0.223793	-0.251855	0.010575	0.145338	-0.121575	-0.590565	0.784429	196.375	0	ground
1.754	0.263134	-0.112285	-0.038333	0.146259	-0.122265	-0.589875	0.784670	196.452	0	ground
1.773	0.269814	0.006717	-0.258944	0.147145	-0.122274	-0.589474	0.784804	196.508	0	ground
1.792	0.229417	-0.004308	-0.350335	0.148032	-0.122041	-0.589183	0.784892	196.555	0	ground
1.811	0.420336	-0.134381	-0.426184	0.148796	-0.122107	-0.588881	0.784964	196.595	0	ground
1.831	0.373574	-0.235351	-0.422641	0.149263	-0.122488	-0.588869	0.784825	196.586	0	ground
1.850	0.093836	-0.123026	-0.404295	0.149349	-0.122727	-0.589347	0.784413	196.512	0	ground
1.869	-0.047347	-0.092805	-0.359530	0.149268	-0.122752	-0.589962	0.783962	196.425	0	ground
1.889	0.012299	-0.060761	-0.213465	0.149109	-0.123169	-0.590292	0.783678	196.366	0	ground
1.908	0.330891	-0.058168	-0.331844	0.149163	-0.124050	-0.590228	0.783577	196.350	0	ground
1.928	0.572804	-0.070488	-0.383776	0.149301	-0.124716	-0.589944	0.783659	196.370	0	ground
1.946	0.423552	0.060508	-0.183834	0.149064	-0.124856	-0.589860	0.783745	196.378	0	ground
1.965	0.061624	0.226986	-0.046210	0.148505	-0.124824	-0.590245	0.783566	196.325	0	ground
1.985	-0.182191	0.290209	0.113804	0.147846	-0.125055	-0.590825	0.783217	196.237	0	ground
2.004	-0.062207	0.125806	0.213129	0.147504	-0.125127	-0.591472	0.782781	196.144	0	ground
2.023	0.094731	-0.020905	0.216363	0.147405	-0.125714	-0.591648	0.782573	196.102	0	ground
2.043	-0.009532	0.102285	0.094641	0.147635	-0.126465	-0.591714	0.782359	196.070	0	ground
2.062	-0.230996	0.161539	0.144162	0.148097	-0.126492	-0.592080	0.781990	196.017	0	ground
2.081	-0.145388	0.092390	0.179115	0.149321	-0.126189	-0.592559	0.781443	195.958	0	ground
2.100	0.011199	0.015438	0.120099	0.149321	-0.126189	-0.592559	0.781443	195.958	0	ground
2.119	0.185680	-0.109479	0.128881	0.150285	-0.126742	-0.592315	0.781354	195.976	0	ground
2.139	0.233786	-0.079237	0.121404	0.152388	-0.127159	-0.591997	0.781120	196.008	0	ground
2.158	0.078247	0.089671	0.032952	0.152388	-0.127159	-0.591997	0.781120	196.008	0	ground
2.178	-0.095054	0.197311	-0.041455	0.153554	-0.126397	-0.592372	0.780731	195.977	0	ground
2.196	-0.163938	0.180336	0.005219	0.154636	-0.125501	-0.592831	0.780313	195.939	0	ground
2.216	0.133510	0.027496	0.061104	0.156884	-0.125498	-0.592314	0.780257	196.011	0	ground
2.234	0.341374	-0.017312	0.056516	0.156884	-0.125498	-0.592314	0.780257	196.011	0	ground
2.254	0.267243	0.092257	0.015606	0.158279	-0.126710	-0.591455	0.780431	196.096	0	ground
2.273	0.366803	-0.126913	0.096591	0.159686	-0.127813	-0.590798	0.780462	196.155	0	ground
2.293	0.758910	-0.548801	0.290508	0.160884	-0.129264	-0.590048	0.780545	196.216	0	ground
2.313	0.415537	-0.276803	0.244669	0.162197	-0.131418	-0.589486	0.780338	196.228	0	ground
2.331	-0.319584	0.396021	-0.072605	0.163535	-0.133037	-0.590581	0.778955	196.024	0	ground
2.350	-0.173595	0.384369	-0.153655	0.164942	-0.132374	-0.592670	0.777183	195.750	0	ground
2.369	0.430026	-0.024153	-0.083243	0.166372	-0.130799	-0.593447	0.776551	195.689	0	ground
2.388	0.435535	-0.070579	-0.170215	0.167916	-0.129332	-0.592949	0.776845	195.805	0	ground
2.408	0.272252	0.152548	-0.435013	0.170574	-0.126445	-0.593515	0.776309	195.813	0	ground
2.428	-0.016782	0.452814	-0.740422	0.170574	-0.126445	-0.593515	0.776309	195.813	0	ground
2.446	-0.223861	0.633983	-0.658178	0.171136	-0.125173	-0.594521	0.775622	195.709	0	ground
2.465	0.004009	0.380655	-0.527905	0.170888	-0.124676	-0.595611	0.774920	195.570	0	ground
2.484	0.147408	-0.095708	-0.332332	0.169874	-0.126074	-0.596229	0.774441	195.441	0	ground
2.504	-0.065666	-0.063111	-0.535090	0.166002	-0.124872	-0.598501	0.773723	195.155	0	ground
2.524	-0.382119	0.645535	-0.667396	0.166002	-0.124872	-0.598501	0.773723	195.155	0	ground
2.542	-0.264453	0.350956	-0.455703	0.163848	-0.120892	-0.600097	0.773578	195.045	0	ground
2.561	-0.016866	-0.251053	0.143604	0.161853	-0.117422	-0.601081	0.773768	195.003	0	ground
2.581	-0.425555	-0.287336	0.693791	0.160294	-0.115237	-0.601379	0.774190	195.021	0	ground
2.600	-0.780508	0.089885	0.636260	0.159925	-0.113088	-0.600455	0.775299	195.211	0	ground
2.619	-0.299220	0.067047	0.483152	0.160704	-0.110929	-0.597661	0.777606	195.667	0	ground
2.638	-0.012900	-0.150823	0.660356	0.162167	-0.109695	-0.593762	0.780459	196.252	0	ground
2.658	0.079286	-0.236189	0.516638	0.164206	-0.109020	-0.589880	0.783066	196.818	0	ground
2.678	0.225724	-0.203224	0.151648	0.169164	-0.110462	-0.584022	0.786193	197.603	0	ground
2.696	0.499480	0.209561	-0.142777	0.169164	-0.110462	-0.584022	0.786193	197.603	0	ground
2.716	0.075074	0.588029	-0.074137	0.171405	-0.115421	-0.582793	0.785907	197.639	0	ground
2.735	0.136838	0.352685	0.004436	0.173318	-0.123157	-0.582288	0.784687	197.486	0	ground
2.754	0.467678	-0.287345	0.094837	0.174684	-0.131087	-0.581760	0.783490	197.317	0	ground
2.773	0.719868	-0.146633	-0.011022	0.175655	-0.135704	-0.581486	0.782690	197.209	0	ground
2.792	0.515969	-0.016755	-0.454438	0.176247	-0.136787	-0.581372	0.782453	197.189	0	ground
2.812	0.461957	0.180785	-0.561687	0.175794	-0.136558	-0.581980	0.782143	197.112	0	ground
2.831	0.235100	0.247563	-0.767893	0.174292	-0.137354	-0.583070	0.781527	196.935	0	ground
2.850	-0.384015	0.210163	-0.410243	0.171444	-0.137388	-0.583946	0.781498	196.812	0	ground
2.869	-0.323395	0.157872	0.079656	0.167590	-0.136996	-0.583951	0.782398	196.826	0	ground
2.888	0.082510	0.088133	0.124096	0.164121	-0.137612	-0.583182	0.783598	196.915	0	ground
2.908	0.209150	-0.008236	-0.050935	0.161494	-0.139214	-0.582162	0.784619	197.007	0	ground
2.928	0.020990	-0.246671	0.354745	0.159134	-0.139983	-0.581131	0.785728	197.127	0	ground
2.946	0.000340	-0.492745	0.840313	0.157046	-0.139116	-0.579962	0.787164	197.319	0	ground
2.966	0.337248	-0.344861	0.534710	0.157497	-0.136872	-0.578637	0.788442	197.576	0	ground
2.985	0.554906	-0.073607	-0.097436	0.157497	-0.136872	-0.578637	0.788442	197.576	0	ground
3.004	0.468843	0.076864	-0.407963	0.158412	-0.135574	-0.579143	0.788111	197.546	0	ground
3.023	0.122142	0.272515	-0.434416	0.158320	-0.133278	-0.579897	0.787966	197.513	0	ground
3.042	-0.030116	0.277309	0.048779	0.157132	-0.130507	-0.580409	0.788291	197.528	0	ground
3.062	-0.124536	0.035974	0.219210	0.154485	-0.129269	-0.581058	0.788540	197.477	0	ground
3.080	0.095171	0.015294	0.065920	0.153815	-0.130687	-0.581500	0.788111	197.372	0	ground
3.100	0.200633	-0.021574	0.123128	0.153815	-0.130687	-0.581500	0.788111	197.372	22	ground
3.119	-0.345370	-0.154188	0.841599	0.153162	-0.131743	-0.582111	0.787611	197.255	0	ground
3.139	-0.682854	-0.432682	0.937594	0.153543	-0.130563	-0.582572	0.787393	197.227	0	ground
3.158	0.471390	-0.264684	0.359651	0.159458	-0.122721	-0.581426	0.788325	197.619	0	ground
3.178	0.588408	-0.126792	0.335329	0.159458	-0.122721	-0.581426	0.788325	197.619	0	ground
3.197	-0.146575	0.041801	0.834867	0.162505	-0.118661	-0.581462	0.788298	197.731	0	ground
3.215	0.777289	0.311144	-0.536048	0.166761	-0.112932	-0.581374	0.788316	197.905	0	ground
3.235	0.605656	0.377666	-0.959314	0.171281	-0.106560	-0.580789	0.788665	198.161	0	ground
3.255	-0.308245	-0.066323	-0.486226	0.177522	-0.093304	-0.578299	0.790791	198.850	0	ground
3.273	0.318315	0.238070	-1.273928	0.177522	-0.093304	-0.578299	0.790791	198.850	0	ground
3.292	1.243896	0.293704	-2.012888	0.180257	-0.088555	-0.575612	0.792676	199.342	0	ground
3.311	1.176992	-0.313610	-1.067126	0.175706	-0.085501	-0.572691	0.796142	199.811	0	ground
3.330	0.318149	-0.651991	1.005670	0.175706	-0.085501	-0.572691	0.796142	199.811	0	ground
3.350	-0.162853	-0.206109	0.812236	0.169289	-0.091240	-0.573938	0.795997	199.496	0	ground
3.369	-0.324694	0.278757	0.226011	0.169289	-0.091240	-0.573938	0.795997	199.496	0	ground
3.388	-0.313609	0.262833	0.468442	0.167636	-0.094010	-0.574270	0.795785	199.382	0	ground
3.408	0.159327	-0.385392	0.577016	0.165859	-0.097903	-0.574218	0.795726	199.293	0	ground
3.427	0.642431	-0.420115	0.348816	0.164564	-0.102348	-0.574429	0.795282	199.150	0	ground
3.446	0.685067	-0.127017	-0.091439	0.160512	-0.109004	-0.578933	0.791954	198.349	0	ground
3.465	0.057391	0.448627	-0.206887	0.160512	-0.109004	-0.578933	0.791954	198.349	0	ground
3.484	-0.344375	0.458089	0.180596	0.156606	-0.111548	-0.582488	0.789772	197.784	0	ground
3.503	0.005496	-0.029150	0.457683	0.152053	-0.114874	-0.585719	0.787793	197.242	0	ground
3.523	0.726810	-0.246469	-0.199848	0.145242	-0.121284	-0.592609	0.782949	196.095	0	ground
3.542	0.600614	-0.562864	-0.228594	0.145242	-0.121284	-0.592609	0.782949	196.095	0	ground
3.562	-0.198597	-0.060111	-0.226096	0.142921	-0.121545	-0.598600	0.778768	195.240	0	ground
3.580	-0.470960	0.846263	-1.087484	0.142592	-0.119115	-0.606490	0.773078	194.184	0	ground
3.599	-0.382313	1.016896	-1.657241	0.141853	-0.117250	-0.612276	0.768927	193.405	0	ground
3.619	-0.382475	0.296955	-0.987267	0.138687	-0.118611	-0.614983	0.767133	192.978	0	ground
3.638	-0.027822	-0.564986	0.382032	0.128279	-0.129866	-0.613889	0.767997	192.817	0	ground
3.658	0.280561	-0.936003	1.381828	0.128279	-0.129866	-0.613889	0.767997	192.817	0	ground
3.676	-0.511690	-0.599352	1.039527	0.125141	-0.133024	-0.612897	0.768766	192.868	0	ground
3.696	-1.060680	0.035804	1.118700	0.124322	-0.133116	-0.612014	0.769586	192.993	0	ground
3.715	-0.704315	-0.002855	1.630255	0.124900	-0.131974	-0.609882	0.771380	193.334	0	ground
3.734	-0.280198	-0.417591	1.788350	0.127172	-0.130947	-0.606467	0.773872	193.854	0	ground
3.753	-0.379146	-0.562683	1.463239	0.131548	-0.129354	-0.603084	0.776049	194.381	0	ground
3.773	0.034582	-0.419937	0.430456	0.137959	-0.125696	-0.599755	0.778114	194.959	23	ground
3.792	0.692444	0.169340	-0.355825	0.145429	-0.120968	-0.596462	0.780032	195.559	0	ground
3.811	0.856685	0.483098	-0.554969	0.152288	-0.118038	-0.593921	0.781111	196.000	0	ground
3.830	0.634930	0.187071	-0.718570	0.157766	-0.119095	-0.592117	0.781232	196.224	0	ground
3.849	1.034673	-0.092021	-1.024489	0.162146	-0.123927	-0.590871	0.780527	196.260	0	ground
3.869	1.217960	-0.020792	-1.089952	0.165406	-0.130170	-0.590745	0.778920	196.089	0	ground
3.888	0.532538	-0.199583	-0.671598	0.166613	-0.134501	-0.591979	0.776988	195.780	0	ground
3.909	-1.070516	-0.285406	0.206453	0.166187	-0.135079	-0.593743	0.775632	195.514	0	ground
3.926	-1.191236	-0.218628	0.593814	0.169050	-0.128457	-0.592770	0.776882	195.857	0	ground
3.946	-0.342103	-0.108719	0.554182	0.173388	-0.125824	-0.590256	0.778269	196.291	0	ground
3.965	0.458905	-0.094106	0.186799	0.173388	-0.125824	-0.590256	0.778269	196.291	0	ground
3.984	0.679251	-0.266462	0.239789	0.177506	-0.124496	-0.588493	0.778890	196.579	0	ground
4.004	0.453384	-0.180961	-0.092473	0.180894	-0.123052	-0.588120	0.778621	196.676	0	ground
4.027	0.336330	0.267815	-0.512042	0.185562	-0.118982	-0.589629	0.777012	196.587	0	ground
4.041	0.335574	0.431140	-0.472219	0.186169	-0.118139	-0.590600	0.776258	196.476	0	ground
4.060	0.326964	0.101774	-0.060328	0.186169	-0.118139	-0.590600	0.776258	196.476	0	ground
4.080	0.102565	-0.481347	0.589068	0.186120	-0.118250	-0.591680	0.775430	196.321	0	ground
4.099	-0.360658	-0.451970	0.639692	0.186821	-0.117893	-0.592968	0.774331	196.150	0	ground
4.118	-0.296658	0.215821	-0.008619	0.192387	-0.114051	-0.594461	0.772396	196.055	0	ground
4.138	-0.023584	0.222400	-0.108533	0.192387	-0.114051	-0.594461	0.772396	196.055	0	ground
4.157	0.293428	-0.251895	0.184358	0.195049	-0.112639	-0.594258	0.772092	196.127	0	ground
4.176	0.346025	-0.148450	-0.089520	0.197665	-0.111758	-0.593965	0.771780	196.196	24	ground
4.195	0.240192	0.076912	-0.360042	0.200111	-0.112047	-0.594105	0.771000	196.172	0	ground
4.214	-0.314719	-0.155578	0.068601	0.201857	-0.113735	-0.594649	0.769877	196.049	0	ground
4.234	-0.593612	-0.577722	0.729209	0.205377	-0.112593	-0.593831	0.769745	196.202	0	ground
4.253	-0.250947	-0.177712	0.272535	0.205377	-0.112593	-0.593831	0.769745	196.202	0	ground
4.272	0.183494	0.301599	-0.453402	0.209083	-0.110000	-0.592092	0.770462	196.526	0	ground
4.292	0.662451	0.088024	-0.545737	0.212790	-0.109947	-0.590202	0.770904	196.800	0	ground
4.312	0.188509	-0.679122	0.275997	0.218351	-0.112546	-0.587553	0.770998	197.106	0	ground
4.330	-0.346958	-0.596763	0.625809	0.218351	-0.112546	-0.587553	0.770998	197.106	0	ground
4.350	0.069413	0.230454	0.169602	0.228095	-0.106569	-0.583744	0.771919	197.831	0	ground
4.368	0.673422	0.309994	-0.511523	0.228095	-0.106569	-0.583744	0.771919	197.831	0	ground
4.388	0.783870	-0.088985	-0.721073	0.232758	-0.103871	-0.581686	0.772448	198.206	0	ground
4.408	0.899164	-0.203274	-0.285506	0.237668	-0.100178	-0.579896	0.772787	198.572	0	ground
4.426	0.849582	-0.036311	-0.458603	0.239213	-0.098856	-0.580473	0.772046	198.533	0	ground
4.445	0.394923	0.174959	-0.721318	0.239775	-0.097302	-0.581271	0.771469	198.466	0	ground
4.465	0.137373	0.097724	-0.308547	0.239775	-0.097302	-0.581271	0.771469	198.466	0	ground
4.483	0.292171	-0.092905	-0.407948	0.239800	-0.094875	-0.581589	0.771523	198.487	0	ground
4.503	0.575936	0.008947	-0.451170	0.239507	-0.090183	-0.582075	0.771811	198.542	0	ground
4.522	0.637986	-0.080009	-0.374986	0.239507	-0.090183	-0.582075	0.771811	198.542	0	ground
4.541	0.660387	0.297464	-1.065847	0.236934	-0.087803	-0.584393	0.771128	198.270	0	ground
4.560	0.174688	0.084815	-0.301806	0.233605	-0.087690	-0.585803	0.771086	198.064	0	ground
4.580	-0.010620	-0.204790	0.165710	0.233605	-0.087690	-0.585803	0.771086	198.064	0	ground
4.599	0.235617	0.188460	-0.121935	0.227964	-0.089084	-0.587855	0.771053	197.723	0	ground
4.618	0.185535	0.032737	0.035351	0.223989	-0.089777	-0.588601	0.771569	197.589	0	ground
4.638	0.024508	-0.202496	0.620778	0.223989	-0.089777	-0.588601	0.771569	197.589	0	ground
4.658	-0.218785	0.154567	0.719656	0.220256	-0.090122	-0.589444	0.771960	197.452	0	ground
4.676	-0.145729	0.594155	0.133115	0.214844	-0.090856	-0.589776	0.773144	197.373	0	ground
4.695	0.167892	0.889545	-0.350176	0.211351	-0.091651	-0.588762	0.774784	197.488	0	ground
4.714	0.107041	0.935941	-0.252423	0.211351	-0.091651	-0.588762	0.774784	197.488	0	ground
4.733	0.304771	0.558155	0.065662	0.207012	-0.092494	-0.586817	0.777327	197.731	0	ground
4.753	0.911414	0.184419	0.338843	0.202403	-0.093834	-0.584298	0.780272	198.041	0	ground
4.772	1.182439	0.362953	0.138047	0.198180	-0.095021	-0.582131	0.782828	198.306	0	ground
4.791	0.651734	0.758166	-0.128428	0.194365	-0.095672	-0.580940	0.784588	198.449	0	ground
4.811	0.356188	0.742846	0.212480	0.187134	-0.099196	-0.578935	0.787385	198.627	0	ground
4.830	1.388860	0.699279	-0.021214	0.184412	-0.099802	-0.577744	0.788824	198.774	0	ground
4.849	2.249291	1.060716	-0.392585	0.184412	-0.099802	-0.577744	0.788824	198.774	0	ground
4.868	1.876138	1.449620	-0.779795	0.180524	-0.098386	-0.578420	0.789406	198.711	0	ground
4.888	1.040889	1.557633	-1.281477	0.168406	-0.092117	-0.582853	0.789580	198.232	0	ground
4.908	0.286684	1.231657	-1.198028	0.168406	-0.092117	-0.582853	0.789580	198.232	0	ground
4.926	0.639629	1.249329	0.428524	0.159740	-0.092066	-0.583633	0.790809	198.115	0	ground
4.945	1.196031	1.060679	0.348932	0.151916	-0.092792	-0.582738	0.792924	198.218	0	ground
4.964	1.297848	0.823985	-0.062207	0.146373	-0.092596	-0.581476	0.794913	198.395	0	ground
4.984	1.110099	0.860447	-0.645732	0.137561	-0.095004	-0.579819	0.797409	198.568	0	ground
5.003	0.720283	0.765178	-0.447862	0.137561	-0.095004	-0.579819	0.797409	198.568	0	ground
5.022	0.401516	0.351264	0.148849	0.133542	-0.096165	-0.578136	0.799173	198.776	0	ground
5.041	0.829953	0.338496	0.152236	0.130516	-0.092207	-0.574016	0.803100	199.440	0	ground
5.060	1.947401	0.617664	-0.327522	0.128669	-0.086478	-0.568005	0.808292	200.399	0	ground
5.079	2.352775	0.613531	-0.362237	0.125537	-0.080292	-0.557469	0.816714	201.978	0	ground
5.099	2.220416	0.277509	-0.154659	0.125537	-0.080292	-0.557469	0.816714	201.978	0	ground
5.118	2.164222	0.167109	0.159757	0.123926	-0.080151	-0.554380	0.819073	202.403	0	ground
5.139	2.006398	0.096613	0.559467	0.122436	-0.081030	-0.552642	0.820384	202.623	0	ground
5.158	1.210997	0.273010	0.674887	0.120448	-0.082437	-0.551455	0.821337	202.757	0	ground
